name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,03/31/2010,12/31/2009,09/30/2009
NetInterestIncome,"-510,000,000","-152,000,000","-125,000,000","-125,000,000","-108,000,000","-188,000,000","-119,000,000","-121,000,000","-86,000,000","-85,000,000","-81,000,000","-76,000,000","-86,000,000","-83,000,000","-76,000,000","-76,000,000","-80,000,000","-86,000,000","-89,000,000","-91,000,000","-201,000,000","-81,000,000","-68,000,000","-79,000,000","-77,000,000","-70,000,000","-77,000,000","-72,000,000","-58,000,000","-65,000,000","-79,000,000","-89,000,000","-86,000,000","-84,000,000","-76,000,000","-65,000,000","-69,000,000","-69,000,000","-67,000,000","-409,000,000","-95,000,000","-511,000,000","-155,000,000","-164,000,000","-155,000,000","-222,000,000","-178,000,000","-409,000,000","-413,000,000","-441,000,000"
EBIT,"7,305,000,000","1,019,000,000","2,341,000,000","2,693,000,000","1,252,000,000","1,086,000,000","111,000,000","408,000,000","307,000,000","840,000,000","1,191,000,000","1,256,000,000","1,112,000,000","884,000,000","1,437,000,000","1,725,000,000","1,625,000,000","1,437,000,000","1,532,000,000","1,688,000,000","1,327,000,000","1,137,000,000","1,353,000,000","1,521,000,000","1,544,000,000","1,136,000,000","1,761,000,000","1,946,000,000","1,676,000,000","1,166,000,000","1,786,000,000","1,694,000,000","1,418,000,000","1,294,000,000","1,274,000,000","1,403,000,000","1,334,000,000","1,004,000,000","1,357,000,000","1,485,000,000","1,000,000,000","239,000,000","1,539,000,000","1,368,000,000","1,086,000,000","393,000,000","903,000,000","431,000,000","-989,000,000","-538,000,000"
EBITDA,"8,698,000,000"
ReconciledCostOfRevenue,"37,397,000,000","10,934,000,000","10,109,000,000","8,676,000,000","7,678,000,000","6,712,000,000","5,885,000,000","4,894,000,000","6,868,000,000","7,044,000,000","7,269,000,000","7,542,000,000","7,446,000,000","7,728,000,000","8,499,000,000","8,290,000,000","8,012,000,000","7,528,000,000","6,939,000,000","6,601,000,000","6,991,000,000","6,420,000,000","5,903,000,000","5,702,000,000","5,166,000,000","5,792,000,000","6,465,000,000","7,047,000,000","6,379,000,000","8,989,000,000","10,118,000,000","10,255,000,000","9,577,000,000","9,601,000,000","9,690,000,000","9,496,000,000","9,153,000,000","9,832,000,000","9,670,000,000","9,561,000,000","10,670,000,000","10,958,000,000","11,538,000,000","12,474,000,000","10,943,000,000","9,415,000,000","9,075,000,000","9,130,000,000","8,466,000,000","7,956,000,000"
ReconciledDepreciation,"1,393,000,000","377,000,000","351,000,000","330,000,000","335,000,000","329,000,000","358,000,000","356,000,000","342,000,000","335,000,000","327,000,000","328,000,000","322,000,000","333,000,000","309,000,000","300,000,000","299,000,000","298,000,000","294,000,000","286,000,000","296,000,000","273,000,000","257,000,000","266,000,000","268,000,000","265,000,000","248,000,000","247,000,000","287,000,000","247,000,000","262,000,000","254,000,000","256,000,000","252,000,000","262,000,000","254,000,000","253,000,000","266,000,000","236,000,000","244,000,000","237,000,000","255,000,000","237,000,000","224,000,000","215,000,000","207,000,000",,"424,000,000","436,000,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"5,602,000,000","715,000,000","1,761,000,000","2,056,000,000","1,070,000,000","855,000,000","112,000,000","314,000,000","141,000,000","605,000,000","969,000,000","1,006,000,000","817,000,000","697,000,000","1,115,000,000","1,655,000,000","1,231,000,000","1,898,000,000","1,059,000,000","1,135,000,000","805,000,000","770,000,000","954,000,000","1,092,000,000","1,030,000,000","797,000,000","1,188,000,000","1,327,000,000","1,169,000,000","798,000,000","1,261,000,000","1,175,000,000","944,000,000","1,176,000,000","856,000,000","925,000,000","907,000,000","654,000,000","853,000,000","770,000,000","600,000,000","-215,000,000","895,000,000","804,000,000","663,000,000","709,000,000","474,000,000","10,000,000","-849,000,000","-650,000,000"
TotalUnusualItemsExcludingGoodwill,"-624,000,000","-624,000,000","0",,,"0","-582,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","-7,000,000","7,000,000","4,000,000","-2,000,000","10,000,000","17,000,000","-45,000,000","-569,000,000","-110,000,000","7,000,000","-1,071,000,000","-793,000,000"
TotalUnusualItems,"-624,000,000","-624,000,000","0",,,"0","-582,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","-7,000,000","7,000,000","4,000,000","-2,000,000","10,000,000","17,000,000","-45,000,000","-569,000,000","-110,000,000","7,000,000","-1,071,000,000","-793,000,000"
NormalizedEBITDA,"9,322,000,000","2,020,000,000","2,692,000,000","3,023,000,000","1,587,000,000","1,415,000,000","1,051,000,000","764,000,000","649,000,000","1,175,000,000","1,518,000,000","1,584,000,000","1,434,000,000","1,217,000,000","1,746,000,000","2,025,000,000","1,924,000,000","1,735,000,000","1,826,000,000","1,974,000,000","1,623,000,000","1,410,000,000","1,610,000,000","1,787,000,000","1,812,000,000","1,401,000,000","2,009,000,000","2,193,000,000","1,963,000,000","1,413,000,000","2,048,000,000","1,948,000,000","1,674,000,000","1,546,000,000","1,536,000,000","1,657,000,000","1,587,000,000","1,270,000,000","1,600,000,000","1,722,000,000","1,233,000,000","496,000,000","1,766,000,000","1,575,000,000","1,346,000,000","1,169,000,000","1,013,000,000","848,000,000","518,000,000","255,000,000"
TaxRateForCalcs,"0.171","0.156","0.204","0.197","0.061","0.044","0.27","0.27","0.344","0.186","0.123","0.144","0.199","0.124","0.172","0.013","0.198","0.4","0.264","0.288","0.281","0.268","0.254","0.241","0.295","0.247","0.291","0.29","0.274","0.272","0.256","0.266","0.289","0.025","0.284","0.308","0.283","0.306","0.338","0.285","0.335","0.297","0.353","0.326","0.285","0.35","0.352","0.35","0.399","0.338"
TaxEffectOfUnusualItems,"-106,704,000","-97,274,826.79","0","0","0","0","-157,140,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2,367,807.154","1,994,413.408","1,340,732.519","-593,548.387","3,533,236.994","5,538,203.191","-12,822,318.527","-199,150,000","-38,751,733.703","2,450,000","-426,875,444.84","-267,829,094.608"
