name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
	DepreciationAmortizationDepletionIncomeStatement,"1,009,000,000","250,000,000","253,000,000","251,000,000","255,000,000","257,000,000","180,000,000","157,000,000","157,000,000","189,000,000","158,000,000","157,000,000","158,000,000","157,000,000","148,000,000","143,000,000","138,000,000","131,000,000","128,000,000","142,000,000","134,000,000","140,000,000","181,000,000","146,000,000","143,000,000","98,000,000","94,000,000","93,000,000","89,000,000","89,000,000","83,000,000","81,000,000","88,000,000","61,375,000","34,391,000","33,068,000","32,166,000","33,547,000","32,864,000","32,108,000","31,983,000","33,189,000","33,095,000","32,837,000","33,131,000","33,342,000","31,739,000","27,914,000","28,214,000","28,607,000","27,868,000","27,579,000","27,303,000","26,056,000","14,401,000","10,844,000","10,946,000","9,546,000","8,898,000","7,748,000","6,509,000","3,890,000","3,327,000","3,309,000","3,188,000","3,655,000","3,809,000"
		DepreciationAndAmortizationInIncomeStatement,"1,009,000,000","250,000,000","253,000,000","251,000,000","255,000,000","257,000,000","180,000,000","157,000,000","157,000,000","189,000,000","158,000,000","157,000,000","158,000,000","157,000,000","148,000,000","143,000,000","138,000,000","131,000,000","128,000,000","142,000,000","134,000,000","140,000,000","181,000,000","146,000,000","143,000,000","98,000,000","94,000,000","93,000,000","89,000,000","89,000,000","83,000,000","81,000,000","88,000,000","61,375,000","34,391,000","33,068,000","32,166,000","33,547,000","32,864,000","32,108,000","31,983,000","33,189,000","33,095,000","32,837,000","33,131,000","33,342,000","31,739,000","27,914,000","28,214,000","28,607,000","27,868,000","27,579,000","27,303,000","26,056,000","14,401,000","10,844,000","10,946,000","9,546,000","8,898,000","7,748,000","6,509,000","3,890,000","3,327,000","3,309,000","3,188,000","3,655,000","3,809,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6,604,000"
OperatingIncome,"3,551,000,000","940,000,000","892,000,000","809,000,000","910,000,000","795,000,000","703,000,000","746,000,000","894,000,000","623,000,000","706,000,000","681,000,000","665,000,000","677,000,000","608,000,000","670,000,000","662,000,000","601,000,000","600,000,000","618,000,000","596,000,000","577,000,000","488,000,000","571,000,000","611,000,000","472,000,000","448,000,000","437,000,000","481,000,000","427,000,000","370,000,000","364,000,000","470,000,000","295,697,000","208,219,000","233,106,000","217,978,000","201,731,000","196,336,000","219,662,000","228,645,000","195,672,000","209,495,000","190,878,000","203,598,000","158,581,000","158,577,000","179,793,000","163,815,000","123,870,000","139,989,000","134,961,000","113,799,000","97,327,000","119,142,000","132,785,000","144,280,000","96,560,000","101,008,000","87,473,000","79,643,000","64,185,000","65,382,000","47,416,000","27,653,000","20,908,000","11,766,000"
NetNonOperatingInterestIncomeExpense,"-422,000,000","-101,000,000","-108,000,000","-106,000,000","-107,000,000","-111,000,000","-88,000,000","-82,000,000","-66,000,000","-63,000,000","-64,000,000","-61,000,000","-62,000,000","-49,000,000","-66,000,000","-55,000,000","-52,000,000","-50,000,000","-47,000,000","-45,000,000","-45,000,000","-44,000,000","-44,000,000","-44,000,000","-46,000,000","-30,000,000","-21,000,000","-23,000,000","-23,000,000","-23,000,000","-22,000,000","-23,000,000","-27,000,000","-25,371,000","-9,202,000","-9,234,000","-9,193,000","-9,178,000","-9,113,000","-9,157,000","-9,828,000","-11,006,000","-7,336,000","-7,525,000","-7,218,000","-6,873,000","-7,033,000","-7,162,000","-6,384,000","-5,679,000","-4,076,000","-6,562,000","-4,644,000",,,,,,,,,,,,,,
	InterestIncomeNonOperating,"1,000,000","1,000,000","0","0","0","1,000,000","1,000,000","2,000,000","6,000,000","8,000,000","8,000,000","10,000,000","9,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,"878,000","700,000","695,000","727,000","612,000","332,000","442,000","240,000","270,000","908,000","846,000","988,000","769,000","478,000","340,000","726,000","709,000","298,000","344,000","610,000",,,,,,,,,,,,,,
	InterestExpenseNonOperating,"423,000,000","102,000,000","108,000,000","106,000,000","107,000,000","112,000,000","89,000,000","84,000,000","72,000,000","71,000,000","72,000,000","71,000,000","71,000,000","71,000,000","66,000,000","55,000,000","52,000,000","50,000,000","47,000,000","45,000,000","45,000,000","44,000,000","44,000,000","44,000,000","46,000,000","30,000,000","21,000,000","23,000,000","23,000,000","23,000,000","22,000,000","23,000,000","27,000,000","26,249,000","9,902,000","9,929,000","9,920,000","9,790,000","9,445,000","9,599,000","10,068,000","11,276,000","8,244,000","8,371,000","8,206,000","7,642,000","7,511,000","7,502,000","7,110,000","6,388,000","4,374,000","6,906,000","5,254,000",,,,,,,,,,,,,,
OtherIncomeExpense,"2,569,000,000","1,270,000,000","40,000,000","1,229,000,000","30,000,000","-10,000,000","-32,000,000","9,000,000","8,000,000","27,000,000","-2,000,000","8,000,000","23,000,000","110,000,000","12,000,000","-4,000,000","7,000,000","118,000,000","7,000,000","-8,000,000","172,000,000","-3,000,000","-1,000,000","-11,000,000","-25,000,000","-51,000,000","-4,000,000","-16,000,000","-17,000,000","8,000,000","-35,000,000","-21,000,000","-63,000,000","-370,871,000","-6,462,000","-6,698,000","-17,969,000","-9,159,000","-2,564,000","-3,941,000","-3,742,000","-1,054,000","-5,704,000","-285,000","-276,000","-1,358,000","-4,303,000","-16,815,000","-696,000","11,210,000","1,493,000","-10,577,000","-79,000","-12,607,000","281,000","-30,000","354,000","1,981,000","158,000","-10,805,000","9,192,000","90,000","-169,000","-340,000","-7,000","39,000","-6,180,000"
	SpecialIncomeCharges,"-102,000,000","-60,000,000","-14,000,000","-10,000,000","-18,000,000","-15,000,000","-76,000,000","-2,000,000","-12,000,000","-1,000,000","0","-1,000,000","0","-1,000,000","-6,000,000","-15,000,000","-12,000,000","-9,000,000","-4,000,000","-9,000,000","-14,000,000","-19,000,000","-14,000,000","-20,000,000","-27,000,000","-54,000,000","-8,000,000","-7,000,000","-19,000,000","-27,000,000","-40,000,000","-37,000,000","-61,000,000","-132,613,000","-6,073,000","-8,414,000","-17,900,000","-9,365,000","-2,285,000","-4,246,000","-3,463,000","-45,000","-5,704,000","-285,000","-276,000","-1,358,000","-4,303,000","-1,498,000","-696,000","11,210,000","1,493,000","-10,577,000","-79,000","-12,607,000","281,000","-30,000","354,000","1,981,000","158,000","-10,805,000","9,192,000","90,000","-169,000","-340,000","-7,000","39,000","-6,180,000"
		RestructuringAndMergernAcquisition,"102,000,000","60,000,000","14,000,000","10,000,000","18,000,000","15,000,000","76,000,000","2,000,000","12,000,000","1,000,000","0","1,000,000","0","1,000,000","6,000,000","15,000,000","12,000,000","9,000,000","4,000,000","9,000,000","14,000,000","19,000,000","14,000,000","20,000,000","27,000,000","54,000,000","8,000,000","7,000,000","19,000,000","27,000,000","40,000,000","37,000,000","61,000,000","132,613,000","6,073,000","8,414,000","17,900,000","9,365,000","2,285,000","4,246,000","3,463,000","864,000","5,446,000",,,,"7,019,000","1,498,000",,,,,,,,,,"33,000","144,000","10,944,000",,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258,000",,,,"-2,716,000",,,,,,,,,,,"-2,014,000","-302,000","-139,000",,,,,,,
	OtherNonOperatingIncomeExpenses,"2,671,000,000","1,330,000,000","54,000,000","1,239,000,000","48,000,000","5,000,000","44,000,000","11,000,000","20,000,000","28,000,000","-2,000,000","9,000,000","23,000,000","111,000,000","18,000,000","11,000,000","19,000,000","127,000,000","11,000,000","1,000,000","186,000,000","16,000,000","13,000,000","9,000,000","2,000,000","3,000,000","4,000,000","-9,000,000","2,000,000","35,000,000","5,000,000","16,000,000","-2,000,000","-238,258,000","-389,000","1,716,000","-69,000","206,000","-279,000","305,000","-279,000",,,,,,,"-15,317,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"5,698,000,000","2,109,000,000","824,000,000","1,932,000,000","833,000,000","674,000,000","583,000,000","673,000,000","836,000,000","587,000,000","640,000,000","628,000,000","626,000,000","738,000,000","554,000,000","611,000,000","617,000,000","669,000,000","560,000,000","565,000,000","723,000,000","530,000,000","443,000,000","516,000,000","540,000,000","391,000,000","423,000,000","398,000,000","441,000,000","412,000,000","313,000,000","320,000,000","380,000,000","-100,545,000","192,555,000","217,174,000","190,816,000","183,394,000","184,659,000","206,564,000","215,075,000","183,612,000","196,455,000","183,068,000","196,104,000","150,350,000","147,241,000","155,816,000","156,735,000","129,401,000","137,406,000","117,822,000","109,076,000","81,156,000","118,282,000","131,639,000","142,419,000","96,089,000","99,274,000","75,207,000","87,864,000","67,400,000","68,113,000","48,269,000","28,761,000","21,819,000","12,725,000"
TaxProvision,"1,629,000,000","580,000,000","187,000,000","679,000,000","183,000,000","146,000,000","189,000,000","145,000,000","178,000,000","134,000,000","103,000,000","150,000,000","134,000,000","119,000,000","89,000,000","149,000,000","143,000,000","-562,000,000","185,000,000","139,000,000","213,000,000","171,000,000","93,000,000","153,000,000","163,000,000","18,000,000","113,000,000","109,000,000","118,000,000","118,000,000","90,000,000","93,000,000","107,000,000","69,541,000","47,511,000","59,313,000","53,635,000","50,841,000","50,552,000","61,266,000","65,296,000","53,345,000","59,507,000","58,696,000","65,950,000","48,541,000","47,328,000","53,289,000","53,217,000","46,409,000","50,524,000","45,764,000","36,854,000","32,301,000","43,319,000","46,775,000","50,129,000","31,437,000","32,593,000","21,514,000","32,278,000","18,408,000","24,467,000","17,302,000","9,097,000","6,959,000","4,209,000"
NetIncomeCommonStockholders,"4,058,000,000","1,527,000,000","633,000,000","1,252,000,000","646,000,000","526,000,000","390,000,000","523,000,000","650,000,000","448,000,000","529,000,000","472,000,000","484,000,000","611,000,000","458,000,000","455,000,000","464,000,000","1,225,000,000","369,000,000","418,000,000","502,000,000","352,000,000","344,000,000","357,000,000","369,000,000","370,000,000","306,000,000","283,000,000","315,000,000","288,000,000","206,000,000","226,000,000","262,000,000","-176,080,000","141,315,000","153,323,000","135,442,000","129,472,000","131,082,000","143,157,000","147,865,000","126,773,000","132,631,000","121,365,000","128,904,000","99,132,000","96,315,000","101,688,000","101,163,000","84,254,000","87,454,000","72,058,000","72,222,000","48,855,000","74,963,000","84,864,000","92,290,000","64,652,000","66,681,000","53,693,000","55,586,000","48,992,000","43,646,000","30,967,000","19,664,000","14,860,000","8,517,000"
	NetIncome,"4,058,000,000","1,527,000,000","633,000,000","1,252,000,000","646,000,000","526,000,000","390,000,000","523,000,000","650,000,000","448,000,000","529,000,000","472,000,000","484,000,000","611,000,000","458,000,000","455,000,000","464,000,000","1,225,000,000","369,000,000","418,000,000","502,000,000","352,000,000","344,000,000","357,000,000","369,000,000","370,000,000","306,000,000","283,000,000","315,000,000","288,000,000","206,000,000","226,000,000","262,000,000","-176,080,000","141,315,000","153,323,000","135,442,000","129,472,000","131,082,000","143,157,000","147,865,000","126,773,000","132,631,000","121,365,000","128,904,000","99,132,000","96,315,000","101,688,000","101,163,000","84,254,000","87,454,000","72,058,000","72,222,000","48,855,000","74,963,000","84,864,000","92,290,000","64,652,000","66,681,000","53,693,000","55,586,000","48,992,000","43,646,000","30,967,000","19,664,000","14,860,000","8,517,000"
		NetIncomeIncludingNoncontrollingInterests,"4,069,000,000","1,529,000,000","637,000,000","1,253,000,000","650,000,000","528,000,000","394,000,000","528,000,000","658,000,000","453,000,000","537,000,000","478,000,000","492,000,000","619,000,000","465,000,000","462,000,000","474,000,000","1,231,000,000","375,000,000","426,000,000","510,000,000","359,000,000","350,000,000","363,000,000","377,000,000","373,000,000","310,000,000","289,000,000","323,000,000","294,000,000","213,000,000","235,000,000","275,000,000","-170,086,000","145,044,000","157,861,000","137,181,000","132,553,000","134,107,000","145,298,000","149,779,000","130,267,000","136,948,000","124,372,000","130,154,000","101,809,000","99,913,000","102,527,000","103,518,000","82,992,000","86,882,000","72,058,000","72,222,000","48,855,000","74,963,000","84,864,000","92,290,000","64,652,000","66,681,000","53,693,000","55,586,000","48,992,000","43,646,000","30,967,000","19,664,000","14,860,000","8,517,000"
			NetIncomeContinuousOperations,"4,069,000,000","1,529,000,000","637,000,000","1,253,000,000","650,000,000","528,000,000","394,000,000","528,000,000","658,000,000","453,000,000","537,000,000","478,000,000","492,000,000","619,000,000","465,000,000","462,000,000","474,000,000","1,231,000,000","375,000,000","426,000,000","510,000,000","359,000,000","350,000,000","363,000,000","377,000,000","373,000,000","310,000,000","289,000,000","323,000,000","294,000,000","223,000,000","227,000,000","273,000,000","-170,086,000","145,044,000","157,861,000","137,181,000","132,553,000","134,107,000","145,298,000","149,779,000","130,267,000","136,948,000","124,372,000","130,154,000","101,809,000","99,913,000","102,527,000","103,518,000","82,992,000","86,882,000","72,058,000","72,222,000","48,855,000","74,963,000","84,864,000","92,290,000","64,652,000","66,681,000","53,693,000","55,586,000","48,992,000","43,646,000","30,967,000","19,664,000","14,860,000","8,517,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-10,000,000","8,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-11,000,000","-2,000,000","-4,000,000","-1,000,000","-4,000,000","-2,000,000","-4,000,000","-5,000,000","-8,000,000","-5,000,000","-8,000,000","-6,000,000","-8,000,000","-8,000,000","-7,000,000","-7,000,000","-10,000,000","-6,000,000","-6,000,000","-8,000,000","-8,000,000","-7,000,000","-6,000,000","-6,000,000","-8,000,000","-3,000,000","-4,000,000","-6,000,000","-8,000,000","-6,000,000","-7,000,000","-9,000,000","-13,000,000","-5,994,000","-3,729,000","-4,538,000","-1,739,000","-3,081,000","-3,025,000","-2,141,000","-1,914,000","-3,494,000","-4,317,000","-3,007,000","-1,250,000","-2,677,000","-3,598,000","-839,000","-2,355,000","1,262,000","572,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,058,000,000","1,527,000,000","633,000,000","1,252,000,000","646,000,000","526,000,000","390,000,000","523,000,000","650,000,000","448,000,000","529,000,000","472,000,000","484,000,000","611,000,000","458,000,000","455,000,000","464,000,000","1,225,000,000","369,000,000","418,000,000","502,000,000","352,000,000","344,000,000","357,000,000","369,000,000","370,000,000","306,000,000","283,000,000","315,000,000","288,000,000","206,000,000","226,000,000","262,000,000","-176,080,000","141,315,000","153,323,000","135,442,000","129,472,000","131,082,000","143,157,000","147,865,000","126,773,000","132,631,000","121,365,000","128,904,000","99,132,000","96,315,000","101,688,000","101,163,000","84,254,000","87,454,000","72,058,000","72,222,000","48,855,000","74,963,000","84,864,000","92,290,000","64,652,000","66,681,000","53,693,000","55,586,000","48,992,000","43,646,000","30,967,000","19,664,000","14,860,000","8,517,000"
BasicEPS,,"2.72","1.12","2.23","1.15","0.94","0.71","0.96","1.18","0.81","0.95","0.84","0.85","1.07","0.8","0.79","0.8","2.1","0.63","0.71","0.84","0.59","0.576","0.6","0.62","0.662","0.554","0.51","0.562","0.512","0.362","0.392","0.456",,"0.388","0.422","0.372","0.356","0.36","0.394","0.408",,"0.362","0.33","0.352",,"0.262","0.274","0.274",,"0.24","0.198","0.198",,"0.21","0.24","0.262",,"0.192","0.156","0.164",,"0.154","0.11","0.07",,"0.01"
DilutedEPS,,"2.7","1.12","2.22","1.14","0.93","0.71","0.95","1.17","0.8","0.94","0.84","0.85","1.07","0.79","0.78","0.79","2.08","0.62","0.7","0.84","0.59","0.572","0.596","0.616","0.658","0.552","0.508","0.56","0.508","0.36","0.39","0.454",,"0.384","0.418","0.37","0.352","0.358","0.39","0.404",,"0.36","0.328","0.348",,"0.258","0.272","0.272",,"0.236","0.194","0.196",,"0.208","0.238","0.258",,"0.186","0.15","0.16",,"0.146","0.104","0.066",,"0.01"
BasicAverageShares,,"562,000,000","563,000,000","563,000,000","562,000,000","561,000,000","548,000,000","546,000,000","552,000,000","556,000,000","559,000,000","563,000,000","568,000,000","569,000,000","572,000,000","578,000,000","582,000,000","584,000,000","588,000,000","591,000,000","594,000,000","595,000,000","595,000,000","595,000,000","595,000,000","560,000,000","550,000,000","555,000,000","560,000,000","565,000,000","570,000,000","575,000,000","575,000,000",,"364,335,000","364,060,000","363,385,000","363,310,000","363,945,000","363,775,000","363,205,000",,"365,695,000","367,185,000","367,165,000",,"368,295,000","369,800,000","368,380,000",,"365,685,000","364,460,000","363,355,000",,"357,415,000","352,980,000","351,805,000",,"347,195,000","346,025,000","337,670,000",,"283,960,000","279,355,000","277,665,000",,"264,575,000"
DilutedAverageShares,,"565,000,000","566,000,000","565,000,000","565,000,000","564,000,000","551,000,000","549,000,000","555,000,000","560,000,000","563,000,000","566,000,000","570,000,000","573,000,000","576,000,000","581,000,000","586,000,000","589,000,000","592,000,000","595,000,000","599,000,000","600,000,000","600,000,000","600,000,000","600,000,000","560,000,000","555,000,000","560,000,000","560,000,000","565,000,000","570,000,000","580,000,000","580,000,000",,"367,625,000","367,025,000","365,875,000","367,245,000","367,055,000","366,715,000","366,260,000",,"369,180,000","370,690,000","371,005,000",,"372,215,000","373,815,000","372,635,000",,"371,020,000","370,370,000","368,030,000",,"362,120,000","357,015,000","356,740,000",,"356,735,000","356,140,000","348,790,000",,"298,060,000","296,045,000","294,860,000",,"271,000,000"
TotalOperatingIncomeAsReported,"3,449,000,000","880,000,000","878,000,000","799,000,000","892,000,000","780,000,000","627,000,000","744,000,000","882,000,000","622,000,000","706,000,000","680,000,000","665,000,000","676,000,000","602,000,000","655,000,000","650,000,000","592,000,000","596,000,000","609,000,000","582,000,000","558,000,000","474,000,000","551,000,000","584,000,000","418,000,000","440,000,000","430,000,000","462,000,000","400,000,000","330,000,000","327,000,000","409,000,000","163,084,000","202,146,000","224,692,000","200,078,000","192,366,000","194,051,000","215,416,000","225,182,000","194,808,000","204,049,000","190,878,000","203,598,000","158,581,000","151,558,000","178,295,000","163,815,000","123,870,000","139,989,000","134,961,000","113,799,000","97,327,000","119,142,000","132,785,000","144,280,000","96,527,000","100,864,000","76,529,000","79,643,000","64,185,000","65,382,000","47,416,000","27,653,000","20,908,000","11,766,000"
