name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
DilutedAverageShares,,"2,159,000,000","2,175,000,000","2,184,000,000","2,449,000,000","2,200,000,000","2,208,000,000","2,214,000,000","2,228,000,000","2,240,000,000","2,253,000,000","2,265,000,000","2,279,000,000","2,291,000,000","2,306,000,000","2,321,000,000","2,337,000,000","2,353,000,000","2,368,000,000","2,385,000,000","2,406,000,000","2,421,000,000","2,440,000,000","2,386,000,000","2,401,000,000","2,430,000,000","2,440,000,000","2,448,000,000","2,460,000,000","2,476,000,000","2,492,000,000","2,512,000,000","2,536,000,000","2,556,000,000","2,576,000,000","2,604,000,000","2,640,000,000","2,676,000,000","3,808,000,000","3,828,000,000","2,704,000,000","2,760,000,000","3,944,000,000","4,032,000,000","2,856,000,000","2,876,000,000",,"4,328,000,000","2,968,000,000","2,980,000,000",,"3,024,000,000","3,012,000,000","4,676,000,000",,"5,013,428,000","6,165,468,000","3,100,322,048",,"3,100,000,000","3,100,000,000","3,100,000,000",,
TotalOperatingIncomeAsReported,"16,736,000,000","4,776,000,000","4,315,000,000","4,064,000,000","3,581,000,000","3,844,000,000","3,142,000,000","2,999,000,000","3,924,000,000","4,016,000,000","3,735,000,000","3,908,000,000","3,641,000,000","3,717,000,000","3,406,000,000","2,885,000,000","3,336,000,000","3,327,000,000","3,212,000,000","3,024,000,000","2,808,000,000","3,100,000,000","2,625,000,000","428,000,000","2,434,000,000","2,396,000,000","2,283,000,000","2,262,000,000","2,281,000,000","2,238,000,000","1,552,000,000","2,020,000,000","2,048,000,000","2,077,000,000","1,751,000,000","1,828,000,000","1,860,000,000","1,800,000,000","1,522,000,000","-2,607,000,000","1,606,000,000","1,618,000,000","1,362,000,000","1,345,000,000","1,383,000,000","1,366,000,000","1,113,000,000","1,137,000,000","1,122,000,000","1,217,000,000","869,000,000","822,000,000","881,000,000","966,000,000","-443,000,000","648,000,000","349,000,000","686,000,000","-2,363,460,000","334,000,000","271,000,000","309,000,000","177,587,000","203,326,000"
TotalExpenses,"8,591,000,000","2,135,000,000","2,243,000,000","2,068,000,000","2,145,000,000","1,842,000,000","1,957,000,000","1,837,000,000","1,922,000,000","2,038,000,000","2,032,000,000","1,931,000,000","1,831,000,000","1,782,000,000","2,021,000,000","1,755,000,000","1,737,000,000","1,535,000,000","1,641,000,000","1,541,000,000","1,667,000,000","1,346,000,000","1,635,000,000","1,325,000,000","1,191,000,000","1,169,000,000","1,277,000,000","1,256,000,000","1,125,000,000","1,144,000,000","1,224,000,000","1,135,000,000","1,115,000,000","1,078,000,000","1,222,000,000","1,174,000,000","1,097,000,000","1,043,000,000","1,207,000,000","1,074,000,000","972,000,000","929,000,000","1,014,000,000","977,000,000","862,000,000","872,000,000","1,049,000,000","892,000,000","835,000,000","786,000,000","1,009,000,000","823,000,000","766,000,000","773,000,000","682,000,000","965,000,000","1,104,000,000","802,000,000","701,675,000","607,000,000","542,000,000","536,000,000","567,120,000","532,664,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"13,144,000,000","3,959,000,000","3,584,000,000","2,575,000,000","3,026,000,000","3,126,000,000","2,137,000,000","2,373,000,000","3,084,000,000","3,272,000,000","3,025,000,000","3,101,000,000","2,977,000,000","2,977,000,000","2,845,000,000","2,329,000,000","2,605,000,000","2,522,000,000","2,140,000,000","2,059,000,000","430,000,000","2,070,000,000","1,931,000,000","412,000,000","1,707,000,000","1,941,000,000","1,512,000,000","1,697,000,000","1,550,000,000","1,569,000,000","1,073,000,000","1,360,000,000","1,598,000,000","1,407,000,000","1,192,000,000","1,225,000,000","1,270,000,000","1,293,000,000","1,662,000,000","-1,839,000,000","1,292,000,000","1,029,000,000","880,000,000","1,005,000,000","881,000,000","884,000,000","774,000,000","716,000,000","713,000,000","763,000,000","514,000,000","729,000,000","536,000,000","574,000,000","-356,000,000","422,000,000","314,000,000","424,000,000","-1,684,575,000","223,000,000","180,000,000","205,000,000","114,399,000","127,344,000"
NormalizedIncome,"12,504,822,217.058","3,872,437,000","3,494,775,244.3","2,240,660,000","2,889,050,000","3,093,474,000","2,097,827,495.908","2,313,134,000","3,071,910,000","3,215,213,000","3,248,349,501.482","3,033,000,000","2,852,260,000","2,982,740,000","2,850,628,886.376","2,827,000,000","2,605,000,000","2,522,000,000","2,141,381,090.674","2,059,000,000","431,200,000","2,080,350,000","1,931,769,322.709","2,245,829,000","1,707,700,000","1,941,000,000","1,519,285,151.117","1,697,000,000","1,552,040,000","1,569,000,000","1,386,592,903.226","1,360,000,000","1,598,000,000","1,407,000,000","1,192,000,000","1,224,330,000","1,270,680,000","1,295,160,000","1,659,400,000","1,044,004,602.992","1,283,970,167.806","1,023,283,858.998","881,296,898.08","869,007,777.058","877,165,577.342","876,324,167.873","680,851,882.845","715,361,853.832","700,845,462.713","731,418,874.172","503,200,000","401,400,000","514,889,515.22","563,158,447.009","543,498,839.907","392,100,000","509,189,189.189","424,000,000","178,363,260.735","197,920,679.887","169,256,944.444","196,157,894.737","117,189,268.181","126,694,223.84"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"511,000,000","134,000,000","125,000,000","131,000,000","121,000,000","136,000,000","145,000,000","142,000,000","118,000,000",,"120,000,000","128,000,000",,"145,000,000","150,000,000","155,000,000","153,000,000","154,000,000","148,000,000","140,000,000","135,000,000","140,000,000","135,000,000","131,000,000","132,000,000","29,000,000",,,,,,,,,,,,,,"11,000,000","7,000,000","10,000,000","13,000,000","11,000,000","12,000,000",,"15,000,000","13,000,000","28,000,000","16,000,000","25,000,000","30,000,000","30,000,000","30,000,000",,,,,,"20,000,000",,,,
NetInterestIncome,"-511,000,000","-134,000,000","-125,000,000","-131,000,000","-121,000,000","-136,000,000","-145,000,000","-142,000,000","-118,000,000","-111,000,000","-120,000,000","-128,000,000","-140,000,000","-145,000,000","-150,000,000","-155,000,000","-153,000,000","-154,000,000","-148,000,000","-140,000,000","-135,000,000","-140,000,000","-135,000,000","-131,000,000","-132,000,000","-29,000,000",,,,,,,,,,,,,"57,000,000","-11,000,000","-7,000,000","-10,000,000","-13,000,000","-11,000,000","-12,000,000","4,000,000","-15,000,000","-13,000,000","-28,000,000","-16,000,000","-25,000,000","-30,000,000","-30,000,000","-30,000,000",,,,,,"-20,000,000",,,,
EBIT,"17,723,000,000","5,031,000,000","4,423,000,000","4,520,000,000","3,749,000,000","3,884,000,000","3,200,000,000","3,074,000,000","3,947,000,000","4,016,000,000","3,815,000,000","3,994,000,000","3,663,000,000","3,775,000,000","3,688,000,000","2,967,000,000","3,370,000,000","3,393,000,000","3,247,000,000","3,054,000,000","2,837,000,000","3,119,000,000","2,645,000,000","553,000,000","2,573,000,000","2,668,000,000","2,294,000,000","2,262,000,000","2,284,000,000","2,238,000,000","2,005,000,000","2,020,000,000","2,048,000,000","2,077,000,000","1,751,000,000","1,827,000,000","1,861,000,000","1,803,000,000","1,524,000,000","1,491,000,000","1,616,000,000","1,627,000,000","1,367,000,000","1,554,000,000","1,389,000,000","1,366,000,000","1,210,000,000","1,135,000,000","1,141,000,000","1,224,000,000","888,000,000","1,327,000,000","917,000,000","983,000,000","-196,000,000","648,000,000","349,000,000","686,000,000","-2,220,725,000","373,000,000","271,000,000","309,000,000","177,587,000","203,326,000"
EBITDA,"18,528,000,000"
ReconciledCostOfRevenue,"5,131,000,000","1,315,000,000","1,239,000,000","1,284,000,000","1,293,000,000","1,154,000,000","1,113,000,000","1,113,000,000","1,123,000,000","1,163,000,000","1,064,000,000","1,056,000,000","1,065,000,000","980,000,000","1,003,000,000","1,021,000,000","993,000,000","839,000,000","822,000,000","856,000,000","854,000,000","716,000,000","851,000,000","632,000,000","654,000,000","627,000,000","655,000,000","683,000,000","592,000,000","623,000,000","624,000,000","590,000,000","566,000,000","602,000,000","621,000,000","610,000,000","605,000,000","564,000,000","582,000,000","537,000,000","534,000,000","487,000,000","494,000,000","454,000,000","431,000,000","437,000,000","472,000,000","388,000,000","408,000,000","379,000,000","445,000,000","359,000,000","364,000,000","368,000,000","1,273,000,000","120,000,000","30,000,000","416,000,000",,,,,,
ReconciledDepreciation,"805,000,000","198,000,000","202,000,000","204,000,000","201,000,000","197,000,000","196,000,000","197,000,000","192,000,000","182,000,000","172,000,000","165,000,000","160,000,000","159,000,000","163,000,000","152,000,000","153,000,000","145,000,000","147,000,000","132,000,000","131,000,000","146,000,000","141,000,000","120,000,000","121,000,000","120,000,000","119,000,000","130,000,000","125,000,000","120,000,000","112,000,000","109,000,000","107,000,000","107,000,000","106,000,000","101,000,000","98,000,000","92,000,000","89,000,000","84,000,000","80,000,000","80,000,000","77,000,000","74,000,000","70,000,000","67,000,000","78,000,000","63,000,000","62,000,000","62,000,000","61,000,000","57,000,000","56,000,000","52,000,000","-803,000,000","331,000,000","396,000,000","313,000,000","-218,389,000","66,067,000","159,962,000","129,000,000","304,472,000","87,922,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"13,144,000,000","3,959,000,000","3,584,000,000","2,575,000,000","3,026,000,000","3,126,000,000","2,137,000,000","2,373,000,000","3,084,000,000","3,272,000,000","3,025,000,000","3,101,000,000","2,977,000,000","2,977,000,000","2,845,000,000","2,329,000,000","2,605,000,000","2,522,000,000","2,140,000,000","2,059,000,000","430,000,000","2,070,000,000","1,931,000,000","412,000,000","1,707,000,000","1,941,000,000","1,512,000,000","1,697,000,000","1,550,000,000","1,569,000,000","1,073,000,000","1,360,000,000","1,598,000,000","1,407,000,000","1,192,000,000","1,225,000,000","1,270,000,000","1,293,000,000","1,662,000,000","-1,839,000,000","1,292,000,000","1,029,000,000","880,000,000","1,005,000,000","881,000,000","884,000,000","774,000,000","716,000,000","713,000,000","763,000,000","514,000,000","729,000,000","536,000,000","574,000,000","-356,000,000","422,000,000","314,000,000","424,000,000","-1,684,575,000","223,000,000","180,000,000","205,000,000","114,399,000","127,344,000"
TotalUnusualItemsExcludingGoodwill,"837,000,000","107,000,000","107,000,000","458,000,000","165,000,000","39,000,000","56,000,000","74,000,000","15,000,000","69,000,000","-274,000,000","85,000,000","154,000,000","-7,000,000","-7,000,000","-600,000,000",,"0","-2,000,000","0","-2,000,000","-15,000,000","-1,000,000","-1,877,000,000","-1,000,000",,"-11,000,000","0","-3,000,000",,"-453,000,000","0","0","0","0","1,000,000","-1,000,000","-3,000,000","4,000,000","-4,087,000,000","10,000,000","9,000,000","-2,000,000","209,000,000","6,000,000","12,000,000","144,000,000","1,000,000","19,000,000","50,000,000","18,000,000","504,000,000","35,000,000","18,000,000","-1,089,000,000","46,000,000","-230,000,000",,"-2,600,398,000","39,000,000","17,000,000","14,000,000","-4,051,000","1,003,000"
TotalUnusualItems,"837,000,000","107,000,000","107,000,000","458,000,000","165,000,000","39,000,000","56,000,000","74,000,000","15,000,000","69,000,000","-274,000,000","85,000,000","154,000,000","-7,000,000","-7,000,000","-600,000,000",,"0","-2,000,000","0","-2,000,000","-15,000,000","-1,000,000","-1,877,000,000","-1,000,000",,"-11,000,000","0","-3,000,000",,"-453,000,000","0","0","0","0","1,000,000","-1,000,000","-3,000,000","4,000,000","-4,087,000,000","10,000,000","9,000,000","-2,000,000","209,000,000","6,000,000","12,000,000","144,000,000","1,000,000","19,000,000","50,000,000","18,000,000","504,000,000","35,000,000","18,000,000","-1,089,000,000","46,000,000","-230,000,000",,"-2,600,398,000","39,000,000","17,000,000","14,000,000","-4,051,000","1,003,000"
NormalizedEBITDA,"17,691,000,000","5,122,000,000","4,518,000,000","4,266,000,000","3,785,000,000","4,042,000,000","3,340,000,000","3,197,000,000","4,124,000,000","4,129,000,000","4,261,000,000","4,074,000,000","3,669,000,000","3,941,000,000","3,858,000,000","3,719,000,000","3,523,000,000","3,538,000,000","3,396,000,000","3,186,000,000","2,970,000,000","3,280,000,000","2,787,000,000","2,550,000,000","2,695,000,000","2,788,000,000","2,424,000,000","2,392,000,000","2,412,000,000","2,358,000,000","2,570,000,000","2,129,000,000","2,155,000,000","2,184,000,000","1,857,000,000","1,927,000,000","1,960,000,000","1,898,000,000","1,609,000,000","5,662,000,000","1,686,000,000","1,698,000,000","1,446,000,000","1,419,000,000","1,453,000,000","1,421,000,000","1,144,000,000","1,197,000,000","1,184,000,000","1,236,000,000","931,000,000","880,000,000","938,000,000","1,017,000,000","952,000,000","933,000,000","975,000,000","999,000,000","379,673,000","400,067,000","413,962,000","424,000,000","486,110,000","290,245,000"
TaxRateForCalcs,"0.236","0.191","0.166","0.27","0.17","0.166","0.3","0.191","0.194","0.177","0.185","0.2","0.19","0.18","0.196","0.17","0.19","0.22","0.309","0.293","0.4","0.31","0.231","0.023","0.3","0.26","0.338","0.22","0.32","0.31","0.308","0.33","0.22","0.32","0.325","0.33","0.32","0.28","0.35","0.295","0.197","0.365","0.352","0.349","0.361","0.36","0.353","0.362","0.36","0.368","0.4","0.35","0.397","0.398","0.174","0.35","0.151","0.379","0.284","0.357","0.368","0.368","0.311","0.352"
TaxEffectOfUnusualItems,"197,822,217.058","20,437,000","17,775,244.3","123,660,000","28,050,000","6,474,000","16,827,495.908","14,134,000","2,910,000","12,213,000","-50,650,498.518","17,000,000","29,260,000","-1,260,000","-1,371,113.624","-102,000,000","0","0","-618,909.326","0","-800,000","-4,650,000","-230,677.291","-43,171,000","-300,000","0","-3,714,848.883","0","-960,000","0","-139,407,096.774","0","0","0","0","330,000","-320,000","-840,000","1,400,000","-1,203,995,397.008","1,970,167.806","3,283,858.998","-703,101.92","73,007,777.058","2,165,577.342","4,324,167.873","50,851,882.845","361,853.832","6,845,462.713","18,418,874.172","7,200,000","176,400,000","13,889,515.22","7,158,447.009","-189,501,160.093","16,100,000","-34,810,810.811","0","-737,459,739.265","13,920,679.887","6,256,944.444","5,157,894.737","-1,260,731.819","353,223.84"
