name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
TotalRevenue,"5,601,000,000","1,732,000,000","1,438,000,000","1,254,000,000","1,177,000,000","822,000,000","761,000,000","490,000,000","1,024,000,000","1,233,000,000","1,249,000,000","1,381,000,000","1,200,000,000","1,380,000,000","1,538,000,000","1,447,000,000","1,537,000,000","1,230,000,000","1,162,000,000","993,000,000","988,000,000","1,200,000,000","1,100,000,000","959,000,000","772,000,000","1,164,000,000","1,384,000,000","1,490,000,000","1,484,000,000","2,398,000,000","2,870,000,000","2,888,000,000","3,370,000,000","2,926,000,000","3,787,000,000","3,918,000,000","3,870,000,000","3,963,000,000","4,039,000,000","3,724,000,000","3,962,000,000","3,707,000,000","3,676,000,000","3,745,000,000","20,945,000,000","19,652,000,000","18,575,000,000","18,574,000,000","16,820,000,000","16,066,000,000","14,477,000,000","13,358,000,000","10,357,000,000","15,721,000,000","23,114,000,000","21,912,000,000","17,822,000,000","16,878,000,000","15,410,000,000","15,429,000,000","12,869,000,000","17,546,000,000","15,195,000,000","16,902,000,000","16,516,000,000","12,599,000,000","17,248,000,000","14,891,000,000","13,010,000,000","13,170,000,000","11,179,000,000","11,454,000,000","9,641,000,000","10,027,000,000","9,224,000,000","8,675,000,000","9,153,000,000","7,560,000,000","7,404,000,000","7,044,000,000","5,458,000,000","5,737,000,000","7,350,000,000","8,044,000,000","7,697,000,000","7,474,000,000","8,107,000,000","7,755,000,000","6,807,000,000","6,411,000,000","5,457,000,000","4,444,000,000","3,927,000,000","4,360,000,000","4,684,000,000","4,641,000,000","4,460,000,000","3,203,000,000","3,191,000,000","3,111,000,000","3,427,000,000","3,761,000,000","3,438,000,000","3,371,000,000","2,994,000,000","2,852,000,000","2,774,000,000","2,847,000,000","2,690,000,000","2,744,000,000","2,764,000,000","2,561,000,000","2,204,000,000","2,922,000,000","2,983,000,000","3,103,000,000","2,954,000,000","3,238,000,000","3,382,000,000","3,221,000,000","2,941,000,000","3,571,000,000","3,488,000,000","3,503,000,000","3,413,000,000","3,654,000,000","3,654,000,000","3,654,000,000","3,654,000,000"
	OperatingRevenue,"5,601,000,000","1,732,000,000","1,438,000,000","1,254,000,000","1,177,000,000","822,000,000","761,000,000","490,000,000","1,024,000,000","1,233,000,000","1,249,000,000","1,381,000,000","1,200,000,000","1,380,000,000","1,538,000,000","1,447,000,000","1,537,000,000","1,230,000,000","1,162,000,000","993,000,000","988,000,000","1,200,000,000","1,100,000,000","959,000,000","772,000,000","1,164,000,000","1,384,000,000","1,490,000,000","1,484,000,000","2,398,000,000","2,870,000,000","2,888,000,000","3,370,000,000","2,926,000,000","3,787,000,000","3,918,000,000","3,870,000,000","4,089,000,000","4,051,000,000","3,752,000,000","3,962,000,000","3,667,000,000","3,663,000,000","3,700,000,000","20,939,000,000","19,560,000,000","18,443,000,000","18,449,000,000","15,869,000,000","15,893,000,000","14,362,000,000","13,080,000,000","10,254,000,000","9,280,000,000","23,114,000,000","21,912,000,000","17,822,000,000","16,878,000,000","15,410,000,000","15,429,000,000","12,869,000,000","17,546,000,000","15,195,000,000","16,902,000,000","16,516,000,000","15,982,000,000","15,957,000,000","14,832,000,000","11,848,000,000","13,047,000,000","11,112,000,000","11,376,000,000","9,600,000,000","9,960,000,000","9,149,000,000","8,613,000,000","9,086,000,000","7,476,000,000","7,321,000,000","7,000,000,000","5,413,000,000","5,694,000,000","7,350,000,000","7,989,000,000","7,582,000,000","7,474,000,000","8,107,000,000","7,755,000,000","6,807,000,000","6,411,000,000","5,457,000,000","4,444,000,000","3,927,000,000","4,360,000,000","4,684,000,000","4,641,000,000","4,460,000,000","3,203,000,000","3,191,000,000","3,111,000,000","3,427,000,000","3,761,000,000","3,438,000,000","3,371,000,000","2,994,000,000","2,852,000,000","2,774,000,000","2,847,000,000","2,690,000,000","2,744,000,000","2,764,000,000","2,561,000,000","2,204,000,000","2,922,000,000","2,983,000,000","3,103,000,000","2,954,000,000","3,238,000,000","3,382,000,000","3,221,000,000","2,941,000,000","3,571,000,000","3,488,000,000","3,503,000,000","3,413,000,000","3,654,000,000","3,654,000,000","3,654,000,000","3,654,000,000"
CostOfRevenue,"3,327,000,000","861,000,000","872,000,000","825,000,000","769,000,000","822,000,000","866,000,000","831,000,000","948,000,000","928,000,000","923,000,000","968,000,000","895,000,000","985,000,000","993,000,000","943,000,000","937,000,000","937,000,000","993,000,000","917,000,000","830,000,000","1,145,000,000","1,158,000,000","1,094,000,000","1,104,000,000","1,317,000,000","1,300,000,000","1,464,000,000","1,577,000,000","1,904,000,000","1,983,000,000","1,957,000,000","1,964,000,000","1,749,000,000","2,085,000,000","1,933,000,000","1,865,000,000","3,258,000,000","1,544,000,000","1,531,000,000","1,612,000,000","1,760,000,000","1,786,000,000","1,883,000,000","17,641,000,000","16,993,000,000","15,881,000,000","15,866,000,000","14,324,000,000","14,019,000,000","12,409,000,000","11,176,000,000","8,733,000,000","10,732,000,000","17,101,000,000","19,639,000,000","14,720,000,000","15,208,000,000","13,143,000,000","12,008,000,000","9,711,000,000","15,120,000,000","11,640,000,000","13,491,000,000","13,124,000,000","13,258,000,000","13,979,000,000","12,807,000,000","10,614,000,000","11,709,000,000","9,988,000,000","9,949,000,000","8,548,000,000","9,054,000,000","7,964,000,000","7,495,000,000","7,983,000,000","6,536,000,000","6,473,000,000","6,029,000,000","4,816,000,000","4,848,000,000","6,066,000,000","6,228,000,000","6,257,000,000","6,298,000,000","6,974,000,000","6,493,000,000","5,950,000,000","5,654,000,000","4,661,000,000","3,728,000,000","3,468,000,000","3,860,000,000","4,034,000,000","3,840,000,000","3,904,000,000","2,692,000,000","2,578,000,000","2,520,000,000","2,791,000,000","3,171,000,000","2,925,000,000","2,765,000,000","2,463,000,000","2,444,000,000","2,224,000,000","2,257,000,000","2,235,000,000","2,339,000,000","2,288,000,000","2,190,000,000","1,803,000,000","2,017,000,000","2,025,000,000","2,157,000,000","2,067,000,000","2,491,000,000","2,563,000,000","2,386,000,000","2,088,000,000","2,711,000,000","2,566,000,000","2,487,000,000","2,446,000,000",,,,
GrossProfit,"2,274,000,000","871,000,000","566,000,000","429,000,000","408,000,000","0","-105,000,000","-341,000,000","76,000,000","305,000,000","326,000,000","413,000,000","305,000,000","395,000,000","545,000,000","504,000,000","600,000,000","293,000,000","169,000,000","76,000,000","158,000,000","55,000,000","-58,000,000","-135,000,000","-332,000,000","-153,000,000","84,000,000","26,000,000","-93,000,000","494,000,000","887,000,000","931,000,000","1,406,000,000","1,177,000,000","1,702,000,000","1,985,000,000","2,005,000,000","705,000,000","2,495,000,000","2,193,000,000","2,350,000,000","1,947,000,000","1,890,000,000","1,862,000,000","3,304,000,000","2,659,000,000","2,694,000,000","2,708,000,000","2,496,000,000","2,047,000,000","2,068,000,000","2,182,000,000","1,624,000,000","4,989,000,000","6,013,000,000","2,273,000,000","3,102,000,000","1,670,000,000","2,267,000,000","3,421,000,000","3,158,000,000","2,426,000,000","3,555,000,000","3,411,000,000","3,392,000,000","-659,000,000","3,269,000,000","2,084,000,000","2,396,000,000","1,461,000,000","1,191,000,000","1,505,000,000","1,093,000,000","973,000,000","1,260,000,000","1,180,000,000","1,170,000,000","1,024,000,000","931,000,000","1,015,000,000","642,000,000","889,000,000","1,284,000,000","1,816,000,000","1,440,000,000","1,176,000,000","1,133,000,000","1,262,000,000","857,000,000","757,000,000","796,000,000","716,000,000","459,000,000","500,000,000","650,000,000","801,000,000","556,000,000","511,000,000","613,000,000","591,000,000","636,000,000","590,000,000","513,000,000","606,000,000","531,000,000","408,000,000","550,000,000","590,000,000","455,000,000","405,000,000","476,000,000","371,000,000","401,000,000","905,000,000","958,000,000","946,000,000","887,000,000","747,000,000","819,000,000","835,000,000","853,000,000","860,000,000","922,000,000","1,016,000,000","967,000,000",,,,
OperatingExpense,"757,000,000","194,000,000","220,000,000","167,000,000","184,000,000","212,000,000","129,000,000","144,000,000","170,000,000","214,000,000","185,000,000","192,000,000","225,000,000","288,000,000","243,000,000","235,000,000","216,000,000","213,000,000","435,000,000","168,000,000","176,000,000","172,000,000","227,000,000","360,000,000","223,000,000","701,000,000","756,000,000","357,000,000","328,000,000","734,000,000","371,000,000","393,000,000","366,000,000","518,000,000","396,000,000","390,000,000","723,000,000","-803,000,000","827,000,000","777,000,000","772,000,000","783,000,000","680,000,000","747,000,000","1,327,000,000","1,407,000,000","1,188,000,000","1,104,000,000","1,062,000,000","1,054,000,000","1,051,000,000","1,119,000,000","1,059,000,000","3,192,000,000","2,347,000,000","679,000,000","1,812,000,000","718,000,000","637,000,000","664,000,000","1,840,000,000","633,000,000","611,000,000","657,000,000","729,000,000","-2,711,000,000","2,001,000,000","726,000,000","1,772,000,000","640,000,000","649,000,000","676,000,000","615,000,000","623,000,000","602,000,000","635,000,000","597,000,000","628,000,000","572,000,000","558,000,000","474,000,000","682,000,000","704,000,000","561,000,000","528,000,000","810,000,000","463,000,000","432,000,000","447,000,000","451,000,000","397,000,000","417,000,000","416,000,000","413,000,000","400,000,000","385,000,000","453,000,000","308,000,000","309,000,000","296,000,000","308,000,000","315,000,000","291,000,000","300,000,000","309,000,000","310,000,000","328,000,000","339,000,000","332,000,000","322,000,000","296,000,000","308,000,000","303,000,000","833,000,000","844,000,000","852,000,000","781,000,000","779,000,000","757,000,000","627,000,000","749,000,000","1,008,000,000","811,000,000","835,000,000","729,000,000",,,,
	SellingGeneralAndAdministration,"291,000,000","64,000,000","70,000,000","68,000,000","89,000,000","57,000,000","53,000,000","88,000,000","76,000,000","93,000,000","82,000,000","87,000,000","94,000,000","88,000,000","101,000,000","105,000,000","100,000,000","101,000,000","97,000,000","93,000,000","109,000,000","96,000,000","105,000,000","132,000,000","151,000,000","126,000,000","125,000,000","168,000,000","171,000,000","168,000,000","160,000,000","139,000,000","192,000,000","197,000,000","152,000,000","164,000,000","174,000,000","166,000,000","139,000,000","130,000,000","120,000,000","173,000,000","104,000,000","130,000,000","353,000,000","405,000,000","324,000,000","336,000,000","298,000,000","328,000,000","323,000,000","321,000,000","291,000,000","865,000,000","351,000,000","361,000,000","300,000,000","377,000,000","336,000,000","327,000,000","287,000,000","333,000,000","300,000,000","308,000,000","287,000,000","305,000,000","325,000,000","268,000,000","260,000,000","236,000,000","270,000,000","289,000,000","230,000,000","246,000,000","249,000,000","246,000,000","207,000,000","257,000,000","218,000,000","183,000,000","187,000,000","229,000,000","171,000,000","185,000,000","141,000,000","216,000,000","151,000,000","124,000,000","134,000,000","111,000,000","121,000,000","132,000,000","122,000,000","122,000,000","132,000,000","120,000,000","131,000,000","92,000,000","96,000,000","83,000,000","84,000,000","82,000,000","77,000,000","82,000,000","78,000,000","71,000,000","74,000,000","79,000,000","73,000,000","76,000,000","73,000,000","86,000,000","78,000,000","83,000,000","82,000,000","162,000,000","110,000,000","104,000,000","80,000,000","80,000,000","79,000,000","315,000,000","111,000,000","103,000,000","94,000,000",,,,
		GeneralAndAdministrativeExpense,"291,000,000","64,000,000","70,000,000","68,000,000","89,000,000","57,000,000","53,000,000","88,000,000","76,000,000","93,000,000","82,000,000","87,000,000","94,000,000","88,000,000","101,000,000","105,000,000","100,000,000","101,000,000","97,000,000","93,000,000","109,000,000","96,000,000","105,000,000","132,000,000","151,000,000","126,000,000","125,000,000","168,000,000","171,000,000","168,000,000","160,000,000","139,000,000","192,000,000","197,000,000","152,000,000","164,000,000","174,000,000","166,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"291,000,000","64,000,000","70,000,000","68,000,000","89,000,000","57,000,000","53,000,000","88,000,000","76,000,000","93,000,000","82,000,000","87,000,000","94,000,000","88,000,000","101,000,000","105,000,000","100,000,000","101,000,000","97,000,000","93,000,000","109,000,000","96,000,000","105,000,000","132,000,000","151,000,000","126,000,000","125,000,000","168,000,000","171,000,000","168,000,000","160,000,000","139,000,000","192,000,000","197,000,000","152,000,000","164,000,000","174,000,000","166,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,000,000","98,000,000",,"55,000,000","64,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625,000,000","580,000,000","574,000,000","550,000,000","517,000,000","564,000,000","852,000,000","893,000,000","765,000,000","658,000,000","649,000,000","635,000,000","630,000,000","701,000,000","665,000,000","626,000,000","597,000,000","504,000,000","451,000,000","415,000,000","409,000,000","396,000,000","393,000,000","388,000,000","361,000,000","369,000,000","415,000,000","365,000,000","331,000,000","339,000,000","323,000,000","308,000,000","299,000,000","308,000,000","302,000,000","309,000,000","280,000,000","311,000,000","309,000,000","307,000,000","292,000,000","308,000,000","294,000,000","325,000,000","302,000,000","306,000,000","303,000,000","518,000,000","241,000,000","240,000,000","246,000,000","272,000,000","219,000,000","222,000,000","237,000,000","240,000,000","222,000,000","209,000,000","270,000,000","167,000,000","163,000,000","163,000,000","171,000,000","171,000,000","167,000,000","173,000,000","182,000,000","194,000,000","207,000,000","209,000,000","207,000,000","196,000,000","172,000,000","182,000,000","171,000,000","179,000,000","198,000,000","175,000,000","175,000,000","204,000,000","187,000,000","197,000,000","205,000,000","234,000,000","216,000,000","215,000,000","210,000,000",,,,
