name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingIncome,"1,113,000,000","271,600,000","290,200,000","295,200,000","256,000,000","233,900,000","241,800,000","196,400,000","169,000,000","176,100,000","203,000,000","206,900,000","136,800,000","188,900,000","179,900,000","199,400,000","120,200,000","167,800,000","202,200,000","215,700,000","120,300,000","167,900,000","186,200,000","191,400,000","101,100,000","144,300,000","162,100,000","134,300,000","72,000,000","69,700,000","136,500,000","137,400,000","64,400,000","96,900,000","121,300,000","106,800,000","57,500,000","23,700,000","63,700,000","72,300,000","22,300,000","-39,800,000","50,500,000","65,600,000","5,000,000","42,200,000","65,400,000","75,700,000","12,500,000"
NetNonOperatingInterestIncomeExpense,"-84,400,000","-21,200,000","-20,600,000","-21,200,000","-21,400,000","-19,500,000","-20,100,000","-22,200,000","-22,100,000","-22,400,000","-23,600,000","-24,500,000","-23,700,000","-23,400,000","-19,000,000","-17,400,000","-14,700,000","-12,900,000","-12,300,000","-12,300,000","-11,900,000","-11,600,000","-11,800,000","-13,900,000","-11,800,000","-11,400,000","-11,100,000","-6,000,000","-3,400,000","-3,200,000","-3,200,000","-2,100,000","-1,900,000","-1,700,000","-2,100,000","-1,700,000","-1,700,000","-2,100,000","-2,000,000","-2,100,000","-2,500,000","-3,000,000","-100,000","-500,000","-22,800,000","-28,700,000","-29,300,000","-29,900,000","-28,700,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,"0",,
	InterestExpenseNonOperating,"84,400,000","21,200,000","20,600,000","21,200,000","21,400,000","19,500,000","20,100,000","22,200,000","22,100,000","22,400,000","23,600,000","24,500,000","23,700,000","23,400,000","19,000,000","17,400,000","14,700,000","12,900,000","12,300,000","12,300,000","11,900,000","11,600,000","11,800,000","13,900,000","11,800,000","11,400,000","11,100,000","6,000,000","3,400,000","3,200,000","3,200,000","2,100,000","1,900,000","1,700,000","2,100,000","1,700,000","1,700,000","2,100,000","2,000,000","2,100,000","2,500,000","3,000,000","200,000","500,000","22,800,000","28,700,000","29,300,000","37,400,000","28,700,000"
OtherIncomeExpense,"-23,500,000","-11,300,000","-2,300,000","1,000,000","-10,900,000","-800,000","500,000","-18,200,000","-7,900,000","-14,800,000","-34,700,000","-3,800,000",,"-48,300,000","-23,200,000","-7,400,000","2,000,000","-12,500,000","-500,000","-4,200,000","-4,600,000","-3,100,000","-3,700,000","-3,300,000","-5,300,000","-4,600,000","-2,300,000","-7,600,000","-6,400,000","-4,900,000","200,000","-1,600,000","-1,800,000","-1,100,000","-22,200,000","-6,400,000","-700,000","-15,800,000","-2,300,000","-700,000","-500,000","-92,600,000","-2,900,000","-500,000","-300,000","-6,700,000","700,000","-400,000","-300,000"
	GainOnSaleOfSecurity,"-6,000,000"
	EarningsFromEquityInterest,"-5,000,000"
	SpecialIncomeCharges,"-13,500,000","-2,000,000","-3,600,000","-300,000","-7,600,000","600,000","-1,600,000","-23,400,000","-14,000,000","-15,500,000","-35,000,000","-4,500,000","-1,200,000","-42,300,000","-32,800,000","-10,800,000","-800,000","-11,800,000","-400,000","-3,300,000","-5,400,000","-1,500,000","-3,100,000","-3,700,000","-5,600,000","-4,000,000","-1,800,000","-6,100,000","-4,700,000","-5,400,000","-100,000","-800,000","-2,300,000","-1,500,000","-22,700,000","-6,500,000","-900,000","-16,800,000","-2,300,000","-700,000","-500,000","-92,600,000","-2,900,000","-500,000","-300,000","-6,700,000","700,000","-400,000","-300,000"
		RestructuringAndMergernAcquisition,"13,500,000","2,000,000","3,600,000","300,000","7,600,000","-600,000","1,600,000","10,400,000","4,500,000","3,500,000","5,500,000","4,500,000","1,200,000","6,800,000","5,700,000","10,800,000","800,000","4,800,000","400,000","900,000","2,200,000","1,500,000","3,100,000","3,700,000","5,600,000","4,000,000","1,800,000","6,100,000","4,700,000","3,800,000","100,000","800,000","2,300,000","1,500,000","1,500,000","300,000","900,000","400,000","3,100,000","0","1,000,000","2,900,000","1,100,000","400,000","300,000","7,200,000","100,000","300,000","400,000"
		ImpairmentOfCapitalAssets,"0","0","0","0","0","0","0","13,000,000","9,500,000","12,000,000","29,500,000",,,"35,500,000","27,100,000","0","0","0","0","0","3,200,000",,,,,,,,,"0","0",,,"0","21,200,000",,,"15,800,000",,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,600,000","0","0",,"0","0","6,200,000",,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-800,000","700,000","-500,000","-300,000","1,800,000","100,000",,"-500,000","-800,000",,"-100,000"
		GainOnSaleOfBusiness,,,,,,,,,,,,,,"0","0","0",,"0","0","-2,400,000",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,000,000","1,700,000","1,300,000","1,300,000","-3,300,000","-9,600,000","2,100,000","5,200,000","6,100,000","0","300,000","700,000","1,200,000","-11,800,000","9,600,000","3,400,000","2,800,000","-700,000","-100,000","-900,000","800,000","-1,600,000","-600,000","400,000","300,000","-600,000","-500,000","-1,500,000","-1,700,000","500,000","300,000","-800,000","500,000","400,000","500,000","100,000","200,000","400,000",,,,,,,,,,,
PretaxIncome,"1,005,100,000","239,100,000","267,300,000","275,000,000","223,700,000","213,600,000","222,200,000","156,000,000","139,000,000","138,900,000","144,700,000","178,600,000","113,100,000","117,200,000","137,700,000","174,600,000","107,500,000","142,400,000","189,400,000","199,200,000","103,800,000","153,200,000","170,700,000","174,200,000","84,000,000","128,300,000","148,700,000","120,700,000","62,200,000","61,600,000","133,500,000","133,700,000","60,700,000","94,100,000","97,000,000","98,700,000","55,100,000","5,800,000","59,400,000","69,500,000","19,300,000","-135,400,000","47,500,000","64,600,000","-18,100,000","6,800,000","36,800,000","45,400,000","-16,500,000"
TaxProvision,"232,700,000","63,800,000","65,200,000","57,800,000","45,900,000","47,100,000","54,000,000","37,800,000","29,900,000","34,900,000","39,000,000","41,500,000","28,600,000","31,900,000","37,800,000","44,900,000","32,400,000","14,400,000","59,800,000","58,900,000","26,400,000","48,800,000","48,800,000","49,100,000","28,300,000","40,700,000","48,700,000","42,700,000","21,300,000","13,100,000","44,900,000","40,100,000","19,500,000","29,500,000","32,400,000","34,500,000","17,600,000","-12,800,000","19,200,000","21,600,000","6,300,000","-49,900,000","27,100,000","20,500,000","-5,900,000","-3,900,000","9,100,000","11,700,000","-2,800,000"
EarningsFromEquityInterestNetOfTax,"0","0","0","0","0","-2,900,000","-2,400,000","-2,000,000","-300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"772,400,000","175,300,000","202,100,000","217,200,000","177,800,000","163,600,000","164,600,000","115,800,000","109,100,000","104,100,000","105,600,000","137,500,000","84,700,000","85,200,000","99,800,000","129,600,000","75,000,000","128,000,000","129,500,000","137,700,000","77,400,000","103,600,000","123,400,000","125,200,000","55,700,000","87,800,000","107,500,000","79,700,000","40,000,000","45,100,000","-21,100,000","93,300,000","40,800,000","64,200,000","64,200,000","64,000,000","37,300,000","18,400,000","40,000,000","47,800,000","12,500,000","-85,600,000","20,100,000","43,700,000","-12,400,000","10,300,000","27,400,000","33,600,000","-14,100,000"
	NetIncome,"772,400,000","175,300,000","202,100,000","217,200,000","177,800,000","163,600,000","164,600,000","115,800,000","109,100,000","104,100,000","105,600,000","137,500,000","84,700,000","85,200,000","99,800,000","129,600,000","75,000,000","128,000,000","129,500,000","137,700,000","77,400,000","103,600,000","123,400,000","125,200,000","55,700,000","87,800,000","107,500,000","79,700,000","40,000,000","45,100,000","-21,100,000","93,300,000","40,800,000","64,200,000","64,200,000","64,000,000","37,300,000","18,400,000","40,000,000","47,800,000","12,500,000","-85,600,000","20,100,000","43,700,000","-12,400,000","10,300,000","27,400,000","33,600,000","-14,100,000"
		NetIncomeIncludingNoncontrollingInterests,"772,400,000","175,300,000","202,100,000","217,200,000","177,800,000","163,600,000","165,800,000","116,200,000","108,800,000","104,000,000","105,700,000","137,100,000","84,500,000","85,300,000","99,900,000","129,700,000","74,900,000","128,000,000","129,600,000","137,700,000","77,400,000","103,700,000","123,400,000","125,100,000","55,700,000","88,000,000","107,800,000","79,400,000","40,300,000","45,400,000","-20,900,000","93,600,000","41,200,000","64,600,000","64,600,000","64,200,000","37,500,000","18,600,000","40,200,000","47,900,000","13,000,000","-85,500,000","20,400,000","44,100,000","-12,200,000","10,700,000","27,700,000","33,700,000","-13,700,000"
			NetIncomeContinuousOperations,"772,400,000","175,300,000","202,100,000","217,200,000","177,800,000","163,600,000","165,800,000","116,200,000","108,800,000","104,000,000","105,700,000","137,100,000","84,500,000","85,300,000","99,900,000","129,700,000","75,100,000","128,000,000","129,600,000","140,300,000","77,400,000","104,400,000","121,900,000","125,100,000","55,700,000","87,600,000","100,000,000","78,000,000","40,900,000","48,500,000","88,600,000","93,600,000","41,200,000","64,600,000","64,600,000","64,200,000","37,500,000","18,600,000","40,200,000","47,900,000","13,000,000","-85,500,000","20,400,000","44,100,000","-12,200,000","10,700,000","27,700,000","33,700,000","-13,700,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,"0","0","0","0","0","0","0","-200,000","0","0","-2,600,000",,"-700,000","1,500,000","0",,"400,000","7,800,000","1,400,000","-600,000","-3,100,000","-109,500,000",,,,,,,,,,,,,,,,,,
		MinorityInterests,"0","0","0","0","0","0","-1,200,000","-400,000","300,000","100,000","-100,000","400,000","200,000","-100,000","-100,000","-100,000","100,000","0","-100,000","0","0","-100,000",,"100,000",,"-200,000","-300,000","300,000","-300,000","-300,000","-200,000","-300,000","-400,000","-400,000","-400,000","-200,000","-200,000","-200,000","-200,000","-100,000","-500,000","-100,000","-300,000","-400,000","-200,000","-400,000","-300,000","-100,000","-400,000"
DilutedNIAvailtoComStockholders,"772,400,000","175,300,000","202,100,000","217,200,000","177,800,000","163,600,000","164,600,000","115,800,000","109,100,000","104,100,000","105,600,000","137,500,000","84,700,000","85,200,000","99,800,000","129,600,000","75,000,000","128,000,000","129,500,000","137,700,000","77,400,000","103,600,000","123,400,000","125,200,000","55,700,000","87,800,000","107,500,000","79,700,000","40,000,000","45,100,000","-21,100,000","93,300,000","40,800,000","64,200,000","64,200,000","64,000,000","37,300,000","18,400,000","40,000,000","47,800,000","12,500,000","-85,600,000","20,100,000","43,700,000","-12,400,000","10,300,000","27,400,000","33,600,000","-14,100,000"
BasicEPS,,"1.298","1.447","1.556","1.276","1.18","1.164","0.823","0.776","0.746","0.747","0.973","0.6","0.606","0.653","0.849","0.492","0.843","0.834","0.887","0.501","0.675","0.804","0.821","0.367","0.549","0.672","0.498","0.25","0.285","-0.134","0.596","0.243","0.385","0.388","0.385","0.225","0.112","0.249","0.298","0.08",,"0.13","0.28","-0.08",,"0.18",,"-0.091"
DilutedEPS,,"1.28","1.447","1.55","1.26","1.16","1.164","0.823","0.77","0.74","0.747","0.97","0.6","0.6","0.653","0.849","0.49","0.83","0.83","0.887","0.5","0.67","0.77","0.8","0.35","0.54","0.61","0.48","0.25","0.285","-0.134","0.55","0.24","0.37","0.37","0.37","0.22","0.11","0.24","0.29","0.08",,"0.13","0.28","-0.08",,"0.18",,"-0.091"
BasicAverageShares,,"135,064,296","139,693,842","139,593,842","139,293,842","138,660,154","141,464,685","140,664,685","140,564,685","139,555,487","141,289,377","141,289,377","141,089,377","140,498,981","152,720,071","152,620,071","152,520,071","151,906,797","155,294,070","155,194,070","154,394,070","153,412,050","153,394,070","152,494,070","151,794,070","159,906,032","159,695,840","159,990,111","159,690,111","158,140,128","157,490,111","156,590,111","167,795,680","166,667,936","165,299,898","166,399,898","165,499,898","163,855,647","160,500,000","160,500,000","163,000,000",,"155,100,000","155,100,000","155,100,000",,"155,100,000",,"155,100,000"
DilutedAverageShares,,"137,300,000","139,700,000","140,400,000","140,600,000","140,800,000","141,464,685","140,664,685","140,800,000","141,100,000","141,289,377","141,300,000","141,900,000","142,600,000","152,720,071","152,620,071","152,520,071","154,400,000","155,900,000","156,600,000","156,200,000","156,800,000","157,600,000","157,200,000","158,500,000","162,900,000","163,400,000","163,000,000","162,600,000","162,300,000","163,200,000","168,700,000","171,200,000","171,800,000","171,600,000","171,300,000","170,300,000","169,200,000","167,000,000","165,400,000","163,000,000",,"155,100,000","155,100,000","155,100,000",,"155,100,000",,"155,100,000"
TotalOperatingIncomeAsReported,"1,090,400,000","260,500,000","286,600,000","294,900,000","248,400,000","233,200,000","240,200,000","173,000,000","155,000,000","192,500,000","168,000,000","202,400,000","135,600,000","140,100,000","147,100,000","188,600,000","119,400,000","163,000,000","201,800,000","212,400,000","114,900,000","166,400,000","183,100,000","187,700,000","95,500,000","140,300,000","160,300,000","128,200,000","67,300,000","65,900,000","136,400,000","136,600,000","62,100,000","95,400,000","98,600,000","106,500,000","56,600,000","7,500,000","60,600,000","72,300,000","21,300,000","-132,700,000","49,400,000","65,200,000","4,700,000","35,000,000","65,300,000","75,400,000","12,100,000"
TotalExpenses,"6,543,100,000","1,691,100,000","1,696,100,000","1,640,900,000","1,515,000,000","1,425,800,000","1,410,300,000","1,179,400,000","1,233,700,000","1,294,400,000","1,256,000,000","1,300,300,000","1,191,100,000","1,231,800,000","1,200,900,000","1,229,600,000","1,134,400,000","1,214,700,000","1,146,400,000","1,149,700,000","1,066,500,000","1,133,700,000","1,092,800,000","1,106,400,000","1,005,400,000","1,080,400,000","1,076,700,000","1,030,800,000","878,800,000","870,600,000","961,200,000","1,004,800,000","901,800,000","1,005,000,000","1,003,800,000","933,600,000","832,500,000","924,200,000","845,400,000","863,000,000","776,500,000","915,900,000","797,500,000","824,100,000","709,800,000","801,500,000","747,700,000","802,300,000","686,200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"772,400,000","175,300,000","202,100,000","217,200,000","177,800,000","163,600,000","164,600,000","115,800,000","109,100,000","104,100,000","105,600,000","137,500,000","84,700,000","85,200,000","99,800,000","129,600,000","75,000,000","128,000,000","129,500,000","137,700,000","77,400,000","103,600,000","123,400,000","125,200,000","55,700,000","87,800,000","107,500,000","79,700,000","40,000,000","45,100,000","-21,100,000","93,300,000","40,800,000","64,200,000","64,200,000","64,000,000","37,300,000","18,400,000","40,000,000","47,800,000","12,500,000","-85,600,000","20,100,000","43,700,000","-12,400,000","10,300,000","27,400,000","33,600,000","-14,100,000"
NormalizedIncome,"787,376,000","181,165,328.315","204,821,600","217,437,000","183,842,000","165,314,887.64","165,811,200","133,537,200","120,090,000","115,181,353.492","131,150,000","140,956,000","85,596,400","111,765,273.038","123,612,800","137,624,400","75,759,200","138,606,741.573","129,773,600","142,623,200","81,428,400","105,322,193.211","124,113,400","127,856,600","59,412,800","90,131,098.987","100,909,600","82,240,600","43,692,600","52,451,623.377","88,466,400","93,860,000","42,361,700","65,229,755.579","79,318,200","68,426,500","37,912,900","29,320,000","41,556,565.657","48,282,446.043","12,836,787.565","-27,126,587.888","21,985,000","44,041,331.269","-12,197,790.055","14,655,000","26,873,097.826","33,896,916.3","-13,850,909.091"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,"0",,
InterestExpense,"84,400,000","21,200,000","20,600,000","21,200,000","21,400,000","19,500,000","20,100,000","22,200,000","22,100,000","22,400,000","23,600,000","24,500,000","23,700,000","23,400,000","19,000,000","17,400,000","14,700,000","12,900,000","12,300,000","12,300,000","11,900,000","11,600,000","11,800,000","13,900,000","11,800,000","11,400,000","11,100,000","6,000,000","3,400,000","3,200,000","3,200,000","2,100,000","1,900,000","1,700,000","2,100,000","1,700,000","1,700,000","2,100,000","2,000,000","2,100,000","2,500,000","3,000,000","200,000","500,000","22,800,000","28,700,000","29,300,000","37,400,000","28,700,000"
NetInterestIncome,"-84,400,000","-21,200,000","-20,600,000","-21,200,000","-21,400,000","-19,500,000","-20,100,000","-22,200,000","-22,100,000","-22,400,000","-23,600,000","-24,500,000","-23,700,000","-23,400,000","-19,000,000","-17,400,000","-14,700,000","-12,900,000","-12,300,000","-12,300,000","-11,900,000","-11,600,000","-11,800,000","-13,900,000","-11,800,000","-11,400,000","-11,100,000","-6,000,000","-3,400,000","-3,200,000","-3,200,000","-2,100,000","-1,900,000","-1,700,000","-2,100,000","-1,700,000","-1,700,000","-2,100,000","-2,000,000","-2,100,000","-2,500,000","-3,000,000","-100,000","-500,000","-22,800,000","-28,700,000","-29,300,000","-29,900,000","-28,700,000"
EBIT,"1,089,500,000","260,300,000","287,900,000","296,200,000","245,100,000","233,100,000","242,300,000","178,200,000","161,100,000","161,300,000","168,300,000","203,100,000","136,800,000","140,600,000","156,700,000","192,000,000","122,200,000","155,300,000","201,700,000","211,500,000","115,700,000","164,800,000","182,500,000","188,100,000","95,800,000","139,700,000","159,800,000","126,700,000","65,600,000","64,800,000","136,700,000","135,800,000","62,600,000","95,800,000","99,100,000","100,400,000","56,800,000","7,900,000","61,400,000","71,600,000","21,800,000","-132,400,000","47,700,000","65,100,000","4,700,000","35,500,000","66,100,000","82,800,000","12,200,000"
EBITDA,"1,278,600,000"
ReconciledCostOfRevenue,"4,784,100,000","1,239,800,000","1,249,700,000","1,198,800,000","1,095,800,000","1,016,300,000","1,042,700,000","863,100,000","882,300,000","910,100,000","908,000,000","941,500,000","841,300,000","889,000,000","858,300,000","875,200,000","789,700,000","863,600,000","816,800,000","825,700,000","746,100,000","802,200,000","778,400,000","800,700,000","704,400,000","777,600,000","779,400,000","733,600,000","613,400,000","601,100,000","697,300,000","721,700,000","632,000,000","705,100,000","720,800,000","645,100,000","570,400,000","624,600,000","577,700,000","597,700,000","530,900,000","617,500,000","554,200,000","577,200,000","484,900,000","551,000,000","518,100,000","560,400,000","457,000,000"
ReconciledDepreciation,"189,100,000","47,700,000","46,200,000","47,500,000","47,700,000","46,600,000","39,300,000","40,100,000","37,500,000","40,000,000","36,700,000","38,200,000","37,800,000","40,700,000","37,500,000","37,900,000","33,500,000","34,000,000","32,300,000","32,200,000","31,800,000","33,000,000","29,900,000","29,000,000","30,800,000","33,300,000","31,600,000","26,200,000","24,000,000","25,600,000","25,600,000","24,100,000","23,500,000","24,200,000","23,400,000","20,800,000","22,000,000","22,300,000","31,500,000","23,000,000","24,500,000","35,500,000","26,200,000","25,000,000","24,800,000","30,600,000","26,800,000","27,300,000","26,900,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"772,400,000","175,300,000","202,100,000","217,200,000","177,800,000","163,600,000","164,600,000","115,800,000","109,100,000","104,100,000","105,600,000","137,500,000","84,700,000","85,200,000","99,800,000","129,600,000","75,200,000","128,000,000","129,500,000","140,300,000","77,400,000","104,300,000","121,900,000","125,200,000","55,700,000","87,400,000","99,700,000","78,300,000","40,600,000","48,200,000","88,400,000","93,300,000","40,800,000","64,200,000","64,200,000","64,000,000","37,300,000","18,400,000","40,000,000","47,800,000","12,500,000","-85,600,000","20,100,000","43,700,000","-12,400,000","10,300,000","27,400,000","33,600,000","-14,100,000"
TotalUnusualItemsExcludingGoodwill,"-19,500,000","-8,000,000","-3,600,000","-300,000","-7,600,000","-2,200,000","-1,600,000","-23,400,000","-14,000,000","-14,800,000","-35,000,000","-4,500,000","-1,200,000","-36,500,000","-32,800,000","-10,800,000","-800,000","-11,800,000","-400,000","-3,300,000","-5,400,000","-1,500,000","-3,100,000","-3,700,000","-5,600,000","-4,000,000","-1,800,000","-6,100,000","-4,700,000","-5,400,000","-100,000","-800,000","-2,300,000","-1,500,000","-22,700,000","-6,500,000","-900,000","-16,800,000","-2,300,000","-700,000","-500,000","-92,600,000","-2,900,000","-500,000","-300,000","-6,700,000","700,000","-400,000","-300,000"
