name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988
BasicAverageShares,,"582,000,000","582,000,000","580,000,000","582,000,000","593,000,000","592,000,000","590,000,000","599,000,000","621,000,000","620,000,000","619,000,000","637,000,000","637,000,000","630,000,000","624,000,000","621,000,000","619,000,000","615,000,000","609,000,000","618,000,000","620,000,000","620,000,000","613,000,000","650,000,000","665,000,000","682,000,000","682,000,000","684,000,000","689,000,000","690,000,000","692,000,000","693,000,000","696,000,000","699,000,000","697,000,000","693,000,000","693,000,000","702,000,000","716,000,000",,"734,000,000","745,000,000","755,000,000",,"770,000,000","782,000,000","796,000,000",,"809,000,000","812,000,000","816,000,000",,"826,959,000","838,489,000","838,564,000",,"859,997,000","875,662,000","891,642,000",,"932,122,000","966,757,000","1,028,820,000",,"1,069,123,000","1,172,130,000","711,324,000",,"679,032,000","629,730,000","624,520,000",,"616,970,000","609,700,000","598,976,000",,"580,592,000","578,148,000","575,652,000",,"558,960,000","583,200,000","586,400,000",,"504,568,000","488,088,000","483,984,000",,"467,200,000","458,666,667","451,428,571",,"446,896,552","460,000,000","471,111,111",,"447,179,487","445,405,405","448,484,848",,"444,800,000","360,000,000","400,000,000",,"427,826,087","332,903,226","322,758,621",,"291,200,000","290,909,091","266,666,667",,"237,419,355","213,333,333","210,370,370",,"192,941,176","186,666,667","196,923,077",,"187,692,308","192,000,000","170,000,000",,"156,000,000","144,000,000","105,000,000",,"102,857,143","98,461,538","80,000,000",,,,
DilutedAverageShares,,"591,000,000","591,000,000","591,000,000","587,000,000","597,000,000","600,000,000","614,000,000","639,000,000","647,000,000","644,000,000","642,000,000","662,000,000","655,000,000","630,000,000","624,000,000","621,000,000","667,000,000","615,000,000","609,000,000","618,000,000","620,000,000","620,000,000","620,000,000","650,000,000","671,000,000","687,000,000","691,000,000","693,000,000","697,000,000","696,000,000","697,000,000","700,000,000","702,000,000","707,000,000","707,000,000","714,000,000","702,000,000","708,000,000","720,000,000",,"740,000,000","751,000,000","765,000,000",,"778,000,000","786,000,000","805,000,000",,"819,000,000","819,000,000","827,000,000",,"826,959,000","852,334,000","853,994,000",,"876,221,000","892,759,000","910,302,000",,"963,309,000","987,916,000","1,048,833,000",,"1,096,609,000","1,172,130,000","737,211,000",,"742,446,000","736,538,000","735,852,000",,"724,358,000","713,660,000","699,952,000",,"683,232,000","673,956,000","676,108,000",,"588,560,000","583,200,000","586,400,000",,"523,872,000","511,584,000","513,984,000",,"504,160,000","480,000,000","462,439,024",,"462,857,143","460,000,000","471,111,111",,"471,351,351","470,857,143","462,500,000",,"444,800,000","360,000,000","400,000,000",,"427,826,087","344,000,000","334,285,714",,"291,200,000","290,909,091","266,666,667",,"237,419,355","213,333,333","210,370,370",,"192,941,176","186,666,667","196,923,077",,"187,692,308","192,000,000","170,000,000",,"156,000,000","144,000,000","105,000,000",,"102,857,143","98,461,538","80,000,000",,,,
TotalOperatingIncomeAsReported,"1,142,000,000","302,000,000","287,000,000","287,000,000","266,000,000","280,000,000","230,000,000","120,000,000","44,000,000","62,000,000","103,000,000","157,000,000","107,000,000","169,000,000","102,000,000","2,000,000","6,000,000","96,000,000","-9,000,000","-44,000,000","-178,000,000","-16,000,000","-12,000,000","106,000,000","128,000,000","146,000,000","203,000,000","201,000,000","152,000,000","327,000,000","348,000,000","322,000,000","306,000,000","405,000,000","248,000,000","224,000,000","251,000,000","298,000,000","305,000,000","269,000,000","192,000,000","300,000,000","285,000,000","302,000,000","239,000,000","229,000,000","218,000,000","194,000,000","247,000,000","277,000,000","257,000,000","152,000,000","-192,369,000","-6,772,902,000","216,425,000","278,936,000","213,421,000","195,774,000","58,889,000","134,196,000","93,320,000","155,845,000","136,316,000","134,261,000","180,333,000","119,661,000","-258,347,000","232,318,000","231,822,000","228,069,000","192,117,000","167,258,000","164,923,000","153,584,000","115,622,000","93,373,000","91,973,000","101,157,000","70,392,000","77,990,000","23,422,000","12,596,000","-6,751,000","-21,226,000","-28,301,000","46,157,000","46,423,000","45,321,000","41,221,000","43,400,000","32,100,000","30,500,000","34,300,000","32,500,000","11,900,000","-500,000","29,800,000","26,000,000","22,700,000","21,800,000","18,300,000","14,700,000","-400,000","2,400,000","8,400,000","-12,800,000","14,600,000","13,400,000","12,800,000","11,800,000","10,900,000","11,000,000","10,900,000","-12,900,000","3,700,000","2,100,000","9,600,000","-6,200,000","-16,900,000","9,000,000","10,100,000","8,900,000","3,500,000","5,000,000","6,500,000","5,700,000","-1,800,000","2,800,000","2,300,000","2,100,000","2,100,000","1,800,000",,,,
TotalExpenses,"1,567,000,000","388,000,000","400,000,000","392,000,000","387,000,000","358,000,000","382,000,000","367,000,000","432,000,000","458,000,000","488,000,000","1,065,000,000","1,046,000,000","989,000,000","1,017,000,000","1,058,000,000","1,072,000,000","1,020,000,000","1,152,000,000","1,131,000,000","1,221,000,000","990,000,000","927,000,000","708,000,000","725,000,000","713,000,000","1,184,000,000","1,174,000,000","1,245,000,000","1,230,000,000","1,239,000,000","1,393,000,000","1,286,000,000","1,268,000,000","1,267,000,000","1,402,000,000","1,457,000,000","1,466,000,000","1,371,000,000","1,364,000,000","1,454,000,000","1,410,000,000","1,388,000,000","1,339,000,000","1,402,000,000","1,355,000,000","1,233,000,000","1,199,000,000","1,237,000,000","1,256,000,000","1,192,000,000","1,243,000,000","-5,828,245,000","8,241,051,000","1,291,795,000","1,354,381,000","1,209,673,000","1,296,172,000","1,350,622,000","1,247,142,000","1,220,345,000","1,157,195,000","1,119,537,000","1,111,567,000","1,262,296,000","928,763,000","899,287,000","453,137,000","431,962,000","465,937,000","424,280,000","386,254,000","389,939,000","338,847,000","312,041,000","297,183,000","291,409,000","274,920,000","251,318,000","231,998,000","278,356,000","268,274,000","249,123,000","247,216,000","220,966,000","173,137,000","145,873,000","146,037,000","146,004,000","157,400,000","150,400,000","144,600,000","141,400,000","132,600,000","128,200,000","153,600,000","126,300,000","122,200,000","116,300,000","113,200,000","111,400,000","109,400,000","109,600,000","106,800,000","107,500,000","123,900,000","88,200,000","76,700,000","75,800,000","72,300,000","68,200,000","72,100,000","59,000,000","80,000,000","54,300,000","57,000,000","41,700,000","54,900,000","60,600,000","51,200,000","57,300,000","45,600,000","49,100,000","33,300,000","28,500,000","25,200,000","29,300,000","14,300,000","11,700,000","10,800,000","9,900,000","9,400,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"910,000,000","202,000,000","333,000,000","181,000,000","194,000,000","178,000,000","64,000,000","118,000,000","231,000,000","2,845,000,000","785,000,000","26,000,000","34,000,000","65,000,000","-8,000,000","-60,000,000","-59,000,000","1,342,000,000","-12,000,000","-133,000,000","-143,000,000","46,000,000","-144,000,000","135,000,000","2,045,000,000","170,000,000","156,000,000","117,000,000","176,000,000","222,000,000","244,000,000","236,000,000","217,000,000","283,000,000","241,000,000","157,000,000","188,000,000","212,000,000","193,000,000","172,000,000","559,000,000","240,000,000","182,000,000","191,000,000","168,000,000","132,000,000","136,000,000","161,000,000","191,000,000","300,000,000","150,000,000","73,000,000","-249,378,000","-6,806,257,000","140,073,000","186,692,000","186,386,000","131,890,000","50,368,000","95,206,000","72,433,000","113,722,000","123,434,000","94,791,000","118,813,000","90,734,000","-251,328,000","198,633,000","119,682,000","163,577,000","135,623,000","117,277,000","116,929,000","111,476,000","83,433,000","58,781,000","68,143,000","71,732,000","51,994,000","56,569,000","4,779,000","100,000","-11,812,000","-21,218,000","-27,448,000","13,874,000","39,113,000","38,397,000","31,548,000","89,000,000","25,800,000","23,700,000","37,000,000","16,200,000","2,300,000","-5,300,000","24,100,000","21,800,000","20,600,000","18,500,000","8,200,000","13,900,000","900,000","3,000,000","7,900,000","-36,900,000","12,900,000","11,700,000","10,400,000","9,100,000","8,000,000","1,000,000","7,200,000","-9,200,000","2,400,000","-7,100,000","-1,400,000","-4,100,000","-11,200,000","6,400,000","6,400,000","6,100,000","2,400,000","3,400,000","4,700,000","3,900,000","-900,000","2,100,000","2,000,000","1,800,000","1,600,000","1,200,000",,,,
NormalizedIncome,"781,097,975.709","210,470,000","201,330,000","188,920,000","177,771,626.298","172,320,000","150,880,000","226,380,000","66,510,000","115,640,000","45,240,000","45,710,000","57,740,000","93,770,000","35,070,000","33,700,000","89,230,769.231","972,000,000","42,200,000","-37,840,000","-125,612,903.226","5,640,000","-30,600,000","113,600,000","-1,001,000,000","158,000,000","248,130,000","201,320,000","248,600,000","279,510,000","265,900,000","251,400,000","241,030,201.342","306,360,000","358,120,000","215,930,000","220,838,427.948","232,250,000","209,330,000","197,550,000","167,210,843.373","246,179,487.179","186,471,482.89","203,029,629.63","194,485,436.893","162,485,875.706","159,505,494.505","186,350,000","229,776,255.708","281,150,000","166,270,742.358","93,828,125","42,258,800","-2,229,031,750","171,742,917.621","198,149,150.577","161,383,714.404","152,251,854.807","114,967,004.468","106,462,488.373","94,813,800","113,722,000","127,727,260.489","102,887,658.729","122,480,800","102,634,277.325","-76,905,000","209,204,135.564","122,602,800","164,398,700.036","137,031,069.76","118,478,200","117,031,435.114","108,500,530.745","82,181,870.967","67,714,828.766","70,960,397.778","71,810,367.079","52,810,313.822","59,822,783.371","10,421,400","3,113,800","-14,161,000","-22,380,800","-15,113,200","25,098,800","35,824,377.484","34,292,302.353","31,027,193.279","30,676,035.503","22,764,705.882","20,419,491.525","24,666,666.667","18,900,000","6,260,000","-6,080,000","21,997,819.315","19,252,920.962","17,205,243.446","16,572,916.667","15,118,750","12,279,754.601","-720,000","1,818,181.818","8,000,000","-22,680,000","11,457,763.975","10,337,671.233","9,128,057.554","8,347,933.884","7,563,636.364","7,857,142.857","7,476,923.077","-8,923,308.271","2,605,714.286","1,378,640.777","6,800,000","-4,298,387.097","-11,397,647.059","6,193,548.387","6,213,592.233","5,898,901.099","2,205,405.405","3,203,846.154","4,498,571.429","3,640,000","-1,157,142.857","1,761,290.323","1,680,000","1,486,956.522","1,295,238.095","1,129,411.765",,,,
InterestIncome,"1,000,000","0","0","0","1,000,000","0","1,000,000","2,000,000","24,000,000","38,000,000","8,000,000","10,000,000","13,000,000","11,000,000","11,000,000","7,000,000","8,000,000","5,000,000","5,000,000","6,000,000","7,000,000","5,000,000","4,000,000","5,000,000","4,000,000","1,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","4,000,000","2,000,000","3,000,000","3,000,000","2,000,000","4,000,000","4,000,000","3,000,000","3,000,000","2,000,000","2,000,000","2,000,000","1,000,000","1,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"130,000,000","32,000,000","31,000,000","32,000,000","35,000,000","32,000,000","37,000,000","40,000,000","50,000,000","51,000,000","46,000,000","49,000,000","51,000,000","53,000,000","52,000,000","52,000,000","57,000,000","58,000,000","57,000,000","84,000,000","74,000,000","55,000,000","52,000,000","27,000,000","19,000,000","17,000,000","19,000,000","20,000,000","19,000,000","20,000,000","19,000,000","21,000,000","19,000,000","20,000,000","20,000,000","25,000,000","37,000,000","38,000,000","35,000,000","29,000,000","28,000,000","27,000,000","28,000,000","32,000,000","37,000,000","37,000,000","36,000,000","33,000,000","33,000,000","33,000,000","31,000,000","32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-129,000,000","-32,000,000","-31,000,000","-32,000,000","-34,000,000","-32,000,000","-36,000,000","-38,000,000","-26,000,000","-13,000,000","-38,000,000","-39,000,000","-38,000,000","-42,000,000","-41,000,000","-45,000,000","-49,000,000","-53,000,000","-52,000,000","-78,000,000","-67,000,000","-50,000,000","-48,000,000","-22,000,000","-15,000,000","-16,000,000","-16,000,000","-17,000,000","-16,000,000","-17,000,000","-16,000,000","-18,000,000","-16,000,000","-17,000,000","-17,000,000","-22,000,000","-34,000,000","-34,000,000","-33,000,000","-26,000,000","-25,000,000","-25,000,000","-24,000,000","-28,000,000","-34,000,000","-34,000,000","-34,000,000","-31,000,000","-31,000,000","-32,000,000","-30,000,000","-30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,365,000,000","293,000,000","464,000,000","284,000,000","324,000,000","285,000,000","268,000,000","139,000,000","307,000,000","461,000,000","101,000,000","157,000,000","103,000,000","150,000,000","80,000,000","-17,000,000","-8,000,000","763,000,000","-12,000,000","-50,000,000","-174,000,000","-6,000,000","2,000,000","124,000,000","135,000,000","146,000,000","208,000,000","193,000,000","162,000,000","332,000,000","352,000,000","326,000,000","317,000,000","407,000,000","271,000,000","245,000,000","266,000,000","322,000,000","308,000,000","266,000,000","692,000,000","300,000,000","291,000,000","302,000,000","243,000,000","214,000,000","218,000,000","197,000,000","252,000,000","322,000,000","260,000,000","160,000,000","-219,532,000","-6,727,097,000","226,215,000","295,941,000","330,068,000","219,079,000","68,467,000","153,196,000","144,822,000","155,845,000","142,536,000","147,519,000","-23,736,000","220,263,000","156,577,000","246,805,000","280,716,000","229,287,000","194,033,000","170,380,000","166,496,000","155,058,000","116,624,000","93,941,000","98,630,000","100,715,000","73,913,000","84,043,000","32,427,000","21,973,000","-6,751,000","-19,180,000","29,640,000","46,157,000","46,423,000","45,321,000","41,221,000","43,400,000","32,100,000","30,500,000","34,300,000","32,500,000","11,900,000","-500,000","29,800,000","26,000,000","22,700,000","21,800,000","18,300,000","14,700,000","-400,000","2,400,000","8,400,000","-12,800,000","14,600,000","13,400,000","12,800,000","11,800,000","10,900,000","11,000,000","10,900,000","-12,900,000","3,700,000","2,100,000","9,600,000","-6,200,000","-16,900,000","9,000,000","10,100,000","8,900,000","3,500,000","5,000,000","6,500,000","5,700,000","-1,800,000","2,800,000","2,300,000","2,100,000","2,100,000","1,800,000","-25,100,000","10,700,000","9,600,000","8,800,000"
EBITDA,"1,510,000,000"
ReconciledCostOfRevenue,"344,000,000","89,000,000","86,000,000","87,000,000","82,000,000","77,000,000","69,000,000","58,000,000","61,000,000","67,000,000","28,000,000","165,000,000","172,000,000","166,000,000","154,000,000","150,000,000","204,000,000","136,000,000","147,000,000","125,000,000","141,000,000","127,000,000","111,000,000","91,000,000","88,000,000","141,000,000","181,000,000","171,000,000","207,000,000","199,000,000","194,000,000","222,000,000","196,000,000","201,000,000","202,000,000","215,000,000","222,000,000","211,000,000","196,000,000","194,000,000","190,000,000","182,000,000","174,000,000","169,000,000","181,000,000","225,000,000","246,000,000","265,000,000","63,000,000","202,000,000","97,000,000","153,000,000","157,867,000","144,648,000","153,210,000","167,305,000","156,958,000","153,246,000","157,404,000","153,744,000","116,490,000","174,336,000","156,916,000","158,143,000","138,794,000","138,874,000","138,468,000","90,939,000","82,236,000","96,571,000","77,985,000","73,299,000","65,569,000","67,322,000","40,650,000","39,741,000","44,055,000","39,987,000","37,870,000","35,263,000","32,890,000","31,391,000","30,778,000","25,634,000","17,184,000","23,759,000","17,558,000","17,270,000","22,360,000","24,300,000","19,800,000","22,700,000","23,300,000","16,500,000","13,800,000","13,200,000","15,000,000","15,700,000","15,500,000","14,500,000","17,700,000","15,100,000","12,600,000","14,900,000","18,100,000","4,400,000","11,100,000","10,100,000","11,100,000","10,800,000","7,000,000","12,300,000","700,000","9,500,000","7,600,000","10,000,000","5,500,000","10,500,000","10,700,000","11,000,000","15,000,000","12,900,000","13,100,000","7,400,000","6,600,000","5,000,000","4,600,000","2,600,000","1,500,000","2,000,000","1,800,000","1,800,000",,,,
ReconciledDepreciation,"145,000,000","37,000,000","35,000,000","36,000,000","37,000,000","28,000,000","39,000,000","46,000,000","54,000,000","56,000,000","93,000,000","158,000,000","158,000,000","152,000,000","153,000,000","152,000,000","114,000,000","165,000,000","170,000,000","191,000,000","174,000,000","151,000,000","133,000,000","72,000,000","75,000,000","22,000,000","100,000,000","102,000,000","105,000,000","107,000,000","111,000,000","116,000,000","114,000,000","110,000,000","111,000,000","156,000,000","157,000,000","159,000,000","160,000,000","162,000,000","169,000,000","162,000,000","164,000,000","161,000,000","161,000,000","109,000,000","67,000,000","61,000,000","274,000,000","117,000,000","225,000,000","221,000,000","210,956,000","214,835,000","211,511,000","200,056,000","205,705,000","200,911,000","204,048,000","213,445,000","229,538,000","190,863,000","197,798,000","193,244,000","166,204,000","190,360,000","236,672,000","30,380,000","43,499,000","27,590,000","33,015,000","27,854,000","32,768,000","20,914,000","34,916,000","28,628,000","24,963,000","26,086,000","23,954,000","20,725,000","72,672,000","71,123,000","63,069,000","66,003,000","70,823,000","19,464,000","14,532,000","16,022,000","11,314,000","11,100,000","16,200,000","12,000,000","11,300,000","10,100,000","7,700,000","7,100,000","6,500,000","6,900,000","6,900,000","6,400,000","11,600,000","6,900,000","8,100,000","6,600,000","2,500,000","26,700,000","4,900,000","4,800,000","3,600,000","4,100,000","7,600,000","4,500,000","13,000,000","4,800,000","3,800,000","3,700,000","7,200,000","2,000,000","2,900,000","2,800,000","-300,000","1,400,000","2,400,000","1,700,000","1,300,000","1,100,000","1,100,000","700,000","1,100,000","500,000","500,000","400,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"924,000,000","202,000,000","333,000,000","181,000,000","208,000,000","173,000,000","166,000,000","149,000,000","149,000,000","353,000,000","35,000,000","26,000,000","30,000,000","59,000,000","-8,000,000","-65,000,000","-58,000,000","1,311,000,000","-16,000,000","-110,000,000","-177,000,000","-56,000,000","-69,000,000","66,000,000","-1,013,000,000","114,000,000","156,000,000","117,000,000","176,000,000","222,000,000","244,000,000","236,000,000","217,000,000","283,000,000","241,000,000","157,000,000","188,000,000","212,000,000","193,000,000","172,000,000","559,000,000","240,000,000","182,000,000","191,000,000","168,000,000","132,000,000","136,000,000","161,000,000","191,000,000","300,000,000","150,000,000","73,000,000","-249,378,000","-6,806,257,000","140,073,000","186,692,000","186,386,000","131,890,000","50,368,000","95,206,000","72,433,000","113,722,000","123,434,000","94,791,000","118,813,000","90,734,000","-251,328,000","198,633,000","119,682,000","163,577,000","135,623,000","117,277,000","116,929,000","111,476,000","83,433,000","58,781,000","68,143,000","71,732,000","51,994,000","56,569,000","4,779,000","100,000","-11,812,000","-21,218,000","-27,448,000","13,874,000","39,113,000","38,397,000","31,548,000","89,000,000","25,800,000","23,700,000","37,000,000","16,200,000","2,300,000","-5,300,000","24,100,000","21,800,000","20,600,000","18,500,000","8,200,000","13,900,000","900,000","3,000,000","7,900,000","-36,900,000","12,900,000","11,700,000","10,400,000","9,100,000","8,000,000","1,000,000","7,200,000","-9,200,000","2,400,000","-7,100,000","-1,400,000","-4,100,000","-11,200,000","6,400,000","6,400,000","6,100,000","2,400,000","3,400,000","4,700,000","3,900,000","-900,000","2,100,000","2,000,000","1,800,000","1,600,000","1,200,000",,,,
TotalUnusualItemsExcludingGoodwill,"191,000,000","-11,000,000","171,000,000","-11,000,000","42,000,000","1,000,000","21,000,000","-106,000,000","113,000,000","276,000,000","-16,000,000","-27,000,000","-38,000,000","-57,000,000","-59,000,000","-105,000,000","-165,000,000","565,000,000","-97,000,000","-88,000,000","-72,000,000","-67,000,000","-64,000,000","-70,000,000","-20,000,000","-50,000,000","-111,000,000","-124,000,000","-121,000,000","-81,000,000","-30,000,000","-20,000,000","-33,000,000","-32,000,000","-122,000,000","-83,000,000","-40,000,000","-27,000,000","-23,000,000","-35,000,000","489,000,000","-7,000,000","-6,000,000","-16,000,000","-31,000,000","-38,000,000","-31,000,000","-39,000,000","-44,000,000","29,000,000","-23,000,000","-31,000,000","-448,672,000","-7,041,885,000","-44,776,000","-17,066,000","37,985,000","-31,795,000","-94,159,000","-17,734,000","-34,432,000",,"-6,220,000","-13,258,000","-6,113,000","-17,751,000","-290,705,000","-13,575,000","-4,868,000","-1,204,000","-2,051,000","-2,002,000","-150,000","4,359,000","1,829,000","-13,028,000","-4,075,000","-114,000","-1,211,000","-4,808,000","-9,404,000","-5,023,000","3,915,000","1,938,000","-20,558,000","-18,708,000","4,992,000","6,233,000","784,000","88,600,000","4,600,000","4,900,000","16,800,000","-4,500,000","-6,600,000","1,300,000","2,800,000","3,400,000","4,400,000","2,500,000","-8,100,000","1,900,000","1,800,000","1,300,000","-100,000","-23,700,000","1,800,000","1,700,000","1,700,000","1,000,000","600,000","-9,600,000","-400,000","-400,000","-300,000","-12,300,000","-12,300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","400,000","400,000","500,000","400,000","400,000","400,000","100,000",,,,
TotalUnusualItems,"191,000,000","-11,000,000","171,000,000","-11,000,000","42,000,000","1,000,000","21,000,000","-106,000,000","113,000,000","276,000,000","-16,000,000","-27,000,000","-38,000,000","-57,000,000","-59,000,000","-105,000,000","-165,000,000","565,000,000","-97,000,000","-88,000,000","-72,000,000","-67,000,000","-64,000,000","-70,000,000","-20,000,000","-50,000,000","-111,000,000","-124,000,000","-121,000,000","-81,000,000","-30,000,000","-20,000,000","-33,000,000","-32,000,000","-122,000,000","-83,000,000","-40,000,000","-27,000,000","-23,000,000","-35,000,000","489,000,000","-7,000,000","-6,000,000","-16,000,000","-31,000,000","-38,000,000","-31,000,000","-39,000,000","-44,000,000","29,000,000","-23,000,000","-31,000,000","-448,672,000","-7,041,885,000","-44,776,000","-17,066,000","37,985,000","-31,795,000","-94,159,000","-17,734,000","-34,432,000",,"-6,220,000","-13,258,000","-6,113,000","-17,751,000","-290,705,000","-13,575,000","-4,868,000","-1,204,000","-2,051,000","-2,002,000","-150,000","4,359,000","1,829,000","-13,028,000","-4,075,000","-114,000","-1,211,000","-4,808,000","-9,404,000","-5,023,000","3,915,000","1,938,000","-20,558,000","-18,708,000","4,992,000","6,233,000","784,000","88,600,000","4,600,000","4,900,000","16,800,000","-4,500,000","-6,600,000","1,300,000","2,800,000","3,400,000","4,400,000","2,500,000","-8,100,000","1,900,000","1,800,000","1,300,000","-100,000","-23,700,000","1,800,000","1,700,000","1,700,000","1,000,000","600,000","-9,600,000","-400,000","-400,000","-300,000","-12,300,000","-12,300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","400,000","400,000","500,000","400,000","400,000","400,000","100,000",,,,
NormalizedEBITDA,"1,319,000,000","341,000,000","328,000,000","331,000,000","319,000,000","312,000,000","286,000,000","291,000,000","248,000,000","241,000,000","210,000,000","342,000,000","299,000,000","359,000,000","292,000,000","240,000,000","271,000,000","363,000,000","255,000,000","229,000,000","72,000,000","212,000,000","199,000,000","266,000,000","230,000,000","218,000,000","419,000,000","419,000,000","388,000,000","520,000,000","493,000,000","462,000,000","464,000,000","549,000,000","504,000,000","484,000,000","463,000,000","508,000,000","491,000,000","463,000,000","372,000,000","469,000,000","461,000,000","479,000,000","435,000,000","361,000,000","316,000,000","297,000,000","570,000,000","410,000,000","508,000,000","412,000,000","440,096,000","529,623,000","482,502,000","513,063,000","497,788,000","451,785,000","366,674,000","384,375,000","408,792,000","346,708,000","346,554,000","354,021,000","148,581,000","428,374,000","683,954,000","290,760,000","339,082,000","258,081,000","229,099,000","200,236,000","199,414,000","171,613,000","149,711,000","135,597,000","127,668,000","126,915,000","99,078,000","109,576,000","114,503,000","98,119,000","52,403,000","44,885,000","121,021,000","84,329,000","55,963,000","55,110,000","51,751,000","-34,100,000","43,700,000","37,600,000","28,800,000","47,100,000","26,200,000","5,300,000","33,500,000","29,500,000","25,200,000","25,700,000","38,000,000","19,700,000","5,900,000","7,700,000","11,000,000","37,600,000","17,700,000","16,500,000","14,700,000","16,200,000","17,900,000","25,100,000","24,300,000","-7,700,000","7,800,000","18,100,000","29,100,000","-4,500,000","-14,300,000","11,500,000","9,500,000","10,400,000","5,600,000","6,400,000","7,500,000","6,400,000","-1,100,000","3,000,000","3,000,000","2,200,000","2,200,000","2,100,000","-25,100,000","10,700,000","9,600,000","8,800,000"
TaxRateForCalcs,"0.252","0.23","0.23","0.28","0.28","0.32","0.28","0.27","0.27","0.14","0.36","0.27","0.27","0.39","0.27","0.06","0.108","0.4","0.4","0.18","0.286","0.08","0.4","0.32","0.4","0.12","0.17","0.32","0.4","0.29","0.27","0.23","0.272","0.27","0.04","0.29","0.179","0.25","0.29","0.27","0.199","0.117","0.255","0.248","0.146","0.198","0.242","0.35","0.119","0.35","0.293","0.328","0.35","0.35","0.293","0.329","0.342","0.36","0.314","0.365","0.35","0.348","0.31","0.389","0.4","0.33","0.4","0.221","0.4","0.318","0.313","0.4","0.317","0.317","0.316","0.314","0.309","0.313","0.326","0.323","0.4","0.4","0.4","0.4","0.4","0.4","0.341","0.341","0.336","0.342","0.34","0.331","0.266","0.4","0.4","0.4","0.249","0.251","0.228","0.229","0.146","0.147","0.1","0.091","0","0.4","0.199","0.199","0.252","0.248","0.273","0.286","0.308","0.308","0.314","0.311","0.333","0.339","0.341","0.312","0.379","0.33","0.351","0.346","0.329","0.35","0.357","0.323","0.2","0.217","0.238","0.294",,,,
