name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
		NetIncomeIncludingNoncontrollingInterests,"-1,011,990,000","-256,431,000","-245,983,000","-173,397,000","-336,179,000","-310,291,000","-831,533,000","-734,869,000","-450,253,000","-17,470,000","26,883,000","142,234,000","159,731,000","515,510,000","219,772,000","205,280,000","-137,478,000","543,964,000","105,969,000","106,796,000","132,525,000","126,566,000","-19,331,000","89,442,000","105,792,000","127,238,000","90,985,000","77,203,000","-13,902,000","148,193,000","253,006,000","258,402,000","303,043,000","290,486,000","248,811,000","192,716,000","272,144,000","165,826,000","165,171,000","199,293,000","198,409,000","258,262,000","185,185,000","155,331,000","226,335,000","171,874,000","-2,054,000","88,917,000","57,859,000","13,232,000","34,210,000","25,479,000","-33,814,000","-159,634,000","51,130,000","271,993,000","46,717,000","65,453,000","44,740,000","89,550,000","58,405,000","-55,423,000","715,656,000","-20,070,000","-11,434,000","-3,857,000","-14,190,000","-35,162,000","-37,627,000","-127,714,000","-22,706,000","-42,323,000","-13,898,000","-13,187,000","-15,458,000","-13,289,000","-10,087,000","-11,194,000","-8,327,000"
			NetIncomeContinuousOperations,"-1,011,990,000","-256,431,000","-245,983,000","-173,397,000","-336,179,000","-310,291,000","-831,533,000","-734,869,000","-450,253,000","-17,470,000","26,883,000","142,234,000","159,731,000","515,510,000","219,772,000","205,280,000","-137,478,000","543,964,000","105,969,000","106,796,000","132,525,000","126,566,000","-19,331,000","89,442,000","105,792,000","127,238,000","90,985,000","77,203,000","-13,902,000","148,193,000","253,006,000","258,402,000","303,043,000","290,486,000","248,811,000","192,716,000","272,144,000","165,826,000","165,171,000","199,293,000","198,409,000","258,262,000","185,185,000","155,331,000","226,335,000","171,874,000","-2,054,000","88,917,000","57,859,000","13,232,000","34,210,000","25,479,000","-33,814,000","-159,634,000","51,130,000","271,993,000","46,717,000","65,453,000","44,740,000","89,550,000","58,405,000","-55,423,000","715,656,000","-20,070,000","-11,434,000","-3,857,000","-14,190,000","-35,162,000","-37,627,000","-127,714,000","-22,706,000","-41,919,000","-13,248,000","-12,367,000","-14,843,000","-12,677,000","-9,006,000","-10,743,000","-8,194,000"
		MinorityInterests,"256,204,000","79,241,000","79,734,000","42,028,000","55,201,000","40,789,000","73,391,000","97,305,000","48,216,000","-55,472,000","-30,379,000","-47,683,000","-54,859,000","-50,644,000","-63,657,000","-49,524,000","-66,829,000","-52,282,000","-26,202,000","-31,880,000","-31,709,000","-12,766,000","1,894,000","-19,051,000","-30,571,000","-17,573,000","-17,219,000","-20,743,000","-30,699,000","-38,847,000","-61,600,000","-54,496,000","-76,147,000","-76,602,000","-66,791,000","-62,931,000","-69,181,000","-54,453,000","-53,136,000","-61,229,000","-57,845,000","-67,789,000","-58,122,000","-33,300,000","-52,531,000","-57,632,000","-31,454,000","-36,512,000","-30,871,000",,,,,,,,,,,,,,,,,,,,,"0",,"404,000","650,000","820,000","615,000","612,000","1,081,000","451,000","133,000"
DilutedNIAvailtoComStockholders,"-755,786,000","-177,190,000","-166,249,000","-131,369,000","-280,978,000","-269,502,000","-758,142,000","-637,564,000","-402,037,000","-72,942,000","-3,496,000","94,551,000","104,872,000","464,866,000","156,115,000","155,756,000","-204,307,000","491,682,000","79,767,000","74,916,000","100,816,000","113,800,000","-17,437,000","70,391,000","75,221,000","109,665,000","73,766,000","56,460,000","-44,601,000","109,346,000","191,406,000","203,906,000","226,896,000","213,884,000","182,020,000","129,785,000","202,963,000","111,373,000","112,035,000","138,064,000","140,564,000","190,473,000","127,063,000","122,031,000","173,804,000","114,242,000","-33,508,000","52,405,000","26,988,000","-5,221,000","34,210,000","25,479,000","-33,814,000","-159,634,000","51,130,000","271,993,000","46,717,000","65,453,000","44,740,000","89,550,000","58,405,000","-55,423,000","715,656,000","-20,070,000","-11,434,000","-3,857,000","-14,190,000","-35,162,000","-37,627,000","-127,714,000","-22,706,000","-41,919,000","-13,248,000","-12,367,000","-14,843,000","-12,677,000","-9,006,000","-10,743,000","-8,194,000"
BasicEPS,,"-1.54","-1.45","-1.15","-2.53","-2.53","-7.1","-5.97","-3.77","-0.68","-0.03","0.88","0.98","4.43","1.44","1.44","-1.99","4.8","0.78","0.73","0.99","1.12","-0.17","0.69","0.74","0.86","0.73","0.56","-0.44","1.08","1.9","2.02","2.25","2.12","1.81","1.29","2.02","1.11","1.12","1.38","1.25",,"1.02","0.98","1.4",,"-0.27","0.43","0.22",,"0.28","0.21","-0.3",,"0.5","2.45","0.42",,"0.42","0.88","0.58",,"7.12","-0.2","-0.12",,"-0.14","-0.36","-0.38",,"-0.26","-0.49","-0.16",,"-0.18","-0.16","-0.12",,"-0.2"
DilutedEPS,,"-1.54","-1.45","-1.15","-2.53","-2.53","-7.1","-5.97","-3.77","-0.68","-0.03","0.88","0.98","4.41","1.44","1.44","-1.99","4.77","0.78","0.73","0.99","1.12","-0.17","0.69","0.74","0.86","0.73","0.56","-0.44","1.07","1.88","2","2.22","2.1","1.79","1.28","2","1.1","1.11","1.37","1.23",,"1.01","0.97","1.39",,"-0.27","0.42","0.22",,"0.28","0.21","-0.3",,"0.49","2.42","0.41",,"0.41","0.82","0.54",,"6.43","-0.2","-0.12",,"-0.14","-0.36","-0.38",,"-0.26","-0.49","-0.16",,"-0.18","-0.16","-0.12",,"-0.2"
BasicAverageShares,,"114,768,000","114,655,000","114,545,000","111,020,000","106,818,000","106,783,000","106,713,000","106,663,000","106,608,000","106,707,000","106,876,000","106,792,000","107,619,000","108,064,000","107,792,000","102,570,000","102,402,000","102,173,000","101,944,000","101,753,000","101,509,000","101,439,000","101,438,000","101,392,000","101,200,000","101,161,000","101,157,000","101,135,000","101,010,000","100,959,000","100,915,000","100,822,000","100,748,000","100,685,000","100,484,000","100,237,000","100,080,000","99,871,000","99,782,000","112,704,000",,"124,176,000","123,970,000","123,757,000",,"122,771,000","122,521,000","122,411,000",,"122,200,000","122,161,000","112,568,000",,"103,266,000","111,128,000","112,413,000",,"107,632,000","101,214,000","101,402,000",,"100,480,000","99,830,000","98,736,000",,"98,472,000","98,203,000","98,229,000",,"88,063,000","84,687,000","80,840,000",,"80,834,000","78,164,000","77,834,000",,"40,000,000"
DilutedAverageShares,,"114,768,000","114,655,000","114,545,000","111,020,000","106,818,000","106,783,000","106,713,000","106,663,000","106,608,000","106,707,000","107,141,000","107,073,000","107,974,000","108,533,000","108,405,000","102,570,000","103,065,000","102,794,000","102,494,000","102,069,000","101,910,000","101,439,000","101,881,000","101,686,000","101,459,000","101,581,000","101,710,000","101,135,000","101,935,000","101,999,000","102,018,000","102,009,000","101,807,000","101,547,000","101,549,000","101,373,000","101,122,000","100,892,000","101,010,000","114,008,000",,"125,860,000","125,729,000","125,371,000",,"122,771,000","123,816,000","122,982,000",,"122,610,000","122,386,000","112,568,000",,"104,270,000","112,365,000","113,648,000",,"110,881,000","112,111,000","112,348,000",,"111,702,000","99,830,000","98,736,000",,"98,472,000","98,203,000","98,229,000",,"88,063,000","84,687,000","80,840,000",,"80,834,000","78,164,000","77,834,000",,"40,000,000"
TotalOperatingIncomeAsReported,"-394,541,000","-105,624,000","-83,664,000","-29,521,000","-175,732,000","-178,611,000","-283,007,000","-523,016,000","-247,411,000","226,578,000","177,835,000","218,716,000","255,176,000","246,283,000","290,983,000","279,572,000","-81,294,000","301,419,000","257,327,000","246,889,000","249,930,000","138,894,000","76,931,000","147,539,000","158,298,000","151,860,000","152,774,000","169,121,000","185,059,000","215,530,000","332,575,000","341,342,000","376,831,000","368,441,000","313,978,000","274,024,000","333,648,000","257,962,000","247,092,000","264,123,000","260,099,000","274,806,000","239,845,000","213,033,000","280,556,000","230,309,000","131,949,000","148,146,000","114,848,000","45,517,000","79,499,000","82,798,000","27,144,000","-260,000","78,189,000","144,514,000","91,411,000","108,775,000","86,296,000","126,153,000","108,179,000","78,195,000","-18,709,000","1,683,000","9,732,000","19,630,000","13,278,000","-15,804,000","-41,660,000","-32,058,000","-24,214,000","-18,112,000","-15,414,000","-15,427,000","-13,274,000","-13,535,000","-11,316,000","-12,314,000","-8,683,000"
TotalExpenses,"4,107,443,000","1,123,656,000","1,063,007,000","1,013,983,000","895,898,000","840,852,000","643,554,000","602,147,000","1,173,898,000","1,424,515,000","1,461,711,000","1,432,686,000","1,393,596,000","1,411,719,000","1,399,259,000","1,317,061,000","1,330,264,000","1,396,595,000","1,326,711,000","1,275,207,000","1,222,714,000","1,138,083,000","1,014,377,000","899,494,000","837,859,000","788,470,000","842,524,000","870,865,000","904,675,000","925,682,000","1,035,795,000","1,068,621,000","1,126,848,000","1,147,889,000","1,073,521,000","1,052,637,000","1,039,660,000","991,144,000","1,051,403,000","989,084,000","1,053,399,000","1,069,057,000","1,058,459,000","1,154,320,000","979,716,000","1,006,879,000","874,000,000","884,497,000","794,070,000","763,812,000","693,572,000","640,458,000","712,806,000","614,487,000","691,427,000","680,806,000","688,103,000","602,500,000","567,090,000","561,388,000","527,138,000","1,384,784,000","336,801,000","254,659,000","263,068,000","249,782,000","238,163,000","216,924,000","41,660,000","32,058,000","24,215,000","18,215,000","15,612,000","15,706,000","13,535,000","13,820,000","11,509,000","12,534,000","8,890,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-755,786,000","-177,190,000","-166,249,000","-131,369,000","-280,978,000","-269,502,000","-758,142,000","-637,564,000","-402,037,000","-72,942,000","-3,496,000","94,551,000","104,872,000","464,866,000","156,115,000","155,756,000","-204,307,000","491,682,000","79,767,000","74,916,000","100,816,000","113,800,000","-17,437,000","70,391,000","75,221,000","109,665,000","73,766,000","56,460,000","-44,601,000","109,346,000","191,406,000","203,906,000","226,896,000","213,884,000","182,020,000","129,785,000","202,963,000","111,373,000","112,035,000","138,064,000","140,564,000","190,473,000","127,063,000","122,031,000","173,804,000","114,242,000","-33,508,000","52,405,000","26,988,000","-5,221,000","34,210,000","25,479,000","-33,814,000","-159,634,000","51,130,000","271,993,000","46,717,000","65,453,000","44,740,000","89,550,000","58,405,000","-55,423,000","715,656,000","-20,070,000","-11,434,000","-3,857,000","-14,190,000","-35,162,000","-37,627,000","-127,714,000","-22,706,000","-41,919,000","-13,248,000","-12,367,000","-14,843,000","-12,677,000","-9,006,000","-10,743,000","-8,194,000"
NormalizedIncome,"-725,518,740","-131,563,902.142","-166,568,740","-132,078,560","-283,231,510","-253,051,450","-752,032,630","-629,913,600","-370,112,640","-73,729,670","12,938,490","102,021,820","109,110,290.337","491,202,210","170,044,860","162,173,430","134,616,670","493,710,600","109,208,400","103,942,434.924","104,541,751.763","134,014,698.575","-7,029,400","77,811,200","78,447,506.535","112,582,200","78,713,000","61,087,863.504","29,383,200","110,592,700","194,204,925.597","212,886,448.107","237,426,340.724","224,492,000","186,009,700","148,354,693.809","204,394,300","152,703,274.347","124,004,100","137,046,750","141,718,400","187,210,000","123,120,897.1","118,239,678.336","168,704,450.248","109,565,746.665","9,202,200","56,708,035.426","30,057,116.165","-1,928,100","37,685,550","15,452,100","-41,389,100","-149,351,000","55,285,450","256,445,650","56,604,800","75,247,702.136","68,962,903.756","87,529,313.579","58,855,288.628","-18,888,400","-37,527,614.512","-10,975,200","-12,779,000","-3,857,000","-10,558,800","-35,133,200","-37,595,200","-69,814,600","-22,237,400","-26,230,200","-13,252,800","-13,012,000","-14,495,000","-12,419,000","-8,772,000","-11,061,000","-8,110,600"
InterestIncome,"3,213,000","1,082,000","507,000","720,000","904,000","1,415,000","2,033,000","3,983,000","7,953,000","4,470,000","6,427,000","6,265,000","7,287,000","8,837,000","6,948,000","6,861,000","7,220,000","9,195,000","8,447,000","7,080,000","6,471,000","3,596,000","3,678,000","2,783,000","3,479,000","2,574,000","1,465,000","1,498,000","1,692,000","4,369,000","5,814,000","5,505,000","4,753,000","4,118,000","3,215,000","4,158,000","4,222,000","4,736,000","3,759,000","2,483,000","1,565,000","3,015,000","2,663,000","1,577,000","399,000","686,000","953,000","571,000","288,000","495,000","407,000","524,000","314,000","1,402,000","2,731,000","6,421,000","11,074,000",,,,,,,,"8,432,000",,,,,,,,,,,,,,
InterestExpense,"605,562,000","151,961,000","150,325,000","150,424,000","152,852,000","149,287,000","145,142,000","133,218,000","128,827,000","113,049,000","114,652,000","93,149,000","93,180,000","100,717,000","93,007,000","89,898,000","98,227,000","96,789,000","95,874,000","97,739,000","98,262,000","95,667,000","79,669,000","69,257,000","44,772,000","73,608,000","74,079,000","75,236,000","77,983,000","78,993,000","79,048,000","81,765,000","75,256,000","76,332,000","73,549,000","73,764,000","75,377,000","77,742,000","75,082,000","73,874,000","62,061,000","55,962,000","57,462,000","58,231,000","58,263,000","59,663,000","60,341,000","53,598,000","49,261,000","50,524,000","50,140,000","53,689,000","57,032,000","46,180,000","40,263,000","40,982,000","45,268,000",,,,,,,,"35,943,000",,,,,,,,,,,,,,
NetInterestIncome,"-602,349,000","-150,879,000","-149,818,000","-149,704,000","-151,948,000","-147,872,000","-143,109,000","-129,235,000","-120,874,000","-108,579,000","-108,225,000","-86,884,000","-85,893,000","-91,880,000","-86,059,000","-83,037,000","-91,007,000","-87,594,000","-87,427,000","-90,659,000","-91,791,000","-92,071,000","-75,991,000","-66,474,000","-41,293,000","-71,034,000","-72,614,000","-73,738,000","-76,291,000","-74,624,000","-73,234,000","-76,260,000","-70,503,000","-72,214,000","-70,334,000","-69,606,000","-71,155,000","-73,006,000","-71,323,000","-71,391,000","-60,496,000","-52,947,000","-54,799,000","-56,654,000","-57,864,000","-58,977,000","-59,388,000","-53,027,000","-48,973,000","-50,029,000","-49,733,000","-53,165,000","-56,718,000","-44,778,000","-37,532,000","-34,561,000","-34,194,000",,,,,,,,"-27,511,000",,,,,,,,,,,,,,
EBIT,"-405,954,000","-106,341,000","-94,503,000","-22,276,000","-182,834,000","-160,436,000","-279,026,000","-520,713,000","-245,626,000","252,998,000","161,262,000","233,392,000","254,596,000","243,514,000","308,895,000","285,476,000","-150,296,000","306,728,000","201,386,000","207,142,000","233,677,000","229,216,000","60,458,000","155,806,000","154,482,000","195,980,000","161,158,000","165,737,000","67,278,000","215,143,000","336,942,000","340,931,000","380,908,000","360,483,000","315,079,000","267,604,000","342,379,000","260,350,000","232,627,000","268,427,000","260,353,000","283,071,000","246,917,000","218,793,000","286,704,000","235,975,000","67,306,000","144,436,000","112,189,000","41,143,000","74,521,000","98,715,000","39,112,000","-14,678,000","74,527,000","174,854,000","87,273,000","108,775,000","86,296,000","126,153,000","108,179,000","-821,214,000","-18,709,000","18,711,000","24,509,000","19,630,000","13,278,000","-15,804,000","-41,660,000","-32,058,000","-24,214,000","-18,112,000","-15,414,000","-15,427,000","-13,274,000","-13,535,000","-11,316,000","-12,314,000","-8,683,000"
EBITDA,"310,008,000"
ReconciledCostOfRevenue,"2,558,581,000","707,917,000","687,561,000","630,195,000","522,009,000","478,585,000","286,707,000","240,267,000","737,660,000","1,007,123,000","1,036,619,000","1,016,729,000","1,006,582,000","1,034,760,000","1,052,475,000","985,754,000","1,013,286,000","1,071,738,000","1,001,659,000","968,677,000","921,319,000","818,947,000","695,294,000","651,813,000","607,968,000","575,983,000","622,884,000","654,068,000","677,439,000","699,764,000","818,521,000","859,459,000","938,567,000","933,077,000","863,139,000","837,829,000","844,777,000","801,958,000","813,340,000","809,583,000","826,694,000","851,306,000","836,016,000","845,512,000","777,199,000","784,180,000","653,158,000","670,983,000","591,294,000","538,769,000","496,514,000","456,585,000","497,466,000","425,888,000","488,682,000","518,741,000","504,997,000","437,445,000","395,996,000","401,299,000","371,007,000","327,163,000","182,508,000","152,129,000","157,494,000","140,664,000","139,932,000","102,077,000","34,809,000","29,429,000","17,965,000","1,505,000","10,442,000","10,728,000","2,305,000","9,690,000","8,415,000","9,550,000","6,391,000"
ReconciledDepreciation,"715,962,000","170,424,000","177,110,000","183,307,000","185,121,000","184,004,000","183,486,000","179,266,000","178,746,000","175,054,000","172,998,000","140,269,000","136,557,000","138,911,000","137,458,000","137,870,000","136,357,000","136,880,000","137,982,000","137,686,000","139,820,000","140,543,000","106,467,000","79,749,000","77,971,000","77,201,000","80,649,000","81,913,000","82,866,000","80,082,000","79,027,000","78,351,000","76,659,000","91,990,000","93,325,000","93,218,000","92,518,000","93,057,000","94,274,000","93,463,000","92,405,000","94,118,000","100,522,000","102,052,000","101,347,000","100,299,000","99,341,000","101,353,000","104,565,000","104,441,000","101,907,000","102,731,000","101,468,000","70,793,000","65,544,000","63,779,000","62,732,000","64,306,000","61,326,000","58,035,000","55,574,000","57,939,000","51,151,000","48,008,000","41,785,000","44,558,000","38,638,000","32,076,000","6,793,000","44,440,000","5,464,000","16,081,000","4,995,000","5,003,000","10,457,000","3,722,000","2,759,000","2,481,000","2,167,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-755,786,000","-177,190,000","-166,249,000","-131,369,000","-280,978,000","-269,502,000","-758,142,000","-637,564,000","-402,037,000","-72,942,000","-3,496,000","94,551,000","104,872,000","464,866,000","156,115,000","155,756,000","-204,307,000","491,682,000","79,767,000","74,916,000","100,816,000","113,800,000","-17,437,000","70,391,000","75,221,000","109,665,000","73,766,000","56,460,000","-44,601,000","109,346,000","191,406,000","203,906,000","226,896,000","213,884,000","182,020,000","129,785,000","202,963,000","111,373,000","112,035,000","138,064,000","140,564,000","190,473,000","127,063,000","122,031,000","173,804,000","114,242,000","-33,508,000","52,405,000","26,988,000","-5,221,000","34,210,000","25,479,000","-33,814,000","-159,634,000","51,130,000","271,993,000","46,717,000","65,453,000","44,740,000","89,550,000","58,405,000","-55,423,000","715,656,000","-20,070,000","-11,434,000","-3,857,000","-14,190,000","-35,162,000","-37,627,000","-127,714,000","-22,706,000","-41,919,000","-13,248,000","-12,367,000","-14,843,000","-12,677,000","-9,006,000","-10,743,000","-8,194,000"
TotalUnusualItemsExcludingGoodwill,"-41,462,000","-45,959,000","438,000","972,000","3,087,000","-22,535,000","-8,369,000","-10,480,000","-43,732,000","1,079,000","-22,513,000","-10,234,000","-4,283,000","-36,077,000","-19,082,000","-8,791,000","-464,279,000","-3,381,000","-49,069,000","-29,735,000","-3,807,000","-21,330,000","-17,346,000","-12,367,000","-3,346,000","-4,862,000","-8,245,000","-5,425,000","-123,307,000","-1,918,000","-2,853,000","-9,007,000","-10,621,000","-16,320,000","-6,138,000","-18,678,000","-2,202,000","-45,513,000","-18,414,000","1,565,000","-1,776,000","5,020,000","4,033,000","3,919,000","5,147,000","4,797,000","-65,708,000","-4,396,000","-3,338,000","-5,066,000","-5,347,000","15,426,000","11,654,000","-15,820,000","-6,393,000","23,919,000","-15,212,000","-13,124,000","-29,303,000","2,334,000","-632,000","-60,891,000","879,894,000","-15,158,000","1,345,000",,"-6,052,000","-48,000","-53,000","-96,499,000","-781,000","-26,148,000","8,000","1,075,000","-580,000","-258,000","-234,000","530,000","-139,000"
TotalUnusualItems,"-41,462,000","-45,959,000","438,000","972,000","3,087,000","-22,535,000","-8,369,000","-10,480,000","-43,732,000","1,079,000","-22,513,000","-10,234,000","-4,283,000","-36,077,000","-19,082,000","-8,791,000","-464,279,000","-3,381,000","-49,069,000","-29,735,000","-3,807,000","-21,330,000","-17,346,000","-12,367,000","-3,346,000","-4,862,000","-8,245,000","-5,425,000","-123,307,000","-1,918,000","-2,853,000","-9,007,000","-10,621,000","-16,320,000","-6,138,000","-18,678,000","-2,202,000","-45,513,000","-18,414,000","1,565,000","-1,776,000","5,020,000","4,033,000","3,919,000","5,147,000","4,797,000","-65,708,000","-4,396,000","-3,338,000","-5,066,000","-5,347,000","15,426,000","11,654,000","-15,820,000","-6,393,000","23,919,000","-15,212,000","-13,124,000","-29,303,000","2,334,000","-632,000","-60,891,000","879,894,000","-15,158,000","1,345,000",,"-6,052,000","-48,000","-53,000","-96,499,000","-781,000","-26,148,000","8,000","1,075,000","-580,000","-258,000","-234,000","530,000","-139,000"
NormalizedEBITDA,"351,470,000","110,042,000","82,169,000","160,059,000","-800,000","46,103,000","-87,171,000","-330,967,000","-23,148,000","426,973,000","356,773,000","383,895,000","395,436,000","418,502,000","465,435,000","432,137,000","450,340,000","446,989,000","388,437,000","374,563,000","377,304,000","391,089,000","184,271,000","247,922,000","235,799,000","278,043,000","250,052,000","253,075,000","273,451,000","297,143,000","418,822,000","428,289,000","468,188,000","468,793,000","414,542,000","379,500,000","437,099,000","398,920,000","345,315,000","360,325,000","354,534,000","372,169,000","343,406,000","316,926,000","382,904,000","331,477,000","232,355,000","250,185,000","220,092,000","150,650,000","181,775,000","186,020,000","128,926,000","71,935,000","146,464,000","214,714,000","165,217,000","186,205,000","176,925,000","181,854,000","164,385,000","-702,384,000","-847,452,000","81,877,000","64,949,000","64,188,000","57,968,000","16,320,000","-34,814,000","108,881,000","-17,969,000","24,117,000","-10,427,000","-11,499,000","-2,237,000","-9,555,000","-8,323,000","-10,363,000","-6,377,000"
TaxRateForCalcs,"0.27","0.007","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.01","0.27","0.27","0.27","0.27","0.4","0.4","0.024","0.021","0.052","0.4","0.4","0.036","0.4","0.4","0.147","0.4","0.35","0.019","0.003","0.009","0.35","0.35","0.006","0.35","0.092","0.35","0.35","0.35","0.35","0.023","0.033","0.009","0.025","0.35","0.021","0.081","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.254","0.173","0.134","0.288","0.4","0.144","0.4","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0","0","0.4","0.4"
TaxEffectOfUnusualItems,"-11,194,740","-332,902.142","118,260","262,440","833,490","-6,084,450","-2,259,630","-2,829,600","-11,807,640","291,330","-6,078,510","-2,763,180","-44,709.663","-9,740,790","-5,152,140","-2,373,570","-125,355,330","-1,352,400","-19,627,600","-708,565.076","-81,248.237","-1,115,301.425","-6,938,400","-4,946,800","-119,493.465","-1,944,800","-3,298,000","-797,136.496","-49,322,800","-671,300","-54,074.403","-26,551.893","-90,659.276","-5,712,000","-2,148,300","-108,306.191","-770,700","-4,182,725.653","-6,444,900","547,750","-621,600","1,757,000","90,897.1","127,678.336","47,450.248","120,746.665","-22,997,800","-92,964.574","-268,883.835","-1,773,100","-1,871,450","5,399,100","4,078,900","-5,537,000","-2,237,550","8,371,650","-5,324,200","-3,329,297.864","-5,080,096.244","313,313.579","-181,711.372","-24,356,400","126,710,385.488","-6,063,200","0","0","-2,420,800","-19,200","-21,200","-38,599,600","-312,400","-10,459,200","3,200","430,000","-232,000","0","0","212,000","-55,600"
