name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,03/31/1995,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
		DepreciationAndAmortizationInIncomeStatement,"390,000,000","101,000,000","95,000,000","95,000,000","99,000,000","95,000,000","98,000,000","124,000,000","113,000,000","285,000,000","52,000,000","53,000,000","53,000,000","55,000,000","56,000,000","56,000,000","56,000,000","57,000,000","55,000,000","56,000,000","55,000,000","37,000,000","61,000,000","63,000,000","64,000,000","65,000,000","65,000,000","66,000,000","68,000,000","71,000,000","68,000,000","71,000,000","112,000,000","114,000,000","113,000,000","114,000,000","116,000,000","85,000,000","127,000,000","132,000,000","131,000,000","136,000,000","134,000,000","139,000,000",,"138,800,000","139,000,000","143,500,000","140,800,000","147,400,000","147,400,000","145,200,000","142,300,000","150,700,000","139,700,000","123,400,000","117,800,000","119,200,000","111,800,000","109,500,000","115,200,000","113,400,000","109,500,000","108,600,000","123,100,000","-54,000,000","187,400,000","182,700,000","193,400,000","214,000,000","198,700,000","265,700,000","251,500,000","261,600,000","250,600,000","246,400,000","241,200,000","239,600,000","237,900,000","238,700,000","229,400,000","782,700,000","783,200,000","775,900,000","745,200,000","763,000,000","680,300,000","551,000,000","229,200,000","228,900,000","218,700,000","200,000,000","197,100,000","89,300,000","192,500,000","235,600,000","229,300,000","224,200,000","237,400,000","263,500,000","218,200,000","199,800,000","200,100,000","197,400,000","192,500,000",,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"218,700,000","200,000,000","197,100,000",,"192,500,000","235,600,000","229,300,000",,"237,400,000","263,500,000",,,"200,100,000","197,400,000",,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,"0",,,"-9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,117,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"4,011,000,000","445,000,000","915,000,000","1,135,000,000","1,516,000,000","1,137,000,000","993,000,000","1,444,000,000","1,150,000,000","2,423,000,000","581,000,000","702,000,000","793,000,000","752,000,000","736,000,000","694,000,000","781,000,000","406,000,000","707,000,000","669,000,000","704,000,000","307,000,000","798,000,000","733,000,000","821,000,000","747,000,000","753,000,000","641,000,000","702,000,000","707,000,000","746,000,000","730,000,000","818,000,000","813,000,000","828,000,000","838,000,000","800,000,000","820,000,000","771,000,000","769,000,000","653,000,000","701,000,000","703,000,000","734,000,000","437,000,000","631,300,000","618,000,000","436,700,000","210,500,000","435,000,000","449,900,000","251,000,000","107,500,000","14,562,900,000","-13,612,200,000","639,600,000","569,100,000","704,800,000","645,800,000","749,900,000","521,300,000","681,500,000","646,400,000","750,300,000","511,200,000","-10,793,800,000","1,406,400,000","1,426,700,000","1,125,800,000","-16,738,900,000","1,344,500,000","1,447,100,000","1,179,500,000","-56,000,000","1,379,500,000","1,315,500,000","986,800,000","1,265,200,000","1,288,200,000","1,177,800,000","865,500,000","396,400,000","193,700,000","585,800,000","403,700,000","-99,700,000","759,900,000","420,300,000","255,000,000","366,300,000","391,500,000","282,300,000","277,500,000","296,300,000","407,300,000","-225,400,000","273,400,000","273,700,000","442,100,000","-136,800,000","173,800,000","338,900,000","493,700,000","274,900,000","255,700,000",,"-907,000,000","345,500,000","363,900,000","341,100,000","-758,500,000","311,500,000","298,400,000","293,100,000","-626,300,000","252,700,000","252,700,000","252,600,000","-567,100,000","229,800,000","229,800,000","229,800,000"
NetNonOperatingInterestIncomeExpense,"-933,000,000","-225,000,000","-232,000,000","-230,000,000","-246,000,000","-247,000,000","-245,000,000","-252,000,000","-227,000,000","-588,000,000","-102,000,000","-103,000,000","-103,000,000","-104,000,000","-103,000,000","-102,000,000","-101,000,000","-102,000,000","-99,000,000","-96,000,000","-96,000,000","-97,000,000","-97,000,000","-92,000,000","-93,000,000","-97,000,000","-96,000,000","-87,000,000","-88,000,000","-84,000,000","-85,000,000","-91,000,000","-103,000,000","-93,000,000","-91,000,000","-91,000,000","-93,000,000","-92,000,000","-93,000,000","-103,000,000","-108,000,000","-104,000,000","-108,000,000","-109,000,000","-108,000,000","-127,500,000","-126,000,000","-132,500,000","-136,900,000","-137,800,000","-133,800,000","-132,800,000","-130,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-196,800,000",,,,"-202,100,000",,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"53,000,000","16,000,000","11,000,000","13,000,000","13,000,000","21,000,000","14,000,000","11,000,000","14,000,000","28,000,000","12,000,000","12,000,000","14,000,000","14,000,000","12,000,000","14,000,000","17,000,000","19,000,000","17,000,000","15,000,000","13,000,000","10,000,000","7,000,000","8,000,000","7,000,000","6,000,000","6,000,000","7,000,000","5,000,000","3,000,000","4,000,000","3,000,000","3,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","1,000,000","2,000,000","1,900,000","1,000,000","1,100,000","1,100,000","1,700,000","1,600,000","1,100,000","2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"986,000,000","241,000,000","243,000,000","243,000,000","259,000,000","268,000,000","259,000,000","263,000,000","241,000,000","616,000,000","114,000,000","115,000,000","117,000,000","118,000,000","115,000,000","116,000,000","118,000,000","121,000,000","116,000,000","111,000,000","109,000,000","107,000,000","104,000,000","100,000,000","100,000,000","103,000,000","102,000,000","94,000,000","93,000,000","87,000,000","89,000,000","94,000,000","106,000,000","95,000,000","93,000,000","93,000,000","95,000,000","93,000,000","95,000,000","104,000,000","110,000,000","106,000,000","110,000,000","110,000,000","110,000,000","129,400,000","127,000,000","133,600,000","138,000,000","139,500,000","135,400,000","133,900,000","133,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,800,000",,,,"202,100,000",,,,,,,,,,,,,,,,,
OtherIncomeExpense,"2,128,000,000","2,197,000,000","-67,000,000","113,000,000","-115,000,000","-8,000,000","-77,000,000","-255,000,000","-266,000,000","-540,000,000","-104,000,000","-28,000,000","414,000,000","-122,000,000","-63,000,000","-59,000,000","-20,000,000","-118,000,000","-2,000,000","5,000,000","1,000,000","-45,000,000","2,000,000","-4,000,000","-3,000,000","-393,000,000","-4,000,000","-51,000,000","-4,000,000","-20,000,000","-451,000,000","6,000,000","5,000,000","-12,000,000","7,000,000","-7,000,000","-2,000,000","-25,000,000","-54,000,000","-3,000,000","26,000,000","-56,000,000","-21,000,000","5,000,000","9,000,000","-45,500,000","17,000,000","-55,600,000","-70,200,000","-193,700,000","-16,700,000","-12,300,000","-11,900,000","-128,500,000","-14,170,400,000","121,100,000","-52,300,000","-89,300,000","-21,300,000","-600,000","-3,400,000","-146,100,000","-15,300,000","-20,200,000","-800,000",,,,,,,,,,,,,,,,,,,,,,,"-698,500,000",,"35,200,000","-76,500,000","-11,600,000","-17,400,000","19,900,000","-12,400,000","-18,700,000","-4,100,000","1,243,200,000","-20,700,000","25,300,000","300,000","-77,200,000","-4,900,000","-3,400,000","-500,000",,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"21,000,000","-12,000,000","-11,000,000","32,000,000","12,000,000","165,000,000","-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,000,000","-1,200,000","-7,200,000","-60,800,000","-13,000,000","-4,900,000","-1,900,000","-93,900,000","-6,100,000","-3,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"2,115,000,000","2,208,000,000","-46,000,000","81,000,000","-128,000,000","-175,000,000","-75,000,000","-261,000,000","-233,000,000","-574,000,000","-80,000,000","-7,000,000","435,000,000","-105,000,000","-46,000,000","-35,000,000","-9,000,000","-107,000,000","-5,000,000",,,,,"0",,"-371,000,000","0","-55,000,000",,"0","-430,000,000",,,"-20,000,000","0","0","0","-31,000,000","-54,000,000","-3,000,000","26,000,000","-56,000,000","-21,000,000","5,000,000","9,000,000","-45,500,000","17,000,000","-55,600,000","-70,200,000","-193,700,000","-16,700,000","-12,300,000","-11,900,000","-142,900,000","-14,164,400,000","122,300,000","-45,100,000","-28,500,000","-8,300,000","4,300,000","-1,500,000","-52,200,000","-9,200,000","-17,200,000","-6,800,000",,,,,,,,,,,,,,,,,"-119,400,000","0","0",,,"0","-698,500,000",,"35,200,000","-76,500,000","-11,600,000","-17,400,000","19,900,000","-12,400,000","-18,700,000","-4,100,000","1,243,200,000","-20,700,000","25,300,000","300,000","-77,200,000","-4,900,000","-3,400,000","-500,000",,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"100,000,000","19,000,000","46,000,000","35,000,000","0","175,000,000","52,000,000","158,000,000","233,000,000","574,000,000","80,000,000","7,000,000","114,000,000","105,000,000","46,000,000","35,000,000","9,000,000",,,,,,,"0",,"26,000,000","0","55,000,000",,"0","26,000,000",,,,,,,,,,,"46,000,000","0","0","0","14,600,000","7,000,000","1,700,000","57,100,000","13,200,000","0","8,800,000","0","83,300,000","5,900,000","2,600,000","44,900,000",,,,,,,,,,,,,,,,,,,,,,,,,"119,400,000","0","0",,,"0","698,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"484,000,000","0",,,"0","52,000,000",,,"0","0","0","0","0","0","0","11,000,000",,,,,"0",,,,"178,300,000","31,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"128,000,000","0",,,"128,000,000","0","23,000,000","103,000,000",,,,,,,,,,"44,000,000","5,000,000",,,,,,,,,,,"0","352,000,000",,,,,,,"12,000,000","54,000,000","3,000,000","-37,000,000","10,000,000","21,000,000","-5,000,000","-9,000,000","30,900,000","-24,000,000","53,900,000","13,100,000","2,200,000","-15,000,000","3,500,000","11,900,000","-14,121,800,000","14,158,500,000","-124,900,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"2,343,000,000","2,227,000,000","0","116,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,"0","0","0","0","0","0","549,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-8,000,000","1,000,000","-10,000,000",,"1,000,000","2,000,000","-1,000,000","6,000,000","-33,000,000","-79,000,000","-24,000,000","-21,000,000","-21,000,000","-17,000,000","-17,000,000","-24,000,000","-11,000,000","-11,000,000","3,000,000","5,000,000","1,000,000","-7,000,000","2,000,000","-4,000,000","-3,000,000","-22,000,000","-4,000,000","4,000,000","-4,000,000","-20,000,000","-21,000,000","6,000,000","5,000,000","8,000,000","7,000,000","-7,000,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"5,206,000,000","2,417,000,000","616,000,000","1,018,000,000","1,155,000,000","882,000,000","671,000,000","937,000,000","657,000,000","1,295,000,000","375,000,000","571,000,000","1,104,000,000","526,000,000","570,000,000","533,000,000","660,000,000","186,000,000","606,000,000","578,000,000","609,000,000","165,000,000","703,000,000","637,000,000","725,000,000","257,000,000","653,000,000","503,000,000","610,000,000","603,000,000","210,000,000","645,000,000","720,000,000","708,000,000","744,000,000","740,000,000","705,000,000","703,000,000","624,000,000","663,000,000","571,000,000","541,000,000","574,000,000","630,000,000","338,000,000","458,300,000","509,000,000","248,600,000","5,800,000","103,500,000","299,400,000","75,400,000","-35,300,000","167,000,000","-13,787,800,000","642,800,000","402,900,000","545,400,000","525,800,000","642,500,000","419,300,000","593,800,000","538,500,000","610,800,000","372,700,000","-10,977,500,000","1,236,700,000","1,230,100,000","980,900,000","-16,935,100,000","1,184,600,000","1,299,500,000","988,800,000","-257,300,000","1,177,000,000","1,132,100,000","809,400,000","1,053,800,000","1,079,000,000","932,100,000","669,300,000","356,400,000","-54,600,000","332,600,000","148,400,000","377,200,000","528,700,000","-474,400,000","143,700,000","309,700,000","204,100,000","164,400,000","165,700,000","185,200,000","237,000,000","-400,300,000","115,400,000",,,,"-22,700,000","64,700,000","294,400,000","67,400,000","53,100,000",,,,,,,,,,,,,,,,,
TaxProvision,"646,000,000","334,000,000","120,000,000","-34,000,000","226,000,000","158,000,000","38,000,000","202,000,000","137,000,000","335,000,000","33,000,000","119,000,000","-496,000,000","-39,000,000","64,000,000","113,000,000","135,000,000","154,000,000","172,000,000","169,000,000","138,000,000","16,000,000","176,000,000","205,000,000","231,000,000","8,000,000","211,000,000","165,000,000","203,000,000","201,000,000","110,000,000","217,000,000","242,000,000","234,000,000","254,000,000","256,000,000","234,000,000","245,000,000","219,000,000","225,000,000","203,000,000","186,000,000","217,000,000","230,000,000","122,000,000","171,400,000","179,000,000","91,700,000","21,000,000","37,400,000","79,700,000","56,900,000","8,800,000","28,600,000","-1,332,100,000","232,900,000","151,300,000","211,100,000","172,500,000","233,700,000","204,200,000","164,600,000","208,400,000","118,000,000","151,900,000","-580,700,000","507,800,000","474,600,000","400,200,000","195,800,000","434,000,000","527,600,000","254,800,000","348,400,000","464,300,000","456,100,000","330,200,000","388,000,000","412,300,000","374,200,000","274,400,000","314,900,000","169,400,000","314,700,000","123,500,000","259,600,000","424,200,000","12,100,000","64,700,000","115,800,000","93,200,000","105,100,000","97,300,000","53,300,000","150,600,000","-133,000,000","67,800,000","587,200,000","216,200,000","-99,800,000","-14,000,000","33,200,000","185,800,000","41,900,000","34,600,000",,,,,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,"-91,000,000","-11,000,000","-18,000,000","-44,000,000","-18,000,000","2,000,000","-9,000,000","-12,000,000","-9,000,000","-1,000,000","-23,000,000","-12,000,000","-17,000,000","-4,000,000","-18,000,000","-20,000,000","-14,000,000","8,000,000","-16,000,000","-12,000,000","-17,000,000","-7,000,000","-13,000,000","-9,000,000","-21,000,000","2,000,000","-16,000,000","-6,000,000","-13,000,000","0","-28,000,000","-10,000,000","-10,000,000","-9,000,000","-21,000,000","-8,000,000","-8,000,000","-5,000,000","-14,000,000","-11,000,000","-5,000,000","1,000,000","-19,000,000","-5,000,000","-14,000,000","-3,900,000","-13,000,000","-6,800,000","-11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15,200,000",,,,"1,300,000",,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"4,543,000,000","2,058,000,000","538,000,000","1,036,000,000","911,000,000","810,000,000","615,000,000","481,000,000","516,000,000","966,000,000","319,000,000","440,000,000","1,583,000,000","561,000,000","488,000,000","400,000,000","511,000,000","-41,000,000","592,000,000","58,000,000","-252,000,000","-113,000,000","478,000,000","423,000,000","473,000,000","261,000,000","426,000,000","332,000,000","394,000,000","413,000,000","1,639,000,000","439,000,000","468,000,000","470,000,000","494,000,000","472,000,000","443,000,000","393,000,000","391,000,000","427,000,000","363,000,000","370,000,000","338,000,000","395,000,000","202,000,000","283,000,000","317,000,000","150,100,000","-26,200,000","58,800,000","207,600,000","15,400,000","-55,300,000","136,100,000","-12,462,200,000","408,400,000","244,300,000","286,200,000","343,300,000","404,000,000","213,500,000","335,000,000","316,900,000","781,700,000","226,900,000","-9,136,400,000","708,500,000","753,800,000","585,000,000","-18,438,900,000","-487,600,000","753,800,000","710,500,000","-385,400,000","699,600,000","659,600,000","443,100,000","652,400,000","640,300,000","546,500,000","-1,113,500,000","-42,500,000","-190,400,000","16,700,000","-7,300,000","30,400,000","33,400,000","-495,600,000","76,000,000","121,100,000","96,700,000","59,300,000","44,500,000","36,300,000","123,400,000","-295,700,000","-13,600,000",,,,"-33,700,000","-242,400,000","1,391,400,000","26,100,000","12,800,000",,"-46,600,000","-21,700,000","-34,700,000","216,600,000","-8,600,000","-40,000,000","-28,800,000","-45,700,000","-61,900,000","-30,900,000","-30,900,000","-30,800,000","-2,500,000","-2,500,000","-2,500,000","-2,400,000"
	NetIncome,"4,543,000,000","2,058,000,000","538,000,000","1,036,000,000","911,000,000","810,000,000","615,000,000","481,000,000","516,000,000","966,000,000","319,000,000","440,000,000","1,583,000,000","561,000,000","488,000,000","400,000,000","511,000,000","-41,000,000","592,000,000","58,000,000","-252,000,000","-113,000,000","478,000,000","423,000,000","473,000,000","261,000,000","426,000,000","332,000,000","394,000,000","413,000,000","1,639,000,000","439,000,000","468,000,000","470,000,000","494,000,000","472,000,000","443,000,000","393,000,000","391,000,000","427,000,000","363,000,000","370,000,000","338,000,000","395,000,000","202,000,000","283,000,000","317,000,000","150,100,000","-26,200,000","58,800,000","207,600,000","15,400,000","-55,300,000","136,100,000","-12,462,200,000","408,400,000","244,300,000","286,200,000","343,300,000","404,000,000","213,500,000","335,000,000","316,900,000","781,700,000","226,900,000","-9,136,400,000","708,500,000","753,800,000","585,000,000","-18,438,900,000","-487,600,000","753,800,000","710,500,000","-385,400,000","699,600,000","659,600,000","443,100,000","652,400,000","640,300,000","546,500,000","-1,113,500,000","-42,500,000","-190,400,000","16,700,000","-7,300,000","30,400,000","33,400,000","-495,600,000","76,000,000","133,100,000","96,700,000","59,300,000","44,900,000","18,500,000","138,400,000","-280,700,000","1,400,000",,,,"-18,700,000","-227,400,000","1,406,400,000","41,100,000","27,800,000",,"-29,100,000","-21,700,000","-34,700,000","216,600,000","-8,600,000","-40,000,000","-28,800,000","-45,700,000","-30,900,000","-30,900,000","-30,900,000","-30,800,000","-2,500,000","-2,500,000","-2,500,000","-2,400,000"
		NetIncomeIncludingNoncontrollingInterests,"4,631,000,000","2,108,000,000","551,000,000","1,049,000,000","923,000,000","829,000,000","627,000,000","726,000,000","519,000,000","997,000,000","319,000,000","440,000,000","1,583,000,000","561,000,000","488,000,000","400,000,000","511,000,000","-41,000,000","592,000,000","58,000,000","-252,000,000","-113,000,000","478,000,000","423,000,000","473,000,000","261,000,000","426,000,000","332,000,000","394,000,000","413,000,000","1,639,000,000","439,000,000","468,000,000","470,000,000","494,000,000","472,000,000","443,000,000","393,000,000","391,000,000","427,000,000","363,000,000","370,000,000","338,000,000","395,000,000","202,000,000","283,000,000","317,000,000","150,100,000","-26,200,000","58,800,000","207,600,000","15,400,000","-55,300,000","135,200,000","-12,461,700,000","408,700,000","244,400,000","286,600,000","343,400,000","403,900,000","213,200,000","335,300,000","317,300,000","781,700,000","226,800,000","-9,139,500,000","709,700,000","754,700,000","586,600,000","-18,436,500,000","-487,300,000","763,500,000","731,900,000","-604,000,000","712,800,000","673,600,000","460,700,000","658,600,000","652,200,000","554,200,000","-1,100,100,000","-47,500,000","-231,700,000","10,800,000","-2,200,000","64,800,000","60,500,000","-483,600,000","72,900,000","133,900,000","96,300,000","59,100,000","44,800,000","18,100,000","138,900,000","-280,300,000","1,600,000",,,,"-18,800,000","-227,300,000","1,405,700,000","43,400,000","28,200,000",,"-29,100,000","-21,700,000","-34,700,000","216,600,000","-8,600,000","-40,000,000","-28,800,000","-45,700,000","-30,900,000","-30,900,000","-30,900,000","-30,800,000","-2,500,000","-2,500,000","-2,500,000","-2,400,000"
			NetIncomeContinuousOperations,"4,469,000,000","2,072,000,000","478,000,000","1,008,000,000","911,000,000","726,000,000","624,000,000","723,000,000","511,000,000","959,000,000","319,000,000","440,000,000","1,583,000,000","561,000,000","488,000,000","400,000,000","511,000,000","40,000,000","418,000,000","397,000,000","454,000,000","142,000,000","514,000,000","423,000,000","473,000,000","251,000,000","426,000,000","332,000,000","394,000,000","402,000,000","72,000,000","418,000,000","468,000,000","465,000,000","469,000,000","476,000,000","463,000,000","453,000,000","391,000,000","427,000,000","363,000,000","356,000,000","338,000,000","395,000,000","202,000,000","283,000,000","317,000,000","150,100,000","-26,200,000","58,800,000","207,600,000","15,400,000","-55,300,000","136,100,000","-12,462,200,000","408,400,000","244,300,000","273,100,000","340,200,000","404,000,000","213,500,000","335,000,000","323,600,000","489,800,000","226,900,000","-10,416,000,000","735,000,000","762,200,000","585,000,000","-17,115,900,000","722,600,000","753,800,000","710,500,000","-385,400,000","699,600,000","659,600,000","461,600,000","652,400,000","640,300,000","546,500,000","367,400,000","-38,600,000","-190,400,000","16,700,000","-7,300,000","30,400,000","33,400,000","-495,600,000","76,000,000","133,100,000","110,900,000","59,300,000","68,400,000","89,800,000","86,400,000","-267,300,000","47,600,000",,,,"-23,900,000","17,200,000","108,600,000","25,500,000","19,800,000",,"-29,100,000","-21,700,000","-34,700,000","216,600,000","-8,600,000","-40,000,000","-28,800,000","-45,700,000","-30,900,000","-30,900,000","-30,900,000","-30,800,000","-2,500,000","-2,500,000","-2,500,000","-2,400,000"
			NetIncomeDiscontinuousOperations,"162,000,000","36,000,000","73,000,000","41,000,000","12,000,000","103,000,000","3,000,000","3,000,000","8,000,000",,,,,"0","0",,"0","-81,000,000","174,000,000","-339,000,000","-706,000,000","-255,000,000","-36,000,000",,,"10,000,000","0","0","0","11,000,000","1,567,000,000","21,000,000","0","5,000,000","25,000,000","-4,000,000","-20,000,000","-10,000,000",,,,,,,,,,,,,,,,,,,,"13,100,000","3,100,000",,,"0","-6,700,000","291,900,000",,"1,279,600,000","-26,500,000","-8,400,000","0","-10,600,000","-1,210,200,000",,,,,,,,,,,,,,,,,,,,,,,"3,400,000","52,000,000","-13,400,000","-46,200,000",,,,"5,100,000","-1,402,300,000","1,297,800,000","15,600,000","8,400,000",,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,312,400,000","0","0","0","0","0","0","-18,500,000","0","0","0","-1,480,900,000","-3,900,000","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,200,000",,"-23,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-88,000,000","-50,000,000","-13,000,000","-13,000,000","-12,000,000","-19,000,000","-12,000,000","-245,000,000","-3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-500,000","-300,000","-100,000","-400,000","-100,000","100,000","300,000","-300,000","-400,000",,"100,000","3,100,000","-1,200,000","-900,000","-1,600,000","-2,400,000","-300,000","-9,700,000","-21,400,000","218,600,000","-13,200,000","-14,000,000","-17,600,000","-6,200,000","-11,900,000","-7,700,000","-13,400,000","5,000,000","41,300,000","5,900,000","-5,100,000","-34,400,000","-27,100,000","-12,000,000","3,100,000","-800,000","400,000","200,000","100,000","400,000","-500,000","-400,000","-200,000","9,200,000","-4,400,000",,"100,000","-100,000","700,000","-2,300,000","-400,000",,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"400,000","12,200,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",,,,,,,,,,,,,,,,
