name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"6,268,447,000","2,703,170,000","2,698,722,000","575,946,000","290,609,000","237,383,000","184,018,000","74,084,000","1,365,693,000","2,889,448,000","3,773,684,000","3,157,009,000","1,727,828,000","2,601,855,000","3,835,246,000","2,868,315,000","1,482,384,000","2,546,156,000","3,559,418,000","2,818,693,000","1,413,181,000","1,797,544,000","3,170,416,000","2,179,258,000","1,207,716,000","1,736,725,000","2,622,917,000","1,765,777,000","1,120,312,000","1,571,855,000","2,502,008,000","1,665,785,000","1,127,316,000","1,613,100,000","2,262,236,000","1,679,513,000","923,698,000","1,437,227,000","1,963,146,000","1,550,677,000","867,997,000","1,185,682,000","1,790,025,000","1,558,882,000","849,409,000","1,237,846,000","1,836,351,000","1,266,598,000","722,953,000","810,452,000","1,808,296,000","1,063,015,000","499,258,000","915,761,000","1,588,653,000","1,159,800,000","636,451,000","1,013,500,000","1,547,731,000","1,039,565,000","584,185,000","1,051,973,000","1,354,789,000","768,230,000","516,567,000","752,257,000","998,414,000","741,691,000","444,483,000"
	OperatingRevenue,"6,268,447,000","2,703,170,000","2,698,722,000","575,946,000","290,609,000","237,383,000","184,018,000","74,084,000","1,365,693,000","2,889,448,000","3,773,684,000","3,157,009,000","1,727,828,000","2,601,855,000","3,835,246,000","2,868,315,000","1,482,384,000","2,546,156,000","3,559,418,000","2,818,693,000","1,413,181,000","1,797,544,000","3,170,416,000","2,179,258,000","1,207,716,000","1,736,725,000","2,622,917,000","1,765,777,000","1,120,312,000","1,571,855,000","2,502,008,000","1,665,785,000","1,127,316,000","1,613,100,000","2,262,236,000","1,679,513,000","923,698,000","1,437,227,000","1,963,146,000","1,550,677,000","867,997,000","1,185,682,000","1,790,025,000","1,558,882,000","849,409,000","1,237,846,000","1,836,351,000","1,266,598,000","722,953,000","810,452,000","1,808,296,000","1,063,015,000","499,258,000","915,761,000","1,588,653,000","1,159,800,000","636,451,000","1,013,500,000","1,547,731,000","1,039,565,000","584,185,000","1,051,973,000","1,354,789,000","768,230,000","516,567,000","752,257,000","998,414,000","741,691,000","444,483,000"
CostOfRevenue,"4,355,989,000","2,008,991,000","1,969,912,000","243,120,000","133,966,000","203,274,000","130,749,000","194,557,000","873,820,000","2,187,735,000","2,800,429,000","2,327,414,000","1,151,604,000","1,976,385,000","2,924,356,000","2,135,107,000","932,084,000","1,947,491,000","2,732,926,000","2,142,874,000","925,500,000","1,264,814,000","2,428,003,000","1,605,688,000","784,203,000","1,221,763,000","1,974,322,000","1,279,099,000","721,289,000","1,127,603,000","1,876,519,000","1,184,696,000","731,151,000","1,194,924,000","1,698,731,000","1,209,918,000","576,934,000","1,048,271,000","1,457,423,000","1,106,869,000","538,714,000","817,909,000","1,286,304,000","1,138,151,000","547,124,000","888,851,000","1,387,302,000","897,004,000","485,153,000","667,848,000","1,470,674,000","842,558,000","376,165,000","787,727,000","1,295,416,000","920,200,000","468,682,000","819,702,000","1,277,565,000","814,993,000","421,312,000","879,270,000","1,119,920,000","604,779,000","377,832,000","1,150,599,000","781,280,000","583,318,000","314,634,000"
GrossProfit,"1,912,458,000","694,179,000","728,810,000","332,826,000","156,643,000","34,109,000","53,269,000","-120,473,000","491,873,000","701,713,000","973,255,000","829,595,000","576,224,000","625,470,000","910,890,000","733,208,000","550,300,000","598,665,000","826,492,000","675,819,000","487,681,000","532,730,000","742,413,000","573,570,000","423,513,000","514,962,000","648,595,000","486,678,000","399,023,000","444,252,000","625,489,000","481,089,000","396,165,000","418,176,000","563,505,000","469,595,000","346,764,000","388,956,000","505,723,000","443,808,000","329,283,000","367,773,000","503,721,000","420,731,000","302,285,000","348,995,000","449,049,000","369,594,000","237,800,000","142,604,000","337,622,000","220,457,000","123,093,000","128,034,000","293,237,000","239,600,000","167,769,000","193,798,000","270,166,000","224,572,000","162,873,000","172,703,000","234,869,000","163,451,000","138,735,000","-398,342,000","217,134,000","158,373,000","129,849,000"
OperatingExpense,"2,331,527,000","818,898,000","592,813,000","460,139,000","459,677,000","422,517,000","557,502,000","467,035,000","664,413,000","786,453,000","713,519,000","658,110,000","600,234,000","715,943,000","666,353,000","598,375,000","556,292,000","801,144,000","625,108,000","562,271,000","509,706,000","569,820,000","550,874,000","499,690,000","455,642,000","546,728,000","491,017,000","441,752,000","423,446,000","491,027,000","474,248,000","427,861,000","406,167,000","463,463,000","444,176,000","400,219,000","382,342,000","513,754,000","399,312,000","402,617,000","371,065,000","434,158,000","393,188,000","368,312,000","371,486,000","447,729,000","336,266,000","336,574,000","327,714,000","203,300,000","215,023,000","209,015,000","207,524,000","445,377,000","217,648,000","215,879,000","206,259,000","189,608,000","198,197,000","188,185,000","193,277,000","189,751,000","207,302,000","151,769,000","130,672,000","-335,559,000","155,266,000","143,115,000","157,375,000"
	SellingGeneralAndAdministration,"1,915,250,000","716,379,000","491,578,000","356,492,000","350,801,000","302,277,000","437,564,000","344,268,000","542,333,000","671,506,000","587,213,000","554,284,000","501,322,000","606,676,000","566,747,000","508,590,000","468,421,000","651,427,000","515,756,000","466,401,000","409,111,000","461,410,000","446,012,000","404,266,000","360,687,000","421,653,000","391,963,000","353,181,000","338,905,000","379,616,000","376,323,000","351,642,000","323,579,000","352,122,000","351,447,000","317,531,000","300,177,000","342,598,000","314,688,000","308,358,000","291,352,000","328,889,000","309,847,000","291,385,000","294,005,000","310,369,000","271,725,000","274,254,000","268,395,000","162,206,000","180,294,000","172,848,000","164,379,000","124,862,000","187,316,000","183,572,000","173,257,000","178,756,000","177,354,000","182,426,000","161,129,000","155,610,000","146,817,000","137,145,000","123,395,000","-320,683,000","128,141,000","120,227,000","123,031,000"
		GeneralAndAdministrativeExpense,"1,915,250,000","716,379,000","491,578,000","356,492,000","350,801,000","302,277,000","437,564,000","344,268,000","542,333,000","671,506,000","587,213,000","554,284,000","501,322,000","606,676,000","566,747,000","508,590,000","468,421,000","651,427,000","515,756,000","466,401,000","409,111,000","461,410,000","446,012,000","404,266,000","360,687,000","421,653,000","391,963,000","353,181,000","338,905,000","379,616,000","376,323,000","351,642,000","323,579,000","352,122,000","351,447,000","317,531,000","300,177,000",,,,,,,,,,,,,,"16,190,000",,,,,,,,,,,,,,,,,,
			OtherGandA,"1,915,250,000","716,379,000","491,578,000","356,492,000","350,801,000","302,277,000","437,564,000","344,268,000","542,333,000","671,506,000","587,213,000","554,284,000","501,322,000","606,676,000","566,747,000","508,590,000","468,421,000","651,427,000","515,756,000","466,401,000","409,111,000","461,410,000","446,012,000","404,266,000","360,687,000","421,653,000","391,963,000","353,181,000","338,905,000","379,616,000","376,323,000","351,642,000","323,579,000","352,122,000","351,447,000","317,531,000","300,177,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"416,277,000","102,519,000","101,235,000","103,647,000","108,876,000","120,240,000","119,938,000","122,767,000","122,080,000","114,947,000","126,306,000","103,826,000","98,912,000","109,267,000","99,606,000","89,785,000","87,871,000","149,717,000","109,352,000","95,870,000","100,595,000","108,410,000","104,862,000","95,424,000","94,955,000","125,075,000","99,054,000","88,571,000","84,541,000","111,411,000","97,925,000","76,219,000","82,588,000","111,341,000","92,729,000","82,688,000","82,165,000","170,901,000","84,684,000","94,259,000","79,713,000","105,269,000","83,341,000","76,927,000","77,481,000","140,141,000","65,320,000","62,957,000","59,319,000","40,419,000","37,401,000","36,885,000","43,413,000","48,706,000","31,490,000","33,223,000","34,377,000","41,144,000","26,971,000","25,027,000","27,686,000","34,280,000","62,576,000","16,306,000","15,005,000","18,230,000","15,633,000","15,282,000","15,477,000"
		DepreciationAndAmortizationInIncomeStatement,"416,277,000","102,519,000","101,235,000","103,647,000","108,876,000","120,240,000","119,938,000","122,767,000","122,080,000","114,947,000","126,306,000","103,826,000","98,912,000","109,267,000","99,606,000","89,785,000","87,871,000","149,717,000","109,352,000","95,870,000","100,595,000","108,410,000","104,862,000","95,424,000","94,955,000","125,075,000","99,054,000","88,571,000","84,541,000","111,411,000","97,925,000","76,219,000","82,588,000","111,341,000","92,729,000","82,688,000","82,165,000","170,901,000","84,684,000","94,259,000","79,713,000","105,269,000","83,341,000","76,927,000","77,481,000","140,141,000","65,320,000","62,957,000","59,319,000","40,419,000","37,401,000","36,885,000","43,413,000","48,706,000","31,490,000","33,223,000","34,377,000","41,144,000","26,971,000","25,027,000","27,686,000","34,280,000","62,576,000","16,306,000","15,005,000","18,230,000","15,633,000","15,282,000","15,477,000"
