name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"2,001,416,000","569,376,000","512,243,000","480,589,000","439,208,000","419,175,000","412,926,000","399,797,000","362,443,000","345,582,000","333,996,000","334,883,000","325,080,000","340,951,000","329,339,000","326,627,000","325,348,000","328,270,000","316,937,000","316,790,000","311,631,000","306,891,000","301,535,000","294,791,000","286,774,000","277,683,000","257,822,000","246,055,000","232,646,000","223,077,000","213,321,000","206,098,000","193,638,000","184,343,000","175,250,000","163,819,000","156,944,000","156,042,000","150,011,000","144,077,000","135,917,000","133,168,000","126,681,000","123,235,000","118,740,000","92,396,000","102,455,000","93,268,000","99,389,000","85,871,000","76,541,000","68,040,000","67,897,000","70,144,000","61,779,000","55,758,000","51,779,000","-109,385,000","45,734,000","44,153,000","40,558,000","38,970,000","35,778,000","34,668,000","33,961,000","33,899,000","29,944,000","27,639,000","26,338,000","25,079,000","22,533,000","25,340,000","16,960,000","27,362,000","3,377,000","3,476,000","3,166,000"
	OperatingRevenue,"2,001,416,000","569,376,000","512,243,000","480,589,000","439,208,000","419,175,000","412,926,000","399,797,000","362,443,000","345,582,000","333,996,000","334,883,000","325,080,000","340,951,000","329,339,000","326,627,000","325,348,000","328,270,000","316,937,000","316,790,000","311,631,000","306,891,000","301,535,000","294,791,000","286,774,000","277,683,000","257,822,000","246,055,000","232,646,000","223,077,000","213,321,000","206,098,000","193,638,000","184,343,000","175,250,000","163,819,000","156,944,000","156,042,000","150,011,000","144,077,000","135,917,000","133,168,000","126,681,000","123,235,000","118,740,000","92,396,000","102,455,000","93,268,000","99,389,000","85,871,000","76,541,000","68,040,000","67,897,000","70,144,000","61,779,000","55,758,000","51,779,000","-109,385,000","45,734,000","44,153,000","40,558,000","38,970,000","35,778,000","34,668,000","33,961,000","33,899,000","29,944,000","27,639,000","26,338,000","25,079,000","22,533,000","25,340,000","16,960,000","27,362,000","3,377,000","3,476,000","3,166,000"
OperatingIncome,,,,,,,,,,,,,,,,,,,"196,969,000",,,,,,,,,,,,,,,"108,838,000",,,,,,,,,,,,,,,,,"25,474,000",,,,"15,265,000",,,,,"17,225,000",,"15,577,000",,,,"12,885,000",,"-1,657,000",,,,,"2,998,000","14,860,000","-8,090,000",,
PretaxIncome,"1,247,774,000","378,552,000","327,015,000","300,262,000","241,945,000","225,924,000","199,699,000","154,916,000","151,654,000","197,805,000","198,537,000","197,587,000","193,707,000","215,367,000","204,780,000","206,064,000","47,254,000","176,566,000","196,969,000","12,927,000","188,802,000","188,739,000","124,858,000","169,213,000","174,637,000","172,567,000","160,263,000","152,185,000","143,061,000","139,499,000","131,377,000","125,489,000","115,414,000","108,838,000","101,906,000","92,703,000","88,087,000","87,550,000","84,999,000","78,923,000","74,902,000","71,458,000","68,855,000","65,164,000","61,748,000","51,359,000","47,466,000","38,506,000","38,907,000","35,100,000","25,474,000","19,542,000","24,311,000","22,762,000","15,265,000","18,071,000","16,110,000","-6,983,000","18,014,000","17,225,000","15,902,000","15,577,000","14,453,000","14,373,000","13,586,000","12,885,000","11,552,000","-1,657,000","9,973,000","8,499,000","7,120,000","9,457,000","2,998,000","1,438,000","720,000","738,000","53,000"
TaxProvision,"329,333,000","106,560,000","85,592,000","85,769,000","51,412,000","52,915,000","61,149,000","37,702,000","52,067,000","49,583,000","49,809,000","49,676,000","49,642,000","54,527,000","49,334,000","51,479,000","12,782,000","61,701,000","72,498,000","-1,030,000","54,886,000","74,802,000","48,748,000","66,971,000","70,602,000","69,579,000","64,038,000","61,723,000","59,671,000","58,089,000","54,572,000","53,007,000","49,407,000","44,498,000","41,738,000","39,101,000","37,454,000","37,416,000","37,301,000","33,641,000","32,533,000","31,482,000","30,505,000","28,548,000","27,164,000","21,032,000","20,104,000","16,237,000","16,813,000","14,130,000","10,307,000","7,565,000","9,699,000","9,300,000","6,070,000","7,219,000","6,260,000","-3,954,000","7,271,000","6,980,000","6,583,000","6,692,000","6,174,000","6,134,000","5,628,000","5,477,000","5,143,000","2,018,000","4,246,000","3,581,000","3,155,000","-8,816,000","356,000","-619,000","113,000","57,000","37,000"
NetIncomeCommonStockholders,"880,554,000","263,683,000","232,087,000","205,098,000","179,687,000","174,409,000","138,216,000","116,683,000","99,052,000","147,739,000","148,241,000","147,433,000","143,600,000","160,376,000","154,996,000","154,585,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,340,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","27,362,000","22,269,000","22,094,000","20,970,000","15,167,000","11,977,000","2,410,000","13,072,000","9,195,000","10,852,000","9,850,000","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
	NetIncome,"918,441,000","271,992,000","241,423,000","214,493,000","190,533,000","173,009,000","138,550,000","117,214,000","99,587,000","148,222,000","148,728,000","147,911,000","144,065,000","160,840,000","155,446,000","154,585,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,340,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","27,362,000","22,269,000","22,094,000","20,970,000","15,167,000","11,977,000","14,612,000","13,462,000","9,195,000","10,852,000","9,850,000","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
		NetIncomeIncludingNoncontrollingInterests,"918,441,000","271,992,000","241,423,000","214,493,000","190,533,000","173,009,000","138,550,000","117,214,000","99,587,000","148,222,000","148,728,000","147,911,000","144,065,000","160,840,000","155,446,000","154,585,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,340,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","27,362,000","22,269,000","22,094,000","20,970,000","15,167,000","11,977,000","14,612,000","13,462,000","9,195,000","10,852,000","9,850,000","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
			NetIncomeContinuousOperations,"918,441,000","271,992,000","241,423,000","214,493,000","190,533,000","173,009,000","138,550,000","117,214,000","99,587,000","148,222,000","148,728,000","147,911,000","144,065,000","160,840,000","155,446,000","154,585,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,340,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","27,362,000","22,269,000","22,094,000","20,970,000","15,167,000","11,977,000","14,612,000","13,462,000","9,195,000","10,852,000","9,850,000","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
	PreferredStockDividends,"37,887,000","9,125,000","9,125,000","9,125,000","10,512,000",,"334,000","531,000","535,000","483,000","487,000","478,000","465,000","464,000","450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"12,202,000",,,,,,,,,,,,,,,,,,,,,,,,
