name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
	OtherunderPreferredStockDividend,,,"211,000","270,000","334,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"880,554,000","263,683,000","232,087,000","205,098,000","179,687,000","174,409,000","138,216,000","116,683,000","99,052,000","147,739,000","148,241,000","147,433,000","143,600,000","160,376,000","154,996,000","154,585,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,340,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","27,362,000","22,269,000","22,094,000","20,970,000","15,167,000","11,977,000","2,410,000","13,072,000","9,195,000","10,852,000","9,850,000","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
BasicEPS,,,"3.91","3.59","3.27",,"2.62","2.22","1.89",,"2.76","2.72","2.65",,"2.84","2.84","0.64",,"2.3","0.26","2.49",,"1.42","1.91","1.98",,"1.89","1.78","1.66","1.62","1.54","1.5","1.39","1.36","1.27","1.13","1.07",,"1.02","0.97","0.92",,"0.84","0.89","0.84",,"0.67","0.54","0.54",,"0.37","0.33","0.07",,"0.3","0.36","0.33",,"0.36","0.35","0.31",,"0.28","0.28","0.27",,"0.22","-0.13","0.2",,"0.15","0.7","0.13",,"0.023","0.026","0.001"
DilutedEPS,,,"3.88","3.57","3.24",,"2.62","2.21","1.88",,"2.75","2.72","2.65",,"2.84","2.83","0.63",,"2.29","0.26","2.48",,"1.41","1.9","1.97",,"1.88","1.77","1.64","1.6","1.52","1.48","1.37","1.34","1.25","1.12","1.06",,"1","0.96","0.9",,"0.83","0.87","0.82",,"0.66","0.54","0.54",,"0.31","0.32","0.07",,"0.29","0.36","0.33",,"0.36","0.34","0.31",,"0.28","0.28","0.27",,"0.22","-0.13","0.19",,"0.15","0.69","0.13",,"0.023","0.026","0.001"
BasicAverageShares,,,"59,284,000","57,128,000","54,998,000",,"52,673,000","52,672,000","52,546,000",,"53,722,000","54,213,000","54,165,000",,"54,544,000","54,527,000","54,143,000",,"54,098,000","54,083,000","53,718,000",,"53,683,000","53,668,000","52,589,000",,"50,888,000","50,809,000","50,352,000","50,316,000","50,000,000","48,270,000","47,318,000","47,287,000","47,271,000","47,260,000","47,249,000",,"46,792,000","47,307,000","46,205,000",,"45,532,000","41,353,000","41,349,000",,"41,005,000","40,913,000","40,638,000",,"40,604,000","36,655,000","35,265,000",,"30,650,000","30,144,444","29,848,485",,"29,841,667","29,271,429","30,061,290",,"29,567,857","29,425,000","29,474,074",,"29,131,818","28,269,231","28,635,000",,"26,433,333","26,104,286","20,323,077",,"26,210,000","26,210,000","26,210,000"
DilutedAverageShares,,,"59,745,000","57,527,000","55,531,000",,"52,835,000","52,785,000","52,686,000",,"53,830,000","54,250,000","54,269,000",,"54,610,000","54,599,000","54,395,000",,"54,300,000","54,290,000","54,099,000",,"53,918,000","53,886,000","52,919,000",,"51,264,000","51,217,000","50,892,000","50,936,000","50,529,000","48,897,000","48,170,000","48,174,000","48,048,000","47,929,000","47,877,000",,"47,529,000","47,307,000","47,051,000",,"46,338,000","42,152,000","42,070,000",,"41,623,000","40,913,000","41,235,000",,"41,013,000","36,972,000","35,547,000",,"31,706,897","30,144,444","29,848,485",,"29,841,667","30,132,353","30,061,290",,"29,567,857","29,425,000","29,474,074",,"29,131,818","30,625,000","30,142,105",,"26,433,333","26,482,609","20,323,077",,"26,210,000","26,210,000","26,210,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"918,441,000","271,992,000","241,423,000","214,493,000","190,533,000","173,009,000","138,550,000","117,214,000","99,587,000","148,222,000","148,728,000","147,911,000","144,065,000","160,840,000","155,446,000","154,585,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,340,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","27,362,000","22,269,000","22,094,000","20,970,000","15,167,000","11,977,000","14,612,000","13,462,000","9,195,000","10,852,000","9,850,000","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
NormalizedIncome,"918,441,000","271,992,000","241,423,000","214,493,000","190,533,000","173,009,000","138,550,000","117,214,000","99,587,000","148,222,000","148,728,000","147,911,000","144,065,000","160,840,000","155,446,000","154,585,000","38,159,282","117,055,401.635","126,750,624","16,830,176.6","135,522,594","114,722,381.066","76,882,870","102,746,340","104,755,600","103,247,800","96,942,600","90,813,000","83,971,400","82,829,600","77,301,600","72,482,000","66,440,550","64,592,200","60,788,100","53,976,400","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","28,722,450","23,516,350","28,272,250","21,283,800","15,540,800","12,085,480.657","14,612,000","17,965,850","13,997,603.013","11,414,687.4","10,279,829.299","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
InterestIncome,"2,190,381,000","606,309,000","555,720,000","536,810,000","491,542,000","488,558,000","481,492,000","481,782,000","479,814,000","481,396,000","484,055,000","480,661,000","465,565,000","460,817,000","434,228,000","416,804,000","397,072,000","386,957,000","370,669,000","361,937,000","350,606,000","342,290,000","335,127,000","323,961,000","315,773,000","302,399,000","282,994,000","267,594,000","253,962,000","247,926,000","236,513,000","224,067,000","215,768,000","206,594,000","194,639,000","180,286,000","173,631,000","173,483,000","169,102,000","162,272,000","155,700,000","154,795,000","148,819,000","143,834,000","133,068,000","125,142,000","120,131,000","112,477,000","108,780,000","106,775,000","100,238,000","90,906,000","88,215,000","91,647,000","81,853,000","74,828,000","75,137,000","80,241,000","77,888,000","73,701,000","69,777,000","66,639,000","62,085,000","56,871,000","54,062,000","47,989,000","40,646,000","36,226,000","32,675,000","28,702,000","23,825,000","18,281,000","16,398,000","14,351,000","12,158,000","11,716,000","10,119,000"
InterestExpense,"309,857,000","70,389,000","74,844,000","79,589,000","85,035,000","93,574,000","92,779,000","94,649,000","131,551,000","143,102,000","156,036,000","154,373,000","146,573,000","125,784,000","109,432,000","95,792,000","78,926,000","67,185,000","61,851,000","54,697,000","48,850,000","45,474,000","44,659,000","42,313,000","37,464,000","34,059,000","33,027,000","31,295,000","31,465,000","32,223,000","31,247,000","30,353,000","29,300,000","28,285,000","27,244,000","25,755,000","25,523,000","26,340,000","27,431,000","28,081,000","28,897,000","29,528,000","30,959,000","30,846,000","29,395,000","29,236,000","31,026,000","31,387,000","30,023,000","31,042,000","31,624,000","30,360,000","30,713,000","32,745,000","31,755,000","29,775,000","33,919,000","42,168,000","39,648,000","36,939,000","36,062,000","33,932,000","31,434,000","27,297,000","24,945,000","18,969,000","15,615,000","13,191,000","10,619,000","7,362,000","5,356,000","4,024,000","3,482,000","3,094,000","2,812,000","2,706,000","2,351,000"
NetInterestIncome,"1,880,524,000","535,920,000","480,876,000","457,221,000","406,507,000","394,984,000","388,713,000","387,133,000","348,263,000","338,294,000","328,019,000","326,288,000","318,992,000","335,033,000","324,796,000","321,012,000","318,146,000","319,772,000","308,818,000","307,240,000","301,756,000","296,816,000","290,468,000","281,648,000","278,309,000","268,340,000","249,967,000","236,299,000","222,497,000","215,703,000","205,266,000","193,714,000","186,468,000","178,309,000","167,395,000","154,531,000","148,108,000","147,143,000","141,671,000","134,191,000","126,803,000","125,267,000","117,860,000","112,988,000","103,673,000","95,906,000","89,105,000","81,090,000","78,757,000","75,733,000","68,614,000","60,546,000","57,502,000","58,902,000","50,098,000","45,053,000","41,218,000","38,073,000","38,240,000","36,762,000","33,715,000","32,707,000","30,651,000","29,574,000","29,117,000","29,020,000","25,031,000","23,035,000","22,056,000","21,340,000","18,469,000","14,257,000","12,916,000","11,257,000","9,346,000","9,010,000","7,768,000"
ReconciledDepreciation,"21,005,000","5,836,000","5,328,000","4,932,000","4,909,000","4,902,000","5,208,000","5,312,000","5,262,000","7,815,000","4,530,000","4,355,000","3,447,000","3,350,000","3,825,000","3,549,000","3,283,000","3,374,000","3,063,000","2,920,000","2,836,000","2,631,000","2,596,000","2,373,000","2,486,000","2,331,000","2,267,000","2,238,000","2,208,000","2,170,000","2,427,000","2,162,000","2,145,000","2,276,000","2,159,000","1,898,000","1,887,000","1,820,000","1,763,000","1,714,000","1,634,000","1,581,000","1,471,000",,,,,"1,419,000","1,405,000",,,"1,344,000","1,346,000",,,,"1,081,000",,,,,"3,432,000","3,525,000","3,600,000","3,757,000","4,347,000","4,658,000","4,728,000","4,833,000","4,659,000","4,973,000","5,851,000","4,288,000",,"4,176,000","3,622,000","3,190,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"918,441,000","271,992,000","241,423,000","214,493,000","190,533,000","173,009,000","138,550,000","117,214,000","99,587,000","148,222,000","148,728,000","147,911,000","144,065,000","160,840,000","155,446,000","154,585,000","34,472,000","114,865,000","124,471,000","13,957,000","133,916,000","113,937,000","76,110,000","102,242,000","104,035,000","102,988,000","96,225,000","90,462,000","83,390,000","81,410,000","76,805,000","72,482,000","66,007,000","64,340,000","60,168,000","53,602,000","50,633,000","50,134,000","47,698,000","45,282,000","42,369,000","39,976,000","38,350,000","36,616,000","34,584,000","30,327,000","27,362,000","22,269,000","22,094,000","20,970,000","15,167,000","11,977,000","14,612,000","13,462,000","9,195,000","10,852,000","9,850,000","-3,029,000","10,743,000","10,245,000","9,319,000","8,885,000","8,279,000","8,239,000","7,958,000","7,408,000","6,409,000","-3,675,000","5,727,000","4,918,000","3,965,000","18,273,000","2,642,000","1,233,000","607,000","681,000","16,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,"-5,058,000","-3,367,000","-3,607,000","-3,122,000","-2,266,000","-1,301,000","-1,267,000","-835,000","-1,201,000","-433,000","-1,196,000","-585,000","-969,000","-2,184,000","-764,000",,"-667,000","-388,000","-954,000","-576,000",,,,,,,,,,,"-2,093,000","-1,919,000","-9,505,000","-523,000","-623,000","-177,000","0","-6,929,000","-7,973,000","-937,000","-703,000",,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,"-5,058,000","-3,367,000","-3,607,000","-3,122,000","-2,266,000","-1,301,000","-1,267,000","-835,000","-1,201,000","-433,000","-1,196,000","-585,000","-969,000","-2,184,000","-764,000",,"-667,000","-388,000","-954,000","-576,000",,,,,,,,,,,"-2,093,000","-1,919,000","-9,505,000","-523,000","-623,000","-177,000","0","-6,929,000","-7,973,000","-937,000","-703,000",,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.264","0.281","0.262","0.286","0.212","0.234","0.306","0.243","0.343","0.251","0.251","0.251","0.256","0.253","0.241","0.25","0.271","0.349","0.368","0.08","0.291","0.396","0.39","0.396","0.4","0.4","0.4","0.4","0.4","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.4","0.4","0.387","0.399","0.35","0.398","0.399","0.389","0.35","0.4","0.35","0.35","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.119","0.4","0.157","0.077","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,370,718","-1,176,598.365","-1,327,376","-248,823.4","-659,406","-515,618.934","-494,130","-330,660","-480,400","-173,200","-478,400","-234,000","-387,600","-764,400","-267,400","0","-233,450","-135,800","-333,900","-201,600","0","0","0","0","0","0","0","0","0","0","-732,550","-671,650","-3,326,750","-209,200","-249,200","-68,519.343","0","-2,425,150","-3,170,396.987","-374,312.6","-273,170.701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
