name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"18,507,000,000","4,777,000,000","4,744,000,000","4,585,000,000","4,401,000,000","4,184,000,000","4,243,000,000","4,000,000,000","4,225,000,000","4,284,000,000","4,248,000,000","4,141,000,000","4,110,000,000","4,129,000,000","4,078,000,000","4,006,000,000","3,912,000,000","3,828,000,000","3,766,000,000","3,670,000,000","3,546,000,000","3,461,900,000","3,453,200,000","3,369,900,000","3,202,000,000","3,232,500,000","3,187,000,000","3,085,100,000","2,911,400,000","2,742,230,000","2,581,009,000","2,517,094,000","2,422,348,000","2,355,488,000","2,305,723,000","2,161,240,000","2,020,738,000","1,948,215,000","1,891,688,000","1,795,220,000","1,711,349,000","1,663,707,000","1,600,954,000","1,485,242,000","1,371,253,000","1,310,602,000","1,216,913,000","1,105,154,000","959,720,000","902,721,000","853,488,000","776,592,000","745,862,000","753,045,000","734,726,000","685,427,000","643,106,000","599,956,000","558,837,000","516,514,000","460,270,000","424,430,000","377,522,000","336,836,000","285,479,000","256,902,000","235,536,000","211,711,000","181,681,000","172,781,000","155,429,000","138,719,000","119,744,000","108,158,000","98,111,000","87,446,000","74,516,000","67,011,000","61,233,000","54,358,000","46,484,000","43,461,000","45,502,000","45,411,000","43,404,000","41,053,000","37,107,000","31,801,000","27,070,000","24,100,000","22,900,000","21,500,000","20,400,000","19,500,000","16,200,000","12,700,000","10,200,000"
	OperatingRevenue,"18,507,000,000","4,777,000,000","4,744,000,000","4,585,000,000","4,401,000,000","4,184,000,000","4,243,000,000","4,000,000,000","4,225,000,000","4,284,000,000","4,248,000,000","4,141,000,000","4,110,000,000","4,129,000,000","4,078,000,000","4,006,000,000","3,912,000,000","3,828,000,000","3,766,000,000","3,670,000,000","3,546,000,000","3,047,400,000","3,046,900,000","2,970,400,000","2,832,300,000","2,870,100,000","2,829,400,000","2,725,700,000","2,589,100,000","2,428,076,000","2,270,708,000","2,218,266,000","2,151,551,000","2,100,675,000","2,044,948,000","1,913,875,000","1,791,206,000","1,070,756,000","1,891,688,000","1,795,220,000","1,711,349,000","1,663,707,000","1,600,954,000","1,485,242,000","1,371,253,000","1,310,602,000","1,216,913,000","1,105,154,000","959,720,000","902,721,000","853,488,000","776,592,000","745,862,000","753,045,000","734,726,000","685,427,000","643,106,000","599,956,000","558,837,000","516,514,000","460,270,000","424,430,000","377,522,000","336,836,000","285,479,000","256,902,000","235,536,000","211,711,000","181,681,000","172,781,000","155,429,000","138,719,000","119,744,000","105,583,000","98,111,000","87,446,000","74,516,000","67,011,000","61,233,000","54,358,000","46,484,000","43,461,000","45,502,000","45,411,000","43,404,000","41,053,000","37,107,000","31,801,000","27,070,000","24,100,000","22,900,000","21,500,000","20,400,000","19,500,000","16,200,000","12,700,000","10,200,000"
CostOfRevenue,"11,604,000,000","3,030,000,000","2,947,000,000","2,863,000,000","2,764,000,000","2,662,000,000","2,647,000,000","2,615,000,000","2,747,000,000","2,749,000,000","2,681,000,000","2,629,000,000","2,575,000,000","2,540,000,000","2,480,000,000","2,417,000,000","2,401,000,000","2,360,000,000","2,337,000,000","2,261,000,000","2,194,000,000","2,077,500,000","2,077,400,000","2,037,700,000","1,915,400,000","1,933,600,000","1,934,600,000","1,844,800,000","1,727,200,000","1,639,384,000","1,569,828,000","1,499,462,000","1,432,444,000","1,411,155,000","1,382,336,000","1,272,013,000","1,199,965,000","1,150,934,000","1,111,898,000","1,030,889,000","984,520,000","970,689,000","924,886,000","860,871,000","782,176,000","758,023,000","699,623,000","641,019,000","555,904,000","520,796,000","475,599,000","433,340,000","419,708,000","419,748,000","405,936,000","380,867,000","366,265,000","341,514,000","317,286,000","292,326,000","254,909,000","232,588,000","208,427,000","188,320,000","158,588,000","135,978,000","128,175,000","117,768,000","97,994,000","94,657,000","84,585,000","75,558,000","65,010,000","58,598,000","52,968,000","47,199,000","40,959,000","36,194,000","32,970,000","29,348,000","24,189,000","21,989,000","23,109,000","23,381,000","22,369,000","21,012,000","19,110,000","16,376,000","13,939,000","12,500,000","11,800,000","11,100,000","10,700,000","9,700,000","8,900,000","7,300,000",
GrossProfit,"6,903,000,000","1,747,000,000","1,797,000,000","1,722,000,000","1,637,000,000","1,522,000,000","1,596,000,000","1,385,000,000","1,478,000,000","1,535,000,000","1,567,000,000","1,512,000,000","1,535,000,000","1,589,000,000","1,598,000,000","1,589,000,000","1,511,000,000","1,468,000,000","1,429,000,000","1,409,000,000","1,352,000,000","1,384,400,000","1,375,800,000","1,332,200,000","1,286,600,000","1,298,900,000","1,252,400,000","1,240,300,000","1,184,200,000","1,102,846,000","1,011,181,000","1,017,632,000","989,904,000","944,333,000","923,387,000","889,227,000","820,773,000","797,281,000","779,790,000","764,331,000","726,829,000","693,018,000","676,068,000","624,371,000","589,077,000","552,579,000","517,290,000","464,135,000","403,816,000","381,925,000","377,889,000","343,252,000","326,154,000","333,297,000","328,790,000","304,560,000","276,841,000","258,442,000","241,551,000","224,188,000","205,361,000","191,842,000","169,095,000","148,516,000","126,891,000","120,924,000","107,361,000","93,943,000","83,687,000","78,124,000","70,844,000","63,161,000","54,734,000","49,560,000","45,143,000","40,247,000","33,557,000","30,817,000","28,263,000","25,010,000","22,295,000","21,472,000","22,393,000","22,030,000","21,035,000","20,041,000","17,997,000","15,425,000","13,131,000","11,600,000","11,100,000","10,400,000","9,700,000","9,800,000","7,300,000","5,400,000",
OperatingExpense,"4,077,000,000","1,015,000,000","1,068,000,000","1,026,000,000","968,000,000","1,019,000,000","942,000,000","847,000,000","844,000,000","692,000,000","898,000,000","893,000,000","996,000,000","896,000,000","853,000,000","919,000,000","818,000,000","811,000,000","781,000,000","803,000,000","782,000,000","823,700,000","792,400,000","741,300,000","732,600,000","745,500,000","709,600,000","694,800,000","683,900,000","623,438,000","553,668,000","529,711,000","529,868,000","496,492,000","486,028,000","462,424,000","454,866,000","441,028,000","424,404,000","432,373,000","408,930,000","384,875,000","383,066,000","354,413,000","323,712,000","307,958,000","288,991,000","258,220,000","220,799,000","215,017,000","216,107,000","191,582,000","188,024,000","190,631,000","186,159,000","184,882,000","165,146,000","152,323,000","140,421,000","133,517,000","121,759,000","115,490,000","100,331,000","87,845,000","73,735,000","69,884,000","60,340,000","51,575,000","46,500,000","42,853,000","39,972,000","35,371,000","31,047,000","26,164,000","25,869,000","23,119,000","19,033,000","17,575,000","16,155,000","14,308,000","13,149,000","12,438,000","13,070,000","13,156,000","12,646,000","12,156,000","10,918,000","9,384,000","8,008,000","7,100,000","6,900,000","6,500,000","5,600,000","5,900,000","4,900,000","3,700,000",
	SellingGeneralAndAdministration,"3,503,000,000","871,000,000","924,000,000","881,000,000","827,000,000","874,000,000","804,000,000","711,000,000","711,000,000","560,000,000","771,000,000","768,000,000","873,000,000","776,000,000","734,000,000","805,000,000","711,000,000","700,000,000","674,000,000","709,000,000","686,000,000","730,400,000","700,500,000","653,900,000","646,200,000","658,700,000","627,100,000","612,000,000","610,800,000","562,622,000","506,019,000","482,985,000","485,395,000","450,503,000","443,376,000","420,526,000","413,204,000","401,746,000","384,951,000","396,771,000","374,178,000","352,456,000","353,161,000","326,718,000","296,330,000","279,921,000","262,632,000","234,547,000","194,993,000","190,678,000","193,806,000","170,003,000","166,872,000","169,378,000","166,685,000","167,105,000","148,853,000","137,588,000","126,551,000","120,464,000","109,499,000","105,019,000","91,470,000","80,044,000","66,705,000","64,604,000","54,759,000","46,126,000","41,410,000","38,182,000","35,889,000","31,543,000","27,182,000","24,635,000","22,861,000","20,352,000","16,411,000","15,412,000","14,150,000","12,561,000","11,222,000","10,636,000","11,441,000","11,657,000","11,208,000","10,891,000","9,673,000","8,358,000","7,037,000","6,300,000","6,000,000","5,800,000","5,000,000","5,300,000","4,300,000","3,200,000",
	DepreciationAmortizationDepletionIncomeStatement,"574,000,000","144,000,000","144,000,000","145,000,000","141,000,000","145,000,000","138,000,000","136,000,000","133,000,000","132,000,000","127,000,000","125,000,000","123,000,000","120,000,000","119,000,000","114,000,000","107,000,000","111,000,000","107,000,000","94,000,000","96,000,000","93,300,000","91,900,000","87,400,000","86,400,000","86,800,000","82,500,000","82,800,000","73,100,000","60,816,000","47,649,000","46,726,000","44,473,000","45,989,000","42,652,000","41,898,000","41,662,000","39,282,000","39,453,000","35,602,000","34,752,000","32,419,000","29,905,000","27,695,000","27,382,000","28,037,000","26,359,000","23,673,000","25,806,000","24,339,000","22,301,000","21,579,000","21,152,000","21,253,000","19,474,000","17,777,000","16,293,000","14,735,000","13,870,000","13,053,000","12,260,000","10,471,000","8,861,000","7,801,000","7,030,000","5,280,000","5,581,000","5,449,000","5,090,000","4,671,000","4,083,000","3,828,000","3,865,000","3,539,000","3,008,000","2,767,000","2,622,000","2,163,000","2,005,000","1,747,000","1,927,000","1,802,000","1,629,000","1,499,000","1,438,000","1,265,000","1,245,000","1,026,000","971,000","800,000","900,000","700,000","600,000","600,000","600,000","500,000",
		DepreciationAndAmortizationInIncomeStatement,"574,000,000","144,000,000","144,000,000","145,000,000","141,000,000","145,000,000","138,000,000","136,000,000","133,000,000","132,000,000","127,000,000","125,000,000","123,000,000","120,000,000","119,000,000","114,000,000","107,000,000","111,000,000","107,000,000","94,000,000","96,000,000","93,300,000","91,900,000","87,400,000","86,400,000","86,800,000","82,500,000","82,800,000","73,100,000","60,816,000","47,649,000","46,726,000","44,473,000","45,989,000","42,652,000","41,898,000","41,662,000","39,282,000","39,453,000","35,602,000","34,752,000","32,419,000","29,905,000","27,695,000","27,382,000","28,037,000","26,359,000","23,673,000","25,806,000","24,339,000","22,301,000","21,579,000","21,152,000","21,253,000","19,474,000","17,777,000","16,293,000","14,735,000","13,870,000","13,053,000","12,260,000","10,471,000","8,861,000","7,801,000","7,030,000","5,280,000","5,581,000","5,449,000","5,090,000","4,671,000","4,083,000","3,828,000","3,865,000","3,539,000","3,008,000","2,767,000","2,622,000","2,163,000","2,005,000","1,747,000","1,927,000","1,802,000","1,629,000","1,499,000","1,438,000","1,265,000","1,245,000","1,026,000","971,000","800,000","900,000","700,000","600,000","600,000","600,000","500,000",
OperatingIncome,"2,826,000,000","732,000,000","729,000,000","696,000,000","669,000,000","503,000,000","654,000,000","538,000,000","634,000,000","843,000,000","669,000,000","619,000,000","539,000,000","693,000,000","745,000,000","670,000,000","693,000,000","657,000,000","648,000,000","606,000,000","570,000,000","560,700,000","583,400,000","590,900,000","554,000,000","553,400,000","542,800,000","545,500,000","500,300,000","479,408,000","457,513,000","487,921,000","460,036,000","447,841,000","437,359,000","426,803,000","365,907,000","356,253,000","355,386,000","331,958,000","317,899,000","308,143,000","293,002,000","269,958,000","265,365,000","244,621,000","228,299,000","205,915,000","183,017,000","166,908,000","161,782,000","151,670,000","138,130,000","142,666,000","142,631,000","119,678,000","111,695,000","106,119,000","101,130,000","90,671,000","83,602,000","76,352,000","68,764,000","60,671,000","53,156,000","51,040,000","47,021,000","42,368,000","37,187,000","35,271,000","30,872,000","27,790,000","23,687,000","23,396,000","19,274,000","17,128,000","14,524,000","13,242,000","12,108,000","10,702,000","9,146,000","9,034,000","9,323,000","8,874,000","8,389,000","7,885,000","7,079,000","6,041,000","5,123,000","4,500,000","4,200,000","3,900,000","4,100,000","3,900,000","2,400,000","1,700,000","10,200,000"
NetNonOperatingInterestIncomeExpense,"21,000,000","5,000,000","4,000,000","5,000,000","7,000,000","11,000,000","21,000,000","28,000,000","35,000,000","34,000,000","36,000,000","39,000,000","41,000,000","41,000,000","41,000,000","33,000,000","35,000,000","31,000,000","28,000,000","25,000,000","26,000,000","25,200,000","22,300,000","23,000,000","25,500,000","23,100,000","16,400,000","13,500,000","13,000,000","15,138,000","17,201,000","14,132,000","13,505,000","11,873,000","10,696,000","13,080,000","13,247,000","11,417,000","12,041,000","9,984,000","11,072,000","10,868,000","9,970,000","9,474,000","8,937,000","6,139,000","7,053,000","6,547,000","6,054,000","6,139,000","4,664,000","2,622,000","2,470,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
