name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"80,118,000,000","20,785,000,000","19,624,000,000","19,950,000,000","19,759,000,000","20,341,000,000","19,272,000,000","17,671,000,000","11,113,000,000","11,878,000,000","11,061,000,000","10,979,000,000","11,080,000,000","11,445,000,000","10,839,000,000","10,571,000,000","10,455,000,000","10,759,000,000","10,019,000,000","10,213,000,000","9,613,000,000","10,175,000,000","9,246,000,000","9,222,000,000","8,599,000,000","8,247,000,000","7,849,000,000","8,179,000,000","7,778,000,000","8,154,000,000","7,350,000,000","7,185,000,000","6,875,000,000","6,827,000,000","6,688,000,000","6,228,000,000","1,287,061,000","1,284,348,000","1,259,160,000","1,281,180,000","1,276,590,000","1,238,165,000","1,205,388,000","1,209,453,000","1,194,377,000","1,065,526,000","1,020,789,000","1,012,536,000","970,503,000","929,981,000","895,593,000","859,612,000","795,329,000","723,634,000","686,721,000","678,807,000","662,354,000","591,134,000","556,738,000","551,176,000","536,686,000","453,092,000","396,116,000","368,194,000","329,461,000","288,228,000","263,555,000","250,689,000","235,956,000"
	OperatingRevenue,"79,096,000,000","20,469,000,000","19,382,000,000","19,707,000,000","19,538,000,000","20,153,000,000","19,092,000,000","17,499,000,000","10,830,000,000","11,583,000,000","10,769,000,000","10,689,000,000","10,793,000,000","11,129,000,000","10,457,000,000","10,256,000,000","10,159,000,000","10,465,000,000","9,747,000,000","9,951,000,000","9,372,000,000","9,985,000,000","9,081,000,000","9,076,000,000","8,429,000,000","8,092,000,000","7,718,000,000","8,059,000,000","7,670,000,000","8,050,000,000","7,245,000,000","7,084,000,000","6,785,000,000","6,750,000,000","6,605,000,000","6,135,000,000","186,030,000","-3,255,429,000","1,259,160,000","1,281,180,000","1,276,590,000","1,238,165,000","1,205,388,000","1,209,453,000","1,194,377,000","1,065,526,000","1,020,789,000","1,012,536,000","970,503,000","929,981,000","895,593,000","859,612,000","795,329,000","723,634,000","686,721,000","678,807,000","662,354,000","591,134,000","556,738,000","551,176,000","536,686,000","453,092,000","396,116,000","368,194,000","329,461,000","288,228,000","263,555,000","250,689,000","235,956,000"
CostOfRevenue,"36,605,000,000","10,452,000,000","8,683,000,000","8,944,000,000","8,526,000,000","9,652,000,000","7,681,000,000","6,765,000,000","4,168,000,000","5,212,000,000","4,437,000,000","4,310,000,000","4,562,000,000","5,170,000,000","4,448,000,000","4,302,000,000","4,434,000,000","5,039,000,000","4,211,000,000","4,364,000,000","4,094,000,000","4,732,000,000","3,975,000,000","4,048,000,000","3,795,000,000","3,403,000,000","3,363,000,000","4,058,000,000","4,074,000,000","4,195,000,000","3,796,000,000","3,668,000,000","3,750,000,000","3,538,000,000","3,459,000,000","3,263,000,000","810,947,000","796,948,000","638,972,000","646,340,000","847,791,000","728,682,000","725,506,000","708,564,000","750,679,000","606,010,000","569,953,000","543,522,000","598,390,000","540,217,000","497,380,000","496,133,000","470,593,000","427,124,000","379,961,000","366,228,000","388,631,000","335,585,000","294,850,000","295,666,000","318,643,000","277,750,000","231,506,000","219,502,000",,,,,
GrossProfit,"43,513,000,000","10,333,000,000","10,941,000,000","11,006,000,000","11,233,000,000","10,689,000,000","11,591,000,000","10,906,000,000","6,945,000,000","6,666,000,000","6,624,000,000","6,669,000,000","6,518,000,000","6,275,000,000","6,391,000,000","6,269,000,000","6,021,000,000","5,720,000,000","5,808,000,000","5,849,000,000","5,519,000,000","5,443,000,000","5,271,000,000","5,174,000,000","4,804,000,000","4,844,000,000","4,486,000,000","4,121,000,000","3,704,000,000","3,959,000,000","3,554,000,000","3,517,000,000","3,125,000,000","3,289,000,000","3,229,000,000","2,965,000,000","476,114,000","487,400,000","620,188,000","634,840,000","428,799,000","509,483,000","479,882,000","500,889,000","443,698,000","459,516,000","450,836,000","469,014,000","372,113,000","389,764,000","398,213,000","363,479,000","324,736,000","296,510,000","306,760,000","312,579,000","273,723,000","255,549,000","261,888,000","255,510,000","218,043,000","175,342,000","164,610,000","148,692,000",,,,,
OperatingExpense,"36,621,000,000","9,270,000,000","9,357,000,000","8,900,000,000","9,094,000,000","8,977,000,000","9,026,000,000","9,668,000,000","5,406,000,000","5,432,000,000","5,153,000,000","5,128,000,000","5,042,000,000","5,138,000,000","4,951,000,000","4,819,000,000","4,739,000,000","4,776,000,000","4,514,000,000","4,434,000,000","4,519,000,000","4,507,000,000","4,466,000,000","4,347,000,000","4,301,000,000","4,124,000,000","3,781,000,000","3,513,000,000","3,459,000,000","3,428,000,000","3,421,000,000","2,533,000,000","3,141,000,000","3,093,000,000","2,920,000,000","2,735,000,000","367,778,000","361,459,000","326,498,000","320,845,000","329,412,000","293,480,000","301,768,000","290,634,000","298,361,000","291,007,000","242,902,000","270,602,000","266,882,000","259,943,000","240,006,000","247,706,000","193,249,000","197,068,000","186,107,000","176,935,000","161,695,000","163,312,000","128,750,000","123,448,000","115,367,000","108,581,000","95,216,000","94,593,000",,,,,
	SellingGeneralAndAdministration,"20,238,000,000","5,398,000,000","5,212,000,000","4,823,000,000","4,805,000,000","4,758,000,000","4,876,000,000","5,604,000,000","3,688,000,000","3,656,000,000","3,498,000,000","3,543,000,000","3,442,000,000","3,498,000,000","3,314,000,000","3,185,000,000","3,164,000,000","3,291,000,000","3,098,000,000","2,915,000,000","2,955,000,000","2,959,000,000","2,898,000,000","2,772,000,000","2,749,000,000","2,755,000,000","2,624,000,000","2,438,000,000","2,372,000,000","2,333,000,000","2,283,000,000","2,151,000,000","2,096,000,000","2,096,000,000","1,933,000,000","1,847,000,000","194,611,000","189,292,000","163,409,000","167,494,000","176,593,000","157,173,000","162,459,000","154,556,000","169,771,000","155,720,000","147,431,000","158,600,000","159,909,000","150,539,000","138,460,000","142,321,000","136,411,000","113,134,000","116,654,000","113,419,000","104,374,000","111,870,000","84,496,000","82,717,000","72,937,000","71,697,000","60,220,000","60,264,000",,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,"3,498,000,000","3,314,000,000","3,185,000,000","3,164,000,000","3,291,000,000","3,098,000,000","2,915,000,000","2,955,000,000","2,959,000,000","2,898,000,000","2,772,000,000","2,749,000,000","2,755,000,000","2,624,000,000","2,438,000,000","2,372,000,000","2,333,000,000","2,283,000,000","2,151,000,000","2,096,000,000","4,900,000,000","894,000,000","819,000,000","194,611,000","189,292,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,"3,498,000,000","3,314,000,000","3,185,000,000","3,164,000,000","3,291,000,000","3,098,000,000","2,915,000,000","2,955,000,000","2,959,000,000","2,898,000,000","2,772,000,000","2,749,000,000","2,755,000,000","2,624,000,000","2,438,000,000","2,372,000,000","2,333,000,000","2,283,000,000","2,151,000,000","2,096,000,000","4,900,000,000","894,000,000","819,000,000","194,611,000","189,292,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,039,000,000","1,028,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"16,383,000,000","3,872,000,000","4,145,000,000","4,077,000,000","4,289,000,000","4,219,000,000","4,150,000,000","4,064,000,000","1,718,000,000","1,776,000,000","1,655,000,000","1,585,000,000","1,600,000,000","1,640,000,000","1,637,000,000","1,634,000,000","1,575,000,000","1,485,000,000","1,416,000,000","1,519,000,000","1,564,000,000","1,548,000,000","1,568,000,000","1,575,000,000","1,552,000,000","1,369,000,000","1,157,000,000","1,075,000,000","1,087,000,000","1,090,000,000","1,138,000,000","1,129,000,000","1,055,000,000","997,000,000","987,000,000","888,000,000","173,167,000","172,167,000","163,089,000","153,351,000","152,819,000","136,307,000","139,309,000","134,525,000","128,695,000","118,826,000","113,804,000","109,302,000","107,801,000","105,759,000","98,977,000","91,375,000","81,746,000","69,500,000","67,631,000","60,888,000","57,300,000","52,206,000","45,493,000","41,124,000","39,380,000","38,841,000","36,611,000","32,316,000",,,,,
