name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988
TotalRevenue,"3,449,000,000","2,224,257,000","440,396,000","324,667,000","459,680,000","456,778,000","291,041,000","332,348,000","386,457,000","461,368,000","429,111,000","534,117,000","641,681,000","716,301,000","545,173,000","453,447,000","473,227,000","400,503,000","385,416,000","460,457,000","517,843,000","316,491,000","310,429,000","246,816,000","281,941,000","280,791,000","305,296,000","306,297,000","464,765,000","618,004,000","512,017,000","533,187,000","509,803,000","487,463,000","435,850,000","449,680,000","373,285,000","369,879,000","296,874,000","265,657,000","272,136,000","268,025,000","262,117,000","240,696,000","209,026,000","216,875,000","224,062,000","195,474,000","212,556,000","233,492,000","207,021,000","204,824,000","233,939,000","232,466,000","244,820,000","248,854,000","219,651,000","193,917,000","170,848,000","175,832,000","191,573,000","171,682,000","184,744,000","190,794,000","214,768,000","225,082,000","161,757,000","151,884,000","144,074,000","154,639,000","119,423,000","119,742,000","136,604,000","121,248,000","125,471,000","126,756,000","135,916,000","103,549,000","85,549,000","89,584,000","75,073,000","80,318,000","104,226,000","107,606,000","154,891,000","217,797,000","54,695,000","44,653,000","44,862,000","46,100,000","45,200,000","40,200,000","34,200,000","39,800,000","37,400,000","41,700,000","38,900,000","52,100,000","40,800,000","39,400,000","52,800,000","49,100,000","35,500,000","37,300,000","41,200,000","56,400,000","48,000,000","51,400,000","58,100,000","59,000,000","55,800,000","56,500,000","65,800,000","48,900,000","33,500,000","37,400,000","43,500,000","48,400,000","32,100,000","29,400,000","36,700,000","42,800,000","25,000,000","28,200,000","44,400,000","48,500,000","21,700,000","28,300,000","41,800,000","36,200,000","37,400,000","37,400,000","37,300,000","37,300,000"
	OperatingRevenue,"3,657,000,000","2,130,798,000","641,625,000","411,718,000","472,859,000","413,107,000","333,256,000","288,286,000","370,340,000","463,451,000","418,133,000","470,482,000","633,174,000","669,702,000","546,684,000","457,236,000","465,780,000","426,756,000","383,760,000","443,990,000","481,127,000","352,228,000","301,618,000","271,984,000","261,434,000","266,224,000","285,987,000","309,852,000","427,576,000","464,549,000","437,034,000","532,242,000","505,106,000","482,653,000","433,275,000","446,861,000","370,341,000","360,911,000","296,874,000","265,657,000","272,136,000","268,025,000","262,117,000","240,696,000","209,026,000","216,875,000","224,062,000","195,474,000","212,556,000","233,492,000","207,021,000","204,824,000","233,939,000","232,466,000","244,820,000","248,854,000","219,651,000","193,917,000","170,848,000","175,832,000","191,573,000","177,385,000","183,771,000","188,666,000","214,768,000","225,082,000","161,757,000","151,884,000","144,074,000","158,646,000","117,849,000","119,208,000","136,604,000","121,248,000","125,471,000","124,496,000","135,916,000","103,549,000","85,549,000","89,584,000","75,073,000","80,318,000","104,226,000","107,606,000","154,891,000","217,797,000","54,695,000","44,653,000","44,862,000","46,100,000","45,200,000","40,200,000","34,200,000","39,800,000","37,400,000","41,700,000","38,900,000","52,100,000","40,800,000","39,400,000","52,800,000","49,100,000","35,500,000","37,300,000","41,200,000","56,400,000","48,000,000","51,400,000","58,100,000","59,000,000","55,800,000","56,500,000","65,800,000","48,900,000","33,500,000","37,400,000","43,500,000","48,400,000","32,100,000","29,400,000","36,700,000","42,800,000","25,000,000","28,200,000","44,400,000","48,500,000","21,700,000","28,300,000","41,800,000","36,200,000","37,400,000","37,400,000","37,300,000","37,300,000"
CostOfRevenue,"1,512,000,000","755,646,000","267,437,000","241,191,000","247,726,000","260,575,000","266,828,000","247,294,000","260,711,000","277,763,000","275,751,000","255,929,000","247,925,000","292,802,000","361,141,000","294,838,000","219,273,000","291,773,000","293,237,000","295,547,000","287,261,000","281,693,000","272,726,000","283,591,000","300,140,000","292,628,000","284,285,000","289,805,000","336,488,000","317,127,000","283,461,000","284,175,000","272,877,000","300,235,000","268,619,000","247,719,000","234,760,000","538,357,000","66,957,000","66,695,000","73,451,000","65,615,000","55,264,000","48,449,000","61,545,000","10,646,000","41,679,000","46,373,000","52,677,000","9,974,000","45,193,000","44,154,000","61,694,000","64,301,000","52,278,000","54,066,000","52,842,000","62,414,000","42,985,000","41,880,000","51,482,000","52,188,000","48,736,000","48,149,000","58,489,000","66,657,000","47,461,000","39,370,000","57,285,000","51,804,000","31,903,000","36,278,000","56,943,000","49,203,000","41,872,000","51,027,000","52,578,000","43,111,000","31,226,000","39,663,000","34,958,000","51,847,000","44,658,000","51,995,000","54,630,000","152,907,000","13,409,000","13,224,000","11,744,000","13,300,000","11,400,000","9,700,000","10,200,000","18,600,000","14,700,000","10,500,000","10,400,000","12,500,000","10,800,000","10,600,000","10,700,000","12,100,000","10,600,000","10,300,000","9,200,000","-79,100,000","142,100,000","30,800,000","35,400,000","34,900,000","32,400,000","32,200,000","37,600,000","24,500,000","7,700,000","18,800,000","21,700,000","22,100,000","15,600,000","13,400,000","17,200,000","26,000,000","11,200,000","13,900,000","10,500,000","16,600,000","18,000,000","12,800,000","17,200,000",,,,,
GrossProfit,"1,937,000,000","1,468,611,000","172,959,000","83,476,000","211,954,000","196,203,000","24,213,000","85,054,000","125,746,000","183,605,000","153,360,000","278,188,000","393,756,000","423,499,000","184,032,000","158,609,000","253,954,000","108,730,000","92,179,000","164,910,000","230,582,000","34,798,000","37,703,000","-36,775,000","-18,199,000","-11,837,000","21,011,000","16,492,000","128,277,000","300,877,000","228,556,000","249,012,000","236,926,000","187,228,000","167,231,000","201,961,000","138,525,000","-168,478,000","229,917,000","198,962,000","198,685,000","202,410,000","206,853,000","192,247,000","147,481,000","206,229,000","182,383,000","149,101,000","159,879,000","223,518,000","161,828,000","160,670,000","172,245,000","168,165,000","192,542,000","194,788,000","166,809,000","131,503,000","127,863,000","133,952,000","140,091,000","119,494,000","136,008,000","142,645,000","156,279,000","158,425,000","114,296,000","112,514,000","86,789,000","102,835,000","87,520,000","83,464,000","79,661,000","72,045,000","83,599,000","75,729,000","83,338,000","60,438,000","54,323,000","49,921,000","40,115,000","28,471,000","59,568,000","55,611,000","100,261,000","64,890,000","41,286,000","31,429,000","33,118,000","32,800,000","33,800,000","30,500,000","24,000,000","21,200,000","22,700,000","31,200,000","28,500,000","39,600,000","30,000,000","28,800,000","42,100,000","37,000,000","24,900,000","27,000,000","32,000,000","135,500,000","-94,100,000","20,600,000","22,700,000","24,100,000","23,400,000","24,300,000","28,200,000","24,400,000","25,800,000","18,600,000","21,800,000","26,300,000","16,500,000","16,000,000","19,500,000","16,800,000","13,800,000","14,300,000","33,900,000","31,900,000","3,700,000","15,500,000","24,600,000",,,,,
OperatingExpense,"265,000,000","121,522,000","77,303,000","29,588,000","36,587,000","32,959,000","31,777,000","31,097,000","39,357,000","30,700,000","27,479,000","31,033,000","42,981,000","83,490,000","33,625,000","81,120,000","34,867,000","38,712,000","38,904,000","36,226,000","38,956,000","38,882,000","31,535,000","32,958,000","40,753,000","32,844,000","27,439,000","36,887,000","42,541,000","40,249,000","39,324,000","37,619,000","41,154,000","36,780,000","40,120,000","37,501,000","51,415,000","-290,502,000","154,016,000","188,586,000","151,489,000","130,775,000","145,474,000","119,700,000","109,574,000","170,490,000","124,586,000","92,381,000","84,826,000","135,664,000","80,526,000","83,139,000","85,748,000","22,998,000","69,313,000","94,783,000","85,986,000","58,869,000","61,887,000","57,384,000","56,920,000","61,088,000","-172,564,000","60,881,000","61,072,000","56,663,000","51,181,000","50,792,000","48,745,000","35,386,000","53,242,000","47,025,000","43,571,000","34,910,000","31,762,000","40,879,000","130,029,000","37,314,000","36,875,000","40,071,000","35,119,000","33,308,000","37,967,000","28,635,000","31,739,000","24,582,000","25,513,000","23,712,000","23,096,000","23,900,000","24,200,000","24,100,000","22,200,000","16,400,000","21,100,000","21,200,000","19,100,000","19,000,000","19,100,000","18,300,000","18,800,000","20,400,000","17,300,000","17,700,000","16,900,000","15,500,000","17,700,000","21,200,000","20,900,000","21,800,000","23,800,000","22,800,000","16,700,000","20,100,000","23,200,000","15,400,000","14,100,000","18,100,000","14,900,000","14,200,000","14,800,000","10,500,000","14,600,000","15,900,000","24,500,000","18,900,000","5,800,000","13,900,000","14,800,000",,,,,
	SellingGeneralAndAdministration,"164,000,000","46,710,000","65,098,000","23,037,000","29,155,000","24,534,000","24,262,000","23,166,000","33,429,000","22,500,000","18,391,000","22,889,000","31,090,000","30,628,000","20,724,000","21,228,000","24,060,000","26,884,000","23,244,000","23,957,000","23,700,000","18,843,000","19,776,000","20,247,000","28,376,000","15,833,000","11,102,000","19,978,000","22,529,000","21,248,000","19,579,000","20,127,000","21,636,000","22,597,000","24,697,000","21,608,000","35,704,000","27,990,000","23,829,000","46,872,000","22,549,000","26,413,000","27,949,000","26,006,000","24,299,000","29,502,000","21,077,000","12,853,000","15,746,000","19,271,000","14,921,000","17,117,000","17,065,000","13,344,000",,"33,477,000","27,573,000","9,815,000","9,715,000","12,965,000","18,280,000","20,089,000","10,715,000","13,515,000","13,849,000","10,311,000","9,679,000","12,343,000","12,371,000","-2,387,000","15,513,000","12,310,000","9,299,000","6,543,000","5,802,000","6,172,000","96,858,000","7,100,000","5,966,000","9,572,000","5,739,000","575,000","10,473,000","5,691,000","5,946,000","1,999,000","6,281,000","6,294,000","5,847,000","7,700,000","5,600,000","5,100,000","5,600,000","2,700,000","6,200,000","6,900,000","5,500,000","5,800,000","5,000,000","4,700,000","4,200,000","4,800,000","4,000,000","4,300,000","3,700,000","4,100,000","3,300,000","5,200,000","4,300,000","1,900,000","5,400,000","5,200,000","4,200,000","7,700,000","4,500,000","4,700,000","4,200,000","8,300,000","5,400,000","4,900,000","4,800,000","2,300,000","7,600,000","8,200,000","7,300,000","9,500,000","600,000","6,500,000","7,100,000",,,,,
		GeneralAndAdministrativeExpense,"164,000,000","46,710,000","65,098,000","23,037,000","29,155,000","24,534,000","24,262,000","23,166,000","33,429,000","22,500,000","18,391,000","22,889,000","31,090,000","30,628,000","20,724,000","21,228,000","24,060,000","26,884,000","23,244,000","23,957,000","23,700,000","18,843,000","19,776,000","20,247,000","28,376,000","15,833,000","11,102,000","19,978,000","22,529,000","21,248,000","19,579,000","20,127,000","21,636,000","22,597,000","24,697,000","21,608,000","35,704,000","27,989,000",,"46,872,000","22,549,000","26,413,000","27,949,000","26,006,000","24,299,000",,"21,077,000","12,853,000","15,746,000",,"14,921,000","17,117,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"57,000,000","31,000,000",,,,"7,221,000","11,372,000",,,"6,808,000",,"6,721,000","15,132,000","15,516,000",,,"5,447,000","7,863,000","7,849,000",,,"2,952,000",,,"10,606,000","2,058,000",,,,"6,333,000",,"6,274,000","3,171,000","10,862,000",,"10,043,000","18,669,000","10,070,000",,"11,397,000","1,655,000","10,181,000","10,032,000","11,178,000","8,138,000",,"3,823,000","2,384,000","3,224,000",,"5,292,000","6,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"107,000,000","-10,290,000","65,098,000","23,037,000","29,155,000","24,534,000","24,262,000","23,166,000","33,429,000","22,500,000","18,391,000","22,889,000","31,090,000","30,628,000","20,724,000","21,228,000","24,060,000","26,884,000","23,244,000","23,957,000","23,700,000","18,843,000","19,776,000","20,247,000","28,376,000","15,833,000","11,102,000","19,978,000","22,529,000","21,248,000","19,579,000","20,127,000","21,636,000","22,597,000","24,697,000","21,608,000","35,704,000","17,919,000",,"35,475,000","20,894,000","16,232,000","17,917,000","14,828,000","16,161,000",,"17,254,000","10,469,000","12,522,000",,"9,629,000","10,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,448,000","114,616,000","110,357,000","92,499,000","90,293,000","83,225,000","77,124,000","91,504,000","85,355,000","67,687,000","58,275,000","55,491,000","54,886,000","55,108,000","55,785,000","52,510,000","48,895,000","42,482,000","41,516,000","38,550,000","37,744,000","34,262,000","33,395,000","32,160,000","32,088,000","32,792,000","31,935,000","29,112,000","26,578,000","26,112,000","26,656,000","26,758,000","27,734,000","24,622,000","24,229,000","23,985,000","23,647,000","23,764,000","23,507,000","24,429,000","25,420,000","23,453,000","23,210,000","25,814,000","22,716,000","16,198,000","15,891,000","15,112,000","13,216,000","12,464,000","12,648,000","11,800,000","13,800,000","14,800,000","13,000,000","10,000,000","11,100,000","10,300,000","9,800,000","9,300,000","10,600,000","10,100,000","10,500,000","12,200,000","10,400,000","10,300,000","9,800,000","9,000,000","11,400,000","13,100,000","13,700,000","16,700,000","15,100,000","14,600,000","9,900,000","9,700,000","16,400,000","8,400,000","7,700,000","7,800,000","7,700,000","7,700,000","8,300,000","5,800,000","5,900,000","6,200,000","15,200,000","7,600,000","4,200,000","6,000,000","6,200,000",,,,,
