name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994
TotalRevenue,"1,440,556,000","371,596,000","362,857,000","350,978,000","355,125,000","362,073,000","370,811,000","370,497,000","392,367,000","375,365,000","366,932,000","361,635,000","356,223,000","353,158,000","350,917,000","348,723,000","347,255,000","345,064,000","344,369,000","339,062,000","335,404,000","329,038,000","329,171,000","321,590,000","314,202,000","310,746,000","304,626,000","296,162,000","282,873,000","278,700,000","270,479,000","259,450,000","161,645,000","156,246,000","155,902,000","153,404,000","149,342,000","144,805,000","138,142,000","132,561,000","127,918,000","124,989,000","120,058,000","117,198,000","113,773,000","109,132,000","104,781,000","100,636,000","101,184,000","100,487,000","101,847,000","103,817,000","105,879,000","106,032,000","104,218,000","104,793,000","102,704,000","96,013,000","101,255,000","98,061,000","93,194,000","82,959,000","91,542,000","87,486,000","86,087,000","83,332,000","81,820,000","78,896,000","77,321,000","74,412,000","72,432,000","72,697,000","69,806,000","58,771,000","58,237,000","58,447,000","58,995,000","50,934,000","48,795,000","50,983,000","49,938,000","52,717,000","51,763,000","51,045,000","50,110,000","49,434,000","47,358,000","42,412,000","39,536,000","34,845,000","42,500,000","34,900,000","33,900,000","33,059,000","32,700,000","31,700,000","27,800,000","19,369,000","26,700,000","20,000,000","18,600,000","12,093,000","12,900,000","14,200,000","11,600,000","16,300,000","11,000,000","11,700,000","10,900,000","8,800,000","1,700,000"
	OperatingRevenue,"1,440,556,000","371,596,000","362,857,000","350,978,000","355,125,000","362,073,000","370,811,000","370,497,000","392,367,000","375,365,000","366,932,000","361,635,000","356,223,000","353,158,000","350,917,000","348,723,000","347,255,000","345,064,000","344,369,000","339,062,000","335,404,000","329,038,000","329,171,000","321,590,000","314,202,000","310,746,000","304,626,000","296,162,000","282,873,000","278,700,000","270,479,000","259,450,000","161,645,000","156,246,000","155,902,000","153,404,000","149,342,000","144,805,000","138,142,000","132,561,000","127,918,000","124,989,000","120,058,000","117,198,000","113,773,000","109,132,000","104,781,000","100,636,000","101,184,000","100,487,000","101,847,000","103,817,000","105,879,000","106,032,000","104,218,000","104,793,000","102,704,000","99,222,000","103,984,000","101,389,000","97,358,000","84,386,000","93,243,000","88,140,000","88,481,000","83,332,000","81,820,000","78,896,000","77,321,000","74,412,000","72,432,000","72,697,000","69,806,000","58,771,000","58,237,000","58,447,000","58,995,000","50,934,000","48,795,000","50,983,000","49,938,000","52,717,000","51,763,000","51,045,000","50,110,000","49,434,000","47,358,000","42,412,000","39,536,000","34,845,000","42,500,000","34,900,000","33,900,000","33,000,000","32,700,000","31,700,000","27,800,000","19,369,000","26,700,000","20,000,000","18,600,000","14,600,000","12,900,000","14,200,000","11,600,000","16,300,000","11,000,000","11,700,000","10,900,000","8,800,000","1,700,000"
CostOfRevenue,"481,447,000","121,024,000","124,399,000","116,598,000","119,426,000","119,275,000","121,014,000","118,782,000","115,902,000","109,740,000","110,726,000","103,659,000","106,469,000","106,199,000","105,536,000","101,928,000","102,733,000","103,627,000","104,137,000","98,265,000","99,513,000","98,997,000","99,361,000","96,079,000","94,490,000","92,141,000","94,119,000","90,077,000","87,171,000","88,051,000","87,668,000","83,220,000","53,450,000","52,004,000","52,176,000","50,470,000","48,465,000","52,710,000","45,309,000","42,417,000","40,164,000","40,073,000","41,349,000","40,270,000","39,072,000","38,398,000","37,887,000","34,998,000","34,199,000","36,480,000","36,166,000","33,972,000","33,378,000","34,432,000","34,349,000","34,550,000","32,981,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"959,109,000","250,572,000","238,458,000","234,380,000","235,699,000","242,798,000","249,797,000","251,715,000","276,465,000","265,625,000","256,206,000","257,976,000","249,754,000","246,959,000","245,381,000","246,795,000","244,522,000","241,437,000","240,232,000","240,797,000","235,891,000","230,041,000","229,810,000","225,511,000","219,712,000","218,605,000","210,507,000","206,085,000","195,702,000","190,649,000","182,811,000","176,230,000","108,195,000","104,242,000","103,726,000","102,934,000","100,877,000","92,095,000","92,833,000","90,144,000","87,754,000","84,916,000","78,709,000","76,928,000","74,701,000","70,734,000","66,894,000","65,638,000","66,985,000","64,007,000","65,681,000","69,845,000","72,501,000","71,600,000","69,869,000","70,243,000","69,723,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"571,904,000","149,271,000","143,276,000","140,958,000","138,399,000","153,271,000","143,512,000","148,561,000","145,541,000","138,439,000","132,154,000","133,392,000","134,027,000","137,509,000","131,453,000","130,455,000","133,918,000","128,647,000","127,239,000","128,276,000","126,104,000","124,059,000","120,114,000","119,371,000","118,889,000","125,344,000","127,437,000","123,280,000","117,452,000","118,638,000","113,663,000","107,068,000","60,373,000","58,763,000","57,518,000","57,257,000","56,700,000","58,635,000","49,959,000","49,176,000","47,774,000","46,418,000","44,203,000","43,881,000","43,146,000","44,300,000","37,813,000","37,480,000","36,105,000","35,730,000","35,981,000","56,354,000","55,611,000","58,172,000","54,561,000","55,691,000","55,264,000","69,308,000","66,440,000","84,418,000","77,548,000","126,891,000","57,575,000","56,443,000","56,667,000","56,650,000","53,392,000","52,277,000","50,447,000","48,529,000","51,678,000","41,786,000","43,476,000","35,127,000","32,845,000","31,520,000","32,068,000","26,562,000","23,596,000","40,125,000","23,676,000","-32,702,000","44,317,000","23,871,000","42,614,000","22,556,000","23,067,000","19,727,000","18,806,000","121,385,000","-17,100,000","-14,300,000","-14,000,000","109,594,000","-16,100,000","-15,000,000","-12,100,000","70,578,000","-10,000,000","-9,000,000","-7,400,000","44,458,000","-6,100,000","-5,700,000","-5,200,000","-5,900,000","-5,700,000","-5,600,000","-5,700,000","-4,000,000","-800,000"
	SellingGeneralAndAdministration,"51,838,000","17,092,000","12,712,000","12,222,000","9,812,000","23,144,000","13,310,000","14,952,000","13,982,000","15,531,000","11,345,000","13,927,000","13,459,000","16,912,000","10,601,000","11,125,000","14,813,000","10,659,000","9,788,000","10,337,000","10,601,000","12,224,000","9,647,000","9,698,000","9,182,000","8,867,000","11,129,000","9,549,000","10,545,000","12,257,000","11,479,000","9,558,000","7,075,000","6,676,000","6,075,000","6,224,000","6,626,000","1,974,000","6,918,000","7,375,000","7,040,000","6,753,000","6,066,000","6,371,000","6,115,000","7,974,000","6,175,000","6,219,000","5,618,000","5,570,000","6,086,000","5,852,000","6,233,000","7,384,000","6,524,000","6,512,000","6,625,000","7,754,000","6,415,000","6,008,000","6,096,000","7,045,000","5,289,000","5,002,000","4,899,000","5,574,000","4,560,000","4,573,000","13,027,000","12,733,000","16,044,000","3,502,000","10,686,000","7,869,000","7,071,000","7,282,000","8,683,000","7,353,000","5,543,000","5,342,000","5,998,000","-11,015,000","6,182,000","6,124,000","6,207,000","5,509,000","6,380,000","5,125,000","4,954,000","12,332,000","1,600,000","2,900,000","3,200,000","10,735,000","1,300,000","1,500,000","2,300,000","6,552,000","900,000","800,000","2,000,000","3,481,000","600,000","600,000","1,300,000","500,000","500,000","500,000","500,000","900,000","100,000"
		GeneralAndAdministrativeExpense,"51,838,000","17,092,000","12,712,000","12,222,000","9,812,000","23,144,000","13,310,000","14,952,000","13,982,000","15,531,000","11,345,000","13,927,000","13,459,000","16,912,000","10,601,000","11,125,000","14,813,000","10,659,000","9,788,000","10,337,000","10,601,000","12,224,000","9,647,000","9,698,000","9,182,000","8,867,000","11,129,000","9,549,000","10,545,000","12,257,000","11,479,000","9,558,000","7,075,000","6,676,000","6,075,000","6,224,000","6,626,000","6,866,000",,,,,,,,,,,,,,,,,,,,"7,754,000","6,415,000","6,008,000","6,096,000","7,045,000","5,289,000","5,002,000","4,899,000","5,574,000","4,560,000","4,573,000","11,861,000","11,814,000","14,600,000","2,536,000","9,846,000","6,905,000","6,055,000","6,280,000","7,823,000","6,432,000","4,885,000","4,610,000","5,370,000","-11,872,000","5,527,000","5,476,000","5,497,000","4,967,000","5,723,000","4,610,000","4,457,000","11,645,000","1,100,000","2,400,000","2,700,000","10,193,000","1,000,000","1,000,000","1,900,000","6,227,000","600,000","500,000","1,700,000","3,328,000","400,000","500,000","1,100,000","400,000","400,000","400,000","400,000","800,000","100,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,754,000","6,415,000","6,008,000","6,096,000","7,045,000","5,289,000","5,002,000","4,899,000","5,574,000","4,560,000","4,573,000","4,542,000","4,148,000","7,761,000","3,502,000","2,930,000","6,905,000","6,055,000","6,280,000","7,823,000","6,432,000","4,885,000","4,610,000","5,370,000","6,252,000","5,527,000","5,476,000","5,497,000","4,967,000","5,723,000","4,610,000","4,457,000","11,700,000","1,100,000","2,400,000","2,700,000","10,100,000","1,000,000","1,000,000","1,900,000","3,800,000","600,000","500,000","1,700,000","400,000","400,000","500,000","1,100,000","400,000","400,000","400,000","400,000","800,000","100,000"
			OtherGandA,"51,838,000","17,092,000","12,712,000","12,222,000","9,812,000","23,144,000","13,310,000","14,952,000","13,982,000","15,531,000","11,345,000","13,927,000","13,459,000","16,912,000","10,601,000","11,125,000","14,813,000","10,659,000","9,788,000","10,337,000","10,601,000","12,224,000","9,647,000","9,698,000","9,182,000","8,867,000","11,129,000","9,549,000","10,545,000","12,257,000","11,479,000","9,558,000","7,075,000","6,676,000","6,075,000","6,224,000","6,626,000","6,866,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,319,000","7,666,000","6,839,000","-966,000","6,916,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,166,000","919,000","1,444,000","966,000","840,000","964,000","1,016,000","1,002,000","860,000","921,000","658,000","732,000","628,000","857,000","655,000","648,000","710,000","542,000","657,000","515,000","497,000","687,000","500,000","500,000","500,000","542,000","300,000","500,000","400,000","325,000","300,000","300,000","300,000","153,000","200,000","100,000","200,000","100,000","100,000","100,000","100,000","100,000",
