name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994
	DepreciationAmortizationDepletionIncomeStatement,"520,066,000","132,179,000","130,564,000","128,736,000","128,587,000","130,127,000","130,202,000","133,609,000","131,559,000","122,908,000","120,809,000","119,465,000","120,568,000","120,597,000","120,852,000","119,330,000","119,105,000","117,988,000","117,451,000","117,939,000","115,503,000","111,835,000","110,467,000","109,673,000","109,707,000","116,477,000","116,308,000","113,731,000","106,907,000","106,381,000","102,184,000","97,510,000","53,298,000","52,087,000","51,443,000","51,033,000","50,074,000","56,661,000","43,041,000","41,801,000","40,734,000","39,665,000","38,137,000","37,510,000","37,031,000","36,326,000","31,638,000","31,261,000","30,487,000","30,160,000","29,895,000","28,993,000","29,175,000","28,296,000","27,952,000","28,683,000","27,734,000","27,934,000","25,612,000","25,166,000","21,677,000","18,715,000","20,666,000","20,675,000","20,091,000","20,033,000","20,323,000","20,043,000","19,727,000","18,200,000","18,273,000","17,739,000","18,432,000","13,936,000","12,308,000","11,556,000","11,609,000","9,813,000","9,129,000","9,114,000","9,080,000","9,345,000","9,197,000","8,927,000","8,826,000","8,459,000","8,689,000","6,950,000","6,667,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"520,066,000","132,179,000","130,564,000","128,736,000","128,587,000","130,127,000","130,202,000","133,609,000","131,559,000","122,908,000","120,809,000","119,465,000","120,568,000","120,597,000","120,852,000","119,330,000","119,105,000","117,988,000","117,451,000","117,939,000","115,503,000","111,835,000","110,467,000","109,673,000","109,707,000","116,477,000","116,308,000","113,731,000","106,907,000","106,381,000","102,184,000","97,510,000","53,298,000","52,087,000","51,443,000","51,033,000","50,074,000","56,661,000","43,041,000","41,801,000","40,734,000","39,665,000","38,137,000","37,510,000","37,031,000","36,326,000","31,638,000","31,261,000","30,487,000","30,160,000","29,895,000","28,993,000","29,175,000","28,296,000","27,952,000","28,683,000","27,734,000","27,934,000","25,612,000","25,166,000","21,677,000","18,715,000","20,666,000","20,675,000","20,091,000","20,033,000","20,323,000","20,043,000","19,727,000","18,200,000","18,273,000","17,739,000","18,432,000","13,936,000","12,308,000","11,556,000","11,609,000","9,813,000","9,129,000","9,114,000","9,080,000","9,345,000","9,197,000","8,927,000","8,826,000","8,459,000","8,689,000","6,950,000","6,667,000",,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,184,000","97,510,000","50,312,000","49,100,000","48,438,000","48,031,000","47,144,000","45,017,000","43,041,000","41,801,000","40,734,000","39,665,000","38,137,000","37,510,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,986,000","2,987,000","3,005,000","3,002,000","2,930,000","2,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,986,000","2,987,000","3,005,000","3,002,000","2,930,000","2,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,"38,000",,,,"-50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-69,308,000","-66,440,000","-63,927,000","-59,282,000","-54,312,000","-57,943,000","-56,817,000","-56,990,000",,,,,,,"-45,745,000","-43,476,000","-35,127,000","-32,845,000","-31,520,000","-32,068,000","-26,562,000","-23,596,000","-22,821,000","-23,676,000","-25,630,000",,"-23,871,000","-23,766,000","-22,556,000","-23,067,000","-19,727,000",,,"-18,700,000","-17,200,000","-17,200,000","-16,800,000","-17,400,000","-16,500,000","-14,400,000",,"-10,900,000","-9,800,000","-9,400,000","-7,300,000","-6,700,000","-6,300,000","-6,500,000","-6,400,000","-6,200,000","-6,100,000","-6,200,000","-4,900,000","-900,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,640,000",,,,,,,,,,,"21,509,000","20,203,000","22,492,000","20,085,000","20,496,000","20,905,000","102,928,000","100,853,000","117,171,000","109,057,000","155,443,000","89,563,000","87,583,000","88,667,000","31,043,000","28,509,000","27,661,000","17,693,000","17,596,000","17,361,000","66,290,000","57,834,000","48,449,000","46,311,000","44,202,000","43,844,000","35,958,000","32,520,000","48,490,000","32,274,000","-5,402,000","28,938,000","32,691,000","51,347,000","31,144,000","31,065,000","27,379,000","7,185,000",,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"387,205,000","101,301,000","95,182,000","93,422,000","97,300,000","89,527,000","106,285,000","103,154,000","130,924,000","127,186,000","124,052,000","124,584,000","115,727,000","109,450,000","113,928,000","116,340,000","110,604,000","112,790,000","112,993,000","112,521,000","109,787,000","105,982,000","109,696,000","106,140,000","100,823,000","93,261,000","83,070,000","82,805,000","78,250,000","72,011,000","69,148,000","69,162,000","47,822,000","45,479,000","46,208,000","45,677,000","44,177,000","33,460,000","42,874,000","40,968,000","39,980,000","38,498,000","34,506,000","33,047,000","31,555,000","26,434,000","29,081,000","28,158,000","30,880,000","28,277,000","29,700,000","13,491,000","16,890,000","13,428,000","15,308,000","14,552,000","14,459,000","26,705,000","34,815,000","13,643,000","15,646,000","-43,932,000","33,967,000","31,043,000","29,420,000","26,682,000","28,428,000","26,619,000","26,874,000","25,883,000","20,754,000","30,911,000","26,330,000","23,644,000","25,392,000","26,927,000","26,927,000","24,372,000","25,199,000","10,858,000","26,262,000","85,419,000","7,446,000","27,174,000","7,496,000","26,878,000","24,291,000","22,685,000","20,730,000","-86,540,000","59,600,000","49,200,000","47,900,000","-76,535,000","48,800,000","46,700,000","39,900,000","-51,209,000","36,700,000","29,000,000","26,000,000","-32,365,000","19,000,000","19,900,000","16,800,000","22,200,000","16,700,000","17,300,000","16,600,000","12,800,000","2,500,000"
NetNonOperatingInterestIncomeExpense,"-104,381,000","-498,000","-38,021,000","-28,600,000","-37,262,000","-27,306,000","-48,918,000","-43,042,000","-60,368,000","-37,683,000","-46,211,000","-45,765,000","-41,382,000","-52,388,000","-46,759,000","-49,383,000","-48,952,000","-48,873,000","-50,148,000","-51,450,000","-47,819,000","-47,182,000","-51,750,000","-46,159,000","-47,258,000","-52,103,000","-42,686,000","-47,548,000","-43,347,000","-44,404,000","-42,838,000","-39,337,000","-23,176,000","-24,569,000","-23,800,000","-24,408,000","-20,188,000","-22,900,000","-22,061,000","-19,204,000","-22,245,000","-20,300,000","-19,355,000","-20,082,000","-17,675,000","-16,431,000","-16,414,000","-13,919,000","-12,981,000","-18,817,000","-18,495,000","-18,498,000","-16,916,000","-23,599,000","-16,552,000","-17,348,000","-17,415,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"98,744,000","49,988,000","11,998,000","22,371,000","14,387,000","28,303,000","6,512,000","11,405,000","-5,221,000","17,005,000","8,685,000","8,347,000","12,261,000","1,769,000","8,437,000","6,895,000","5,909,000","6,688,000","5,790,000","5,362,000","6,764,000","7,745,000","4,943,000","9,409,000","5,208,000","4,323,000","7,367,000","3,254,000","4,199,000","3,126,000","2,992,000","2,814,000","2,879,000","2,307,000","2,387,000","1,917,000","5,023,000","2,964,000","3,003,000","5,455,000","2,413,000","4,782,000","2,741,000","2,628,000","6,987,000","7,111,000","5,788,000","7,085,000","7,855,000","3,519,000","3,471,000","3,011,000","3,287,000","-3,231,000","2,847,000","2,433,000","2,768,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"203,125,000","50,486,000","50,019,000","50,971,000","51,649,000","55,609,000","55,430,000","54,447,000","60,368,000","54,688,000","54,896,000","54,112,000","53,643,000","54,157,000","55,196,000","56,278,000","54,861,000","55,561,000","55,938,000","56,812,000","54,583,000","54,927,000","56,693,000","55,568,000","52,466,000","56,426,000","50,053,000","50,802,000","47,546,000","47,530,000","45,830,000","42,151,000","26,055,000","26,876,000","26,187,000","26,325,000","25,211,000","25,864,000","25,064,000","24,659,000","24,658,000","25,082,000","22,096,000","22,710,000","24,662,000","23,542,000","22,202,000","21,004,000","20,836,000","22,336,000","21,966,000","21,509,000","20,203,000","20,368,000","19,399,000","19,781,000","20,183,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-41,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"248,535,000","53,599,000","70,882,000","6,635,000","117,419,000","39,323,000","21,475,000","31,600,000","258,209,000","45,679,000","29,316,000","19,242,000","51,160,000","67,378,000","18,941,000","39,453,000","34,987,000","45,745,000","22,190,000","14,724,000","125,583,000","145,848,000","12,216,000","16,843,000","37,621,000","44,604,000","6,798,000","15,285,000","29,850,000","17,519,000","32,374,000","-21,397,000","1,760,000","-1,860,000","40,624,000","8,306,000","5,714,000","39,080,000","-591,000","20,726,000","-531,000","-3,427,000","-3,186,000","-2,263,000","-1,373,000","-1,375,000","-2,241,000","-370,000","-41,000","-1,917,000","-11,136,000","158,000","911,000","12,670,000","2,781,000","360,000","6,630,000","2,856,000","2,407,000","2,865,000","2,182,000","-34,753,000","12,945,000","-5,134,000","-5,250,000","-3,258,000","-4,908,000","31,190,000","1,115,000",,"7,909,000",,,,,,,,,"8,064,000",,"0",,,,"0",,,,,"4,700,000",,,,,,,,,,,,,,,,,,,"-100,000",
	GainOnSaleOfSecurity,"153,767,000","2,637,000","45,557,000","2,633,000","102,940,000","28,700,000","25,631,000","19,385,000","1,984,000","-892,000","2,154,000","1,975,000","2,045,000","41,642,000","2,184,000","24,472,000","2,270,000","2,445,000","2,787,000","2,531,000","28,758,000","136,939,000","3,143,000","2,814,000","23,381,000","45,876,000",,,"7,112,000","6,399,000","31,372,000",,"8,268,000",,,,,,,,,,,,,,,,,"-1,374,000",,,"6,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"4,700,000",,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"113,981,000","51,029,000","25,433,000","20,508,000","17,011,000","12,998,000","14,960,000","17,257,000","255,991,000","57,201,000","21,700,000","16,959,000","47,811,000","25,774,000","16,788,000","15,049,000","32,774,000","45,511,000","19,727,000","12,467,000","97,381,000","9,766,000","9,568,000","14,296,000","15,068,000","5,899,000","7,179,000","17,124,000","25,673,000","18,828,000","4,910,000","5,629,000","10,526,000","3,570,000","40,802,000","7,282,000","4,211,000","54,694,000","3,547,000","3,111,000","2,340,000","-137,000","317,000","726,000","-1,373,000","-688,000","-626,000","-360,000","-41,000","6,000","-32,000","158,000","539,000",,"335,000","360,000","6,630,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-19,213,000","-67,000","-108,000","-16,506,000","-2,532,000","-2,375,000","-19,116,000","-5,042,000","234,000","-10,630,000","5,462,000","308,000","1,304,000","-38,000","-31,000","-68,000","-57,000","-2,211,000","-324,000","-274,000","-556,000","-857,000","-495,000","-267,000","-828,000","-7,171,000","-381,000","-1,839,000","-2,935,000","-7,708,000","-3,908,000","-27,026,000","-17,034,000","-5,430,000","-178,000","1,024,000","1,503,000","-15,614,000","-4,138,000","17,615,000","-2,871,000","-3,290,000","-3,503,000","-2,989,000",,"-687,000","-1,615,000","-10,000","0","-549,000","-11,104,000","0","-5,752,000","16,478,000","2,446,000",,,"2,856,000","2,407,000","2,865,000","2,182,000","-34,753,000","12,945,000","-5,134,000","-5,250,000","-3,258,000","-4,908,000","31,190,000","1,115,000",,"7,909,000",,,,,,,,,"8,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",
		RestructuringAndMergernAcquisition,"203,000","39,000","108,000","41,000","15,000","1,487,000","2,000","15,000","87,000","99,000","13,000","24,000","32,000","38,000","31,000","68,000","57,000","415,000","324,000","274,000","556,000","462,000","284,000","267,000","828,000","1,057,000","381,000","1,839,000","2,935,000","7,440,000","3,908,000","27,026,000","17,034,000","4,284,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"687,000","1,615,000","0","0","549,000","11,104,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"0","0",,,,"1,825,000",,,,"7,105,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","5,752,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"19,010,000","28,000",,"16,465,000","2,517,000","-937,000","19,114,000","5,027,000","-321,000","3,426,000","-5,475,000","-332,000","-1,336,000",,"-365,000","-703,000",,"1,796,000",,,,"395,000","211,000",,,"6,114,000",,,,"268,000",,,,"1,146,000","178,000","-1,024,000",,"15,614,000","4,138,000",,,"3,290,000","3,503,000",,,"0","-5,788,000","10,000",,,,,,,,,,,,,,"34,753,000","-12,945,000","5,134,000","5,250,000","-3,133,000","4,908,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,503,000",,,,,,,,,"0","0",,"0","0","0",,,"2,132,000","2,446,000",,,,,,,"0","0","0","0","-6,391,000","0","31,190,000","1,115,000",,"7,909,000",,,,,,,,,"8,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
