name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"2,424,300,000","600,343,000","650,199,000","638,204,000","535,554,000","536,292,000","583,698,000","553,329,000","487,901,000","505,985,000","556,466,000","523,957,000","429,069,000","444,623,000","487,739,000","480,461,000","408,742,000","414,713,000","450,442,000","433,555,000","375,247,000","385,614,000","423,994,000","411,133,000","352,736,000","362,500,000","399,746,000","392,150,000","330,909,000","343,951,000","384,870,000","369,357,000","313,388,000","324,707,000","362,155,000","350,798,000","299,714,000","306,393,000","340,179,000","334,872,000","289,465,000","289,056,000","323,929,000","320,436,000","271,643,000","279,928,000","305,118,000","298,803,000","253,041,000","259,567,000","286,852,000","284,567,000","242,972,000","248,076,000","277,911,000","284,499,000","210,078,000","215,954,000","238,116,000","239,618,000","201,232,000","204,653,000","227,816,000","232,222,000","194,187,000","194,830,000","209,346,000","214,326,000","183,915,000","182,237,000","202,257,000","207,698,000","158,692,000","158,524,000","178,262,000","185,105,000","155,122,000","151,710,000","174,873,000","185,027,000","153,815,000","150,158,000","169,806,000","181,349,000","150,973,000","147,107,000","172,373,000","180,528,000","149,550,000","140,300,000","154,100,000","162,300,000","129,900,000","126,600,000","144,500,000","155,100,000","123,000,000","99,100,000","142,400,000","177,800,000","150,400,000","144,500,000","162,500,000","177,800,000","142,500,000","140,100,000","162,300,000","175,400,000","142,700,000","139,000,000","158,000,000","171,900,000","136,400,000","133,400,000","151,800,000","163,200,000","127,300,000","122,300,000","137,700,000","150,200,000","117,400,000","110,800,000","124,500,000","135,600,000","104,600,000","101,900,000","113,000,000","123,800,000","97,600,000","92,000,000","106,000,000","115,500,000","88,800,000","99,300,000","111,500,000","84,300,000","81,100,000","93,900,000","101,700,000","77,700,000","75,900,000","81,800,000","90,700,000","71,600,000","70,300,000","75,700,000"
	OperatingRevenue,"2,424,300,000","600,343,000","650,199,000","638,204,000","535,554,000","536,292,000","583,698,000","553,329,000","487,901,000","505,985,000","556,466,000","523,957,000","429,069,000","444,623,000","487,739,000","480,461,000","408,742,000","414,713,000","450,442,000","433,555,000","375,247,000","385,614,000","423,994,000","411,133,000","352,736,000","362,500,000","399,746,000","392,150,000","330,909,000","343,951,000","384,870,000","369,357,000","313,388,000","324,707,000","362,155,000","350,798,000","299,714,000","306,393,000","340,179,000","334,872,000","289,465,000","289,056,000","323,929,000","320,436,000","271,643,000","279,928,000","305,118,000","298,803,000","253,041,000","259,567,000","286,852,000","284,567,000","242,972,000","248,076,000","277,911,000","284,499,000","210,078,000","215,954,000","238,116,000","239,618,000","201,232,000","204,653,000","227,816,000","232,222,000","194,187,000","194,830,000","209,346,000","214,326,000","183,915,000","182,237,000","202,257,000","207,698,000","158,692,000","158,524,000","178,262,000","185,105,000","155,122,000","151,710,000","174,873,000","185,027,000","153,815,000","150,158,000","169,806,000","181,349,000","150,973,000","147,107,000","172,373,000","180,528,000","149,550,000","140,300,000","154,100,000","162,300,000","129,900,000","126,600,000","144,500,000","155,100,000","123,000,000","99,100,000","142,400,000","177,800,000","150,400,000","144,500,000","162,500,000","177,800,000","142,500,000","140,100,000","162,300,000","175,400,000","142,700,000","139,000,000","158,000,000","171,900,000","136,400,000","133,400,000","151,800,000","163,200,000","127,300,000","122,300,000","137,700,000","150,200,000","117,400,000","110,800,000","124,500,000","135,600,000","104,600,000","101,900,000","113,000,000","123,800,000","97,600,000","92,000,000","106,000,000","115,500,000","88,800,000","99,300,000","111,500,000","84,300,000","81,100,000","93,900,000","101,700,000","77,700,000","75,900,000","81,800,000","90,700,000","71,600,000","70,300,000","75,700,000"
CostOfRevenue,"1,162,617,000","297,729,000","305,474,000","297,862,000","261,552,000","266,344,000","275,474,000","255,622,000","251,152,000","254,284,000","268,718,000","253,333,000","217,258,000","221,235,000","236,287,000","230,772,000","206,143,000","207,519,000","218,781,000","204,480,000","189,163,000","192,995,000","205,608,000","195,943,000","177,802,000","182,235,000","195,489,000","190,209,000","168,043,000","174,979,000","188,810,000","182,642,000","161,308,000","167,357,000","181,135,000","174,361,000","155,606,000","163,025,000","170,478,000","165,993,000","148,082,000","151,202,000","165,097,000","159,645,000","140,898,000","147,622,000","156,064,000","148,428,000","130,975,000","136,562,000","147,436,000","141,633,000","125,371,000","133,050,000","145,415,000","146,076,000","110,359,000","117,199,000","123,029,000","121,601,000","106,836,000","112,614,000","119,206,000","119,035,000","107,014,000","106,353,000","106,398,000","110,594,000","98,637,000","97,787,000","106,748,000","105,442,000","85,357,000","86,709,000","96,085,000","95,550,000","84,078,000","83,927,000","95,174,000","98,023,000","84,553,000","84,211,000","95,118,000","98,720,000","86,274,000","88,427,000","99,949,000","98,762,000","87,003,000","85,800,000","89,200,000","89,100,000","76,900,000","78,500,000","85,600,000","86,700,000","76,900,000","99,800,000","90,500,000","102,100,000","85,900,000","90,500,000","94,700,000","94,200,000","79,400,000","77,600,000","88,200,000","86,900,000","73,200,000","75,200,000","82,300,000","83,700,000","70,200,000","69,900,000","77,100,000","80,900,000","65,600,000","65,200,000","70,600,000","75,000,000","60,700,000","60,100,000","65,100,000","68,600,000","54,200,000","55,500,000","59,700,000","63,400,000","51,500,000","50,500,000","56,000,000","59,100,000",,,,,,,,,,,,,,
GrossProfit,"1,261,683,000","302,614,000","344,725,000","340,342,000","274,002,000","269,948,000","308,224,000","297,707,000","236,749,000","251,701,000","287,748,000","270,624,000","211,811,000","223,388,000","251,452,000","249,689,000","202,599,000","207,194,000","231,661,000","229,075,000","186,084,000","192,619,000","218,386,000","215,190,000","174,934,000","180,265,000","204,257,000","201,941,000","162,866,000","168,972,000","196,060,000","186,715,000","152,080,000","157,350,000","181,020,000","176,437,000","144,108,000","143,368,000","169,701,000","168,879,000","141,383,000","137,854,000","158,832,000","160,791,000","130,745,000","132,306,000","149,054,000","150,375,000","122,066,000","123,005,000","139,416,000","142,934,000","117,601,000","115,026,000","132,496,000","138,423,000","99,719,000","98,755,000","115,087,000","118,017,000","94,396,000","92,039,000","108,610,000","113,187,000","87,173,000","88,477,000","102,948,000","103,732,000","85,278,000","84,450,000","95,509,000","102,256,000","73,335,000","71,815,000","82,177,000","89,555,000","71,044,000","67,783,000","79,699,000","87,004,000","69,262,000","65,947,000","74,688,000","82,629,000","64,699,000","58,680,000","72,424,000","81,766,000","62,547,000","54,500,000","64,900,000","73,200,000","53,000,000","48,100,000","58,900,000","68,400,000","46,100,000","-700,000","51,900,000","75,700,000","64,500,000","54,000,000","67,800,000","83,600,000","63,100,000","62,500,000","74,100,000","88,500,000","69,500,000","63,800,000","75,700,000","88,200,000","66,200,000","63,500,000","74,700,000","82,300,000","61,700,000","57,100,000","67,100,000","75,200,000","56,700,000","50,700,000","59,400,000","67,000,000","50,400,000","46,400,000","53,300,000","60,400,000","46,100,000","41,500,000","50,000,000","56,400,000",,,,,,,,,,,,,,
OperatingExpense,"821,694,000","211,224,000","217,878,000","206,788,000","185,804,000","181,489,000","197,101,000","193,178,000","179,459,000","177,401,000","188,858,000","182,018,000","156,213,000","152,403,000","161,939,000","159,745,000","143,403,000","138,630,000","149,245,000","143,214,000","128,925,000","140,150,000","138,490,000","138,895,000","123,895,000","128,941,000","133,100,000","129,867,000","116,356,000","123,171,000","130,116,000","121,130,000","110,798,000","116,441,000","123,104,000","119,286,000","109,028,000","107,886,000","117,985,000","115,681,000","104,591,000","103,142,000","111,733,000","111,045,000","100,698,000","101,866,000","107,985,000","105,930,000","93,915,000","97,608,000","102,554,000","101,162,000","91,412,000","93,050,000","100,471,000","100,715,000","77,391,000","81,219,000","85,039,000","83,698,000","73,727,000","75,698,000","81,134,000","81,313,000","69,293,000","77,577,000","78,058,000","77,339,000","66,246,000","71,847,000","76,329,000","74,919,000","58,832,000","63,534,000","66,491,000","67,290,000","59,378,000","61,845,000","68,941,000","68,186,000","61,246,000","63,540,000","67,804,000","68,052,000","61,487,000","61,648,000","68,627,000","68,894,000","61,295,000","58,200,000","63,500,000","62,000,000","53,400,000","54,500,000","59,700,000","59,600,000","51,500,000","68,100,000","57,400,000","66,700,000","57,400,000","55,300,000","63,900,000","64,400,000","54,100,000","52,700,000","58,000,000","55,700,000","57,700,000","51,100,000","55,400,000","54,300,000","55,600,000","51,400,000","55,900,000","52,000,000","52,600,000","47,300,000","50,600,000","48,600,000","48,700,000","42,600,000","45,800,000","45,100,000","44,300,000","40,100,000","41,600,000","41,000,000","40,600,000","36,600,000","40,300,000","39,300,000",,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"727,489,000","187,538,000","194,261,000","183,482,000","162,208,000","159,086,000","174,697,000","171,253,000","157,862,000","154,795,000","167,168,000","161,886,000","139,530,000","135,760,000","145,072,000","143,379,000","126,487,000","123,680,000","134,932,000","129,667,000","115,154,000","126,321,000","125,407,000","126,545,000","112,255,000","117,601,000","121,944,000","118,622,000","105,575,000","111,921,000","118,679,000","110,522,000","100,584,000","106,608,000","113,028,000","109,518,000","99,134,000","98,076,000","108,520,000","106,068,000","94,824,000","93,059,000","102,396,000","101,757,000","91,498,000","92,506,000","98,909,000","96,772,000","85,101,000","88,563,000","93,233,000","91,806,000","81,988,000","84,120,000","91,440,000","92,030,000","70,760,000","74,633,000","78,154,000","76,787,000","67,041,000","69,238,000","74,472,000","74,368,000","62,500,000","71,105,000","72,258,000","71,294,000","60,283,000","65,483,000","70,080,000","69,155,000","54,175,000","58,613,000","61,426,000","62,253,000","54,222,000","56,508,000","63,516,000","62,740,000","55,819,000","58,281,000","62,664,000","63,308,000","56,338,000","56,775,000","63,950,000","64,290,000","57,028,000","54,400,000","60,100,000","58,200,000","51,000,000","52,100,000","57,500,000","57,400,000","49,400,000","66,800,000","55,000,000","64,300,000","55,100,000","52,800,000","61,600,000","62,400,000","52,300,000","50,500,000","56,000,000","53,800,000","55,900,000","48,900,000","53,500,000","52,300,000","53,600,000","49,200,000","53,700,000","49,900,000","50,800,000","45,200,000","48,600,000","46,600,000","46,800,000","40,600,000","43,800,000","43,100,000","42,400,000","38,200,000","39,700,000","39,100,000","38,800,000","34,600,000","38,300,000","37,400,000",,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"727,489,000","187,538,000","194,261,000","183,482,000","162,208,000","159,086,000","174,697,000","171,253,000","157,862,000","154,795,000","167,168,000","161,886,000","139,530,000","135,760,000","145,072,000","143,379,000","126,487,000","123,680,000","134,932,000","129,667,000","115,154,000","126,321,000","125,407,000","126,545,000","112,255,000","117,601,000","121,944,000","118,622,000","105,575,000","111,921,000","118,679,000","110,522,000","100,584,000","106,608,000","113,028,000","109,518,000","99,134,000","97,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,"0",,,"0","6,691,000",,,"0","49,898,000",,,,,,,,,,,,,,,,,,,,,,,"0",,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"727,489,000","187,538,000","194,261,000","183,482,000","162,208,000","159,086,000","168,006,000","171,253,000","157,862,000","154,795,000","167,168,000","161,886,000","139,530,000","135,760,000","145,072,000","143,379,000","126,487,000","123,680,000","134,932,000","129,667,000","115,154,000","126,321,000","125,407,000","126,545,000","112,255,000","117,601,000","121,944,000","118,622,000","105,575,000","111,921,000","118,679,000","110,522,000","100,584,000","106,608,000","113,028,000","109,518,000","99,134,000","97,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"94,205,000","23,686,000","23,617,000","23,306,000","23,596,000","22,403,000","22,404,000","21,925,000","21,597,000","22,606,000","21,690,000","20,132,000","16,683,000","16,643,000","16,867,000","16,366,000","16,916,000","14,950,000","14,313,000","13,547,000","13,771,000","13,829,000","13,083,000","12,350,000","11,640,000","11,340,000","11,156,000","11,245,000","10,781,000","11,250,000","11,437,000","10,608,000","10,214,000","9,833,000","10,076,000","9,768,000","9,894,000","9,810,000","9,465,000","9,613,000","9,767,000","9,678,000","9,337,000","9,288,000","9,200,000","9,365,000","9,076,000","8,967,000","9,000,000","9,045,000","9,321,000","9,374,000","9,429,000","9,096,000","9,031,000","8,685,000","6,631,000","6,586,000","6,885,000","6,911,000","6,686,000","6,460,000","6,662,000","6,945,000","6,793,000","6,472,000","5,800,000","6,045,000","5,963,000","6,364,000","6,249,000","5,764,000","4,657,000","4,921,000","5,065,000","5,037,000","5,156,000","5,337,000","5,425,000","5,446,000","5,427,000","5,259,000","5,140,000","4,744,000","5,149,000","4,873,000","4,677,000","4,604,000","4,267,000","3,800,000","3,400,000","3,800,000","2,400,000","2,400,000","2,200,000","2,200,000","2,100,000","1,300,000","2,400,000","2,400,000","2,300,000","2,500,000","2,300,000","2,000,000","1,800,000","2,200,000","2,000,000","1,900,000","1,800,000","2,200,000","1,900,000","2,000,000","2,000,000","2,200,000","2,200,000","2,100,000","1,800,000","2,100,000","2,000,000","2,000,000","1,900,000","2,000,000","2,000,000","2,000,000","1,900,000","1,900,000","1,900,000","1,900,000","1,800,000","2,000,000","2,000,000","1,900,000",,,,,,,,,,,,,,
