name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
			Amortization,"7,143,000","1,735,000","1,759,000","1,809,000","1,840,000","2,687,000","2,657,000","2,618,000","2,625,000","2,529,000","2,619,000","2,264,000","2,281,000","2,337,000","2,114,000","1,602,000","1,659,000","1,639,000","1,682,000","1,693,000","1,729,000","2,358,000","2,476,000","2,411,000","2,644,000","2,576,000","2,573,000","2,500,000","2,474,000","2,616,000","2,725,000","2,646,000","2,647,000","2,625,000","2,518,000","2,382,000","2,393,000","2,459,000","6,427,000","2,458,000","2,485,000","2,359,000","2,369,000","2,504,000","2,501,000","2,764,000","2,408,000","2,592,000","2,642,000","2,637,000","2,723,000","2,683,000","2,616,000","2,317,000","2,349,000","2,352,000","2,272,000","2,261,000","2,176,000","2,133,000","2,125,000","1,459,000","1,403,000","1,383,000","1,194,000","1,216,000","1,241,000","1,266,000","1,282,000","1,236,000","1,228,000","996,000","1,354,000","1,008,000","1,179,000","1,027,000","1,028,000","903,000","860,000","922,000","915,000","1,867,000","1,755,000","1,771,000","1,748,000",,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"7,143,000","1,735,000","1,759,000","1,809,000","1,840,000","2,687,000","2,657,000","2,618,000","2,625,000","2,529,000","2,619,000","2,264,000","2,281,000","2,337,000","2,114,000","1,602,000","1,659,000","1,639,000","1,682,000","1,693,000","1,729,000","2,358,000","2,476,000","2,411,000","2,644,000","2,576,000","2,573,000","2,500,000","2,474,000","2,616,000","2,725,000","2,646,000","2,647,000","2,625,000","2,518,000","2,382,000","2,393,000","2,459,000","6,427,000","2,458,000","2,485,000","2,359,000","2,369,000","2,504,000","2,501,000","2,764,000","2,408,000","2,592,000","2,642,000","2,637,000","2,723,000","2,683,000","2,616,000","2,317,000","2,349,000","2,352,000","2,272,000","2,261,000","2,176,000","2,133,000","2,125,000","1,459,000","1,403,000","1,383,000","1,194,000","1,216,000","1,241,000","1,266,000","1,282,000","1,236,000","1,228,000","996,000","1,354,000","1,008,000","1,179,000","1,027,000","1,028,000","903,000","860,000","922,000","915,000","1,867,000","1,755,000","1,771,000","1,748,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,997,000",,"-17,124,000","7,847,000","6,000,000",,,"6,531,000","7,545,000",,,"2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"826,872,000","267,365,000","191,815,000","196,422,000","171,270,000","270,656,000","158,384,000","155,628,000","68,946,000","236,417,000","173,235,000","177,654,000","121,151,000","244,854,000","172,598,000","179,193,000","142,703,000","231,266,000","159,034,000","163,803,000","118,869,000","211,859,000","151,731,000","151,611,000","112,662,000","185,247,000","135,843,000","130,318,000","119,982,000","172,039,000","138,713,000","118,395,000","88,761,000","176,177,000","119,069,000","112,692,000","109,405,000","166,839,000","121,745,000","120,123,000","110,217,000","164,874,000","127,264,000","120,567,000","115,895,000","148,176,000","103,815,000","105,584,000","92,357,000","126,304,000","96,112,000","86,695,000","85,491,000","116,332,000","98,032,000","87,024,000","88,366,000","129,916,000","69,232,000","76,940,000","72,791,000","107,854,000","66,077,000","65,889,000","63,815,000","95,668,000","62,655,000","66,952,000","57,880,000","91,386,000","63,603,000","78,902,000","50,913,000","70,956,000","52,308,000","52,768,000","44,058,000","63,195,000","49,018,000","47,606,000","44,243,000","797,000","49,112,000","50,577,000","50,527,000","67,112,000","51,355,000","50,700,000","41,660,000","58,500,000","41,500,000","42,100,000","34,600,000","45,500,000","33,700,000","31,100,000","26,100,000","33,100,000","-35,300,000","21,400,000","18,400,000","17,600,000","17,900,000","19,700,000","15,100,000","14,100,000","13,200,000","16,900,000","12,300,000"
NetNonOperatingInterestIncomeExpense,"-32,717,000","-9,010,000","-8,533,000","-8,329,000","-6,845,000","-6,834,000","-6,908,000","-9,015,000","-10,043,000","-9,806,000","-8,001,000","-5,577,000","-3,248,000","-1,225,000","-1,633,000","-2,804,000","-4,172,000","-4,432,000","-5,234,000","-5,713,000","-5,382,000","-5,756,000","-6,281,000","-6,156,000","-6,032,000","-6,070,000","-6,281,000","-6,546,000","-6,635,000","-7,566,000","-7,300,000","-6,271,000","-6,031,000","-6,852,000","-6,412,000","-6,401,000","-5,998,000","-6,373,000","-5,923,000","-5,847,000","-5,722,000","-6,193,000","-5,546,000","-4,239,000","-3,370,000","-3,317,000","-3,294,000","-3,173,000","-2,285,000","-1,595,000","-2,079,000","-2,054,000","-2,222,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"12,221,000","1,874,000","2,548,000","3,698,000","4,101,000","4,224,000","4,007,000","4,003,000","4,036,000","4,417,000","3,455,000","5,871,000","8,315,000","10,451,000","9,802,000","8,888,000","9,666,000","10,849,000","9,516,000","8,370,000","7,343,000","6,346,000","5,426,000","4,827,000","4,087,000","3,135,000","2,736,000","2,500,000","2,340,000","2,103,000","1,762,000","1,700,000","1,458,000","1,075,000","946,000","1,179,000","1,187,000","1,224,000","1,184,000","1,031,000","769,000","484,000","613,000","813,000","713,000","562,000","516,000","448,000","329,000","748,000","785,000","595,000","908,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"44,938,000","10,884,000","11,081,000","12,027,000","10,946,000","11,058,000","10,915,000","13,018,000","14,079,000","14,223,000","11,456,000","11,448,000","11,563,000","11,676,000","11,435,000","11,692,000","13,838,000","15,281,000","14,750,000","14,083,000","12,725,000","12,102,000","11,707,000","10,983,000","10,119,000","9,205,000","9,017,000","9,046,000","8,975,000","9,669,000","9,062,000","7,971,000","7,489,000","7,927,000","7,358,000","7,580,000","7,185,000","7,597,000","7,107,000","6,878,000","6,491,000","6,677,000","6,159,000","5,052,000","4,083,000","3,879,000","3,810,000","3,621,000","2,614,000","2,343,000","2,864,000","2,649,000","3,130,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"9,806,000","8,001,000","5,577,000","3,248,000","1,225,000","1,633,000","2,804,000","4,172,000","4,432,000","5,234,000","5,713,000",,"5,756,000",,,,"6,070,000",,,,"7,566,000",,,,,,,"5,998,000","6,373,000",,,,,,"4,239,000","3,370,000",,"3,294,000","3,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"12,038,000","-6,035,000","-607,000","9,321,000","9,359,000","-6,571,000","-1,039,000","-1,250,000","-1,040,000","-2,223,000","-496,000","-342,000","-525,000","-45,823,000","-1,735,000","-1,828,000","2,018,000","-1,096,000",,"-10,018,000",,"-3,524,000",,,,"-3,939,000",,,,,,,,"0",,"-1,575,000",,"-4,434,000",,,,,,,,,,,,,,,,,,,,,,,,"-6,661,000","-344,000","-2,974,000","-4,352,000",,,,,"-5,011,000","158,000","17,124,000","-7,951,000","-929,000","-5,025,000",,"-7,745,000","-21,062,000",,"116,000","-2,800,000",,,,,,,,,,,,,"0",,,"-16,500,000",,,,,"4,900,000","-5,300,000","-23,100,000","-900,000","-5,800,000","6,200,000","-3,800,000","-5,200,000"
	SpecialIncomeCharges,"-5,165,000","-5,165,000","0","0","0","-6,945,000","0","-514,000","-666,000","0","0","0","0","-322,000","-924,000","0","1,672,000","-1,096,000","0","-10,018,000",,"-3,524,000",,,,"-3,939,000",,,,,,,,"0","0","0",,"-4,434,000",,,,,,,,,,,,,,,,,,,,,,,,"-6,661,000","-344,000","-2,974,000","-4,352,000",,,,,"-5,011,000","158,000","17,124,000","-7,951,000","-929,000","-5,025,000",,"-7,745,000","-21,062,000",,"116,000","-2,800,000",,,,,,,,,,,,,"0",,,"-16,500,000",,,,,"4,900,000","-5,300,000","-23,100,000","-900,000","-5,800,000","6,200,000","-3,800,000","-5,200,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"814,000","344,000","2,974,000","4,352,000",,,,,"0","-158,000",,"104,000","-161,000","-135,000",,"1,214,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0","0",,,,"6,945,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"5,165,000","5,165,000",,,,"0",,"514,000","666,000",,,,,"322,000","924,000",,"-1,672,000","1,096,000",,"10,018,000",,"3,524,000",,,,"3,939,000",,,,,,,,,,,,"4,434,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,011,000",,,"7,847,000","1,090,000","5,160,000",,"6,531,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"17,203,000","-870,000","-607,000","9,321,000","9,359,000","374,000","-1,039,000","-736,000","-374,000","-2,223,000","-496,000","-342,000","-525,000","-45,501,000","-811,000","-1,828,000","346,000",,,,,,,,,,,,,,,,,"0",,"-1,575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"806,193,000","252,320,000","182,675,000","197,414,000","173,784,000","257,251,000","150,437,000","145,363,000","57,863,000","224,388,000","164,738,000","171,735,000","117,378,000","197,806,000","169,230,000","174,561,000","140,549,000","225,738,000","153,800,000","148,072,000","113,487,000","202,579,000","145,450,000","145,455,000","106,630,000","175,238,000","129,562,000","123,772,000","113,347,000","164,473,000","131,413,000","112,124,000","82,730,000","169,325,000","112,657,000","104,716,000","103,407,000","153,032,000","115,822,000","114,276,000","104,495,000","158,681,000","121,718,000","116,328,000","112,525,000","144,859,000","100,521,000","102,411,000","90,072,000","124,709,000","94,033,000","84,641,000","83,269,000","112,411,000","93,490,000","82,169,000","84,122,000","124,182,000","62,510,000","70,544,000","65,956,000","93,944,000","59,045,000","56,643,000","53,327,000","89,144,000","60,686,000","66,489,000","58,244,000","90,528,000","64,206,000","79,897,000","51,040,000","-2,923,488,000","48,833,000","54,672,000","43,669,000","50,136,000","50,679,000","49,222,000","45,621,000","-5,152,000","50,323,000","51,728,000","50,527,000","67,969,000","51,677,000","50,357,000","40,959,000","56,700,000","39,700,000","39,600,000","31,500,000","41,500,000","29,300,000","26,100,000","4,600,000","11,200,000","-37,600,000","18,500,000","15,400,000","18,900,000","8,900,000","-7,000,000","10,200,000","1,700,000","11,500,000","5,200,000","-1,100,000"
TaxProvision,"113,350,000","36,081,000","21,490,000","30,122,000","25,657,000","38,940,000","23,668,000","22,434,000","4,301,000","23,719,000","26,605,000","27,325,000","8,392,000","12,654,000","28,216,000","18,884,000","28,598,000","578,910,000","17,696,000","16,250,000","7,930,000","28,201,000","20,594,000","17,238,000","12,578,000","24,184,000","13,281,000","18,115,000","17,286,000","13,181,000","17,916,000","15,595,000","12,428,000","27,743,000","14,609,000","15,402,000","-17,652,000","-22,912,000","16,713,000","16,552,000","15,829,000","21,534,000","20,461,000","16,253,000","18,036,000","18,255,000","5,802,000","17,489,000","14,554,000","20,586,000","18,097,000","14,734,000","9,922,000","13,058,000","21,987,000","-979,000","15,647,000","25,239,000","9,227,000","10,635,000","10,019,000","14,055,000","8,669,000","8,863,000","9,172,000","13,546,000","34,969,000","12,424,000","11,649,000","19,011,000","12,266,000","20,146,000","10,195,000","18,110,000","12,419,000","12,574,000","9,692,000","9,892,000","11,656,000","11,321,000","10,381,000","-3,736,000","12,077,000","12,415,000","12,127,000","17,672,000","13,435,000","13,102,000","10,640,000","15,300,000","10,700,000","10,700,000","8,500,000","9,400,000","7,300,000","6,000,000","4,400,000","5,500,000","3,500,000","3,700,000","3,100,000","3,700,000","2,500,000","2,900,000","2,000,000","300,000","2,200,000","900,000","-200,000"
