name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalRevenue,"2,785,874,000","836,449,000","659,233,000","681,647,000","608,545,000","786,658,000","593,784,000","519,984,000","464,939,000","716,294,000","577,278,000","599,162,000","513,862,000","715,019,000","578,021,000","596,219,000","530,670,000","687,275,000","565,584,000","558,250,000","497,969,000","628,787,000","526,830,000","536,560,000","475,246,000","586,610,000","500,578,000","494,740,000","460,404,000","583,870,000","493,165,000","481,801,000","430,508,000","565,448,000","457,317,000","451,115,000","430,338,000","521,766,000","449,952,000","451,465,000","420,458,000","521,420,000","454,534,000","447,627,000","427,603,000","483,578,000","401,038,000","391,055,000","367,700,000","428,848,000","373,963,000","362,837,000","333,052,000","418,331,000","386,310,000","398,771,000","371,712,000","437,003,000","352,638,000","352,630,000","330,777,000","386,930,000","301,182,000","301,899,000","290,218,000","332,270,000","273,031,000","284,630,000","268,305,000","324,154,000","264,808,000","260,488,000","255,086,000","275,073,000","230,381,000","231,752,000","220,999,000","256,389,000","216,045,000","217,192,000","200,341,000","248,679,000","202,694,000","206,803,000","202,518,000","225,081,000","194,073,000","195,276,000","180,641,000","200,700,000","171,100,000","172,300,000","160,400,000","179,000,000","151,800,000","149,300,000","138,700,000","151,800,000","105,000,000","106,200,000","102,400,000","111,400,000","98,400,000","96,000,000","85,300,000","90,500,000","80,600,000","84,300,000","77,600,000"
	OperatingRevenue,"2,785,874,000","836,449,000","659,233,000","681,647,000","608,545,000","786,658,000","593,784,000","519,984,000","464,939,000","716,294,000","577,278,000","599,162,000","513,862,000","715,019,000","578,021,000","596,219,000","530,670,000","687,275,000","565,584,000","558,250,000","497,969,000","628,787,000","526,830,000","536,560,000","475,246,000","586,610,000","500,578,000","494,740,000","460,404,000","583,870,000","493,165,000","481,801,000","430,508,000","565,448,000","457,317,000","451,115,000","430,338,000","521,766,000","449,952,000","451,465,000","420,458,000","521,420,000","454,534,000","447,627,000","427,603,000","483,578,000","401,038,000","391,055,000","367,700,000","428,848,000","373,963,000","362,837,000","333,052,000","418,331,000","386,310,000","398,771,000","371,712,000","437,003,000","352,638,000","352,630,000","330,777,000","386,930,000","301,182,000","301,899,000","290,218,000","332,270,000","273,031,000","284,630,000","268,305,000","324,154,000","264,808,000","260,488,000","255,086,000","275,073,000","230,381,000","231,752,000","220,999,000","256,389,000","216,045,000","217,192,000","200,341,000","248,679,000","202,694,000","206,803,000","201,032,000","225,081,000","194,073,000","195,276,000","180,641,000","200,700,000","171,100,000","172,300,000","160,400,000","179,000,000","151,800,000","149,300,000","138,700,000","151,800,000","105,000,000","106,200,000","102,400,000","111,400,000","98,400,000","96,000,000","85,300,000","90,500,000","80,600,000","84,300,000","77,600,000"
CostOfRevenue,"1,156,533,000","351,004,000","271,128,000","280,254,000","254,147,000","320,569,000","262,342,000","213,134,000","210,644,000","299,068,000","241,055,000","249,546,000","221,031,000","286,869,000","241,139,000","243,135,000","221,421,000","270,453,000","235,892,000","229,627,000","211,095,000","251,579,000","218,344,000","220,379,000","201,151,000","237,915,000","206,804,000","208,707,000","189,246,000","233,119,000","202,222,000","201,853,000","187,719,000","228,991,000","191,568,000","188,329,000","174,568,000","208,363,000","182,702,000","179,259,000","167,290,000","204,243,000","180,318,000","176,103,000","169,829,000","189,253,000","162,985,000","155,133,000","145,932,000","170,131,000","153,143,000","144,154,000","127,454,000","172,063,000","158,520,000","175,232,000","155,451,000","181,992,000","153,679,000","152,219,000","143,232,000","162,386,000","127,167,000","126,004,000","120,628,000","133,980,000","115,508,000","117,066,000","111,801,000","130,144,000","111,009,000","106,180,000","107,474,000","113,104,000","95,045,000","95,488,000","94,211,000","151,147,000","74,909,000","75,980,000","71,432,000","89,269,000","73,120,000","75,545,000","65,427,000","74,575,000","64,457,000","66,364,000","60,508,000","63,500,000","57,000,000","59,400,000","55,600,000","61,900,000","52,900,000","50,900,000","47,600,000","53,900,000","35,000,000","35,300,000","34,400,000","42,600,000","32,000,000","30,900,000","28,100,000","30,100,000","26,300,000","27,300,000","26,100,000"
GrossProfit,"1,629,341,000","485,445,000","388,105,000","401,393,000","354,398,000","466,089,000","331,442,000","306,850,000","254,295,000","417,226,000","336,223,000","349,616,000","292,831,000","428,150,000","336,882,000","353,084,000","309,249,000","416,822,000","329,692,000","328,623,000","286,874,000","377,208,000","308,486,000","316,181,000","274,095,000","348,695,000","293,774,000","286,033,000","271,158,000","350,751,000","290,943,000","279,948,000","242,789,000","336,457,000","265,749,000","262,786,000","255,770,000","313,403,000","267,250,000","272,206,000","253,168,000","317,177,000","274,216,000","271,524,000","257,774,000","294,325,000","238,053,000","235,922,000","221,768,000","258,717,000","220,820,000","218,683,000","205,598,000","246,268,000","227,790,000","223,539,000","216,261,000","255,011,000","198,959,000","200,411,000","187,545,000","224,544,000","174,015,000","175,895,000","169,590,000","198,290,000","157,523,000","167,564,000","156,504,000","194,010,000","153,799,000","154,308,000","147,612,000","161,969,000","135,336,000","136,264,000","126,788,000","105,242,000","141,136,000","141,212,000","128,909,000","159,410,000","129,574,000","131,258,000","137,091,000","150,506,000","129,616,000","128,912,000","120,133,000","137,200,000","114,100,000","112,900,000","104,800,000","117,100,000","98,900,000","98,400,000","91,100,000","97,900,000","70,000,000","70,900,000","68,000,000","68,800,000","66,400,000","65,100,000","57,200,000","60,400,000","54,300,000","57,000,000","51,500,000"
OperatingExpense,"802,469,000","218,080,000","196,290,000","204,971,000","183,128,000","195,433,000","173,058,000","151,222,000","185,349,000","180,809,000","162,988,000","171,962,000","171,680,000","183,296,000","164,284,000","173,891,000","166,546,000","185,556,000","170,658,000","164,820,000","168,005,000","165,349,000","156,755,000","164,570,000","161,433,000","163,448,000","157,931,000","155,715,000","151,176,000","178,712,000","152,230,000","161,553,000","154,028,000","160,280,000","146,680,000","150,094,000","146,365,000","146,564,000","145,505,000","152,083,000","142,951,000","152,303,000","146,952,000","150,957,000","141,879,000","146,149,000","134,238,000","130,338,000","129,411,000","132,413,000","124,708,000","131,988,000","120,107,000","129,936,000","129,758,000","136,515,000","127,895,000","125,095,000","129,727,000","123,471,000","114,754,000","116,690,000","107,938,000","110,006,000","105,775,000","102,622,000","94,868,000","100,612,000","98,624,000","102,624,000","90,196,000","75,406,000","96,699,000","91,013,000","83,028,000","83,496,000","82,730,000","42,047,000","92,118,000","93,606,000","84,666,000","158,613,000","80,462,000","80,681,000","86,564,000","83,394,000","78,261,000","78,212,000","78,473,000","78,700,000","72,600,000","70,800,000","70,200,000","71,600,000","65,200,000","67,300,000","65,000,000","64,800,000","105,300,000","49,500,000","49,600,000","51,200,000","48,500,000","45,400,000","42,100,000","46,300,000","41,100,000","40,100,000","39,200,000"
	SellingGeneralAndAdministration,"626,968,000","173,014,000","152,545,000","158,213,000","143,196,000","153,084,000","135,430,000","117,449,000","147,735,000","141,208,000","126,036,000","133,208,000","134,339,000","142,853,000","126,997,000","136,645,000","130,407,000","148,795,000","135,194,000","130,190,000","130,524,000","130,238,000","123,861,000","129,581,000","129,351,000","128,681,000","124,655,000","122,660,000","119,751,000","131,916,000","122,226,000","131,930,000","126,635,000","130,680,000","120,563,000","123,062,000","118,660,000","119,147,000","115,322,000","125,682,000","117,119,000","126,237,000","121,211,000","125,439,000","117,124,000","120,518,000","111,306,000","106,939,000","106,693,000","109,986,000","102,675,000","109,583,000","99,159,000","101,464,000","107,463,000","111,935,000","105,837,000","101,996,000","105,577,000","102,223,000","93,907,000","95,761,000","87,397,000","88,968,000","85,538,000","81,593,000","76,645,000","82,861,000","80,595,000","80,916,000","71,967,000","75,840,000","71,427,000","67,219,000","66,743,000","68,679,000","61,611,000","20,175,000","77,682,000","80,041,000","68,671,000","69,717,000","66,913,000","67,169,000","65,907,000","65,223,000","59,712,000","61,060,000","60,395,000","59,500,000","57,100,000","55,500,000","54,500,000","55,000,000","49,300,000","52,000,000","50,000,000","50,300,000","39,000,000","38,900,000","39,100,000","40,700,000","38,400,000","36,000,000","33,400,000","37,700,000","32,300,000","31,700,000","30,900,000"
	ResearchAndDevelopment,"168,358,000","43,331,000","41,986,000","44,949,000","38,092,000","39,662,000","34,971,000","31,155,000","34,989,000","37,072,000","34,333,000","36,490,000","35,060,000","38,106,000","35,173,000","35,644,000","34,480,000","35,122,000","33,782,000","32,937,000","35,752,000","32,753,000","30,418,000","32,578,000","29,438,000","32,191,000","30,703,000","30,555,000","28,951,000","44,180,000","27,279,000","26,977,000","24,746,000","26,975,000","23,599,000","24,650,000","25,312,000","24,958,000","23,756,000","23,943,000","23,347,000","23,707,000","23,372,000","23,014,000","22,254,000","22,867,000","20,524,000","20,807,000","20,076,000","19,790,000","19,310,000","19,722,000","18,332,000","19,628,000","19,946,000","22,228,000","19,786,000","20,838,000","21,974,000","19,115,000","18,722,000","19,470,000","19,138,000","19,655,000","19,043,000","16,691,000","16,982,000","16,485,000","16,747,000","16,475,000","17,001,000","15,694,000","16,071,000","16,786,000","15,106,000","13,790,000","13,560,000","13,424,000","13,576,000","12,643,000","12,280,000","12,029,000","11,794,000","11,741,000","11,038,000","11,200,000","10,394,000","10,557,000","10,362,000","9,800,000","8,600,000","9,000,000","8,700,000","9,300,000","8,500,000","8,200,000","8,400,000","7,900,000","61,300,000","5,800,000","5,800,000","5,600,000","5,500,000","5,100,000","4,700,000","4,800,000","4,300,000","4,400,000","4,100,000"
	DepreciationAmortizationDepletionIncomeStatement,"7,143,000","1,735,000","1,759,000","1,809,000","1,840,000","2,687,000","2,657,000","2,618,000","2,625,000","2,529,000","2,619,000","2,264,000","2,281,000","2,337,000","2,114,000","1,602,000","1,659,000","1,639,000","1,682,000","1,693,000","1,729,000","2,358,000","2,476,000","2,411,000","2,644,000","2,576,000","2,573,000","2,500,000","2,474,000","2,616,000","2,725,000","2,646,000","2,647,000","2,625,000","2,518,000","2,382,000","2,393,000","2,459,000","6,427,000","2,458,000","2,485,000","2,359,000","2,369,000","2,504,000","2,501,000","2,764,000","2,408,000","2,592,000","2,642,000","2,637,000","2,723,000","2,683,000","2,616,000","2,317,000","2,349,000","2,352,000","2,272,000","2,261,000","2,176,000","2,133,000","2,125,000","1,459,000","1,403,000","1,383,000","1,194,000","1,216,000","1,241,000","1,266,000","1,282,000","1,236,000","1,228,000","996,000","1,354,000","1,008,000","1,179,000","1,027,000","1,028,000","903,000","860,000","922,000","915,000","1,867,000","1,755,000","1,771,000","9,619,000","6,971,000","8,155,000","6,595,000","7,716,000","9,400,000","6,900,000","6,300,000","7,000,000","7,300,000","7,400,000","7,100,000","6,600,000","6,600,000","5,000,000","4,800,000","4,700,000","4,900,000","4,600,000","4,300,000","4,000,000","3,800,000","4,500,000","4,000,000","4,200,000"
		DepreciationAndAmortizationInIncomeStatement,"7,143,000","1,735,000","1,759,000","1,809,000","1,840,000","2,687,000","2,657,000","2,618,000","2,625,000","2,529,000","2,619,000","2,264,000","2,281,000","2,337,000","2,114,000","1,602,000","1,659,000","1,639,000","1,682,000","1,693,000","1,729,000","2,358,000","2,476,000","2,411,000","2,644,000","2,576,000","2,573,000","2,500,000","2,474,000","2,616,000","2,725,000","2,646,000","2,647,000","2,625,000","2,518,000","2,382,000","2,393,000","2,459,000","6,427,000","2,458,000","2,485,000","2,359,000","2,369,000","2,504,000","2,501,000","2,764,000","2,408,000","2,592,000","2,642,000","2,637,000","2,723,000","2,683,000","2,616,000","2,317,000","2,349,000","2,352,000","2,272,000","2,261,000","2,176,000","2,133,000","2,125,000","1,459,000","1,403,000","1,383,000","1,194,000","1,216,000","1,241,000","1,266,000","1,282,000","1,236,000","1,228,000","996,000","1,354,000","1,008,000","1,179,000","1,027,000","1,028,000","903,000","860,000","922,000","915,000","1,867,000","1,755,000","1,771,000","9,619,000","6,971,000","8,155,000","6,595,000","7,716,000","9,400,000","6,900,000","6,300,000","7,000,000","7,300,000","7,400,000","7,100,000","6,600,000","6,600,000","5,000,000","4,800,000","4,700,000","4,900,000","4,600,000","4,300,000","4,000,000","3,800,000","4,500,000","4,000,000","4,200,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,871,000",,,,,,,,,,,,,,,,,,,,,,,,
