name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
TotalRevenue,"26,042,000,000","6,709,000,000","6,324,000,000","6,615,000,000","6,394,000,000","6,939,000,000","6,441,000,000","6,648,000,000","6,157,000,000","6,536,000,000","6,076,000,000","6,406,000,000","5,959,000,000","6,900,000,000","6,378,000,000","6,686,000,000","6,304,000,000","6,877,000,000","6,314,000,000","6,677,000,000","6,364,000,000","6,857,000,000","6,267,000,000","6,793,000,000","6,570,000,000","7,124,000,000","6,120,000,000","4,515,000,000","4,352,000,000","4,696,000,000","4,400,000,000","4,747,000,000","4,362,000,000","4,595,000,000","4,394,000,000","4,735,000,000","4,546,000,000","4,494,000,000","4,606,000,000","4,786,000,000","4,453,000,000","5,035,000,000","4,474,000,000","4,741,000,000","4,405,000,000"
	OperatingRevenue,"26,042,000,000","6,709,000,000","6,324,000,000","6,615,000,000","6,394,000,000","6,939,000,000","6,441,000,000","6,648,000,000","6,157,000,000","6,536,000,000","6,076,000,000","6,406,000,000","5,959,000,000","6,900,000,000","6,378,000,000","6,686,000,000","6,304,000,000","6,877,000,000","6,314,000,000","6,677,000,000","6,364,000,000","6,857,000,000","6,267,000,000","6,793,000,000","6,570,000,000","7,124,000,000","6,120,000,000","4,515,000,000","4,352,000,000","4,696,000,000","4,400,000,000","4,747,000,000","4,362,000,000","4,595,000,000","4,394,000,000","4,735,000,000","4,546,000,000","4,494,000,000","4,606,000,000","4,786,000,000","4,453,000,000","5,035,000,000","4,474,000,000","4,741,000,000","4,405,000,000"
CostOfRevenue,"17,360,000,000","4,547,000,000","4,296,000,000","4,324,000,000","4,193,000,000","4,416,000,000","4,097,000,000","4,196,000,000","4,299,000,000","4,429,000,000","4,129,000,000","4,324,000,000","3,948,000,000","4,696,000,000","4,271,000,000","4,321,000,000","4,059,000,000","4,470,000,000","4,000,000,000","3,996,000,000","4,063,000,000","4,398,000,000","4,049,000,000","4,262,000,000","4,192,000,000","4,720,000,000","4,492,000,000","2,972,000,000","3,019,000,000","4,224,000,000","3,108,000,000","3,226,000,000","2,802,000,000","2,663,000,000","2,908,000,000","2,780,000,000","3,043,000,000","3,360,000,000","3,018,000,000","3,150,000,000","2,989,000,000","3,568,000,000","3,110,000,000","3,195,000,000","2,888,000,000"
GrossProfit,"8,682,000,000","2,162,000,000","2,028,000,000","2,291,000,000","2,201,000,000","2,523,000,000","2,344,000,000","2,452,000,000","1,858,000,000","2,107,000,000","1,947,000,000","2,082,000,000","2,011,000,000","2,204,000,000","2,107,000,000","2,365,000,000","2,245,000,000","2,407,000,000","2,314,000,000","2,681,000,000","2,301,000,000","2,459,000,000","2,218,000,000","2,531,000,000","2,378,000,000","2,404,000,000","1,628,000,000","1,543,000,000","1,333,000,000","472,000,000","1,292,000,000","1,521,000,000","1,560,000,000","1,932,000,000","1,486,000,000","1,955,000,000","1,503,000,000","1,134,000,000","1,588,000,000","1,636,000,000","1,464,000,000","1,467,000,000","1,364,000,000","1,546,000,000","1,517,000,000"
OperatingExpense,"3,588,000,000","891,000,000","872,000,000","943,000,000","882,000,000","973,000,000","897,000,000","918,000,000","862,000,000","837,000,000","762,000,000","750,000,000","829,000,000","368,000,000","1,037,000,000","1,036,000,000","764,000,000","767,000,000","653,000,000","760,000,000","750,000,000","879,000,000","805,000,000","895,000,000","865,000,000","1,117,000,000","1,229,000,000","620,000,000","593,000,000","1,085,000,000","566,000,000","647,000,000","658,000,000","409,000,000","601,000,000","535,000,000","632,000,000","871,000,000","782,000,000","687,000,000","676,000,000","840,000,000","658,000,000","716,000,000","757,000,000"
	SellingGeneralAndAdministration,"3,588,000,000","891,000,000","872,000,000","943,000,000","882,000,000","973,000,000","897,000,000","918,000,000","862,000,000","837,000,000","762,000,000","750,000,000","829,000,000","368,000,000","1,037,000,000","1,036,000,000","764,000,000","767,000,000","653,000,000","760,000,000","750,000,000","879,000,000","805,000,000","895,000,000","865,000,000","1,117,000,000","1,229,000,000","620,000,000","593,000,000","1,085,000,000","566,000,000","647,000,000","658,000,000","409,000,000","601,000,000","535,000,000","632,000,000","871,000,000","782,000,000","687,000,000","676,000,000","842,000,000","658,000,000","716,000,000","757,000,000"
		GeneralAndAdministrativeExpense,,,,"886,000,000","832,000,000","772,000,000","897,000,000","875,000,000","819,000,000","837,000,000","762,000,000","750,000,000","829,000,000","368,000,000","1,037,000,000","1,036,000,000","764,000,000","767,000,000","653,000,000","760,000,000","750,000,000","879,000,000","805,000,000","895,000,000","865,000,000","1,117,000,000","1,229,000,000","620,000,000","593,000,000","1,085,000,000","566,000,000","647,000,000","658,000,000","409,000,000","601,000,000","535,000,000","632,000,000",,,"687,000,000",,,,,
			SalariesAndWages,,,,"-57,000,000","-50,000,000",,,"-43,000,000","-43,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,"943,000,000","882,000,000","973,000,000","897,000,000","918,000,000","862,000,000","837,000,000","762,000,000","750,000,000","829,000,000","368,000,000","1,037,000,000","1,036,000,000","764,000,000","767,000,000","653,000,000","760,000,000","750,000,000","879,000,000","805,000,000","895,000,000","865,000,000","1,117,000,000","1,229,000,000","620,000,000","593,000,000","1,085,000,000","566,000,000","647,000,000","658,000,000","409,000,000","601,000,000","535,000,000","632,000,000",,,"687,000,000",,,,,
OperatingIncome,"5,094,000,000","1,271,000,000","1,156,000,000","1,348,000,000","1,319,000,000","1,550,000,000","1,447,000,000","1,534,000,000","996,000,000","1,270,000,000","1,185,000,000","1,332,000,000","1,182,000,000","1,836,000,000","1,070,000,000","1,329,000,000","1,481,000,000","1,640,000,000","1,661,000,000","1,921,000,000","1,551,000,000","1,580,000,000","1,413,000,000","1,636,000,000","1,513,000,000","1,287,000,000","399,000,000","923,000,000","740,000,000","-613,000,000","726,000,000","874,000,000","902,000,000","1,523,000,000","885,000,000","1,420,000,000","871,000,000","263,000,000","806,000,000","949,000,000","788,000,000","627,000,000","706,000,000","830,000,000","760,000,000"
NetNonOperatingInterestIncomeExpense,"-2,032,000,000","-602,000,000","-411,000,000","-609,000,000","-410,000,000","-324,000,000","-308,000,000","-434,000,000","-301,000,000","-326,000,000","-398,000,000","-316,000,000","-321,000,000","-322,000,000","-327,000,000","-318,000,000","-317,000,000","-308,000,000","-306,000,000","-307,000,000","-313,000,000","-310,000,000","-311,000,000","-264,000,000","-249,000,000","-266,000,000","-460,000,000","-124,000,000","-107,000,000","-116,000,000","-119,000,000","-133,000,000","-116,000,000","-102,000,000","-124,000,000","-130,000,000","-123,000,000","-109,000,000","-106,000,000","-21,000,000","-2,000,000","2,000,000","-3,000,000","-1,000,000","-2,000,000"
	InterestIncomeNonOperating,"15,000,000","2,000,000","4,000,000","4,000,000","5,000,000","4,000,000","6,000,000","8,000,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"2,047,000,000","604,000,000","415,000,000","613,000,000","415,000,000","328,000,000","314,000,000","442,000,000","310,000,000","326,000,000","398,000,000","316,000,000","321,000,000","322,000,000","327,000,000","318,000,000","317,000,000","308,000,000","306,000,000","307,000,000","313,000,000","310,000,000","311,000,000","264,000,000","249,000,000","266,000,000","460,000,000","124,000,000","107,000,000","116,000,000","119,000,000","133,000,000","116,000,000","102,000,000","124,000,000","130,000,000","123,000,000","109,000,000","106,000,000","21,000,000","2,000,000","-2,000,000","3,000,000","1,000,000","2,000,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124,000,000","107,000,000","116,000,000","119,000,000","133,000,000","116,000,000","124,000,000","124,000,000","130,000,000","123,000,000",,"106,000,000","21,000,000",,,,,
OtherIncomeExpense,"-1,354,000,000","-1,189,000,000","134,000,000","-94,000,000","-205,000,000","60,000,000","-233,000,000","-2,803,000,000","-154,000,000","-617,000,000","375,000,000","-465,000,000","-240,000,000","-15,949,000,000","71,000,000","35,000,000","90,000,000","-1,000,000","4,000,000","-24,000,000","12,000,000","10,000,000","3,000,000","-6,000,000","8,000,000","9,000,000","-108,000,000",,,"-1,000,000",,,"2,000,000","-31,000,000","-15,000,000","-22,000,000","-62,000,000","-5,000,000","-31,000,000","-22,000,000","-43,000,000","11,000,000","16,000,000","13,000,000","10,000,000"
	GainOnSaleOfSecurity,"15,000,000","13,000,000","3,000,000","5,000,000","-6,000,000","73,000,000","-57,000,000","-41,000,000","17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-1,590,000,000","-1,258,000,000","76,000,000","-159,000,000","-249,000,000","0","-300,000,000","-2,873,000,000","-228,000,000","-676,000,000","-5,000,000","-598,000,000","-620,000,000","-15,440,000,000",,,,,,,,,,,,,,"0","0","-1,000,000","0","0","2,000,000","-9,000,000","-15,000,000","-22,000,000","-62,000,000","-26,000,000","-31,000,000","-38,000,000","-43,000,000","11,000,000","16,000,000","13,000,000","10,000,000"
		ImpairmentOfCapitalAssets,"1,634,000,000","1,291,000,000","0","113,000,000","230,000,000","0","300,000,000","2,873,000,000","226,000,000","676,000,000","5,000,000","598,000,000","620,000,000","15,440,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"55,000,000",,,"0","0"
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1,000,000","0","0","-2,000,000","9,000,000","15,000,000","22,000,000","62,000,000",,,"38,000,000",,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,000,000",,,"-13,000,000","-10,000,000"
		GainOnSaleOfBusiness,"44,000,000","33,000,000","76,000,000","-46,000,000","-19,000,000","0","0","0","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"221,000,000","56,000,000","55,000,000","60,000,000","50,000,000","-13,000,000","124,000,000","111,000,000","57,000,000","59,000,000","380,000,000","133,000,000","380,000,000","-13,000,000","71,000,000","35,000,000","90,000,000","-1,000,000","4,000,000","-24,000,000","12,000,000","10,000,000","3,000,000","-6,000,000","8,000,000","9,000,000","-108,000,000",,,,,,,,,,,,,"16,000,000",,,,,
PretaxIncome,"1,708,000,000","-520,000,000","879,000,000","645,000,000","704,000,000","1,286,000,000","906,000,000","-1,703,000,000","541,000,000","327,000,000","1,162,000,000","551,000,000","621,000,000","-14,435,000,000","814,000,000","1,046,000,000","1,254,000,000","1,331,000,000","1,359,000,000","1,590,000,000","1,250,000,000","1,280,000,000","1,105,000,000","1,366,000,000","1,272,000,000","1,030,000,000","-169,000,000","799,000,000","633,000,000","-730,000,000","607,000,000","741,000,000","788,000,000","1,390,000,000","746,000,000","1,268,000,000","686,000,000","149,000,000","669,000,000","906,000,000","743,000,000","640,000,000","719,000,000","842,000,000","768,000,000"
TaxProvision,"684,000,000","-265,000,000","143,000,000","670,000,000","136,000,000","252,000,000","308,000,000","-51,000,000","160,000,000","144,000,000","264,000,000","103,000,000","217,000,000","-1,805,000,000","186,000,000","291,000,000","261,000,000","-6,665,000,000","416,000,000","430,000,000","359,000,000","336,000,000","262,000,000","411,000,000","372,000,000","382,000,000","-49,000,000","248,000,000","204,000,000","-332,000,000","161,000,000","259,000,000","275,000,000","459,000,000","246,000,000","439,000,000","230,000,000","48,000,000","199,000,000","303,000,000","265,000,000","239,000,000","302,000,000","308,000,000","281,000,000"
NetIncomeCommonStockholders,"1,012,000,000","-257,000,000","733,000,000","-27,000,000","563,000,000","1,032,000,000","597,000,000","-1,651,000,000","378,000,000","182,000,000","899,000,000","449,000,000","405,000,000","-12,571,000,000","630,000,000","756,000,000","993,000,000","8,003,000,000","944,000,000","1,159,000,000","893,000,000","944,000,000","842,000,000","770,000,000","896,000,000","285,000,000","-303,000,000","549,000,000","428,000,000","-397,000,000","444,000,000","480,000,000","511,000,000","927,000,000","497,000,000","825,000,000","454,000,000","96,000,000","470,000,000","603,000,000","478,000,000","401,000,000","417,000,000","534,000,000","487,000,000"
	NetIncome,"1,012,000,000","-257,000,000","733,000,000","-27,000,000","563,000,000","1,032,000,000","597,000,000","-1,651,000,000","378,000,000","182,000,000","899,000,000","449,000,000","405,000,000","-12,571,000,000","630,000,000","756,000,000","993,000,000","8,003,000,000","944,000,000","1,159,000,000","893,000,000","944,000,000","842,000,000","950,000,000","896,000,000","645,000,000","-123,000,000","551,000,000","429,000,000","-398,000,000","446,000,000","482,000,000","513,000,000","931,000,000","500,000,000","829,000,000","456,000,000","101,000,000","470,000,000","603,000,000","478,000,000","401,000,000","417,000,000","534,000,000","487,000,000"
