name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalRevenue,"9,356,900,000","2,445,200,000","2,454,300,000","2,298,900,000","2,158,500,000","2,122,500,000","2,012,900,000","1,913,000,000","1,993,100,000","1,923,700,000","1,953,600,000","1,889,600,000","1,813,400,000","2,131,900,000","1,785,500,000","1,780,900,000","1,741,800,000","1,704,462,000","1,680,766,000","1,662,434,000","1,616,238,000","1,539,549,000","1,514,845,000","1,442,227,000","1,289,047,000","1,280,041,000","1,237,910,000","1,174,375,000","1,079,190,000","1,046,314,000","1,038,188,000","1,031,457,000","984,089,000","941,969,000","807,880,000","808,830,000","802,728,000","768,374,000","713,335,000","697,734,000","696,517,000","653,199,000","630,403,000","597,235,000","562,695,000","547,642,000","513,322,000","469,937,000","454,434,000","447,973,000","444,105,000","423,358,000","408,678,000","408,324,000","409,268,000","393,728,000","382,184,000","378,112,000","367,585,000","358,423,000","352,474,000","337,646,000","333,467,000","325,863,000","320,409,000","307,625,000","264,746,000","188,060,000","184,355,000","128,321,000","199,188,000","192,972,000","186,179,000","191,521,000","186,874,000","178,222,000","177,161,000","10,941,000","266,607,000","257,381,000","270,347,000","312,559,000","296,196,000","262,968,000","262,468,000","243,753,000","208,958,000","167,047,000","115,517,000","88,981,000","67,539,000","59,153,000","42,408,000","32,059,000","30,478,000","23,082,000","17,925,188","9,608,467","4,500,000","2,000,000","1,400,000"
	OperatingRevenue,"9,356,900,000","2,445,200,000","2,454,300,000","2,298,900,000","2,158,500,000","2,122,500,000","2,012,900,000","1,913,000,000","1,993,100,000","1,923,700,000","1,953,600,000","1,889,600,000","1,813,400,000","2,131,900,000","1,785,500,000","1,780,900,000","1,741,800,000","1,704,462,000","1,680,766,000","1,662,434,000","1,616,238,000","1,539,549,000","1,514,845,000","1,442,227,000","1,289,047,000","1,280,041,000","1,237,910,000","1,174,375,000","1,079,190,000","1,046,314,000","1,038,188,000","1,031,457,000","984,089,000","941,969,000","807,880,000","808,830,000","802,728,000","768,374,000","713,335,000","697,734,000","696,517,000","653,199,000","630,403,000","597,235,000","562,695,000","547,642,000","513,322,000","469,937,000","454,434,000","447,973,000","444,105,000","423,358,000","408,678,000","408,324,000","409,268,000","393,728,000","382,184,000","378,112,000","367,585,000","358,423,000","352,474,000","337,646,000","333,467,000","325,863,000","320,409,000","307,625,000","264,746,000","188,060,000","184,355,000","128,321,000","199,188,000","192,972,000","186,179,000","191,521,000","186,874,000","178,222,000","177,161,000","10,941,000","266,607,000","257,381,000","270,347,000","312,559,000","296,196,000","262,968,000","262,468,000","243,753,000","208,958,000","167,047,000","115,517,000","88,981,000","67,539,000","59,153,000","42,408,000","32,059,000","30,478,000","23,082,000","17,925,188","9,608,467","4,500,000","2,000,000","1,400,000"
CostOfRevenue,"2,682,000,000","735,500,000","724,300,000","647,900,000","574,300,000","569,600,000","562,600,000","540,000,000","552,000,000","550,200,000","559,900,000","563,300,000","543,400,000","537,600,000","556,700,000","560,300,000","519,900,000","526,439,000","519,094,000","516,337,000","491,830,000","487,461,000","490,639,000","459,064,000","350,787,000","355,882,000","364,894,000","321,970,000","264,069,000","276,584,000","283,757,000","271,822,000","260,265,000","251,216,000","200,482,000","205,303,000","201,328,000","192,445,000","184,904,000","172,384,000","170,985,000","188,502,000","160,265,000","151,077,000","135,328,000","132,945,000","122,973,000","112,199,000","106,469,000","107,502,000","108,594,000","102,573,000","97,705,000","98,566,000","103,857,000","96,874,000","90,558,000","93,520,000","88,777,000","90,042,000","87,283,000","88,626,000","87,562,000","85,737,000","81,612,000","102,410,000","90,618,000","62,719,000","62,382,000","19,714,000","80,185,000","79,734,000","76,480,000","83,522,000","83,032,000","78,626,000","84,328,000","-79,488,000","177,258,000","172,784,000","192,183,000","232,643,000","219,567,000","197,431,000","198,401,000","179,571,000","145,136,000","119,659,000","79,708,000","56,332,000","40,505,000","33,850,000","25,170,000","19,225,000","16,692,000","14,338,000","11,494,495",,,,
GrossProfit,"6,674,900,000","1,709,700,000","1,730,000,000","1,651,000,000","1,584,200,000","1,552,900,000","1,450,300,000","1,373,000,000","1,441,100,000","1,373,500,000","1,393,700,000","1,326,300,000","1,270,000,000","1,594,300,000","1,228,800,000","1,220,600,000","1,221,900,000","1,178,023,000","1,161,672,000","1,146,097,000","1,124,408,000","1,052,088,000","1,024,206,000","983,163,000","938,260,000","924,159,000","873,016,000","852,405,000","815,121,000","769,730,000","754,431,000","759,635,000","723,824,000","690,753,000","607,398,000","603,527,000","601,400,000","575,929,000","528,431,000","525,350,000","525,532,000","464,697,000","470,138,000","446,158,000","427,367,000","414,697,000","390,349,000","357,738,000","347,965,000","340,471,000","335,511,000","320,785,000","310,973,000","309,758,000","305,411,000","296,854,000","291,626,000","284,592,000","278,808,000","268,381,000","265,191,000","249,020,000","245,905,000","240,126,000","238,797,000","205,215,000","174,128,000","125,341,000","121,973,000","108,607,000","119,003,000","113,238,000","109,699,000","107,999,000","103,842,000","99,596,000","92,833,000","90,429,000","89,349,000","84,597,000","78,164,000","79,916,000","76,629,000","65,537,000","64,067,000","64,182,000","63,822,000","47,388,000","35,809,000","32,649,000","27,034,000","25,303,000","17,238,000","12,834,000","13,786,000","8,744,000","6,430,693",,,,
OperatingExpense,"3,346,500,000","886,700,000","902,500,000","801,800,000","755,500,000","638,500,000","665,200,000","681,700,000","704,300,000","712,200,000","665,400,000","642,400,000","655,100,000","1,205,400,000","661,600,000","674,600,000","819,000,000","849,062,000","600,521,000","569,188,000","593,029,000","562,792,000","545,132,000","550,357,000","486,407,000","522,035,000","472,091,000","462,631,000","395,155,000","423,751,000","369,624,000","357,136,000","370,187,000","397,825,000","298,519,000","290,715,000","301,714,000","296,694,000","232,879,000","254,864,000","251,086,000","216,959,000","241,833,000","220,369,000","209,067,000","211,256,000","176,977,000","169,022,000","169,116,000","164,022,000","156,434,000","154,338,000","160,688,000","145,828,000","151,044,000","142,064,000","146,770,000","184,126,000","180,317,000","175,085,000","179,081,000","173,035,000","173,898,000","169,354,000","169,750,000","140,421,000","128,639,000","92,700,000","91,721,000","104,546,000","94,371,000","93,949,000","87,927,000","95,573,000","91,826,000","95,771,000","91,184,000","-143,114,000","375,073,000","108,735,000","98,708,000","131,701,000","127,987,000","112,920,000","102,871,000","94,119,000","84,726,000","74,373,000","59,617,000","43,968,000","37,366,000","35,439,000","26,509,000","21,135,000","18,963,000","23,494,000","6,343,272",,,,
	SellingGeneralAndAdministration,"811,600,000","215,900,000","205,900,000","207,200,000","182,600,000","199,300,000","176,000,000","188,600,000","217,800,000","179,600,000","187,900,000","164,800,000","198,100,000","195,800,000","177,900,000","157,900,000","204,900,000","171,606,000","148,626,000","153,994,000","165,674,000","138,844,000","132,135,000","138,881,000","135,973,000","143,874,000","115,327,000","116,826,000","123,861,000","129,540,000","109,354,000","98,952,000","110,533,000","117,161,000","98,128,000","100,209,000","101,591,000","91,171,000","81,459,000","76,848,000","79,584,000","73,895,000","76,476,000","72,321,000","66,132,000","65,365,000","57,295,000","53,582,000","53,527,000","46,337,000","47,865,000","49,861,000","57,631,000","44,962,000","44,719,000","41,784,000","48,909,000","46,747,000","49,030,000","42,063,000","48,643,000","44,017,000","42,384,000","36,610,000","34,975,000","12,674,000","11,887,000","6,443,000","6,973,000","7,077,000","6,861,000","6,651,000","6,879,000","6,761,000","6,493,000","5,962,000","6,035,000","5,405,000","5,641,000","6,474,000","6,829,000","7,591,000","7,353,000","6,407,000","5,127,000","5,001,000","3,442,000","3,084,000","3,431,000","2,741,000","2,255,000","2,300,000","1,840,000","2,069,000","1,720,000","13,541,000","541,220",,,,
		GeneralAndAdministrativeExpense,"811,600,000",,,,,,,,,,,,,,,,,"171,606,000","148,626,000","153,994,000","165,674,000","138,844,000","132,135,000","138,881,000","135,973,000","143,874,000","115,327,000","116,826,000","123,861,000","129,540,000","109,354,000","98,952,000","110,533,000","117,161,000","98,128,000","100,209,000","101,591,000","89,828,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"119,500,000",,,,,,,,,,,,,,,,,"22,077,000","24,463,000","25,738,000","36,222,000","19,686,000","20,226,000","21,907,000","28,079,000","18,286,000","18,345,000","24,045,000","29,861,000","18,445,000","18,269,000","18,835,000","24,604,000","14,983,000","15,058,000","17,055,000","21,042,000","12,329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"692,100,000",,,,,,,,,,,,,,,,,"149,529,000","124,163,000","128,256,000","129,452,000","119,158,000","111,909,000","116,974,000","107,894,000","125,588,000","96,982,000","92,781,000","94,000,000","111,095,000","91,085,000","80,117,000","85,929,000","102,178,000","83,070,000","83,154,000","80,549,000","77,499,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,003,000","613,000","1,232,000","1,185,000","1,030,000","2,449,000","1,592,000","1,736,000","2,557,000","2,745,000","4,022,000","5,311,000","4,196,000","988,000",,,,,,,,,,,,
