name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
BasicEPS,,"1.73","2.42","1.76","1.53","1.15","0.7","-0.12","-1.37","0.08","1.11","2.25","1.3","0.81","4.79","1.3","1.4","-0.11","1.23","1.23","1.14","1.15","1.23","2.35","1.04","0.92","2.6","0.76","1.47","1.16","1.62","0.99","0.88","0.86","0.94","0.81","0.66","0.66",,"0.46","0.6","0.61",,"0.81","0.67","0.6",,"0.73","0.67","0.37",,"-0.16","-7.07","-0.08",,"0.69","0.62","1.91",,"-2.75","0.56","0.57",,"0.6"
DilutedEPS,,"1.72","2.4","1.74","1.51","1.14","0.69","-0.12","-1.37","0.08","1.1","2.23","1.29","0.8","4.75","1.29","1.38","-0.11","1.22","1.22","1.13","1.14","1.22","2.32","1.03","0.91","2.57","0.75","1.45","1.14","1.59","0.97","0.87","0.84","0.92","0.8","0.65","0.65",,"0.46","0.6","0.61",,"0.8","0.67","0.59",,"0.72","0.66","0.37",,"-0.16","-7.07","-0.08",,"0.68","0.62","1.9",,"-2.75","0.56","0.57",,"0.6"
BasicAverageShares,,"327,000,000","328,000,000","330,000,000","331,000,000","331,000,000","330,000,000","330,000,000","334,000,000","335,000,000","336,000,000","337,000,000","338,000,000","342,000,000","347,000,000","349,000,000","351,000,000","352,000,000","353,000,000","355,000,000","356,000,000","356,000,000","355,000,000","357,000,000","364,000,000","385,000,000","400,000,000","406,000,000","407,000,000","407,000,000","409,000,000","409,000,000","410,000,000","411,000,000","413,000,000","415,000,000","420,000,000","422,000,000",,"428,000,000","427,000,000","425,000,000",,"437,000,000","443,000,000","444,000,000",,"451,000,000","457,000,000","459,000,000",,"458,000,000","458,000,000","459,000,000",,"478,000,000","486,000,000","496,000,000",,"497,000,000","497,000,000","497,000,000",,"497,000,000"
DilutedAverageShares,,"330,000,000","331,000,000","333,000,000","334,000,000","333,000,000","332,000,000","330,000,000","334,000,000","337,000,000","338,000,000","339,000,000","340,000,000","344,000,000","350,000,000","352,000,000","354,000,000","352,000,000","356,000,000","358,000,000","359,000,000","359,000,000","359,000,000","361,000,000","368,000,000","390,000,000","405,000,000","412,000,000","413,000,000","413,000,000","416,000,000","416,000,000","417,000,000","418,000,000","420,000,000","421,000,000","424,000,000","426,000,000",,"431,000,000","431,000,000","429,000,000",,"442,000,000","449,000,000","449,000,000",,"456,000,000","461,000,000","462,000,000",,"459,000,000","458,000,000","459,000,000",,"482,000,000","489,000,000","499,000,000",,"497,000,000","497,000,000","497,000,000",,"497,000,000"
TotalOperatingIncomeAsReported,"2,658,000,000","672,000,000","660,000,000","714,000,000","612,000,000","448,000,000","347,000,000","134,000,000","-415,000,000","471,000,000","444,000,000","520,000,000","530,000,000","484,000,000","568,000,000","558,000,000","624,000,000","581,000,000","552,000,000","536,000,000","473,000,000","486,000,000","517,000,000","452,000,000","535,000,000","398,000,000","407,000,000","469,000,000","448,000,000","477,000,000","521,000,000","535,000,000","510,000,000","479,000,000","465,000,000","439,000,000","359,000,000","293,000,000","401,000,000","371,000,000","385,000,000","378,000,000","465,000,000","471,000,000","405,000,000","400,000,000","382,000,000","467,000,000","398,000,000","269,000,000","176,000,000","64,000,000","-3,802,000,000","-21,000,000","236,000,000","537,000,000","501,000,000","478,000,000","443,000,000","-508,000,000","419,000,000","394,000,000","119,000,000","459,000,000"
TotalExpenses,"12,452,000,000","3,126,000,000","3,112,000,000","3,111,000,000","3,103,000,000","2,899,000,000","2,792,000,000","2,308,000,000","2,676,000,000","2,666,000,000","2,779,000,000","2,793,000,000","2,833,000,000","2,783,000,000","2,406,000,000","3,137,000,000","3,112,000,000","2,862,000,000","2,880,000,000","2,811,000,000","2,693,000,000","2,528,000,000","2,782,000,000","2,627,000,000","2,513,000,000","2,390,000,000","2,498,000,000","2,622,000,000","2,582,000,000","2,938,000,000","3,008,000,000","3,030,000,000","2,899,000,000","2,840,000,000","2,893,000,000","2,940,000,000","2,822,000,000","2,744,000,000","2,917,000,000","3,077,000,000","2,828,000,000","2,908,000,000","3,362,000,000","3,244,000,000","3,053,000,000","2,744,000,000","2,698,000,000","2,614,000,000","2,547,000,000","2,557,000,000","2,476,000,000","2,381,000,000","2,378,000,000","2,753,000,000","3,347,000,000","3,355,000,000","3,136,000,000","3,176,000,000","3,125,000,000","3,892,000,000","2,785,000,000","2,700,000,000","3,641,000,000","2,747,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,446,000,000","566,000,000","794,000,000","580,000,000","506,000,000","381,000,000","230,000,000","-41,000,000","-456,000,000","26,000,000","372,000,000","757,000,000","439,000,000","276,000,000","1,661,000,000","454,000,000","490,000,000","-40,000,000","434,000,000","435,000,000","405,000,000","409,000,000","437,000,000","839,000,000","380,000,000","353,000,000","1,040,000,000","309,000,000","599,000,000","472,000,000","663,000,000","403,000,000","362,000,000","353,000,000","387,000,000","335,000,000","277,000,000","277,000,000","396,000,000","199,000,000","257,000,000","260,000,000","326,000,000","355,000,000","299,000,000","265,000,000","297,000,000","330,000,000","304,000,000","172,000,000","-69,000,000","-74,000,000","-3,238,000,000","-37,000,000","202,000,000","330,000,000","301,000,000","949,000,000","256,000,000","-1,368,000,000","277,000,000","281,000,000","369,000,000","298,000,000"
NormalizedIncome,"2,546,000,763.359","583,760,000","827,580,000","596,656,000","522,367,000","510,334,000","407,964,391.691","-52,160,000","229,820,000","45,630,000","442,251,716.247","813,480,000","469,425,000","449,480,000","1,693,790,000","521,071,000","502,660,000","-16,800,000","448,800,000","449,180,000","461,632,000","448,384,000","473,640,081.8","814,400,000","301,306,358.382","362,167,539.267","183,400,000","372,013,303.769","356,078,048.78","505,150,000","694,900,000","416,727,799.228","380,016,000","360,155,601.66","450,662,971.175","386,682,352.941","347,088,757.396","342,050,000","415,550,000","283,908,045.977","285,662,952.646","268,150,289.017","377,787,330.317","370,737,819.026","305,417,112.299","298,984,293.194","256,187,500","302,823,157.895","260,285,714.286","213,462,809.917","20,811,764.706","78,387,096.774","33,651,199.166","15,500,000","305,911,392.405","331,007,984.032","324,373,417.722","388,035,922.33","298,910,411.622","-168,600,000","281,000,000","240,000,000","299,000,000","305,000,000"
InterestIncome,"16,000,000","2,000,000","3,000,000","3,000,000","8,000,000","3,000,000","2,000,000","2,000,000","5,000,000","6,000,000","6,000,000","4,000,000","4,000,000","5,000,000","4,000,000","3,000,000","4,000,000","4,000,000","6,000,000","3,000,000","6,000,000","5,000,000","7,000,000","2,000,000","4,000,000","6,000,000","4,000,000","4,000,000","4,000,000","5,000,000","6,000,000","4,000,000","4,000,000","5,000,000","4,000,000","4,000,000","5,000,000","4,000,000","5,000,000","6,000,000","7,000,000","5,000,000","6,000,000","5,000,000","6,000,000","5,000,000","6,000,000","4,000,000","6,000,000","4,000,000","4,000,000","4,000,000","3,000,000",,,,,,,,,,,
InterestExpense,"53,000,000","12,000,000","14,000,000","14,000,000","13,000,000","15,000,000","12,000,000","13,000,000","11,000,000","12,000,000","13,000,000","13,000,000","15,000,000","27,000,000","27,000,000","25,000,000","29,000,000","26,000,000","35,000,000","32,000,000","32,000,000","31,000,000","34,000,000","31,000,000","32,000,000","30,000,000","32,000,000","33,000,000","37,000,000","35,000,000","37,000,000","30,000,000","30,000,000","34,000,000","34,000,000","36,000,000","35,000,000","37,000,000","45,000,000","48,000,000","44,000,000","38,000,000","43,000,000","40,000,000","43,000,000","35,000,000","40,000,000","38,000,000","38,000,000","39,000,000","40,000,000","42,000,000","40,000,000",,,,,,,,,,,
NetInterestIncome,"-37,000,000","-10,000,000","-11,000,000","-11,000,000","-5,000,000","-12,000,000","-10,000,000","-11,000,000","-6,000,000","-6,000,000","-7,000,000","-9,000,000","-11,000,000","-22,000,000","-23,000,000","-22,000,000","-25,000,000","-22,000,000","-29,000,000","-29,000,000","-26,000,000","-26,000,000","-27,000,000","-29,000,000","-28,000,000","-24,000,000","-28,000,000","-29,000,000","-33,000,000","-30,000,000","-31,000,000","-26,000,000","-26,000,000","-29,000,000","-30,000,000","-32,000,000","-30,000,000","-33,000,000","-40,000,000","-42,000,000","-37,000,000","-33,000,000","-37,000,000","-35,000,000","-37,000,000","-30,000,000","-34,000,000","-34,000,000","-32,000,000","-35,000,000","-36,000,000","-38,000,000","-37,000,000",,,,,,,,,,,
EBIT,"2,673,000,000","689,000,000","641,000,000","719,000,000","624,000,000","450,000,000","349,000,000","140,000,000","-399,000,000","482,000,000","450,000,000","526,000,000","535,000,000","488,000,000","571,000,000","560,000,000","629,000,000","587,000,000","555,000,000","535,000,000","477,000,000","491,000,000","523,000,000","-197,000,000","551,000,000","412,000,000","420,000,000","484,000,000","447,000,000","412,000,000","533,000,000","548,000,000","530,000,000","516,000,000","485,000,000","461,000,000","373,000,000","71,000,000","425,000,000","396,000,000","403,000,000","384,000,000","485,000,000","471,000,000","417,000,000","417,000,000","440,000,000","513,000,000","479,000,000","281,000,000","125,000,000","73,000,000","-3,796,000,000","56,000,000","359,000,000","553,000,000","526,000,000","499,000,000","494,000,000","-480,000,000","419,000,000","394,000,000","119,000,000","459,000,000"
EBITDA,"3,453,000,000"
ReconciledCostOfRevenue,"10,248,000,000","2,588,000,000","2,555,000,000","2,577,000,000","2,528,000,000","2,376,000,000","2,292,000,000","1,841,000,000","2,166,000,000","2,138,000,000","2,248,000,000","2,279,000,000","2,294,000,000","2,233,000,000","1,891,000,000","2,547,000,000","2,502,000,000","2,303,000,000","2,317,000,000","2,229,000,000","2,119,000,000","1,998,000,000","2,228,000,000","2,099,000,000","1,990,000,000","1,888,000,000","2,016,000,000","2,070,000,000","2,031,000,000","2,295,000,000","2,377,000,000","2,376,000,000","2,258,000,000","2,209,000,000","2,276,000,000","2,317,000,000","2,213,000,000","2,145,000,000","2,300,000,000","2,481,000,000","2,228,000,000","2,326,000,000","2,679,000,000","2,604,000,000","2,428,000,000","2,179,000,000","2,144,000,000","2,099,000,000","1,999,000,000","2,051,000,000","2,007,000,000","1,921,000,000","2,016,000,000","2,255,000,000","2,795,000,000","2,911,000,000","2,692,000,000","2,758,000,000","2,708,000,000","2,550,000,000","2,372,000,000","2,279,000,000","2,827,000,000","2,361,000,000"
ReconciledDepreciation,"780,000,000","198,000,000","179,000,000","210,000,000","193,000,000","187,000,000","181,000,000","176,000,000","180,000,000","174,000,000","175,000,000","174,000,000","173,000,000","168,000,000","153,000,000","173,000,000","173,000,000","168,000,000","166,000,000","157,000,000","152,000,000","160,000,000","147,000,000","148,000,000","144,000,000","146,000,000","161,000,000","148,000,000","132,000,000","175,000,000","160,000,000","154,000,000","154,000,000","149,000,000","150,000,000","147,000,000","158,000,000","152,000,000","156,000,000","174,000,000","136,000,000","143,000,000","147,000,000","146,000,000","148,000,000","133,000,000","125,000,000","129,000,000","128,000,000","138,000,000","133,000,000","120,000,000","130,000,000","132,000,000","145,000,000","143,000,000","131,000,000","140,000,000","138,000,000","146,000,000","123,000,000","128,000,000","174,000,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"2,447,000,000","567,000,000","794,000,000","581,000,000","505,000,000","375,000,000","228,000,000","-58,000,000","-452,000,000","23,000,000","376,000,000","758,000,000","429,000,000","383,000,000","1,677,000,000","454,000,000","492,000,000","-39,000,000","429,000,000","432,000,000","406,000,000","406,000,000","437,000,000","791,000,000","389,000,000","324,000,000","136,000,000","351,000,000","316,000,000","472,000,000","665,000,000","405,000,000","364,000,000","355,000,000","387,000,000","332,000,000","278,000,000","279,000,000","398,000,000","260,000,000","267,000,000","252,000,000","326,000,000","355,000,000","299,000,000","268,000,000","253,000,000","330,000,000","304,000,000","172,000,000","-79,000,000","26,000,000","-3,243,000,000","-37,000,000","107,000,000","317,000,000","302,000,000","872,000,000","264,000,000","-933,000,000","281,000,000","240,000,000","299,000,000","305,000,000"
TotalUnusualItemsExcludingGoodwill,"-106,000,000","-20,000,000","-46,000,000","-19,000,000","-21,000,000","-157,000,000","-266,000,000","-8,000,000","-934,000,000","-31,000,000","-77,000,000","-76,000,000","-49,000,000","-80,000,000","-23,000,000","-79,000,000","-13,000,000","-37,000,000","-24,000,000","-20,000,000","-61,000,000","-48,000,000","-41,000,000","-39,000,000","117,000,000","-45,000,000","-79,000,000","-27,000,000","-52,000,000","-51,000,000","-46,000,000","-15,000,000","-22,000,000","-7,000,000","-74,000,000","-70,000,000","-84,000,000","-97,000,000","-27,000,000","-32,000,000","-25,000,000","-22,000,000","-70,000,000","-19,000,000","-8,000,000","-44,000,000","-5,000,000","39,000,000","63,000,000","-58,000,000","-101,000,000","-58,000,000","-3,877,000,000","-87,000,000","-291,000,000","-22,000,000","-35,000,000","571,000,000","-54,000,000","-1,176,000,000","0","0","0","0"
TotalUnusualItems,"-106,000,000","-20,000,000","-46,000,000","-19,000,000","-21,000,000","-157,000,000","-266,000,000","-8,000,000","-934,000,000","-31,000,000","-77,000,000","-76,000,000","-49,000,000","-80,000,000","-23,000,000","-79,000,000","-13,000,000","-37,000,000","-24,000,000","-20,000,000","-61,000,000","-48,000,000","-41,000,000","-39,000,000","117,000,000","-45,000,000","-79,000,000","-27,000,000","-52,000,000","-51,000,000","-46,000,000","-15,000,000","-22,000,000","-7,000,000","-74,000,000","-70,000,000","-84,000,000","-97,000,000","-27,000,000","-32,000,000","-25,000,000","-22,000,000","-70,000,000","-19,000,000","-8,000,000","-44,000,000","-5,000,000","39,000,000","63,000,000","-58,000,000","-101,000,000","-58,000,000","-3,877,000,000","-87,000,000","-291,000,000","-22,000,000","-35,000,000","571,000,000","-54,000,000","-1,176,000,000","0","0","0","0"
NormalizedEBITDA,"3,559,000,000","907,000,000","866,000,000","948,000,000","838,000,000","794,000,000","796,000,000","324,000,000","715,000,000","687,000,000","702,000,000","776,000,000","757,000,000","736,000,000","747,000,000","812,000,000","815,000,000","792,000,000","745,000,000","712,000,000","690,000,000","699,000,000","711,000,000","-10,000,000","578,000,000","603,000,000","660,000,000","659,000,000","631,000,000","638,000,000","739,000,000","717,000,000","706,000,000","672,000,000","709,000,000","678,000,000","615,000,000","320,000,000","608,000,000","602,000,000","564,000,000","549,000,000","702,000,000","636,000,000","573,000,000","594,000,000","570,000,000","603,000,000","544,000,000","477,000,000","359,000,000","251,000,000","211,000,000","275,000,000","795,000,000","718,000,000","692,000,000","68,000,000","686,000,000","842,000,000","542,000,000","522,000,000","293,000,000","459,000,000"
TaxRateForCalcs,"0.066","0.162","0.27","0.176","0.173","0.138","0.323","0.27","0.27","0.27","0.14","0.27","0.175","0.169","0.27","0.151","0.18","0.4","0.175","0.141","0.088","0.117","0.106","0.4","0.25","0.152","0.4","0.222","0.229","0.35","0.35","0.218","0.272","0.263","0.14","0.219","0.178","0.35","0.35","0.253","0.253","0.266","0.26","0.172","0.198","0.296","0.363","0.303","0.306","0.285","0.012","0.097","0.155","0.397","0.316","0.363","0.361","0.152","0.354","0.35","0.248","0.309","0.4","0.25"
TaxEffectOfUnusualItems,"-6,999,236.641","-3,240,000","-12,420,000","-3,344,000","-3,633,000","-21,666,000","-86,035,608.309","-2,160,000","-252,180,000","-8,370,000","-10,748,283.753","-20,520,000","-8,575,000","-13,520,000","-6,210,000","-11,929,000","-2,340,000","-14,800,000","-4,200,000","-2,820,000","-5,368,000","-5,616,000","-4,359,918.2","-15,600,000","29,306,358.382","-6,832,460.733","-31,600,000","-5,986,696.231","-11,921,951.22","-17,850,000","-16,100,000","-3,272,200.772","-5,984,000","-1,844,398.34","-10,337,028.825","-15,317,647.059","-14,911,242.604","-33,950,000","-9,450,000","-8,091,954.023","-6,337,047.354","-5,849,710.983","-18,212,669.683","-3,262,180.974","-1,582,887.701","-13,015,706.806","-1,812,500","11,823,157.895","19,285,714.286","-16,537,190.083","-1,188,235.294","-5,612,903.226","-600,348,800.834","-34,500,000","-92,088,607.595","-7,992,015.968","-12,626,582.278","87,035,922.33","-19,089,588.378","-411,600,000","0","0","0","0"
