name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"5,886,000,000","1,467,000,000","1,357,000,000","1,412,000,000","1,652,000,000","1,462,000,000","1,414,000,000","1,398,000,000","1,353,000,000","1,065,000,000","1,096,000,000","1,061,000,000","1,039,000,000","1,136,000,000","964,000,000","1,027,000,000","1,151,000,000","1,024,000,000","969,000,000","1,000,000,000","971,000,000","973,000,000","929,000,000","897,000,000","905,000,000","865,000,000","871,000,000","807,000,000","858,000,000","920,000,000","818,000,000","865,000,000","898,000,000","849,000,000","805,000,000","814,000,000","744,000,000","752,000,000","743,000,000","823,000,000","801,000,000","837,000,000","946,000,000","838,000,000","817,000,000","806,000,000","751,000,000","876,000,000","764,000,000","816,000,000","810,000,000","889,000,000","895,000,000","1,023,009,000","990,380,000","821,478,000","813,826,000","664,486,000","651,961,000","558,201,000","561,947,000","447,440,000","402,859,000","411,032,000","396,239,000","259,575,000","220,465,000","219,686,000","180,193,000","168,054,000","123,970,000","120,013,000","128,404,000","127,777,000","144,786,000","151,395,000","165,887,000","212,369,000","187,194,000","205,262,000","211,293,000","215,451,000","197,708,000","221,306,000","222,767,000","211,472,000","202,720,000","211,504,000","207,015,000"
	OperatingRevenue,"5,859,000,000","1,466,000,000","1,355,000,000","1,412,000,000","1,652,000,000","1,462,000,000","1,414,000,000","1,398,000,000","1,353,000,000","1,065,000,000","1,096,000,000","1,061,000,000","1,039,000,000","1,136,000,000","964,000,000","1,021,000,000","1,151,000,000","1,024,000,000","969,000,000","1,000,000,000","971,000,000","973,000,000","929,000,000","897,000,000","905,000,000","865,000,000","871,000,000","807,000,000","858,000,000","920,000,000","818,000,000","865,000,000","898,000,000","849,000,000","805,000,000","814,000,000","744,000,000","752,000,000","743,000,000","823,000,000","801,000,000","837,000,000","946,000,000","838,000,000","817,000,000","806,000,000","751,000,000","876,000,000","764,000,000","816,000,000","810,000,000","889,000,000","895,000,000","1,023,009,000","990,380,000","821,478,000","813,826,000","664,486,000","651,961,000","558,201,000","561,947,000","447,851,000","402,779,000","411,032,000","396,239,000","259,575,000","220,465,000","219,686,000","180,193,000","168,054,000","123,970,000","120,013,000","128,404,000","121,246,000","144,786,000","151,395,000","165,887,000","212,369,000","187,194,000","205,262,000","211,293,000","215,451,000","197,708,000","221,306,000","222,767,000","211,472,000","202,720,000","211,504,000","207,015,000"
CostOfRevenue,"3,404,000,000","819,000,000","749,000,000","797,000,000","1,040,000,000","878,000,000","897,000,000","888,000,000","847,000,000","608,000,000","639,000,000","607,000,000","580,000,000","670,000,000","528,000,000","585,000,000","682,000,000","570,000,000","531,000,000","561,000,000","549,000,000","554,000,000","512,000,000","502,000,000","523,000,000","478,000,000","492,000,000","433,000,000","498,000,000","551,000,000","457,000,000","487,000,000","527,000,000","474,000,000","449,000,000","489,000,000","443,000,000","787,000,000","334,000,000","399,000,000","390,000,000","416,000,000","508,000,000","422,000,000","402,000,000","405,000,000","379,000,000","486,000,000","404,000,000","447,000,000","461,000,000","522,000,000","526,000,000","620,454,000","591,342,000","441,325,000","535,494,000","452,936,000","442,017,000","359,521,000","369,880,000","264,390,000","231,709,000","239,881,000","234,221,000","120,947,000","89,821,000","89,225,000","53,915,000","46,668,000","9,177,000",,,,,,,,,,,,,,,,,,
GrossProfit,"2,482,000,000","648,000,000","608,000,000","615,000,000","612,000,000","584,000,000","517,000,000","510,000,000","506,000,000","457,000,000","457,000,000","454,000,000","459,000,000","466,000,000","436,000,000","442,000,000","469,000,000","454,000,000","438,000,000","439,000,000","422,000,000","419,000,000","417,000,000","395,000,000","382,000,000","387,000,000","379,000,000","374,000,000","360,000,000","369,000,000","361,000,000","378,000,000","371,000,000","375,000,000","356,000,000","325,000,000","301,000,000","-35,000,000","409,000,000","424,000,000","411,000,000","421,000,000","438,000,000","416,000,000","415,000,000","401,000,000","372,000,000","390,000,000","360,000,000","369,000,000","349,000,000","367,000,000","369,000,000","402,555,000","399,038,000","380,153,000","278,332,000","211,550,000","209,944,000","198,680,000","192,067,000","183,050,000","171,150,000","171,151,000","162,018,000","138,628,000","130,644,000","130,461,000","126,278,000","121,386,000","114,793,000",,,,,,,,,,,,,,,,,,
OperatingExpense,"923,000,000","287,000,000","239,000,000","206,000,000","192,000,000","233,000,000","179,000,000","178,000,000","212,000,000","183,000,000","191,000,000","193,000,000","175,000,000","211,000,000","184,000,000","183,000,000","186,000,000","187,000,000","171,000,000","184,000,000","168,000,000","186,000,000","172,000,000","153,000,000","145,000,000","127,000,000","136,000,000","152,000,000","183,000,000","161,000,000","149,000,000","173,000,000","159,000,000","166,000,000","154,000,000","141,000,000","132,000,000","-221,000,000","232,000,000","231,000,000","229,000,000","261,000,000","240,000,000","229,000,000","229,000,000","250,000,000","197,000,000","201,000,000","239,000,000","217,000,000","203,000,000","195,000,000","186,000,000","205,772,000","225,507,000","219,627,000","143,852,000","110,036,000","126,096,000","99,744,000","110,703,000","114,959,000","103,291,000","134,821,000","120,207,000","105,408,000","99,282,000","104,138,000","103,520,000","121,404,000","123,759,000","111,450,000","119,800,000","78,016,000","190,349,000","146,640,000","144,352,000","212,378,000","161,720,000","190,292,000","172,592,000","688,568,000","190,954,000","188,573,000","180,673,000","546,494,000","161,843,000","139,753,000","131,224,000"
	SellingGeneralAndAdministration,"645,000,000","206,000,000","172,000,000","138,000,000","129,000,000","180,000,000","128,000,000","128,000,000","164,000,000","136,000,000","144,000,000","145,000,000","127,000,000","160,000,000","131,000,000","130,000,000","133,000,000","139,000,000","124,000,000","137,000,000","123,000,000","141,000,000","126,000,000","112,000,000","107,000,000","91,000,000","102,000,000","118,000,000","149,000,000","128,000,000","115,000,000","138,000,000","124,000,000","132,000,000","121,000,000","113,000,000","105,000,000","-248,000,000","206,000,000","206,000,000","203,000,000","233,000,000","212,000,000","203,000,000","202,000,000","222,000,000","172,000,000","176,000,000","214,000,000","191,000,000","176,000,000","168,000,000","162,000,000","178,923,000","197,636,000","197,434,000","127,940,000","100,442,000","116,434,000","89,948,000","100,864,000","130,164,000","80,412,000","104,245,000","87,541,000","74,719,000","75,144,000","78,764,000","74,955,000","88,770,000","93,768,000","83,176,000","100,184,000","77,781,000","98,062,000","123,346,000","118,844,000","147,119,000","125,357,000","150,289,000","147,289,000",,"5,948,000","4,947,000","6,702,000",,"9,161,000","5,615,000","17,258,000"
		GeneralAndAdministrativeExpense,"588,000,000","181,000,000","160,000,000","129,000,000","119,000,000","161,000,000","121,000,000","124,000,000","155,000,000","126,000,000","136,000,000","135,000,000","117,000,000","150,000,000","124,000,000","120,000,000","124,000,000","130,000,000","117,000,000","129,000,000","116,000,000","133,000,000","118,000,000","104,000,000","101,000,000","83,000,000","96,000,000","112,000,000","142,000,000","119,000,000","110,000,000","129,000,000","116,000,000","124,000,000","114,000,000","105,000,000","98,000,000","-254,000,000","200,000,000","200,000,000","197,000,000","224,000,000","208,000,000","198,000,000","197,000,000","216,000,000","167,000,000","171,000,000","210,000,000","183,000,000","173,000,000","165,000,000","160,000,000","173,235,000","190,569,000","193,474,000","126,042,000","92,867,000","112,288,000","85,721,000","95,989,000","121,980,000","76,925,000","100,425,000","82,510,000","70,525,000","73,674,000","76,738,000","73,609,000","84,976,000","90,949,000","79,639,000","97,544,000","72,872,000","94,267,000","117,839,000","113,541,000","134,167,000","119,236,000","146,073,000","143,467,000",,,,,,,,
			SalariesAndWages,,,,,,,,"189,000,000","195,000,000","189,000,000","175,000,000","169,000,000","175,000,000","178,000,000","164,000,000","173,000,000","197,000,000","182,000,000","169,000,000","163,000,000","161,000,000","180,000,000","168,000,000","164,000,000","152,000,000","149,000,000","150,000,000","144,000,000","147,000,000","149,000,000","136,000,000","145,000,000","158,000,000","145,000,000","150,000,000","126,000,000","117,000,000","116,000,000","113,000,000","113,000,000","112,000,000","113,000,000","118,000,000","115,000,000","112,000,000","111,000,000","102,000,000","104,000,000","99,000,000","110,000,000","99,000,000","105,000,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,322,000","46,713,000","39,096,000",,"29,807,000","33,528,000","28,594,000"
			RentAndLandingFees,"109,000,000","28,000,000","27,000,000","26,000,000","28,000,000","27,000,000","29,000,000","26,000,000","25,000,000","25,000,000","24,000,000","24,000,000","24,000,000","23,000,000","23,000,000","23,000,000","25,000,000","26,000,000","23,000,000","23,000,000","23,000,000","24,000,000","23,000,000","19,000,000","20,000,000","22,000,000","22,000,000","21,000,000","21,000,000","35,000,000","26,000,000","24,000,000","25,000,000","27,000,000","26,000,000","23,000,000","22,000,000","25,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"479,000,000","153,000,000","133,000,000","103,000,000","91,000,000","134,000,000","92,000,000","98,000,000","130,000,000","101,000,000","112,000,000","111,000,000","93,000,000","127,000,000","101,000,000","97,000,000","99,000,000","104,000,000","94,000,000","106,000,000","93,000,000","109,000,000","95,000,000","85,000,000","81,000,000","61,000,000","74,000,000","91,000,000","121,000,000","84,000,000","84,000,000","105,000,000","91,000,000","97,000,000","88,000,000","82,000,000","76,000,000","-9,000,000","87,000,000","87,000,000","85,000,000","111,000,000","90,000,000","83,000,000","85,000,000","105,000,000","65,000,000","67,000,000","111,000,000","73,000,000","74,000,000","60,000,000","63,000,000","173,235,000","190,569,000","193,474,000","126,042,000","92,867,000","112,288,000","85,721,000","95,989,000","121,980,000","76,925,000","100,425,000","82,510,000","70,525,000","73,674,000","76,738,000","73,609,000","84,976,000","90,949,000","79,639,000","97,544,000","72,872,000","94,267,000","117,839,000","113,541,000","134,167,000","119,236,000","146,073,000","143,467,000",,"-45,322,000","-46,713,000","-39,096,000",,"-29,807,000","-33,528,000","-28,594,000"
