name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalRevenue,"30,793,000,000","8,298,000,000","7,668,000,000","7,584,000,000","7,243,000,000","7,272,000,000","6,855,000,000","6,377,000,000","6,739,000,000","7,080,000,000","7,000,000,000","7,204,000,000","6,944,000,000","5,816,000,000","3,024,000,000","3,061,000,000","2,999,000,000","2,953,000,000","2,922,000,000","2,834,000,000","2,728,000,000","2,644,000,000","2,716,000,000","2,665,000,000","2,509,000,000","2,595,000,000","2,686,000,000","2,738,000,000","2,757,000,000","2,990,000,000","3,144,000,000","3,113,000,000","3,026,000,000","3,010,000,000","3,013,000,000","3,014,000,000","2,888,000,000","2,799,000,000","2,774,000,000","2,811,000,000","2,840,000,000","2,796,000,000","2,896,000,000","2,858,000,000","2,702,000,000","2,623,000,000","2,538,000,000","2,527,000,000","2,428,000,000","2,407,000,000","2,288,000,000","2,138,000,000","2,123,000,000","2,403,000,000","2,852,000,000","2,878,000,000","2,663,000,000","2,523,000,000","2,372,000,000","2,332,000,000","2,175,000,000","2,123,000,000","2,099,000,000","2,076,000,000","2,026,000,000","2,020,000,000","1,890,000,000","1,919,000,000","1,827,000,000","1,786,000,000","1,674,000,000","1,603,000,000","1,531,000,000","1,461,000,000","1,414,000,000","1,401,000,000","1,337,000,000","1,297,000,000","1,292,000,000","1,307,000,000","1,232,000,000","1,238,000,000","1,271,000,000","1,314,000,000","1,335,000,000","1,273,000,000","1,275,000,000","1,265,000,000","1,230,000,000","1,203,000,000","1,169,000,000","1,149,000,000","1,118,000,000","1,197,000,000","1,201,000,000","1,234,000,000","1,201,000,000","1,209,000,000","1,190,000,000","1,178,000,000","1,158,000,000","1,151,000,000","1,115,000,000","1,093,000,000","1,090,000,000","807,000,000","795,000,000","788,000,000","756,000,000","722,000,000","733,000,000","645,000,000","611,000,000","613,000,000","608,000,000","623,000,000","594,000,000","637,000,000","652,000,000","662,000,000","653,000,000","617,000,000","625,000,000","614,000,000","613,000,000"
	OperatingRevenue,"30,793,000,000","8,298,000,000","7,668,000,000","7,584,000,000","7,243,000,000","7,272,000,000","6,855,000,000","6,377,000,000","6,739,000,000","7,080,000,000","7,000,000,000","7,204,000,000","6,944,000,000","5,816,000,000","3,024,000,000","3,061,000,000","2,999,000,000","2,953,000,000","2,922,000,000","2,834,000,000","2,728,000,000","2,644,000,000","2,716,000,000","2,665,000,000","2,509,000,000","2,595,000,000","2,686,000,000","2,738,000,000","2,757,000,000","2,990,000,000","3,144,000,000","3,113,000,000","3,026,000,000","3,010,000,000","3,013,000,000","3,014,000,000","2,888,000,000","2,799,000,000","2,774,000,000","2,811,000,000","2,840,000,000","2,796,000,000","2,896,000,000","2,858,000,000","2,702,000,000","2,623,000,000","2,538,000,000","2,527,000,000","2,428,000,000","2,407,000,000","2,288,000,000","2,138,000,000","2,123,000,000","2,403,000,000","2,852,000,000","2,878,000,000","2,663,000,000","2,523,000,000","2,372,000,000","2,332,000,000","2,175,000,000","2,123,000,000","2,099,000,000","2,076,000,000","2,026,000,000","2,020,000,000","1,890,000,000","1,919,000,000","1,827,000,000","1,786,000,000","1,674,000,000","1,603,000,000","1,531,000,000","1,461,000,000","1,414,000,000","1,401,000,000","1,337,000,000","1,297,000,000","1,292,000,000","1,307,000,000","1,232,000,000","1,238,000,000","1,271,000,000","1,314,000,000","1,335,000,000","1,273,000,000","1,275,000,000","1,265,000,000","1,230,000,000","1,203,000,000","1,169,000,000","1,149,000,000","1,118,000,000","1,197,000,000","1,201,000,000","1,234,000,000","1,201,000,000","1,209,000,000","1,190,000,000","1,178,000,000","1,158,000,000","1,151,000,000","1,115,000,000","1,093,000,000","1,090,000,000","807,000,000","795,000,000","788,000,000","756,000,000","722,000,000","733,000,000","645,000,000","611,000,000","613,000,000","608,000,000","623,000,000","594,000,000","637,000,000","652,000,000","662,000,000","653,000,000","617,000,000","625,000,000","614,000,000","613,000,000"
CostOfRevenue,"17,543,000,000","4,927,000,000","4,368,000,000","4,194,000,000","4,054,000,000","4,086,000,000","3,835,000,000","3,619,000,000","3,843,000,000","4,187,000,000","4,061,000,000","4,280,000,000","4,116,000,000","3,970,000,000","1,714,000,000","1,723,000,000","1,677,000,000","1,660,000,000","1,652,000,000","1,598,000,000","1,545,000,000","1,478,000,000","1,533,000,000","1,468,000,000","1,381,000,000","1,426,000,000","1,488,000,000","1,516,000,000","1,530,000,000","1,689,000,000","1,780,000,000","1,767,000,000","1,726,000,000","1,699,000,000","1,697,000,000","1,710,000,000","1,638,000,000","1,583,000,000","1,595,000,000","1,602,000,000","1,616,000,000","1,598,000,000","1,684,000,000","1,640,000,000","1,536,000,000","1,492,000,000","1,444,000,000","1,437,000,000","1,381,000,000","1,370,000,000","1,277,000,000","1,190,000,000","1,195,000,000","1,418,000,000","1,734,000,000","1,748,000,000","1,595,000,000","1,493,000,000","1,394,000,000","1,388,000,000","1,282,000,000","1,264,000,000","1,259,000,000","1,238,000,000","1,207,000,000","1,221,000,000","1,144,000,000","1,167,000,000","1,109,000,000","1,094,000,000","1,019,000,000","966,000,000","908,000,000","859,000,000","832,000,000","833,000,000","804,000,000","747,000,000","749,000,000","755,000,000","699,000,000","715,000,000","752,000,000","784,000,000","809,000,000","816,000,000","776,000,000","761,000,000","722,000,000","716,000,000","691,000,000","673,000,000","652,000,000","702,000,000","697,000,000","711,000,000","697,000,000","719,000,000","699,000,000","681,000,000","665,000,000","667,000,000","637,000,000","631,000,000","629,000,000","460,000,000","456,000,000","439,000,000","422,000,000","401,000,000","400,000,000","364,000,000","342,000,000","348,000,000","351,000,000","351,000,000","337,000,000","371,000,000","367,000,000","361,000,000",,,,,
GrossProfit,"13,250,000,000","3,371,000,000","3,300,000,000","3,390,000,000","3,189,000,000","3,186,000,000","3,020,000,000","2,758,000,000","2,896,000,000","2,893,000,000","2,939,000,000","2,924,000,000","2,828,000,000","1,846,000,000","1,310,000,000","1,338,000,000","1,322,000,000","1,293,000,000","1,270,000,000","1,236,000,000","1,183,000,000","1,166,000,000","1,183,000,000","1,197,000,000","1,128,000,000","1,169,000,000","1,198,000,000","1,222,000,000","1,227,000,000","1,301,000,000","1,364,000,000","1,346,000,000","1,300,000,000","1,311,000,000","1,316,000,000","1,304,000,000","1,250,000,000","1,216,000,000","1,179,000,000","1,209,000,000","1,224,000,000","1,198,000,000","1,212,000,000","1,218,000,000","1,166,000,000","1,131,000,000","1,094,000,000","1,090,000,000","1,047,000,000","1,037,000,000","1,011,000,000","948,000,000","928,000,000","985,000,000","1,118,000,000","1,130,000,000","1,068,000,000","1,030,000,000","978,000,000","944,000,000","893,000,000","859,000,000","840,000,000","838,000,000","819,000,000","799,000,000","746,000,000","752,000,000","718,000,000","692,000,000","655,000,000","637,000,000","623,000,000","602,000,000","582,000,000","568,000,000","533,000,000","550,000,000","543,000,000","552,000,000","533,000,000","523,000,000","519,000,000","530,000,000","526,000,000","457,000,000","499,000,000","504,000,000","508,000,000","487,000,000","478,000,000","476,000,000","466,000,000","495,000,000","504,000,000","523,000,000","504,000,000","490,000,000","491,000,000","497,000,000","493,000,000","484,000,000","478,000,000","462,000,000","461,000,000","347,000,000","339,000,000","349,000,000","334,000,000","321,000,000","333,000,000","281,000,000","269,000,000","265,000,000","257,000,000","272,000,000","257,000,000","266,000,000","285,000,000","301,000,000",,,,,
OperatingExpense,"7,967,000,000","1,960,000,000","1,992,000,000","2,027,000,000","1,988,000,000","2,032,000,000","1,974,000,000","1,918,000,000","2,047,000,000","2,055,000,000","1,989,000,000","2,124,000,000","2,148,000,000","1,662,000,000","623,000,000","642,000,000","645,000,000","647,000,000","625,000,000","623,000,000","589,000,000","580,000,000","597,000,000","613,000,000","569,000,000","573,000,000","580,000,000","598,000,000","600,000,000","635,000,000","653,000,000","652,000,000","634,000,000","645,000,000","641,000,000","643,000,000","627,000,000","488,000,000","665,000,000","591,000,000","625,000,000","596,000,000","590,000,000","586,000,000","573,000,000","523,000,000","547,000,000","543,000,000","566,000,000","505,000,000","511,000,000","479,000,000","478,000,000","654,000,000","574,000,000","587,000,000","586,000,000","546,000,000","518,000,000","505,000,000","490,000,000","466,000,000","448,000,000","456,000,000","467,000,000","454,000,000","429,000,000","430,000,000","409,000,000","403,000,000","375,000,000","363,000,000","363,000,000","358,000,000","342,000,000","345,000,000","318,000,000","323,000,000","308,000,000","308,000,000","316,000,000","315,000,000","371,000,000","310,000,000","302,000,000","400,000,000","281,000,000","285,000,000","295,000,000","276,000,000","270,000,000","275,000,000","312,000,000","305,000,000","279,000,000","296,000,000","290,000,000","283,000,000","280,000,000","284,000,000","286,000,000","296,000,000","295,000,000","291,000,000","298,000,000","221,000,000","206,000,000","209,000,000","200,000,000","205,000,000","191,000,000","174,000,000","170,000,000","181,000,000","173,000,000","181,000,000","177,000,000","195,000,000","178,000,000","178,000,000",,,,,
	SellingGeneralAndAdministration,"3,189,000,000","787,000,000","793,000,000","822,000,000","787,000,000","802,000,000","770,000,000","760,000,000","861,000,000","844,000,000","850,000,000","884,000,000","879,000,000","718,000,000","294,000,000","307,000,000","310,000,000","316,000,000","304,000,000","308,000,000","279,000,000","272,000,000","291,000,000","308,000,000","274,000,000","275,000,000","281,000,000","297,000,000","299,000,000","320,000,000","327,000,000","335,000,000","326,000,000","332,000,000","336,000,000","344,000,000","337,000,000","319,000,000","306,000,000","310,000,000","335,000,000","315,000,000","307,000,000","309,000,000","308,000,000","301,000,000","299,000,000","302,000,000","294,000,000","274,000,000","284,000,000","265,000,000","265,000,000","295,000,000","341,000,000","341,000,000","335,000,000","314,000,000","294,000,000","296,000,000","286,000,000","270,000,000","272,000,000","271,000,000","273,000,000","252,000,000","243,000,000","247,000,000","245,000,000","240,000,000","218,000,000","207,000,000","204,000,000","198,000,000","191,000,000","192,000,000","185,000,000","189,000,000","187,000,000","191,000,000","184,000,000","175,000,000","180,000,000","176,000,000","168,000,000","193,000,000","161,000,000","162,000,000","167,000,000","161,000,000","155,000,000","170,000,000","155,000,000","159,000,000","153,000,000","165,000,000","167,000,000","168,000,000","162,000,000","165,000,000","167,000,000","170,000,000","170,000,000","168,000,000","180,000,000","136,000,000","121,000,000","123,000,000","116,000,000","121,000,000","105,000,000","93,000,000","90,000,000","115,000,000","108,000,000","116,000,000","111,000,000","128,000,000","115,000,000","114,000,000",,,,,
		GeneralAndAdministrativeExpense,"1,847,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,000,000","265,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"1,847,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,000,000","265,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"1,342,000,000"
