name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
	ResearchAndDevelopment,"143,000,000","38,000,000","36,000,000","34,000,000","35,000,000","38,000,000","36,000,000","34,000,000","44,000,000","49,000,000","44,000,000","45,000,000","46,000,000","42,000,000","23,000,000","24,000,000","24,000,000","24,000,000","23,000,000","23,000,000","23,000,000","23,000,000","22,000,000","24,000,000","23,000,000","23,000,000","23,000,000","23,000,000","24,000,000","24,000,000","25,000,000","24,000,000","23,000,000","26,000,000","24,000,000","24,000,000","24,000,000","25,000,000","24,000,000","25,000,000","24,000,000","23,000,000","22,000,000","23,000,000","22,000,000","23,000,000","19,000,000","19,000,000","18,000,000","18,000,000","20,000,000","18,000,000","18,000,000","25,000,000","24,000,000","24,000,000","24,000,000","26,000,000","24,000,000","24,000,000","24,000,000","23,000,000","21,000,000","22,000,000","21,000,000","22,000,000","19,000,000","19,000,000","20,000,000","20,000,000","19,000,000","19,000,000","19,000,000","21,000,000","18,000,000","19,000,000","17,000,000","20,000,000","16,000,000","16,000,000","17,000,000","18,000,000","16,000,000","16,000,000","16,000,000","16,000,000","17,000,000","16,000,000","16,000,000","18,000,000","16,000,000","17,000,000","16,000,000","17,000,000","18,000,000","18,000,000","19,000,000","21,000,000","19,000,000","20,000,000","19,000,000","19,000,000","18,000,000","18,000,000","17,000,000","17,000,000","15,000,000","15,000,000","14,000,000","16,000,000","16,000,000","13,000,000","13,000,000",,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"4,635,000,000","1,135,000,000","1,163,000,000","1,171,000,000","1,166,000,000","1,192,000,000","1,168,000,000","1,124,000,000","1,142,000,000","1,162,000,000","1,095,000,000","1,195,000,000","1,223,000,000","902,000,000","306,000,000","311,000,000","311,000,000","307,000,000","298,000,000","292,000,000","287,000,000","285,000,000","284,000,000","281,000,000","272,000,000","275,000,000","276,000,000","278,000,000","277,000,000","291,000,000","301,000,000","293,000,000","285,000,000","287,000,000","281,000,000","275,000,000","266,000,000","254,000,000","248,000,000","247,000,000","252,000,000","249,000,000","256,000,000","254,000,000","244,000,000","240,000,000","227,000,000","230,000,000","228,000,000","223,000,000","217,000,000","207,000,000","199,000,000","206,000,000","218,000,000","216,000,000","210,000,000","207,000,000","196,000,000","189,000,000","182,000,000","178,000,000","173,000,000","174,000,000","171,000,000","175,000,000","165,000,000","163,000,000","162,000,000","154,000,000","145,000,000","140,000,000","139,000,000","135,000,000","133,000,000","127,000,000","122,000,000","122,000,000","120,000,000","120,000,000","121,000,000","125,000,000","127,000,000","125,000,000","122,000,000","118,000,000","117,000,000","118,000,000","118,000,000","110,000,000","111,000,000","111,000,000","113,000,000","115,000,000","118,000,000","119,000,000","115,000,000","113,000,000","111,000,000","110,000,000","110,000,000","107,000,000","107,000,000","105,000,000","101,000,000","68,000,000","70,000,000","71,000,000","70,000,000","68,000,000","70,000,000","68,000,000","67,000,000","66,000,000","65,000,000","65,000,000","66,000,000","67,000,000","63,000,000","64,000,000",,,,,
		DepreciationAndAmortizationInIncomeStatement,"4,635,000,000","1,135,000,000","1,163,000,000","1,171,000,000","1,166,000,000","1,192,000,000","1,168,000,000","1,124,000,000","1,142,000,000","1,162,000,000","1,095,000,000","1,195,000,000","1,223,000,000","902,000,000","306,000,000","311,000,000","311,000,000","307,000,000","298,000,000","292,000,000","287,000,000","285,000,000","284,000,000","281,000,000","272,000,000","275,000,000","276,000,000","278,000,000","277,000,000","291,000,000","301,000,000","293,000,000","285,000,000","287,000,000","281,000,000","275,000,000","266,000,000","254,000,000","248,000,000","247,000,000","252,000,000","249,000,000","256,000,000","254,000,000","244,000,000","240,000,000","227,000,000","230,000,000","228,000,000","223,000,000","217,000,000","207,000,000","199,000,000","206,000,000","218,000,000","216,000,000","210,000,000","207,000,000","196,000,000","189,000,000","182,000,000","178,000,000","173,000,000","174,000,000","171,000,000","175,000,000","165,000,000","163,000,000","162,000,000","154,000,000","145,000,000","140,000,000","139,000,000","135,000,000","133,000,000","127,000,000","122,000,000","122,000,000","120,000,000","120,000,000","121,000,000","125,000,000","127,000,000","125,000,000","122,000,000","118,000,000","117,000,000","118,000,000","118,000,000","110,000,000","111,000,000","111,000,000","113,000,000","115,000,000","118,000,000","119,000,000","115,000,000","113,000,000","111,000,000","110,000,000","110,000,000","107,000,000","107,000,000","105,000,000","101,000,000","68,000,000","70,000,000","71,000,000","70,000,000","68,000,000","70,000,000","68,000,000","67,000,000","66,000,000","65,000,000","65,000,000","66,000,000","67,000,000","63,000,000","64,000,000",,,,,
			DepreciationIncomeStatement,"3,912,000,000"
			Amortization,"723,000,000"
				AmortizationOfIntangiblesIncomeStatement,"723,000,000"
	OtherOperatingExpenses,,,,,,,,,"131,000,000","212,000,000","125,000,000","141,000,000",,,,,,,,,,"0","100,000,000",,,"0","26,000,000","146,000,000",,,,,,,,,,"-45,000,000","87,000,000","9,000,000","14,000,000","9,000,000","5,000,000",,"-1,000,000","-41,000,000","2,000,000","-8,000,000","26,000,000","-10,000,000","-10,000,000","-11,000,000","-4,000,000","128,000,000","-9,000,000","6,000,000","17,000,000","-1,000,000","4,000,000","-4,000,000","-2,000,000","-5,000,000","-18,000,000","-11,000,000","2,000,000","5,000,000","2,000,000","1,000,000","-18,000,000","-11,000,000","-7,000,000","-3,000,000","1,000,000","4,000,000",,"7,000,000","-6,000,000","-8,000,000","-15,000,000","-19,000,000","-6,000,000","-3,000,000","48,000,000","-7,000,000","-4,000,000","73,000,000","-14,000,000","-11,000,000","-6,000,000","-13,000,000","-12,000,000","-23,000,000","28,000,000","14,000,000","-10,000,000","-6,000,000","-11,000,000","-19,000,000","-12,000,000","-11,000,000","-10,000,000",,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"5,283,000,000","1,411,000,000","1,308,000,000","1,363,000,000","1,201,000,000","1,154,000,000","1,046,000,000","840,000,000","849,000,000","838,000,000","950,000,000","800,000,000","680,000,000","184,000,000","687,000,000","696,000,000","677,000,000","646,000,000","645,000,000","613,000,000","594,000,000","586,000,000","586,000,000","584,000,000","559,000,000","596,000,000","618,000,000","624,000,000","627,000,000","666,000,000","711,000,000","694,000,000","666,000,000","666,000,000","675,000,000","661,000,000","623,000,000","728,000,000","514,000,000","618,000,000","599,000,000","602,000,000","622,000,000","632,000,000","593,000,000","608,000,000","547,000,000","547,000,000","481,000,000","532,000,000","500,000,000","469,000,000","450,000,000","331,000,000","544,000,000","543,000,000","482,000,000","484,000,000","460,000,000","439,000,000","403,000,000","393,000,000","392,000,000","382,000,000","352,000,000","345,000,000","317,000,000","322,000,000","309,000,000","289,000,000","280,000,000","274,000,000","260,000,000","244,000,000","240,000,000","223,000,000","215,000,000","227,000,000","235,000,000","244,000,000","217,000,000","208,000,000","148,000,000","220,000,000","224,000,000","57,000,000","218,000,000","219,000,000","213,000,000","211,000,000","208,000,000","201,000,000","154,000,000","190,000,000","225,000,000","227,000,000","214,000,000","207,000,000","211,000,000","213,000,000","207,000,000","188,000,000","183,000,000","171,000,000","163,000,000","126,000,000","133,000,000","140,000,000","134,000,000","116,000,000","142,000,000","107,000,000","99,000,000","84,000,000","84,000,000","91,000,000","80,000,000","71,000,000","107,000,000","123,000,000","653,000,000","-1,476,000,000","625,000,000","614,000,000","613,000,000"
NetNonOperatingInterestIncomeExpense,"-77,000,000","-31,000,000","-8,000,000","-18,000,000","-20,000,000","-35,000,000","-38,000,000","-18,000,000","-24,000,000","-8,000,000","3,000,000","-10,000,000","-23,000,000","-72,000,000","-40,000,000","-44,000,000","-46,000,000","-41,000,000","-41,000,000","-38,000,000","-41,000,000","-38,000,000","-43,000,000","-44,000,000","-65,000,000","-42,000,000","-35,000,000","-40,000,000","-44,000,000","-79,000,000","-45,000,000","-43,000,000","-46,000,000","-56,000,000","-41,000,000","-41,000,000","-40,000,000","-35,000,000","-36,000,000","-33,000,000","-37,000,000","-38,000,000","-36,000,000","-36,000,000","-35,000,000","-28,000,000","-29,000,000","-29,000,000","-32,000,000","-33,000,000","-32,000,000","-33,000,000","-35,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"40,000,000"
	InterestExpenseNonOperating,"170,000,000","124,000,000","8,000,000","18,000,000","20,000,000","175,000,000","38,000,000","18,000,000","24,000,000","216,000,000","-3,000,000","10,000,000","23,000,000","72,000,000","40,000,000","44,000,000","46,000,000","41,000,000","41,000,000","38,000,000","41,000,000","38,000,000","43,000,000","44,000,000","65,000,000","42,000,000","35,000,000","40,000,000","44,000,000","79,000,000","45,000,000","43,000,000","46,000,000","60,000,000","41,000,000","41,000,000","40,000,000","50,000,000","36,000,000","33,000,000","37,000,000","38,000,000","36,000,000","36,000,000","35,000,000","28,000,000","29,000,000","29,000,000","32,000,000","33,000,000","32,000,000","33,000,000","35,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"-53,000,000",,,,,,,,,"-126,000,000","-3,000,000","10,000,000","23,000,000",,"40,000,000","44,000,000","46,000,000","41,000,000","41,000,000","38,000,000","41,000,000","38,000,000","43,000,000","44,000,000","65,000,000","42,000,000","35,000,000","40,000,000","44,000,000","79,000,000","45,000,000","43,000,000","46,000,000","-126,000,000","41,000,000","41,000,000","40,000,000","35,000,000",,,,,,,,,"-29,000,000",,,,"32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-107,000,000","-25,000,000","29,000,000","-172,000,000","61,000,000","-79,000,000","-36,000,000","-204,000,000","-71,000,000","-158,000,000","48,000,000","-107,000,000","-86,000,000","3,066,000,000","-24,000,000","-9,000,000","-26,000,000","-10,000,000","-19,000,000","-9,000,000","-12,000,000","13,000,000","-89,000,000","4,000,000","-5,000,000","28,000,000","-24,000,000","-144,000,000","-4,000,000","-141,000,000",,"3,000,000","9,000,000","28,000,000","-5,000,000","4,000,000","-23,000,000","-2,000,000",,,,,,"-5,000,000",,,,,,"0","-306,000,000","6,000,000",,"-137,000,000","20,000,000","2,000,000","-8,000,000","14,000,000","4,000,000","9,000,000","6,000,000","9,000,000","19,000,000","14,000,000","2,000,000","-1,000,000","2,000,000","4,000,000","22,000,000","12,000,000","10,000,000","7,000,000","4,000,000","-1,000,000","3,000,000","-4,000,000","9,000,000","11,000,000","17,000,000","21,000,000","8,000,000","6,000,000","-46,000,000","9,000,000","6,000,000","-71,000,000","17,000,000","14,000,000","8,000,000","17,000,000","14,000,000","26,000,000","31,000,000","-10,000,000","12,000,000","7,000,000","15,000,000","21,000,000","16,000,000","14,000,000","12,000,000","11,000,000","10,000,000","8,000,000","-79,000,000","12,000,000","4,000,000","1,000,000",,"6,000,000","-15,000,000","1,000,000","-2,000,000",,"1,000,000",,"-1,000,000","-70,000,000","-20,000,000","-29,000,000",,,,,
	GainOnSaleOfSecurity,"-29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-138,000,000",,,,"3,000,000","-9,000,000",,"-23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000",,"8,000,000","11,000,000","8,000,000","9,000,000","13,000,000","4,000,000","5,000,000","4,000,000","4,000,000","1,000,000","3,000,000","2,000,000","4,000,000","2,000,000","5,000,000","4,000,000","1,000,000","3,000,000","4,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000",,,,,,"2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","2,000,000","4,000,000","2,000,000","3,000,000","2,000,000","4,000,000","2,000,000","1,000,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
