name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
			NetIncomeContinuousOperations,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","229,004,000","4,414,000","125,331,000","121,600,000","141,003,000","95,250,000","76,106,000","92,187,000","106,873,000","63,496,000","67,983,000","86,142,000","109,795,000","76,099,000","64,536,000","82,392,000","84,248,000","55,043,000","49,132,000","66,496,000","63,838,000","32,563,000","53,357,000","56,505,000","57,289,000","41,565,000","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","20,198,000","22,201,000","26,457,000","28,200,000","21,091,278","18,440,221","20,245,368","15,245,698","8,844,713","7,326,726","5,798,648","5,078,149","2,183,281","1,226,314","2,093,835","1,977,184","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","200,000","500,000","600,000",,"-100,000","100,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,000,000","-600,000","100,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
DilutedNIAvailtoComStockholders,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","229,004,000","4,414,000","125,331,000","121,600,000","141,003,000","95,250,000","76,106,000","92,187,000","106,873,000","63,496,000","67,983,000","86,142,000","109,795,000","76,099,000","64,536,000","82,392,000","84,248,000","55,043,000","49,132,000","66,496,000","63,838,000","32,563,000","53,357,000","56,505,000","57,289,000","41,565,000","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","20,198,000","22,201,000","26,457,000","28,200,000","21,091,278","18,440,221","20,245,368","15,245,698","8,844,713","7,326,726","5,798,648","5,078,149","2,183,281","1,226,314","2,093,835","1,977,184","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","200,000","500,000","600,000",,"-100,000","100,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,000,000","-600,000","100,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
BasicEPS,,"0.61","0.64","0.76","0.6","0.89","0.66","0.59","0.52","0.47","0.55","0.54","0.48","0.43","0.48","0.48","0.38","0.36","0.39","0.39","0.31","0.3","0.337","0.307","0.27","0.227","0.283","0.43","0.213","0.25","0.243","0.28","0.19","0.153","0.183","0.213","0.127","0.133","0.163","0.207","0.147",,"0.157","0.158","0.103",,"0.125","0.12","0.062",,"0.105","0.105","0.077",,"0.095","0.09","0.052",,"0.083","0.072","0.037",,"0.048","0.052","0.039",,"0.038","0.029","0.017",,"0.011","0.01","0.004",,"0.004","0.004","0.001",,"0.003","0.003","0.001",,"0.003","0.002","0.001",,"0.003","0.004","0.001",,"0.003","0.003","0.002",,"0.003","0.002","0.002",,"0.001","0.001","0",,"0","0.001","0",,"-0","-0","-0.001",,"-0.001","0","0",,"0.001","0","0",,"0","-0","-0",,,,,"-0.001",,"0","0","0"
DilutedEPS,,"0.6","0.63","0.75","0.59","0.88","0.65","0.59","0.52","0.47","0.55","0.53","0.48","0.43","0.48","0.48","0.38","0.35","0.38","0.39","0.31","0.3","0.33","0.3","0.263","0.223","0.28","0.42","0.207","0.24","0.233","0.27","0.183","0.147","0.177","0.207","0.123","0.13","0.157","0.197","0.137",,"0.147","0.15","0.098",,"0.12","0.115","0.058",,"0.1","0.1","0.073",,"0.09","0.085","0.048",,"0.077","0.065","0.035",,"0.045","0.047","0.035",,"0.035","0.026","0.015",,"0.01","0.009","0.004",,"0.004","0.004","0.001",,"0.003","0.003","0.001",,"0.003","0.002","0.001",,"0.003","0.003","0.001",,"0.003","0.003","0.002",,"0.002","0.002","0.001",,"0.001","0.001","0",,"0","0.001","0",,"-0","-0","-0.001",,"-0.001","0","0",,"0.001","0","0",,"0","-0","-0",,,,,"-0.001",,"0","0","0"
BasicAverageShares,,"529,193,000","528,997,000","528,653,000","528,195,000","527,986,000","527,637,000","526,911,000","536,061,000","537,403,000","544,469,000","544,156,000","542,768,000","550,324,000","552,694,000","559,867,000","566,000,000","564,500,000","567,878,000","567,910,000","571,578,000","568,975,000","571,137,000","602,937,000","608,838,000","608,448,000","615,153,000","530,955,000","509,613,000","503,025,000","502,038,000","501,294,000","500,739,000","501,786,000","502,371,000","499,341,000","496,575,000","506,538,000","525,078,000","528,558,000","524,496,000",,"527,856,000","530,850,000","533,574,000",,"530,214,000","531,522,000","530,082,000",,"540,924,000","542,598,000","542,598,000",,"554,022,000","557,466,000","559,884,000",,"549,432,000","540,708,000","540,354,000",,"543,054,000","539,472,000","544,705,368",,"530,878,776","526,833,696","524,914,032",,"519,175,536","504,992,640","500,868,960",,"492,183,264","492,153,744","489,112,656",,"482,544,144","482,544,144","482,442,864",,"482,160,144","482,160,144","480,477,840",,"477,000,432","477,196,848","479,935,536",,"480,000,000","480,000,000","480,000,000",,"440,000,000","436,363,636","420,000,000",,"480,000,000","480,000,000","437,904,000",,"480,000,000","480,000,000","437,904,000",,"411,428,571","480,000,000","480,000,000",,"480,000,000","240,000,000","480,000,000",,"480,000,000","480,000,000","480,000,000",,"480,000,000","480,000,000","480,000,000",,"346,176,000","346,176,000","346,176,000","68,571,429",,"152,496,000","152,496,000","152,496,000"
DilutedAverageShares,,"535,747,000","535,915,000","535,557,000","534,982,000","534,199,000","533,263,000","531,191,000","540,518,000","541,245,000","548,422,000","548,218,000","548,273,000","556,666,000","559,955,000","566,352,000","574,129,000","575,036,000","578,368,000","578,020,000","582,032,000","580,519,000","583,293,000","614,904,000","620,724,000","617,394,000","624,282,000","544,251,000","521,334,000","524,796,000","522,810,000","521,892,000","521,223,000","520,104,000","521,844,000","520,050,000","517,677,000","528,336,000","551,697,000","558,852,000","555,786,000",,"559,920,000","561,624,000","561,744,000",,"557,190,000","557,814,000","558,186,000",,"568,098,000","571,896,000","571,896,000",,"581,496,000","587,976,000","594,042,000",,"593,370,000","590,730,000","589,806,000",,"593,034,000","595,734,000","603,712,416",,"584,024,208","585,245,712","578,919,984",,"568,454,592","560,750,880","550,254,384",,"516,279,456","501,796,032","500,925,744",,"498,716,160","496,217,328","496,307,136",,"495,488,448","494,031,168","494,721,552",,"502,447,776","497,644,896","503,133,120",,"480,000,000","480,000,000","480,000,000",,"480,000,000","480,000,000","480,000,000",,"480,000,000","480,000,000","437,904,000",,"480,000,000","480,000,000","437,904,000",,"411,428,571","480,000,000","480,000,000",,"480,000,000","240,000,000","480,000,000",,"480,000,000","480,000,000","480,000,000",,"480,000,000","480,000,000","480,000,000",,"346,176,000","346,176,000","346,176,000","68,571,429",,"152,496,000","152,496,000","152,496,000"
TotalOperatingIncomeAsReported,"1,797,467,000","412,880,000","444,464,000","525,975,000","414,146,000","402,301,000","458,601,000","407,264,000","364,988,000","317,045,000","395,443,000","378,990,000","311,461,000","306,511,000","339,573,000","357,621,000","279,915,000","267,112,000","317,372,000","350,041,000","264,262,000","251,728,000","290,375,000","288,523,000","254,713,000","228,448,000","291,438,000","366,139,000","7,629,000","192,921,000","189,907,000","215,813,000","148,863,000","134,756,000","151,429,000","179,427,000","107,306,000","113,881,000","140,685,000","169,773,000","126,285,000","103,397,000","132,090,000","132,482,000","88,455,000","79,797,000","107,555,000","109,676,000","50,785,000","85,834,000","92,915,000","92,783,000","65,777,000","-39,218,000","81,792,000","78,190,000","42,828,000","64,274,000","73,380,000","61,423,000","31,910,000","35,656,000","42,342,000","45,752,000","34,829,039","29,789,407","33,575,255","25,354,838","14,723,500","11,912,718","9,924,831","8,404,166","3,644,487","1,862,770","3,528,389","3,337,718","1,097,218","148,869","2,186,128","2,192,495","765,441","642,095","2,189,354","1,975,321","7,506,238","596,864","2,319,533","2,816,064","1,167,889","1,200,000","2,200,000","2,300,000","1,600,000","1,200,000","1,800,000","1,600,000","1,300,000","100,000","700,000","800,000","100,000","-100,000","300,000","500,000","100,000","-600,000",,,"-400,000","-1,300,000","-500,000","300,000","300,000","0","400,000","600,000","300,000","400,000","200,000","-100,000",,,,,,,,,,
TotalExpenses,"3,743,885,000","1,012,164,000","966,093,000","935,959,000","829,670,000","793,982,000","787,761,000","686,632,000","697,109,000","700,161,000","738,134,000","725,055,000","634,530,000","617,719,000","676,587,000","658,252,000","571,006,000","543,243,000","592,104,000","557,027,000","477,884,000","502,037,000","497,579,000","538,965,000","425,473,000","416,985,000","465,181,000","489,053,000","619,162,000","412,645,000","446,065,000","471,386,000","387,266,000","406,093,000","438,993,000","451,507,000","376,917,000","357,636,000","401,255,000","422,867,000","328,320,000","306,560,000","342,619,000","329,663,000","267,964,000","238,868,000","273,911,000","256,025,000","187,325,000","205,080,000","215,014,000","207,467,000","178,429,000","293,590,000","203,194,000","204,054,000","169,350,000","182,365,000","173,831,000","183,340,000","133,943,000","115,688,000","136,305,000","110,285,000","84,917,219","68,220,312","71,846,199","60,085,717","45,290,772","38,424,614","42,716,646","37,659,377","27,654,296","24,702,852","29,762,699","25,071,420","20,989,130","20,055,055","24,799,128","24,072,293","17,826,953","20,973,680","23,990,715","23,739,750","11,164,904","17,789,444","20,382,091","19,850,711","14,810,113","16,200,000","18,300,000","16,800,000","13,600,000","10,900,000","14,800,000","12,400,000","10,000,000","10,900,000","12,700,000","10,700,000","7,000,000","7,100,000","10,500,000","9,900,000","7,300,000","7,500,000","12,100,000","9,600,000","5,800,000","7,000,000","9,100,000","8,300,000","5,700,000","5,900,000","6,500,000","5,800,000","4,200,000","5,000,000","4,000,000","200,000",,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","229,004,000","4,414,000","125,331,000","121,600,000","141,003,000","95,250,000","76,106,000","92,187,000","106,873,000","63,496,000","67,983,000","86,142,000","109,795,000","76,099,000","64,536,000","82,392,000","84,248,000","55,043,000","49,132,000","66,496,000","63,838,000","32,563,000","53,357,000","56,505,000","57,289,000","41,565,000","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","20,198,000","22,201,000","26,457,000","28,200,000","21,091,278","18,440,221","20,245,368","15,245,698","8,844,713","7,326,726","5,798,648","5,078,149","2,183,281","1,226,314","2,093,835","1,977,184","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","200,000","500,000","600,000",,"-100,000","100,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,000,000","-600,000","100,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
NormalizedIncome,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","127,762,310","4,414,000","125,332,306.137","121,616,744","141,010,836","95,250,639","76,083,900","92,160,072","106,832,938","61,948,258","67,859,917.452","86,006,600.717","109,816,349.19","75,861,023.486","64,487,843.413","82,893,655.196","84,470,112.748","54,858,812.216","49,067,034.903","66,946,247.204","64,301,450","32,200,706.67","51,959,247.812","56,713,339.191","57,289,000","43,890,521.469","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","19,276,174.782","22,201,000","26,457,000","27,672,580.645","20,670,120.6","18,440,221","20,051,296.8","15,093,372.4","8,774,202.2","7,326,726","5,803,510.4","5,083,250.295","2,189,658.038","1,226,314","2,099,437.2","1,986,017.8","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","140,000","560,000","660,000",,"-100,000","160,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,240,000","-600,000","40,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
InterestIncome,,,,,,,,,"872,000","4,188,000","3,121,000","2,973,000","2,742,000","4,384,000","2,988,000","476,000","1,805,000","733,000","3,996,000","-2,551,000","658,000",,"-1,037,000","-222,000","608,000","1,039,000","-3,362,000","-1,015,000","1,233,000","-1,008,000","-1,012,000","190,000","155,000","-3,047,000","-750,000","-3,468,000","-4,473,000","-2,511,000",,,,,,"624,000","4,000",,,,,,,,,,"2,111,000",,,,,"1,752,000",,"1,040,000",,,,,,,,,,,,,,,,,,"759",,,,,,"1,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,970",,,,,,"213,093",,,,,,,,,"100,000",,,,,,,,"100,000",,,,,,,,,,,,,,"100,000",,,,,,,,,,,,,
NetInterestIncome,,,"-2,290,000","872,000","-759,000","-1,505,000","-4,568,000","-1,796,000","872,000","4,188,000","3,121,000","2,973,000","2,742,000","4,384,000","2,988,000","476,000","1,805,000","733,000","3,996,000","-2,551,000","658,000",,"-1,037,000","-222,000","608,000","1,039,000","-3,362,000","-1,015,000","1,233,000","-1,008,000","-1,012,000","190,000","155,000","-3,047,000","-750,000","-3,468,000","-4,473,000","-2,511,000","331,000","-27,000","-50,000","1,055,000","-63,000","624,000","4,000","263,000","541,000","1,034,000","410,000",,"183,000","401,000","1,016,000",,"2,111,000",,,,,"1,752,000",,"1,040,000",,,,,,,,,,,,,,,,,,"-56,211",,,,,,"-211,646",,,,,,,,,"-100,000",,,,,,,,"-100,000",,,,,,,,,,,,,,"-100,000",,,,,,,,,,,,,
EBIT,"1,797,467,000","412,880,000","444,464,000","525,975,000","414,146,000","402,301,000","458,601,000","407,264,000","364,988,000","317,045,000","395,443,000","378,990,000","311,461,000","306,511,000","339,573,000","357,621,000","279,915,000","267,112,000","317,372,000","350,041,000","264,262,000","251,728,000","290,375,000","288,523,000","254,713,000","228,448,000","291,438,000","204,669,000","7,629,000","192,921,000","189,907,000","215,813,000","148,863,000","134,756,000","151,429,000","179,427,000","107,306,000","113,881,000","140,685,000","169,773,000","126,285,000","103,397,000","132,090,000","132,482,000","88,455,000","79,797,000","107,555,000","109,676,000","50,785,000","85,834,000","92,915,000","92,783,000","65,777,000","-39,218,000","81,792,000","78,190,000","42,828,000","64,274,000","73,380,000","61,423,000","31,910,000","35,656,000","42,342,000","45,752,000","34,829,039","29,789,407","33,575,255","25,354,838","14,723,500","11,912,718","9,924,831","8,404,166","3,644,487","1,862,770","3,528,389","3,337,718","1,097,218","148,869","2,186,128","2,192,495","765,441","642,095","2,189,354","1,975,321","7,603,892","596,864","2,319,533","2,816,064","1,167,889","1,200,000","2,200,000","2,300,000","1,600,000","1,200,000","1,800,000","1,600,000","1,300,000","100,000","700,000","800,000","100,000","-100,000","300,000","500,000","100,000","-600,000","0","0","-400,000","-1,300,000","-500,000","300,000","300,000","0","400,000","600,000","300,000","400,000","200,000","-100,000","100,000","-100,000","100,000","100,000","100,000","100,000","-100,000","100,000","100,000","100,000"
EBITDA,"1,847,622,000"
ReconciledCostOfRevenue,"2,432,839,000","657,464,000","621,399,000","625,096,000","528,881,000","505,598,000","509,831,000","434,427,000","424,901,000","406,438,000","460,575,000","442,762,000","372,459,000","372,028,000","408,501,000","395,615,000","335,664,000","306,745,000","339,767,000","323,571,000","261,272,000","255,652,000","284,979,000","309,674,000","257,088,000","242,072,000","291,143,000","299,214,000","257,834,000","273,783,000","294,052,000","307,911,000","249,311,000","263,688,000","282,952,000","294,672,000","232,184,000","227,629,000","268,348,000","285,632,000","213,436,000","195,713,000","224,402,000","217,924,000","170,882,000","154,255,000","183,540,000","172,351,000","113,556,000","135,638,000","142,897,000","138,421,000","114,027,000","115,947,000","135,550,000","136,031,000","107,459,000","120,897,000","118,829,000","116,510,000","80,216,000","70,922,000","86,463,000","75,047,000","56,748,386","45,761,373","49,805,004","40,266,222","29,501,401","25,127,405","28,637,828","25,135,723","17,203,381","15,657,874","19,855,890","16,818,421","13,660,786","13,148,811","17,184,307","16,312,241","11,663,416","12,247,939","14,421,196","13,928,796","10,420,817","10,067,365","11,626,741","11,909,617","8,728,292","9,700,000","11,000,000","10,200,000","7,700,000","6,000,000","8,600,000","7,000,000","5,600,000","6,100,000","7,900,000","6,700,000","4,200,000","4,200,000","6,400,000","6,300,000","4,500,000","4,700,000","7,800,000","6,000,000","3,100,000","3,100,000","4,800,000","4,600,000","3,300,000","3,800,000","3,700,000","3,600,000","2,400,000","2,600,000","2,500,000",,,,,,,,,,,
ReconciledDepreciation,"50,155,000","9,439,000","13,227,000","13,712,000","13,777,000","15,094,000","13,822,000","15,511,000","16,546,000","16,971,000","15,399,000","17,574,000","14,870,000","14,510,000","14,284,000","14,194,000","13,991,000","13,783,000","12,329,000","11,592,000","11,183,000","10,971,000","10,545,000","10,305,000","9,024,000","9,103,000","8,508,000","6,779,000","6,470,000","6,527,000","6,129,000","6,542,000","6,453,000","6,318,000","6,107,000","5,277,000","5,060,000","5,298,000","5,171,000","5,125,000","4,968,000","4,893,000","4,496,000","4,102,000","3,593,000","3,290,000","3,012,000","2,820,000","2,654,000","1,922,000","1,694,000","1,190,000","1,101,000","871,000","1,035,000","822,000","744,000","654,000","583,000","503,000","444,000","438,000","446,000","382,117","327,883","331,319","288,789","261,093","197,799","233,903","213,719","188,160","207,677","193,267","163,692","152,969","136,157","148,660","136,513","131,606","131,673","241,971","245,639","235,451","220,886","230,263","179,195","147,868","128,409","200,000","200,000","100,000","100,000","100,000","200,000","100,000","100,000","200,000","100,000","200,000","100,000","100,000","200,000","100,000","200,000","100,000","200,000","200,000","200,000","200,000","200,000","100,000",,"100,000","200,000","100,000","200,000",,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","229,004,000","4,414,000","125,331,000","121,600,000","141,003,000","95,250,000","76,106,000","92,187,000","106,873,000","63,496,000","67,983,000","86,142,000","109,795,000","76,099,000","64,536,000","82,392,000","84,248,000","55,043,000","49,132,000","66,496,000","63,838,000","32,563,000","53,357,000","56,505,000","57,289,000","41,565,000","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","20,198,000","22,201,000","26,457,000","28,200,000","21,091,278","18,440,221","20,245,368","15,245,698","8,844,713","7,326,726","5,798,648","5,078,149","2,183,281","1,226,314","2,093,835","1,977,184","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","200,000","500,000","600,000",,"-100,000","100,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,000,000","-600,000","100,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","161,470,000",,"-2,000","-26,000","-12,000","-1,000","34,000","44,000","66,000","2,571,000","202,000","222,000","-33,000","396,000","78,000","-799,000","-350,000","297,000","106,000","-727,000","-713,000","576,000","2,266,000","-342,000","0","-3,539,000",,,,,,,,"1,526,000",,,"872,000","701,929",,"323,452","253,876","117,518",,"-8,104","-8,434","-10,614",,"-9,337","-14,723",,,,,,,,,,,,,,,,,,,,,,"100,000","-100,000","-100,000",,,"-100,000",,,,,,,"400,000",,"100,000",,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","161,470,000",,"-2,000","-26,000","-12,000","-1,000","34,000","44,000","66,000","2,571,000","202,000","222,000","-33,000","396,000","78,000","-799,000","-350,000","297,000","106,000","-727,000","-713,000","576,000","2,266,000","-342,000","0","-3,539,000",,,,,,,,"1,526,000",,,"872,000","701,929",,"323,452","253,876","117,518",,"-8,104","-8,434","-10,614",,"-9,337","-14,723",,,,,,,,,,,,,,,,,,,,,,"100,000","-100,000","-100,000",,,"-100,000",,,,,,,"400,000",,"100,000",,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"1,847,622,000","422,319,000","457,691,000","539,687,000","427,923,000","417,395,000","472,423,000","422,775,000","381,534,000","334,016,000","410,842,000","396,564,000","326,331,000","321,021,000","353,857,000","371,815,000","293,906,000","280,895,000","329,701,000","361,633,000","275,445,000","262,699,000","300,920,000","298,828,000","263,737,000","237,551,000","299,946,000","49,978,000","14,099,000","199,450,000","196,062,000","222,367,000","155,317,000","141,040,000","157,492,000","184,638,000","109,795,000","118,977,000","145,634,000","174,931,000","130,857,000","108,212,000","137,385,000","136,934,000","91,751,000","82,981,000","111,294,000","113,209,000","52,863,000","85,490,000","94,951,000","93,973,000","70,417,000","-38,347,000","82,827,000","79,012,000","43,572,000","64,928,000","73,963,000","61,926,000","30,828,000","36,094,000","42,788,000","45,262,117","34,454,993","30,120,726","33,540,592","25,362,055","14,803,781","12,146,621","10,146,654","8,600,760","3,862,778","2,056,037","3,701,418","3,505,410","1,233,375","297,529","2,322,641","2,324,101","897,114","884,066","2,434,993","2,210,772","7,824,778","827,127","2,498,728","2,963,932","1,296,298","1,400,000","2,400,000","2,400,000","1,700,000","1,300,000","2,000,000","1,700,000","1,400,000","200,000","900,000","1,100,000","200,000","0","600,000","600,000","300,000","-500,000","200,000","200,000","-200,000","-1,500,000","-300,000","300,000","300,000","100,000","600,000","700,000","500,000","400,000","200,000","-100,000","100,000","-100,000","100,000","100,000","100,000","100,000","-100,000","100,000","100,000","100,000"
TaxRateForCalcs,"0.235","0.233","0.237","0.234","0.238","0.27","0.234","0.232","0.238","0.206","0.25","0.234","0.168","0.231","0.218","0.246","0.233","0.248","0.319","0.359","0.328","0.299","0.338","0.361","0.358","0.395","0.394","0.373","0.4","0.347","0.356","0.347","0.361","0.35","0.388","0.393","0.398","0.391","0.39","0.353","0.399","0.383","0.372","0.365","0.38","0.387","0.381","0.35","0.371","0.383","0.391","0.385","0.343","0.38","0.375","0.38","0.38","0.333","0.394","0.394","0.396","0.395","0.39","0.395","0.4","0.394","0.4","0.4","0.4","0.389","0.4","0.395","0.399","0.338","0.4","0.4","0.4","0.257","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.392","0.4","0.4","0.385","0.4","0.4","0.4","0.4","0.353","0.333","0.4","0.4","0.4","0.4",,"0.4","0.4","0.4",,"0.4","0.4","0.4","0.4","0.4","0.143","0.4","0.4","0","0.2","0.4","0.4",,"0.4","0.4","0.4",,,,,"0.4",,,,
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60,228,310","0","-693.863","-9,256","-4,164","-361","11,900","17,072","25,938","1,023,258","78,917.452","86,600.717","-11,650.81","158,023.486","29,843.413","-297,344.804","-127,887.252","112,812.216","41,034.903","-276,752.796","-249,550","213,706.67","868,247.812","-133,660.809","0","-1,213,478.531","0","0","0","0","0","0","0","604,174.782","0","0","344,580.645","280,771.6","0","129,380.8","101,550.4","47,007.2","0","-3,241.6","-3,332.705","-4,236.962","0","-3,734.8","-5,889.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40,000","-40,000","-40,000",,"0","-40,000","0",,"0","0","0","0","160,000","0","40,000","0","0","0","0","0",,"0","0","0",,,,,"0",,,,
