name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
BasicEPS,,"19.23","7.1","1.42","5.64","3.67","0.93","0.73","2.36","4.2","0.58","1.06","2.21","2.91","0.34","0.44","1.62","1.85","-0.4","0.24","2.51","0.25","-0.23","0.52","1.76","-0.35","1.722","1.033","3.099","1.139","-0.106","0.689","3.629","1.007","-0.397","1.589","3.364","-12.318","0.397","1.642","3.417","0.609","5.563","1.298","0.53",,"1.007","1.377","3.205",,"1.245","1.377","3.073",,"0.662","0.742","3.099",,"1.245","1.457","2.94",,"1.51","1.219","2.358",,"0.821","1.934","1.166",,"1.272","1.616","2.49",,"1.722","1.404","2.093",,"0.556","-0.132","1.219",,"-1.457","0.344","0.821"
DilutedEPS,,"19.19","6.99","1.41","5.63","3.66","0.93","0.72","2.34","4.18","0.58","1.06","2.2","2.89","0.33","0.44","1.61","1.84","-0.4","0.24","2.5","0.25","-0.23","0.51","1.75","-0.35","1.695","1.007","3.046","1.113","-0.106","0.689","3.576","0.98","-0.397","1.563","3.285","-12.318","0.397","1.616","3.391","0.609","5.536","1.272","0.53",,"0.98","1.377","3.179",,"1.245","1.377","3.073",,"0.662","0.715","3.073",,"1.219","1.43","2.914",,"1.483","1.192","2.331",,"0.795","1.907","1.139",,"1.192","1.51","2.305",,"1.563","1.245","1.828",,"0.503","-0.132","1.139",,"-1.457","0.318","0.795"
BasicAverageShares,,"125,000,000","129,000,000","130,000,000","130,000,000","130,000,000","130,000,000","129,000,000","130,000,000","129,000,000","130,000,000","130,000,000","130,000,000","130,000,000","131,000,000","132,000,000","133,000,000","133,000,000","134,000,000","136,000,000","137,000,000","137,000,000","138,000,000","139,000,000","135,000,000","68,000,018","67,950,180","67,950,180","67,572,679","66,817,677","67,195,178","67,572,679","67,572,679","67,195,178","66,817,677","66,062,675","65,307,673","65,307,673","65,307,673","65,307,673","65,685,174","65,685,174","64,175,170","64,930,172","64,552,671",,"64,175,170","64,175,170","63,797,669",,"63,420,168","63,420,168","63,042,667",,"53,605,142","53,227,641","53,605,142",,"53,982,643","53,605,142","57,380,152",,"59,267,657","59,267,657","59,267,657",,"60,400,160","61,532,663","61,532,663",,"59,267,657","59,645,158","59,645,158",,"57,757,653","57,380,152","56,247,649",,"55,492,647","55,492,647","55,492,647",,"55,115,146","48,320,128","46,810,124"
DilutedAverageShares,,"125,000,000","129,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","131,000,000","132,000,000","133,000,000","133,000,000","133,000,000","134,000,000","137,000,000","138,000,000","138,000,000","138,000,000","140,000,000","136,000,000","68,000,018","68,705,182","68,705,182","68,705,182","67,950,180","67,195,178","68,705,182","68,705,182","68,705,182","66,817,677","67,195,178","66,440,176","65,307,673","66,062,675","66,440,176","66,440,176","66,440,176","64,552,671","66,440,176","65,685,174",,"64,552,671","64,552,671","64,175,170",,"63,797,669","63,420,168","63,042,667",,"53,605,142","53,605,142","53,982,643",,"54,737,645","54,737,645","58,135,154",,"60,022,659","60,022,659","60,022,659",,"61,532,663","62,665,166","63,420,168",,"63,042,667","63,797,669","64,175,170",,"63,420,168","63,797,669","63,797,669",,"63,042,667","55,492,647","60,022,659",,"55,115,146","52,095,138","49,830,132"
TotalOperatingIncomeAsReported,"2,202,000,000","690,000,000","1,131,000,000","260,000,000","452,000,000","587,000,000","73,000,000","163,000,000","360,000,000","687,000,000","107,000,000","176,000,000","359,000,000","470,000,000","17,000,000","63,000,000","259,000,000","110,000,000","41,000,000","124,000,000","463,000,000","88,000,000","1,000,000","136,000,000","326,000,000","2,000,000","27,000,000","105,000,000","293,000,000","139,000,000","34,000,000","148,000,000","326,000,000","152,000,000","75,000,000","171,000,000","287,000,000","-775,000,000","70,000,000","179,000,000","317,000,000","81,000,000","90,000,000","157,000,000","238,000,000","177,000,000","106,000,000","169,000,000","301,000,000","173,000,000","82,000,000","165,000,000","274,000,000","136,000,000","66,000,000","77,000,000","225,000,000","151,000,000","93,000,000","138,000,000","238,000,000","132,000,000","97,000,000","119,000,000","204,000,000","107,000,000","72,000,000","206,000,000","94,000,000","170,000,000","109,000,000","153,000,000","234,000,000","192,000,000","106,000,000","136,000,000","186,000,000","197,000,000","64,000,000","30,000,000","128,000,000","82,000,000","-72,000,000","62,000,000","89,000,000"
TotalExpenses,"6,796,000,000","2,016,000,000","842,000,000","2,026,000,000","2,138,000,000","2,177,000,000","1,936,000,000","1,950,000,000","2,106,000,000","2,003,000,000","1,882,000,000","1,872,000,000","1,953,000,000","1,902,000,000","1,842,000,000","1,927,000,000","2,033,000,000","1,968,000,000","1,811,000,000","1,829,000,000","1,856,000,000","1,839,000,000","1,776,000,000","1,813,000,000","1,908,000,000","972,000,000","819,000,000","817,000,000","794,000,000","819,000,000","778,000,000","787,000,000","771,000,000","769,000,000","720,000,000","719,000,000","764,000,000","1,152,000,000","683,000,000","663,000,000","696,000,000","733,000,000","672,000,000","706,000,000","774,000,000","656,000,000","627,000,000","628,000,000","671,000,000","651,000,000","643,000,000","619,000,000","656,000,000","663,000,000","513,000,000","584,000,000","570,000,000","488,000,000","481,000,000","488,000,000","501,000,000","496,000,000","439,000,000","474,000,000","467,000,000","455,000,000","415,000,000","343,000,000","575,000,000","418,000,000","381,000,000","379,000,000","431,000,000","385,000,000","346,000,000","356,000,000","369,000,000","286,000,000","326,000,000","381,000,000","323,000,000","305,000,000","397,000,000","275,000,000","286,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"4,222,000,000","2,402,000,000","903,000,000","184,000,000","733,000,000","476,000,000","121,000,000","94,000,000","305,000,000","544,000,000","75,000,000","138,000,000","287,000,000","378,000,000","44,000,000","58,000,000","215,000,000","245,000,000","-54,000,000","33,000,000","344,000,000","142,000,000","-32,000,000","72,000,000","238,000,000","-24,000,000","117,000,000","70,000,000","210,000,000","76,000,000","-7,000,000","47,000,000","246,000,000","68,000,000","-27,000,000","105,000,000","219,000,000","-805,000,000","26,000,000","108,000,000","225,000,000","25,000,000","60,000,000","85,000,000","34,000,000","98,000,000","64,000,000","89,000,000","204,000,000","79,000,000","79,000,000","87,000,000","193,000,000","62,000,000","36,000,000","39,000,000","166,000,000","95,000,000","67,000,000","78,000,000","169,000,000","148,000,000","89,000,000","72,000,000","140,000,000","60,000,000","49,000,000","119,000,000","72,000,000","108,000,000","75,000,000","96,000,000","148,000,000","118,000,000","99,000,000","80,000,000","117,000,000","118,000,000","31,000,000","-7,000,000","68,000,000","27,000,000","-81,000,000","17,000,000","39,000,000"
NormalizedIncome,"1,832,013,000","566,621,546.961","896,400,000","184,000,000","413,515,000","480,813,953.488","60,908,000","94,000,000","305,000,000","544,000,000","75,000,000","138,000,000","287,000,000","378,000,000","44,000,000","58,000,000","215,000,000","245,000,000","-54,000,000","33,000,000","344,000,000","142,000,000","-32,000,000","72,000,000","238,000,000","0","109,800,000","70,000,000","210,000,000","71,707,317.073","-7,000,000","49,310,000","246,000,000","66,571,428.571","19,200,000","105,000,000","219,000,000","-317,967,741.935","26,736,842.105","107,000,000","225,000,000","24,000,000","60,000,000","85,000,000","194,814,814.815","98,000,000","64,000,000","90,453,125","204,000,000","79,000,000","78,000,000","87,000,000","192,000,000","60,460,000","38,823,529.412","37,428,571.429","161,722,488.038","89,473,684.211","64,473,684.211","75,907,563.025","150,123,893.805","144,400,000","136,363.636","72,000,000","198,656,410.256","25,132,653.061","49,000,000","71,030,000","107,931,818.182","103,950,920.245","75,000,000","92,744,966.443","159,226,415.094","117,318,435.754","95,400,000","77,430,894.309","117,000,000","109,824,175.824","31,000,000","-7,000,000","68,000,000","30,000,000","-100,397,849.462","17,000,000","39,000,000"
InterestExpense,"211,000,000","50,000,000","50,000,000","52,000,000","59,000,000","60,000,000","61,000,000","62,000,000","61,000,000","62,000,000","62,000,000","56,000,000","54,000,000","54,000,000","51,000,000","52,000,000","51,000,000","49,000,000","47,000,000","46,000,000","46,000,000","46,000,000","45,000,000","47,000,000","46,000,000","39,000,000","35,000,000","35,000,000","33,000,000","34,000,000","34,000,000","35,000,000","32,000,000","33,000,000","30,000,000","32,000,000","31,000,000","31,000,000","32,000,000","33,000,000","32,000,000","44,000,000","38,000,000","34,000,000","40,000,000","42,000,000","40,000,000","41,000,000","43,000,000","46,000,000","47,000,000","43,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-211,000,000","-50,000,000","-50,000,000","-52,000,000","-59,000,000","-60,000,000","-61,000,000","-62,000,000","-61,000,000","-62,000,000","-62,000,000","-56,000,000","-54,000,000","-54,000,000","-51,000,000","-52,000,000","-51,000,000","-49,000,000","-47,000,000","-46,000,000","-46,000,000","-46,000,000","-45,000,000","-47,000,000","-46,000,000","-39,000,000","-35,000,000","-35,000,000","-33,000,000","-34,000,000","-34,000,000","-35,000,000","-32,000,000","-33,000,000","-30,000,000","-32,000,000","-31,000,000","-31,000,000","-32,000,000","-33,000,000","-32,000,000","-44,000,000","-38,000,000","-34,000,000","-40,000,000","-42,000,000","-40,000,000","-41,000,000","-43,000,000","-46,000,000","-47,000,000","-43,000,000","-38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,903,000,000","774,000,000","1,236,000,000","334,000,000","891,000,000","662,000,000","229,000,000","239,000,000","452,000,000","737,000,000","162,000,000","243,000,000","414,000,000","531,000,000","87,000,000","126,000,000","315,000,000","128,000,000","12,000,000","94,000,000","443,000,000","87,000,000","-13,000,000","142,000,000","308,000,000","31,000,000","36,000,000","128,000,000","287,000,000","157,000,000","25,000,000","145,000,000","326,000,000","152,000,000","15,000,000","171,000,000","287,000,000","-775,000,000","70,000,000","179,000,000","317,000,000","81,000,000","90,000,000","157,000,000","67,000,000","177,000,000","106,000,000","169,000,000","301,000,000","173,000,000","82,000,000","165,000,000","274,000,000","136,000,000","66,000,000","77,000,000","225,000,000","151,000,000","93,000,000","138,000,000","238,000,000","125,000,000","104,000,000","119,000,000","204,000,000","107,000,000","72,000,000","206,000,000","94,000,000","170,000,000","109,000,000","153,000,000","234,000,000","192,000,000","106,000,000","136,000,000","186,000,000","197,000,000","64,000,000","30,000,000","128,000,000","82,000,000","-72,000,000","62,000,000","89,000,000"
EBITDA,"3,553,000,000"
ReconciledCostOfRevenue,"6,796,000,000","2,016,000,000","842,000,000","2,026,000,000","2,138,000,000","2,177,000,000","1,936,000,000","1,950,000,000","2,106,000,000","2,003,000,000","1,882,000,000","1,872,000,000","1,772,000,000","1,902,000,000","1,842,000,000","1,927,000,000","1,841,000,000","1,968,000,000","1,811,000,000","1,829,000,000","1,856,000,000","1,248,000,000","1,776,000,000","1,813,000,000","1,908,000,000","924,000,000","771,000,000","778,000,000","758,000,000","781,000,000","742,000,000","751,000,000","735,000,000","730,000,000","685,000,000","684,000,000","724,000,000","3,056,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"131,000,000","141,000,000","149,000,000",,"116,000,000","114,000,000","111,000,000",,"138,000,000","108,000,000",,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"650,000,000","152,000,000","154,000,000","170,000,000","174,000,000","184,000,000","181,000,000","186,000,000","219,000,000","190,000,000","176,000,000","182,000,000","181,000,000","181,000,000","181,000,000","193,000,000","192,000,000","223,000,000","198,000,000","209,000,000","203,000,000","194,000,000","202,000,000","169,000,000","204,000,000","48,000,000","48,000,000","39,000,000","36,000,000","38,000,000","36,000,000","36,000,000","36,000,000","39,000,000","35,000,000","35,000,000","40,000,000","35,000,000","35,000,000","34,000,000","34,000,000","34,000,000","35,000,000","36,000,000","37,000,000","36,000,000","36,000,000","37,000,000","36,000,000","41,000,000","44,000,000","37,000,000","38,000,000","37,000,000","20,000,000","17,000,000","16,000,000","17,000,000","16,000,000","17,000,000","16,000,000","17,000,000","17,000,000","15,000,000","14,000,000","14,000,000","13,000,000","14,000,000","13,000,000","12,000,000","12,000,000","11,000,000","12,000,000","11,000,000","9,000,000","9,000,000","10,000,000","10,000,000","9,000,000","8,000,000","8,000,000","17,000,000","17,000,000","16,000,000","18,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,142,000,000","569,000,000","915,000,000","184,000,000","733,000,000","476,000,000","121,000,000","94,000,000","305,000,000","544,000,000","75,000,000","138,000,000","287,000,000","378,000,000","44,000,000","58,000,000","215,000,000","245,000,000","-54,000,000","33,000,000","344,000,000","142,000,000","-32,000,000","72,000,000","238,000,000","-24,000,000","117,000,000","70,000,000","210,000,000","76,000,000","-7,000,000","47,000,000","246,000,000","68,000,000","-27,000,000","105,000,000","219,000,000","-804,000,000","26,000,000","107,000,000","225,000,000","24,000,000","60,000,000","85,000,000","34,000,000","98,000,000","64,000,000","89,000,000","204,000,000","79,000,000","78,000,000","87,000,000","192,000,000","62,000,000","36,000,000","39,000,000","166,000,000","95,000,000","67,000,000","78,000,000","169,000,000","148,000,000","89,000,000","72,000,000","140,000,000","60,000,000","49,000,000","119,000,000","72,000,000","108,000,000","75,000,000","96,000,000","148,000,000","118,000,000","99,000,000","80,000,000","117,000,000","118,000,000","31,000,000","-7,000,000","68,000,000","27,000,000","-81,000,000","17,000,000","39,000,000"
TotalUnusualItemsExcludingGoodwill,"387,000,000","3,000,000","24,000,000","0","361,000,000","-6,000,000","83,000,000","-14,000,000","-9,000,000","-29,000,000","-6,000,000","0","-6,000,000","-33,000,000","0","-55,000,000","0","-47,000,000","-31,000,000","-27,000,000","-27,000,000","-105,000,000","-49,000,000","-41,000,000","-25,000,000","-30,000,000","9,000,000","-38,000,000","-31,000,000","6,000,000","0","-3,000,000",,"2,000,000","-60,000,000",,,"-494,000,000","-1,000,000","0","0","0","0","0","-167,000,000",,,"-2,000,000",,"0","0","0","0","2,000,000","-3,000,000","2,000,000","6,000,000","7,000,000","3,000,000","3,000,000","27,000,000","6,000,000","92,000,000",,"-86,000,000","51,000,000",,"78,000,000","-51,000,000","6,000,000",,"5,000,000","-17,000,000","1,000,000","6,000,000","4,000,000",,"12,000,000",,,,"-5,000,000","22,000,000",,
TotalUnusualItems,"387,000,000","3,000,000","24,000,000","0","361,000,000","-6,000,000","83,000,000","-14,000,000","-9,000,000","-29,000,000","-6,000,000","0","-6,000,000","-33,000,000","0","-55,000,000","0","-47,000,000","-31,000,000","-27,000,000","-27,000,000","-105,000,000","-49,000,000","-41,000,000","-25,000,000","-30,000,000","9,000,000","-38,000,000","-31,000,000","6,000,000","0","-3,000,000",,"2,000,000","-60,000,000",,,"-494,000,000","-1,000,000","0","0","0","0","0","-167,000,000",,,"-2,000,000",,"0","0","0","0","2,000,000","-3,000,000","2,000,000","6,000,000","7,000,000","3,000,000","3,000,000","27,000,000","6,000,000","92,000,000",,"-86,000,000","51,000,000",,"78,000,000","-51,000,000","6,000,000",,"5,000,000","-17,000,000","1,000,000","6,000,000","4,000,000",,"12,000,000",,,,"-5,000,000","22,000,000",,
NormalizedEBITDA,"3,166,000,000","923,000,000","1,366,000,000","504,000,000","704,000,000","852,000,000","327,000,000","425,000,000","671,000,000","927,000,000","338,000,000","425,000,000","595,000,000","712,000,000","268,000,000","319,000,000","507,000,000","351,000,000","210,000,000","303,000,000","646,000,000","281,000,000","189,000,000","311,000,000","512,000,000","109,000,000","75,000,000","167,000,000","323,000,000","189,000,000","61,000,000","184,000,000","362,000,000","189,000,000","110,000,000","206,000,000","327,000,000","-246,000,000","106,000,000","213,000,000","351,000,000","115,000,000","125,000,000","193,000,000","271,000,000","213,000,000","142,000,000","208,000,000","337,000,000","214,000,000","126,000,000","202,000,000","312,000,000","171,000,000","89,000,000","92,000,000","235,000,000","161,000,000","106,000,000","152,000,000","227,000,000","136,000,000","29,000,000","134,000,000","304,000,000","70,000,000","85,000,000","142,000,000","158,000,000","176,000,000","121,000,000","159,000,000","263,000,000","202,000,000","109,000,000","141,000,000","196,000,000","195,000,000","73,000,000","38,000,000","136,000,000","104,000,000","-77,000,000","78,000,000","107,000,000"
TaxRateForCalcs,"0.199","0.207","0.225","0.34","0.115","0.198","0.276","0.19","0.2","0.184","0.204","0.197","0.188","0.197","0.281","0.127","0.163","0.19","0.19","0.168","0.116","0.2","0.2","0.206","0.069","0.2","0.2","0.2","0.22","0.285","0.2","0.23","0.21","0.286","0.23","0.21","0.19","0.016","0.263","0.247","0.239","0.26","0.038","0.252","0.037","0.207","0.152","0.273","0.26","0.252","0.28","0.254","0.263","0.23","0.059","0.214","0.287","0.211","0.158","0.303","0.301","0.4","0.034","0.327","0.318","0.316","0.286","0.385","0.295","0.325","0.301","0.349","0.34","0.318","0.4","0.358","0.357","0.319","0.4","0.4","0.387","0.4","0.118","0.39","0.4"
TaxEffectOfUnusualItems,"77,013,000","621,546.961","5,400,000","0","41,515,000","-1,186,046.512","22,908,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-6,000,000","1,800,000","0","0","1,707,317.073","0","-690,000","0","571,428.571","-13,800,000","0","0","-7,967,741.935","-263,157.895","0","0","0","0","0","-6,185,185.185","0","0","-546,875","0","0","0","0","0","460,000","-176,470.588","428,571.429","1,722,488.038","1,473,684.211","473,684.211","907,563.025","8,123,893.805","2,400,000","3,136,363.636","0","-27,343,589.744","16,132,653.061","0","30,030,000","-15,068,181.818","1,950,920.245","0","1,744,966.443","-5,773,584.906","318,435.754","2,400,000","1,430,894.309","0","3,824,175.824","0","0","0","-2,000,000","2,602,150.538","0","0"
