name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
		NetIncomeIncludingNoncontrollingInterests,"2,636,900,000","625,200,000","926,300,000","510,600,000","574,800,000","424,800,000","411,500,000","503,300,000","766,800,000","469,000,000","636,300,000","514,600,000","495,900,000","387,000,000","411,800,000","566,100,000","598,800,000","2,939,200,000","308,600,000","415,800,000","399,800,000","373,400,000","472,800,000","320,100,000","367,800,000","291,700,000","359,900,000","265,000,000","330,400,000","306,500,000","290,000,000","263,800,000","266,600,000","193,100,000","236,300,000","311,300,000","237,400,000","168,100,000","218,900,000","253,400,000","266,300,000","746,700,000","315,000,000","295,600,000","457,100,000","196,400,000","244,300,000","271,200,000","240,200,000","202,600,000","202,300,000","221,800,000","199,100,000","62,065,000","168,691,000","201,182,000","283,548,000","201,058,000","201,572,000","125,875,000","130,028,000","102,602,000","103,800,000","109,533,000","91,413,000","76,280,000","77,466,000","82,226,000","70,885,000","56,784,000","59,428,000","57,283,000","46,060,000","29,601,000","31,397,000","35,013,000","26,121,000","33,049,000","19,354,000","18,942,000","17,109,000","13,821,000","17,776,000","14,230,000"
			NetIncomeContinuousOperations,"2,636,900,000","625,200,000","926,300,000","510,600,000","574,800,000","424,800,000","411,500,000","503,300,000","766,800,000","469,000,000","636,300,000","514,600,000","495,900,000","387,000,000","411,800,000","566,100,000","598,800,000","2,939,200,000","308,600,000","415,800,000","399,800,000","373,400,000","472,800,000","320,100,000","367,800,000","291,700,000","359,900,000","265,000,000","330,400,000","306,500,000","290,000,000","263,800,000","266,600,000","193,100,000","236,300,000","311,300,000","237,400,000","168,100,000","218,900,000","253,400,000","266,300,000","746,700,000","315,000,000","295,600,000","457,100,000","196,400,000","244,300,000","271,200,000","240,200,000","202,600,000","202,300,000","221,800,000","199,100,000","62,065,000","168,691,000","201,182,000","283,548,000","201,058,000","201,572,000","125,875,000","130,028,000","102,602,000","103,800,000","109,533,000","91,413,000","76,280,000","77,466,000","82,226,000","70,885,000","56,784,000","59,428,000","57,283,000","46,060,000","29,601,000","31,397,000","35,013,000","26,121,000","33,049,000","19,354,000","18,942,000","17,109,000","13,821,000","17,776,000","14,230,000"
		MinorityInterests,"500,000","0","-200,000","-300,000","-400,000","-1,600,000","-200,000","0","-600,000","900,000","0","-800,000","1,000,000","-1,500,000",,,,,,,,,,,,"0","0","0","0","0","0","0","200,000","0","400,000","-100,000","-1,600,000","-1,300,000","-900,000","-8,500,000","300,000","-800,000","1,100,000","-1,900,000","-500,000","-200,000","0","-500,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"19,000,000"
	OtherunderPreferredStockDividend,"300,000"
DilutedNIAvailtoComStockholders,"2,617,100,000","605,900,000","926,500,000","510,300,000","574,400,000","424,000,000","411,700,000","503,300,000","766,200,000","469,500,000","636,300,000","513,800,000","496,900,000","385,500,000","411,800,000","566,100,000","598,800,000","2,939,200,000","308,600,000","415,800,000","399,800,000","373,400,000","472,800,000","320,100,000","367,800,000","291,700,000","359,900,000","265,000,000","330,400,000","306,500,000","290,000,000","263,800,000","266,800,000","193,100,000","236,700,000","311,200,000","235,800,000","166,800,000","218,000,000","244,900,000","266,600,000","745,900,000","316,100,000","293,700,000","456,600,000","196,200,000","244,300,000","270,700,000","240,200,000","202,600,000","202,300,000","221,800,000","199,100,000","62,065,000","168,691,000","201,182,000","283,548,000","201,058,000","201,572,000","125,875,000","130,028,000","102,602,000","103,800,000","109,533,000","91,413,000","76,280,000","77,466,000","82,226,000","70,885,000","56,784,000","59,428,000","57,283,000","46,060,000","29,601,000","31,397,000","35,013,000","26,121,000","33,049,000","19,354,000","18,942,000","17,109,000","13,821,000","17,776,000","14,230,000"
BasicEPS,,"1.71","2.59","1.42","1.6","1.18","1.15","1.41","2.14","1.31","1.78","1.44","1.39","1.1","1.21","1.67","1.76","8.67","0.91","1.23","1.18","1.1","1.4","0.95","1.09","0.87","1.07","0.79","0.98","0.91","0.87","0.79","0.8","0.58","0.71","0.94","0.71","0.5","0.66","0.74","0.806",,"0.952","0.88","1.366",,"0.734","0.826","0.726",,"0.61","0.668","0.6",,"0.564","0.738","1.056",,"0.78","0.722","0.746",,"0.598","0.632","0.528",,"0.45","0.48","0.414",,"0.35","0.344","0.28",,"0.192","0.214","0.16",,"0.134","0.15","0.118",,"0.124","0.098"
DilutedEPS,,"1.71","2.58","1.42","1.6","1.18","1.15","1.4","2.14","1.31","1.78","1.43","1.39","1.09","1.21","1.66","1.76","8.63","0.91","1.22","1.18","1.1","1.39","0.95","1.09","0.86","1.06","0.78","0.98","0.91","0.86","0.79","0.79","0.58","0.71","0.93","0.71","0.5","0.66","0.74","0.804",,"0.948","0.876","1.362",,"0.732","0.822","0.724",,"0.608","0.666","0.6",,"0.562","0.734","1.05",,"0.774","0.714","0.738",,"0.59","0.624","0.522",,"0.444","0.472","0.408",,"0.344","0.332","0.27",,"0.186","0.206","0.154",,"0.13","0.146","0.114",,"0.12","0.096"
BasicAverageShares,,"358,582,000","358,363,000","358,261,000","358,147,000","358,047,000","357,791,000","357,691,000","357,524,000","357,456,000","357,211,000","357,060,000","356,886,000","350,921,000","339,586,000","339,465,000","339,305,000","339,153,000","338,771,000","338,556,000","338,339,000","338,083,000","337,592,000","337,289,000","337,014,000","336,844,000","336,323,000","336,036,000","335,680,000","335,197,000","334,424,000","334,097,000","333,905,000","333,636,000","332,763,000","332,341,000","331,953,000","331,734,000","331,377,000","331,078,000","330,815,000",,"332,290,000","333,795,000","334,285,000",,"332,780,000","327,910,000","331,170,000",,"331,920,000","331,645,000","331,510,000",,"299,350,000","272,500,000","268,755,000",,"258,740,000","174,410,000","174,255,000",,"173,745,000","173,195,000","172,905,000",,"171,850,000","171,252,355","170,830,825",,"169,676,400","166,268,780","164,661,770",,"163,693,370","163,120,075","162,672,415",,"144,098,895","144,002,115","143,873,500",,"143,873,500","143,873,500"
DilutedAverageShares,,"359,019,000","358,988,000","358,888,000","358,817,000","358,612,000","358,590,000","358,457,000","358,455,000","358,354,000","358,369,000","358,155,000","358,047,000","352,132,000","341,035,000","340,872,000","340,747,000","340,490,000","340,329,000","340,020,000","339,946,000","339,338,000","339,143,000","338,706,000","338,549,000","338,253,000","338,139,000","337,796,000","337,416,000","336,630,000","336,172,000","335,800,000","335,644,000","335,311,000","334,674,000","334,073,000","333,372,000","332,804,000","332,458,000","332,162,000","331,850,000",,"333,335,000","334,870,000","335,310,000",,"333,720,000","328,920,000","332,140,000",,"332,865,000","332,630,000","332,195,000",,"300,430,000","273,760,000","270,140,000",,"260,515,000","176,210,000","176,145,000",,"175,765,000","175,480,000","175,220,000",,"174,455,000","173,857,565","173,588,125",,"172,480,955","172,241,285","170,233,920",,"169,711,575","169,335,000","169,317,955",,"149,617,750","148,180,410","149,014,695",,"146,996,245","146,991,680"
TotalOperatingIncomeAsReported,"2,645,200,000","631,700,000","613,700,000","674,700,000","725,100,000","515,000,000","525,000,000","637,500,000","959,900,000","573,000,000","685,200,000","698,600,000","631,000,000","649,900,000","549,900,000","666,900,000","740,900,000","537,300,000","567,900,000","605,600,000","601,200,000","540,200,000","525,300,000","563,300,000","573,900,000","469,900,000","516,400,000","495,100,000","507,300,000","471,500,000","430,400,000","412,000,000","454,500,000","323,200,000","400,500,000","507,800,000","405,500,000","375,600,000","396,000,000","469,200,000","451,200,000","390,400,000","572,100,000","534,500,000","524,100,000","458,400,000","442,900,000","515,100,000","414,700,000","402,500,000","401,400,000","398,800,000","386,400,000","417,855,000","420,771,000","343,460,000","398,661,000","312,626,000","345,015,000","198,976,000","206,954,000","158,255,000","156,962,000","209,063,000","138,453,000","144,408,000","143,622,000","149,269,000","127,858,000","102,087,000","104,190,000","99,805,000","80,587,000","43,381,000","55,132,000","61,274,000","46,338,000","49,673,000","40,745,000","41,647,000","31,567,000","25,767,000","36,473,000","24,092,000"
RentExpenseSupplemental,,,,,,,,,,,,,,,"21,000,000","20,200,000","20,000,000","21,100,000","19,800,000","19,200,000","20,100,000","21,400,000","19,600,000","24,400,000","21,300,000","23,100,000","23,100,000","23,500,000","22,800,000","25,700,000","24,700,000","23,200,000","23,200,000","21,600,000","19,200,000","19,000,000","18,500,000","19,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"2,044,500,000","515,600,000","496,200,000","504,500,000","528,200,000","583,500,000","555,700,000","544,800,000","562,200,000","565,400,000","592,100,000","574,100,000","548,600,000","586,700,000","354,300,000","392,700,000","368,100,000","362,700,000","322,900,000","319,000,000","328,100,000","372,700,000","316,400,000","343,100,000","360,300,000","343,900,000","333,900,000","324,900,000","335,400,000","369,600,000","332,000,000","319,600,000","322,900,000","363,800,000","314,100,000","308,300,000","313,100,000","285,300,000","287,200,000","326,700,000","323,400,000","205,700,000","302,100,000","303,800,000","307,500,000","304,900,000","290,500,000","299,000,000","278,800,000","264,900,000","248,400,000","247,600,000","257,500,000","271,140,000","260,132,000","219,492,000","224,669,000","195,366,000","215,695,000","130,033,000","125,377,000","123,061,000","117,743,000","109,013,000","112,875,000","107,154,000","106,020,000","102,917,000","96,048,000","93,936,000","92,510,000","90,727,000","88,960,000","82,504,000","82,129,000","83,021,000","82,262,000","72,608,000","88,904,000","71,433,000","72,502,000","81,566,000","65,387,000","71,175,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,636,400,000","625,200,000","926,500,000","510,300,000","574,400,000","424,000,000","411,700,000","503,300,000","766,200,000","469,500,000","636,300,000","513,800,000","496,900,000","385,500,000","411,800,000","566,100,000","598,800,000","2,939,200,000","308,600,000","415,800,000","399,800,000","373,400,000","472,800,000","320,100,000","367,800,000","291,700,000","359,900,000","265,000,000","330,400,000","306,500,000","290,000,000","263,800,000","266,800,000","193,100,000","236,700,000","311,200,000","235,800,000","166,800,000","218,000,000","244,900,000","266,600,000","745,900,000","316,100,000","293,700,000","456,600,000","196,200,000","244,300,000","270,700,000","240,200,000","202,600,000","202,300,000","221,800,000","199,100,000","62,065,000","168,691,000","201,182,000","283,548,000","201,058,000","201,572,000","125,875,000","130,028,000","102,602,000","103,800,000","109,533,000","91,413,000","76,280,000","77,466,000","82,226,000","70,885,000","56,784,000","59,428,000","57,283,000","46,060,000","29,601,000","31,397,000","35,013,000","26,121,000","33,049,000","19,354,000","18,942,000","17,109,000","13,821,000","17,776,000","14,230,000"
NormalizedIncome,"2,396,404,200","572,167,896.91","803,299,000","466,432,800","550,792,400","399,306,018.692","393,598,800","478,871,900","691,877,500","358,581,236.981","484,676,000","411,693,100","358,407,500","250,231,000","293,420,500","385,158,800","480,092,400","2,854,900,000","224,660,000","342,402,800","316,460,000","329,097,239.987","441,337,000","309,780,000","356,606,400","289,583,073.639","358,157,500","253,900,000","327,939,100","299,966,336.007","284,997,600","254,362,500","264,880,000","186,810,097.72","228,510,000","299,793,000","233,596,800","171,675,000","198,760,000","198,555,000","259,165,228.426","830,920,000","313,695,000","290,710,000","439,892,083.659","193,925,000","236,110,000","267,710,000","229,722,486.839","211,245,000","210,425,000","216,015,000","200,010,000","253,643,400","168,884,050","221,829,505.69","278,392,797.03","198,086,200","220,484,146.817","118,278,612.969","123,411,791.453","92,162,612.446","94,456,940.779","105,681,255.317","84,483,272.51","70,060,737.065","72,134,177.97","78,070,750.83","67,599,400","53,509,404.3","57,490,600","55,622,200","44,201,800","29,601,000","31,397,000","35,013,000","26,121,000","29,180,880.316","21,757,049.665","21,992,385.758","17,109,000","13,821,000","17,776,000","14,230,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","400,000","2,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"166,900,000","41,900,000","41,800,000","41,700,000","41,500,000","41,700,000","41,700,000","41,900,000","40,900,000","42,000,000","42,800,000","45,100,000","48,100,000","49,500,000","45,000,000","33,100,000","30,100,000","29,100,000","29,100,000","29,000,000","29,800,000","31,600,000","31,100,000","31,000,000","29,800,000","28,900,000","28,300,000","28,600,000","31,600,000","28,700,000","28,700,000","28,300,000","33,700,000","38,600,000","34,600,000","39,200,000","39,000,000","44,000,000","30,200,000","28,900,000","29,100,000","29,100,000","29,000,000","28,700,000","30,100,000","35,100,000","35,900,000","37,900,000","31,400,000","30,700,000","32,100,000","32,900,000","38,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-166,900,000","-41,900,000","-41,800,000","-41,700,000","-41,500,000","-41,700,000","-41,700,000","-41,900,000","-40,900,000","-42,000,000","-42,800,000","-45,100,000","-48,100,000","-49,500,000","-45,000,000","-33,100,000","-30,100,000","-29,100,000","-29,100,000","-29,000,000","-29,800,000","-31,600,000","-31,100,000","-31,000,000","-29,800,000","-28,900,000","-28,300,000","-28,600,000","-31,600,000","-28,700,000","-28,700,000","-28,300,000","-33,700,000","-38,600,000","-34,600,000","-39,200,000","-39,000,000","-44,000,000","-30,200,000","-28,900,000","-29,100,000","-29,100,000","-29,000,000","-28,700,000","-30,100,000","-35,100,000","-35,900,000","-37,900,000","-31,400,000","-30,700,000","-32,100,000","-32,500,000","-36,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"3,540,500,000","841,200,000","1,137,700,000","767,800,000","793,800,000","576,700,000","578,200,000","703,200,000","1,030,200,000","666,100,000","766,000,000","747,200,000","688,300,000","720,000,000","606,800,000","789,900,000","818,800,000","603,800,000","636,400,000","666,300,000","736,800,000","625,800,000","579,900,000","597,100,000","608,300,000","497,400,000","544,700,000","476,700,000","555,400,000","502,500,000","457,800,000","450,400,000","480,100,000","345,600,000","433,500,000","546,700,000","426,600,000","397,500,000","426,000,000","539,600,000","462,500,000","398,800,000","574,900,000","538,000,000","541,700,000","462,300,000","451,600,000","518,000,000","430,300,000","387,000,000","387,900,000","407,800,000","389,400,000","420,629,000","420,820,000","343,696,000","400,441,000","334,173,000","349,527,000","198,976,000","206,954,000","158,255,000","156,962,000","209,063,000","138,453,000","144,408,000","143,622,000","149,269,000","127,858,000","102,087,000","104,190,000","99,805,000","80,587,000","43,381,000","55,132,000","61,274,000","46,338,000","49,673,000","40,745,000","41,647,000","31,567,000","25,767,000","36,473,000","24,092,000"
EBITDA,"3,925,900,000"
ReconciledCostOfRevenue,"837,000,000","201,700,000","198,600,000","211,700,000","225,000,000","215,600,000","216,400,000","217,000,000","207,500,000","217,600,000","223,500,000","227,300,000","230,300,000","205,500,000","151,400,000","156,700,000","158,600,000","145,400,000","147,500,000","145,300,000","148,600,000","153,700,000","137,500,000","138,000,000","138,600,000","141,000,000","143,500,000","148,100,000","148,900,000","152,500,000","139,900,000","148,000,000","143,700,000","135,200,000","143,200,000","137,500,000","138,300,000","-13,600,000","165,800,000","194,200,000","190,400,000","175,700,000","173,200,000","172,400,000","174,900,000","177,700,000","158,800,000","151,900,000","152,300,000","132,600,000","128,000,000","134,000,000","101,300,000","109,539,000","109,133,000","103,832,000","119,403,000","99,900,000","106,780,000","73,676,000","26,550,000","103,321,000","66,754,000","63,068,000",,"17,236,000","16,765,000","13,511,000",,,,"38,797,000","40,543,000",,,,"30,205,000","22,887,000","5,881,000","5,308,000","9,210,000",,,
ReconciledDepreciation,"385,400,000","94,500,000","96,200,000","96,500,000","98,200,000","120,500,000","118,000,000","113,300,000","112,600,000","116,100,000","121,200,000","122,400,000","113,600,000","91,900,000","53,900,000","51,100,000","51,800,000","51,600,000","50,700,000","52,800,000","53,400,000","57,800,000","55,200,000","54,400,000","57,900,000","56,300,000","57,300,000","58,300,000","56,700,000","56,400,000","58,000,000","59,500,000","59,300,000","59,900,000","60,600,000","59,100,000","58,500,000","59,800,000","60,700,000","64,900,000","67,700,000","66,200,000","65,400,000","64,700,000","64,200,000","64,400,000","65,500,000","65,100,000","63,000,000","66,100,000","63,000,000","60,200,000","62,100,000","72,344,000","62,007,000","53,092,000","50,928,000","52,829,000","48,308,000","20,976,000","20,582,000","20,020,000","19,164,000","18,184,000","17,955,000","17,729,000","18,002,000","16,894,000","15,596,000","14,995,000","14,152,000","14,949,000","12,832,000","13,153,000","13,331,000","13,321,000","13,211,000","13,005,000","12,353,000","12,337,000","10,814,000","10,360,000","9,245,000","9,146,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,636,400,000","625,200,000","926,500,000","510,300,000","574,400,000","424,000,000","411,700,000","503,300,000","766,200,000","469,500,000","636,300,000","513,800,000","496,900,000","385,500,000","411,800,000","566,100,000","598,800,000","2,939,200,000","308,600,000","415,800,000","399,800,000","373,400,000","472,800,000","320,100,000","367,800,000","291,700,000","359,900,000","265,000,000","330,400,000","306,500,000","290,000,000","263,800,000","266,800,000","193,100,000","236,700,000","311,200,000","235,800,000","166,800,000","218,000,000","244,900,000","266,600,000","745,900,000","316,100,000","293,700,000","456,600,000","196,200,000","244,300,000","270,700,000","240,200,000","202,600,000","202,300,000","221,800,000","199,100,000","62,065,000","168,691,000","201,182,000","283,548,000","201,058,000","201,572,000","125,875,000","130,028,000","102,602,000","103,800,000","109,533,000","91,413,000","76,280,000","77,466,000","82,226,000","70,885,000","56,784,000","59,428,000","57,283,000","46,060,000","29,601,000","31,397,000","35,013,000","26,121,000","33,049,000","19,354,000","18,942,000","17,109,000","13,821,000","17,776,000","14,230,000"
TotalUnusualItemsExcludingGoodwill,"306,900,000","67,800,000","145,800,000","62,400,000","30,900,000","31,100,000","23,600,000","32,100,000","95,900,000","147,600,000","172,300,000","139,300,000","178,700,000","185,300,000","161,500,000","241,900,000","156,400,000","140,500,000","139,900,000","112,400,000","138,900,000","70,500,000","36,500,000","17,200,000","17,600,000","3,400,000","2,500,000","18,500,000","3,900,000","10,100,000","7,400,000","15,100,000","3,200,000","10,000,000","12,600,000","18,700,000","3,600,000","-7,500,000","29,600,000","71,300,000","12,100,000","-130,800,000","3,700,000","4,600,000","18,700,000","3,500,000","12,600,000","4,600,000","17,400,000","-13,300,000","-12,500,000","8,900,000","-1,400,000","-294,736,000","-297,000","-34,234,000","7,404,000","4,953,000","-31,367,000","12,639,000","10,958,000","17,373,000","15,348,000","6,326,000","11,409,000","10,252,000","8,830,000","6,883,000","5,476,000","5,426,000","3,229,000","2,768,000","3,097,000",,,,,"6,201,000","-4,005,000","-5,007,000",,,,
TotalUnusualItems,"306,900,000","67,800,000","145,800,000","62,400,000","30,900,000","31,100,000","23,600,000","32,100,000","95,900,000","147,600,000","172,300,000","139,300,000","178,700,000","185,300,000","161,500,000","241,900,000","156,400,000","140,500,000","139,900,000","112,400,000","138,900,000","70,500,000","36,500,000","17,200,000","17,600,000","3,400,000","2,500,000","18,500,000","3,900,000","10,100,000","7,400,000","15,100,000","3,200,000","10,000,000","12,600,000","18,700,000","3,600,000","-7,500,000","29,600,000","71,300,000","12,100,000","-130,800,000","3,700,000","4,600,000","18,700,000","3,500,000","12,600,000","4,600,000","17,400,000","-13,300,000","-12,500,000","8,900,000","-1,400,000","-294,736,000","-297,000","-34,234,000","7,404,000","4,953,000","-31,367,000","12,639,000","10,958,000","17,373,000","15,348,000","6,326,000","11,409,000","10,252,000","8,830,000","6,883,000","5,476,000","5,426,000","3,229,000","2,768,000","3,097,000",,,,,"6,201,000","-4,005,000","-5,007,000",,,,
NormalizedEBITDA,"3,619,000,000","867,900,000","1,088,100,000","801,900,000","861,100,000","666,100,000","672,600,000","784,400,000","1,046,900,000","634,600,000","714,900,000","730,300,000","623,200,000","626,600,000","499,200,000","599,100,000","714,200,000","514,900,000","547,200,000","606,700,000","651,300,000","613,100,000","598,600,000","634,300,000","648,600,000","550,300,000","599,500,000","516,500,000","608,200,000","548,800,000","508,400,000","494,800,000","536,200,000","395,500,000","481,500,000","587,100,000","481,500,000","464,800,000","457,100,000","533,200,000","518,100,000","595,800,000","636,600,000","598,100,000","587,200,000","523,200,000","504,500,000","578,500,000","475,900,000","466,400,000","463,400,000","459,500,000","455,100,000","787,709,000","484,251,000","431,022,000","443,965,000","382,049,000","429,729,000","207,313,000","216,578,000","160,902,000","160,778,000","220,921,000","144,999,000","151,885,000","152,794,000","159,280,000","137,978,000","111,656,000","115,113,000","111,986,000","90,322,000","56,534,000","68,463,000","74,595,000","59,549,000","56,477,000","57,103,000","58,991,000","42,381,000","36,127,000","45,718,000","33,238,000"
TaxRateForCalcs,"0.218","0.218","0.155","0.297","0.236","0.206","0.233","0.239","0.225","0.249","0.12","0.267","0.225","0.27","0.267","0.252","0.241","0.4","0.4","0.347","0.4","0.372","0.138","0.4","0.364","0.377","0.303","0.4","0.369","0.353","0.324","0.375","0.4","0.371","0.35","0.39","0.388","0.35","0.35","0.35","0.386","0.35","0.35","0.35","0.107","0.35","0.35","0.35","0.398","0.35","0.35","0.35","0.35","0.35","0.35","0.397","0.304","0.4","0.397","0.399","0.396","0.399","0.391","0.391","0.393","0.393","0.396","0.396","0.4","0.396","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.376","0.4","0.391","0.4","0.4","0.4","0.395"
TaxEffectOfUnusualItems,"66,904,200","14,767,896.91","22,599,000","18,532,800","7,292,400","6,406,018.692","5,498,800","7,671,900","21,577,500","36,681,236.981","20,676,000","37,193,100","40,207,500","50,031,000","43,120,500","60,958,800","37,692,400","56,200,000","55,960,000","39,002,800","55,560,000","26,197,239.987","5,037,000","6,880,000","6,406,400","1,283,073.639","757,500","7,400,000","1,439,100","3,566,336.007","2,397,600","5,662,500","1,280,000","3,710,097.72","4,410,000","7,293,000","1,396,800","-2,625,000","10,360,000","24,955,000","4,665,228.426","-45,780,000","1,295,000","1,610,000","1,992,083.659","1,225,000","4,410,000","1,610,000","6,922,486.839","-4,655,000","-4,375,000","3,115,000","-490,000","-103,157,600","-103,950","-13,586,494.31","2,248,797.03","1,981,200","-12,454,853.183","5,042,612.969","4,341,791.453","6,933,612.446","6,004,940.779","2,474,255.317","4,479,272.51","4,032,737.065","3,498,177.97","2,727,750.83","2,190,400","2,151,404.3","1,291,600","1,107,200","1,238,800","0","0","0","0","2,332,880.316","-1,601,950.335","-1,956,614.242","0","0","0","0"
