name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
		RestructuringAndMergernAcquisition,"31,000,000",,,,,,,,"3,700,000","17,800,000","1,400,000","8,100,000","1,900,000","3,700,000","18,200,000","40,100,000","-19,812,000","196,000","19,872,000","-2,756,000","46,086,000","20,944,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"5,969,000",,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,"2,700,000","0","500,000","-100,000","200,000","1,500,000","2,000,000","-199,000","99,000","0","100,000","2,534,000","8,084,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"194,000,000","15,800,000","95,400,000","10,800,000","72,000,000","146,400,000","49,400,000","27,100,000","16,900,000",,"2,300,000","1,900,000","-16,900,000","-4,800,000","4,100,000",,"20,034,000","2,140,000",,"13,826,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,000",,,"1,614,000",,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,"0","0","0","0","-47,000","0","0","4,447,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"2,600,000","4,600,000","-1,600,000","500,000","-900,000","-400,000","700,000","-3,200,000","3,400,000","-1,500,000","-1,400,000","2,700,000","10,200,000","-2,500,000","-200,000","-9,800,000","-13,033,000","-2,962,000","5,743,000","4,452,000","1,996,000","121,000","-2,789,000","2,010,000","-1,299,000","-5,088,000","-1,696,000","16,947,000","17,277,000","-2,457,000","-1,091,000","13,000","-195,000","3,824,000","2,143,000","126,000","-715,000","-228,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,147,700,000","441,500,000","264,800,000","297,000,000","144,400,000","16,800,000","88,800,000","89,500,000","45,800,000","10,600,000","53,500,000","40,500,000","151,200,000","55,000,000","-39,400,000","37,700,000","188,209,000","196,650,000","186,236,000","166,205,000","71,802,000","83,498,000","25,234,000","-90,747,000","57,613,000","50,158,000","53,957,000","119,565,000","62,021,000","86,191,000","90,704,000","106,991,000","118,224,000","112,588,000","111,206,000","90,336,000","49,502,000","9,692,000","2,119,000","90,864,000","91,922,000","83,677,000","90,270,000","113,826,000","120,029,000","114,391,000","120,998,000","102,686,000","83,997,000","69,879,000","51,282,000","32,655,000","28,922,000","21,731,000","93,422,000","93,175,000","88,821,000","91,277,000","70,144,000","100,743,000","99,352,000","95,854,000","104,589,000","101,295,000","99,432,000","93,071,000","86,385,000","80,297,000","74,214,000","69,921,000","79,530,000","53,603,000","62,880,000","54,969,000","48,461,000","11,586,000","40,574,000","49,714,000","5,698,000","32,346,000","34,626,000","31,023,000","31,715,000","29,827,000","29,123,000","58,592,000","57,992,000","50,492,000","41,874,000","36,215,000","31,626,000","27,669,000","2,597,000","24,456,000","24,059,000","17,499,000","19,481,000","17,982,000","26,277,000","24,427,000","22,142,000","20,210,000","17,980,000","9,161,000","18,100,000","8,100,000","17,800,000","16,100,000","14,500,000","12,800,000","11,500,000","10,200,000","8,800,000","7,300,000","5,100,000","3,000,000"
TaxProvision,"184,100,000","88,700,000","22,800,000","44,200,000","28,400,000","-19,400,000","15,200,000","-34,100,000","-54,100,000","-300,500,000","-55,400,000","-10,200,000","-23,500,000","5,800,000","-135,700,000","2,000,000","41,466,000","447,736,000","-2,920,000","-4,382,000","-65,106,000","-23,837,000","-10,340,000","18,478,000","-9,742,000","-11,053,000","-10,942,000","-10,895,000","-36,559,000","1,393,000","-1,334,000","17,082,000","6,729,000","7,187,000","11,400,000","11,757,000","-10,188,000","-481,000","23,303,000","12,154,000","11,286,000","6,188,000","10,983,000","14,533,000","-10,583,000","12,461,000","16,250,000","13,071,000","8,248,000","476,000","6,797,000","5,287,000","6,093,000","-51,438,000","16,910,000","16,865,000","12,169,000","11,153,000","9,465,000","20,450,000","-28,356,000","23,005,000","25,101,000","24,311,000","23,864,000","52,947,000","20,732,000","19,273,000","17,811,000","16,781,000","19,087,000","9,804,000","16,035,000","14,126,000","12,357,000","-1,884,000","9,925,000","12,677,000","-4,565,000","10,620,000","8,310,000","7,446,000","8,567,000","8,054,000","8,253,000","15,820,000","15,658,000","13,632,000","11,306,000","9,778,000","8,538,000","7,470,000","700,000","6,602,000","6,496,000","4,725,000","5,254,000","4,855,000","7,095,000","6,595,000","5,577,000","5,455,000","4,854,000","2,475,000","4,300,000","2,300,000","5,000,000","4,600,000","3,700,000","3,400,000","3,000,000","2,700,000","1,800,000","1,500,000","1,400,000","200,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"963,600,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,175,000","33,919,000","-113,363,000","67,355,000","61,211,000","64,899,000","130,667,000","99,402,000","86,057,000","93,641,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000","10,173,000","-21,184,000","78,710,000","80,636,000","77,489,000","79,287,000","99,293,000","125,528,000","100,776,000","103,080,000","89,566,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","19,206,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","26,437,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,800,000","12,800,000","11,500,000","10,800,000","9,400,000","8,500,000","7,500,000","7,000,000","5,800,000","3,700,000","2,900,000"
	NetIncome,"963,600,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,175,000","33,919,000","-113,363,000","67,355,000","61,211,000","64,899,000","130,667,000","99,402,000","86,057,000","93,641,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000","10,173,000","-21,184,000","78,710,000","80,636,000","77,489,000","79,287,000","99,293,000","125,528,000","100,776,000","103,080,000","89,566,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","19,206,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","26,437,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,800,000","12,800,000","11,500,000","10,800,000","9,400,000","8,500,000","7,500,000","7,000,000","5,800,000","3,700,000","2,900,000"
		NetIncomeIncludingNoncontrollingInterests,"963,600,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,175,000","33,919,000","-113,363,000","67,355,000","61,211,000","64,899,000","130,460,000","98,580,000","84,798,000","92,038,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000","10,173,000","-21,184,000","78,710,000","80,636,000","77,489,000","79,287,000","99,293,000","125,528,000","100,776,000","103,080,000","89,566,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","19,206,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","26,437,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,800,000","12,800,000","11,500,000","10,800,000","9,400,000","8,500,000","7,500,000","7,000,000","5,800,000","3,700,000","2,900,000"
			NetIncomeContinuousOperations,"963,600,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,335,000","35,574,000","-109,225,000","67,355,000","61,211,000","64,899,000","130,460,000","98,580,000","84,798,000","92,038,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000","10,173,000","-21,184,000","78,710,000","80,636,000","77,489,000","79,287,000","99,293,000","130,612,000","101,930,000","104,748,000","89,615,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","30,649,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","26,437,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,800,000","12,800,000","11,500,000","10,800,000","9,400,000","8,500,000","7,500,000","7,000,000","5,800,000","3,700,000","2,800,000"
			NetIncomeDiscontinuousOperations,,,,,,"19,400,000",,,,,,,,,,,"0","0","0","0","0","-160,000","-1,655,000","-4,138,000",,,,,,,,,,,,,,,,,"0","0","0","0","-5,084,000","-1,154,000","-1,668,000","-49,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","207,000","822,000","1,259,000","1,603,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"963,600,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,175,000","33,919,000","-113,363,000","67,355,000","61,211,000","64,899,000","130,667,000","99,402,000","86,057,000","93,641,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000","10,173,000","-21,184,000","78,710,000","80,636,000","77,489,000","79,287,000","99,293,000","125,528,000","100,776,000","103,080,000","89,566,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","19,206,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","26,437,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,800,000","12,800,000","11,500,000","10,800,000","9,400,000","8,500,000","7,500,000","7,000,000","5,800,000","3,700,000","2,900,000"
BasicEPS,,"0.64","0.44","0.46","0.215","0.07","0.145","0.25","0.21","0.65","0.23","0.105","0.37","0.105","0.205","0.075","0.315","-0.535","0.405","0.37","0.305","0.25","0.08","-0.265","0.165","0.15","0.16","0.325","0.245","0.215","0.235","0.225","0.28","0.265","0.25","0.2","0.15","0.025","-0.055","0.205",,"0.2","0.21","0.26",,"0.27","0.275","0.24",,"0.19","0.12","0.075",,"0.2","0.21","0.205",,"0.195","0.14","0.185",,"0.17","0.185","0.18",,"0.095","0.155","0.145",,"0.13","0.145","0.105",,"0.1","0.09","0.035",,"0.09","0.025","0.055",,"0.06","0.057","0.057",,"0.12","0.12","0.104",,"0.078","0.067","0.06",,"0.053","0.05","0.037",,"0.037","0.05","0.047",,"0.04","0.037","0.017",,"0.017","0.033","0.03",,"0.027","0.023","0.023",,"0.017","0.013","0.007"
DilutedEPS,,"0.62","0.43","0.445","0.205","0.065","0.135","0.24","0.195","0.6","0.215","0.1","0.35","0.1","0.19","0.07","0.29","-0.535","0.385","0.35","0.285","0.23","0.07","-0.265","0.155","0.14","0.15","0.3","0.225","0.195","0.21","0.2","0.25","0.24","0.23","0.185","0.14","0.025","-0.055","0.195",,"0.19","0.2","0.245",,"0.255","0.27","0.235",,"0.185","0.12","0.075",,"0.2","0.205","0.2",,"0.19","0.135","0.18",,"0.165","0.18","0.175",,"0.095","0.155","0.145",,"0.125","0.145","0.105",,"0.095","0.085","0.03",,"0.09","0.025","0.05",,"0.057","0.057","0.053",,"0.113","0.11","0.098",,"0.071","0.063","0.057",,"0.05","0.05","0.033",,"0.033","0.05","0.047",,"0.04","0.037","0.017",,"0.017","0.033","0.03",,"0.027","0.023","0.023",,"0.017","0.013","0.007"
BasicAverageShares,,"554,900,000","551,300,000","547,600,000","542,400,000","526,800,000","512,000,000","495,400,000","480,200,000","478,400,000","476,800,000","475,600,000","474,400,000","473,400,000","471,600,000","470,400,000","469,200,000","468,212,000","466,598,000","458,858,000","445,406,000","432,420,000","431,048,000","428,690,000","407,472,000","406,588,000","408,550,000","404,464,000","403,460,000","402,406,000","401,258,000","400,374,000","399,260,000","397,518,000","395,650,000","393,900,000","391,816,000","389,916,000","388,120,000","386,904,000",,"383,280,000","381,618,000","380,224,000",,"374,976,000","372,606,000","371,080,000",,"367,712,000","366,380,000","365,712,000",,"363,926,000","367,230,000","382,098,000",,"414,004,000","433,594,000","436,222,000",,"431,420,000","430,050,000","428,350,000",,"421,672,000","418,848,000","416,792,000",,"413,412,000","412,382,000","413,388,000",,"414,284,000","410,178,000","407,806,000",,"406,218,000","404,094,000","402,584,000",,"400,545,000","398,418,000","394,206,000",,"359,070,000","356,562,000","355,189,500",,"343,912,500","342,299,850","341,805,098",,"341,355,322","343,484,258","351,490,254",,"362,350,824","383,736,132","380,344,828",,"367,958,020","362,710,644","366,620,690",,"347,826,087","383,808,096","383,141,762",,"352,323,838","364,103,662","321,267,937",,"347,826,087","277,361,319","281,836,594"
DilutedAverageShares,,"567,300,000","565,900,000","565,200,000","563,000,000","550,800,000","535,400,000","515,600,000","514,600,000","516,600,000","510,600,000","507,800,000","501,800,000","489,200,000","503,600,000","504,400,000","503,000,000","468,212,000","489,534,000","485,804,000","478,342,000","470,848,000","467,920,000","428,690,000","435,422,000","435,950,000","434,198,000","433,534,000","441,894,000","446,974,000","450,568,000","449,054,000","445,378,000","438,178,000","432,950,000","424,532,000","418,892,000","408,810,000","388,120,000","407,400,000",,"406,582,000","400,398,000","409,134,000",,"392,510,000","381,408,000","380,144,000",,"375,722,000","373,844,000","371,052,000",,"367,998,000","375,872,000","382,098,000",,"422,674,000","444,008,000","447,184,000",,"441,840,000","440,256,000","439,582,000",,"431,334,000","429,376,000","426,210,000",,"423,454,000","422,806,000","425,928,000",,"430,688,000","425,156,000","420,314,000",,"421,858,000","419,284,000","423,054,000",,"419,619,000","417,174,000","412,770,000",,"377,604,000","380,214,000","378,976,500",,"366,822,000","363,388,306","362,512,744",,"358,506,746","359,625,188","367,229,386",,"382,974,512","383,736,132","380,344,828",,"367,958,020","362,710,644","366,620,690",,"347,826,087","383,808,096","383,141,762",,"352,323,838","364,103,662","321,267,937",,"347,826,087","277,361,319","281,836,594"
TotalOperatingIncomeAsReported,"1,608,100,000","515,000,000","416,300,000","368,800,000","308,000,000","245,600,000","226,200,000","218,300,000","160,700,000","131,200,000","183,600,000","171,600,000","284,700,000","194,700,000","102,700,000","132,300,000","244,057,000","245,246,000","225,399,000","221,598,000","154,087,000","118,074,000","62,760,000","-59,104,000","79,946,000","76,132,000","74,948,000","121,319,000","110,347,000","98,009,000","101,318,000","115,946,000","126,037,000","116,918,000","117,508,000","98,401,000","56,713,000","17,413,000","8,094,000","96,333,000","93,909,000","88,127,000","97,620,000","116,860,000","124,361,000","117,453,000","123,143,000","106,632,000","88,487,000","72,568,000","52,726,000","31,178,000","19,041,000","40,474,000","87,181,000","86,632,000","81,732,000","79,240,000","55,674,000","85,019,000","85,289,000","81,482,000","91,359,000","89,681,000","89,452,000","84,588,000","79,295,000","73,029,000","68,120,000","65,622,000","75,051,000","49,854,000","59,336,000","53,852,000","47,594,000","10,512,000","39,302,000","49,174,000","4,545,000","31,096,000","33,645,000","29,861,000","30,536,000","28,429,000","21,994,000","56,098,000","56,015,000","48,034,000","41,030,000","35,769,000","31,049,000","27,582,000","2,884,000","25,120,000","24,664,000","17,488,000","19,344,000","17,583,000","25,563,000","23,955,000","22,204,000","20,791,000","18,517,000","9,545,000","18,100,000","19,500,000","18,100,000","16,200,000","14,400,000","13,000,000","11,800,000","10,300,000","8,500,000","7,200,000","5,200,000","3,100,000"
TotalExpenses,"4,822,500,000","1,242,800,000","1,223,300,000","1,190,100,000","1,166,300,000","1,102,200,000","1,079,000,000","1,091,100,000","1,148,500,000","1,138,400,000","1,150,600,000","1,142,900,000","1,068,400,000","1,181,300,000","1,311,600,000","1,040,100,000","758,070,000","748,763,000","766,868,000","753,299,000","702,493,000","695,348,000","799,061,000","836,480,000","476,931,000","469,230,000","459,795,000","411,076,000","432,102,000","429,698,000","444,150,000","412,626,000","366,814,000","364,653,000","375,172,000","362,690,000","366,209,000","396,075,000","352,810,000","255,801,000","243,505,000","241,689,000","242,982,000","257,647,000","255,438,000","249,725,000","258,570,000","213,694,000","189,533,000","177,531,000","173,935,000","161,771,000","147,778,000","151,692,000","182,525,000","181,540,000","151,923,000","173,360,000","202,973,000","179,053,000","172,887,000","169,522,000","176,575,000","172,876,000","157,720,000","150,308,000","148,003,000","145,498,000","139,963,000","139,762,000","145,643,000","162,921,000","132,188,000","124,115,000","120,892,000","150,771,000","111,669,000","121,824,000","165,203,000","119,349,000","115,196,000","111,996,000","111,126,000","110,465,000","183,261,000","120,330,000","120,295,000","109,703,000","99,781,000","93,418,000","86,972,000","80,128,000","100,140,000","75,047,000","79,116,000","82,001,000","73,736,000","85,967,000","77,473,000","73,273,000","71,301,000","66,285,000","60,993,000","57,072,000","54,000,000","58,600,000","53,200,000","48,300,000","44,200,000","41,200,000","38,300,000","34,800,000","32,500,000","30,400,000","27,800,000","24,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"963,600,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,175,000","33,919,000","-113,363,000","67,355,000","61,211,000","64,899,000","130,667,000","99,402,000","86,057,000","93,641,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000","10,173,000","-21,184,000","78,710,000","80,636,000","77,489,000","79,287,000","99,293,000","125,528,000","100,776,000","103,080,000","89,566,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","30,649,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","26,437,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,800,000","12,800,000","11,500,000","10,800,000","9,400,000","8,500,000","7,500,000","7,000,000","5,800,000","3,700,000","2,800,000"
NormalizedIncome,"1,131,854,282.478","365,425,685.164","329,185,800.604","261,992,727.273","178,980,609.418","143,072,000","114,544,144.144","143,383,000","114,938,000","324,094,000","111,601,000","58,000,000","163,750,000","48,216,000","112,579,000","73,714,800","146,916,089.204","-249,684,400","201,079,200","181,369,180","190,887,000","119,901,400","41,299,800","-91,685,140","67,817,000","58,200,200","68,887,800","132,082,313","130,235,400","87,043,789.734","94,144,750","90,164,360","111,997,663.038","106,150,868.556","99,796,127.637","80,058,870","64,384,300","11,836,350","-7,324,050","79,170,712","81,150,929.31","76,733,344.037","81,442,425.922","98,389,273.716","130,648,400","102,171,479.05","103,609,604.159","90,466,764.018","75,072,645.487","69,275,871.907","42,657,265.22","22,595,885.714","18,350,342.023","86,739,700","75,143,462.054","74,061,854.575","75,481,779.984","79,944,048.643","83,785,705.762","79,637,859.236","127,799,000","72,651,400.108","79,475,839.945","76,850,240.348","75,216,121.49","39,899,600","65,594,479.643","60,172,064.012","55,861,116.541","53,399,920.196","60,123,038.941","60,251,304.255","45,648,545.324","40,299,853.263","36,077,179.588","14,235,000","30,111,921.107","37,057,115.038","35,041,200","27,983,324.43","26,371,480.506","23,511,641.331","23,133,402.491","21,522,618.165","33,414,358.411","41,947,833.083","42,181,430.577","36,768,017.904","30,379,660.123","26,407,799.945","22,821,538.228","20,120,887.564","18,959,043.127","17,826,258.26","17,395,830.666","16,548,020.23","14,126,948.719","16,842,009.621","19,068,121.247","17,822,509.846","16,559,763.12","14,619,204.354","13,028,175.528","12,220,323.545","12,961,325.967","13,533,333.333","12,512,359.551","11,142,857.143","10,055,172.414","9,179,687.5","8,352,173.913","7,205,882.353","6,602,272.727","5,482,191.781","3,627,450.98","2,520,000"
InterestIncome,"1,400,000","100,000","100,000","300,000","900,000","200,000","300,000","300,000","500,000","600,000","1,000,000","700,000","800,000","700,000","900,000","5,700,000","7,559,000","6,306,000","4,609,000","3,526,000","1,314,000","501,000","445,000","819,000","5,837,000","6,677,000","6,405,000","5,528,000","5,330,000","4,924,000","4,531,000","4,742,000","4,309,000","4,241,000","4,010,000","3,925,000","3,671,000","3,813,000","3,744,000","4,332,000","5,584,000","4,374,000","4,028,000","4,006,000","3,631,000","3,955,000","4,070,000","4,346,000","2,598,000","4,946,000","4,479,000","3,302,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"303,100,000","46,800,000","64,800,000","72,300,000","78,000,000","86,500,000","93,300,000","99,100,000","115,400,000","119,700,000","129,600,000","132,600,000","136,200,000","137,600,000","138,600,000","90,400,000","50,307,000","49,744,000","49,459,000","49,490,000","41,661,000","35,143,000","35,126,000","34,416,000","26,815,000","27,507,000","25,644,000","24,052,000","20,114,000","14,223,000","14,019,000","13,678,000","11,961,000","12,545,000","12,354,000","11,856,000","9,932,000","11,077,000","10,758,000","9,148,000","8,346,000","8,994,000","8,911,000","8,015,000","8,065,000","7,672,000","8,045,000","7,739,000","7,838,000","7,763,000","8,030,000","7,519,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-275,800,000","-62,000,000","-64,700,000","-72,000,000","-77,100,000","-86,300,000","-93,000,000","-98,800,000","-114,900,000","-119,100,000","-128,600,000","-131,900,000","-135,400,000","-136,900,000","-137,700,000","-84,700,000","-42,748,000","-43,438,000","-44,850,000","-45,964,000","-40,347,000","-34,642,000","-34,681,000","-33,597,000","-20,978,000","-20,830,000","-19,239,000","-18,524,000","-14,784,000","-9,299,000","-9,488,000","-8,936,000","-7,652,000","-8,304,000","-8,344,000","-7,931,000","-6,261,000","-7,264,000","-7,014,000","-4,816,000","-2,762,000","-4,620,000","-4,883,000","-4,009,000","-4,434,000","-3,717,000","-3,975,000","-3,393,000","-5,240,000","-2,817,000","-3,551,000","-4,217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
