name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
	SpecialIncomeCharges,"0","0",,"0","0","-8,673,000",,"-14,519,000","0","600,000",,"-65,607,000","0","-6,123,000",,"-19,103,000","-10,922,000","0",,"-1,955,000","-7,945,000","-22,989,000",,"-750,000","0","-6,914,000",,"-6,000,000",,,,"-6,326,000",,,,,,,,"-11,021,000","-1,191,000","8,496,000","-1,301,000","-7,385,000","398,000","3,043,000","4,063,000","1,663,000","1,387,000","1,009,000","2,118,000","-108,000","-1,142,000","-15,000","-1,068,000","1,526,000","1,845,000","-358,000","-2,563,000","2,509,000","-669,000","67,000","-574,000","-1,457,000","153,000","857,000","-665,000","-6,204,000","-1,919,000","-279,000","-1,937,000","-952,000","211,000","1,883,000","-652,000","1,786,000","1,406,000","-127,000","-729,000","4,487,000","-567,000","-79,000","117,000","683,000","-17,779,000","570,000","883,000","328,000","533,000","-500,000","-100,000","-900,000","-100,000",,"-500,000","-1,100,000","400,000","-1,100,000","700,000","400,000","600,000","600,000","1,100,000","1,200,000","800,000",,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"0","0",,"0","0","8,673,000",,"0","0","0",,"9,401,000","0","6,123,000",,"7,510,000","10,922,000","0",,"0","7,945,000","14,489,000",,"0","0","6,914,000",,"0",,,,"6,326,000",,,,,,,,,,,,,,,,,,,,"0","0",,,"-2,000,000","2,062,000","18,000","2,297,000",,,,,"0",,"168,000","956,000","647,000","1,579,000","958,000","1,968,000",,,,,,,,,,,,,,"550,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"14,519,000"
		OtherSpecialCharges,"-600,000",,,,,,,"0",,"-600,000",,"41,199,000",,,,,,,,"0",,"8,500,000",,,,,,"6,000,000",,,,,,,,,,,,,,,,,,,,,,,,"108,000","1,142,000",,,"474,000","-3,907,000","340,000","266,000",,,,,"1,457,000",,"-1,025,000","-291,000","5,557,000","340,000","-679,000","-31,000",,,,,,,,,,,,,,"17,229,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-599,000","841,000","-1,991,000","-9,593,000","5,371,000","-2,692,000","7,971,000","16,953,000","-10,698,000","-2,115,000","-3,109,000","6,709,000","-1,054,000","-621,000","-2,465,000","9,954,000","-2,739,000","-1,460,000","-1,158,000","-5,908,000","3,504,000","1,749,000","1,272,000","-2,250,000","2,553,000","3,242,000","-2,003,000","-5,164,000","3,729,000","947,000","1,671,000","1,634,000","2,199,000","-2,311,000","-1,228,000","-3,401,000","3,815,000","-2,168,000","1,941,000","1,454,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"953,290,000","237,286,000","258,788,000","239,211,000","218,005,000","210,592,000","215,854,000","212,094,000","191,655,000","178,752,000","150,587,000","95,765,000","137,929,000","146,273,000","138,881,000","140,918,000","130,143,000","141,765,000","108,485,000","121,622,000","107,990,000","96,207,000","92,925,000","117,432,000","108,996,000","113,695,000","99,444,000","104,116,000","114,358,000","115,511,000","101,930,000","106,635,000","112,912,000","109,461,000","102,070,000","87,827,000","107,992,000","98,400,000","90,901,000","98,509,000","84,007,000","82,931,000","66,497,000","77,209,000","71,023,000","78,921,000","76,554,000","71,928,000","67,658,000","63,097,000","57,906,000","62,381,000","53,594,000","46,981,000","38,727,000","41,633,000","43,563,000","38,847,000","33,812,000","40,442,000","-20,953,000","42,245,000","36,239,000","38,861,000","38,118,000","32,547,000","23,867,000","23,131,000","26,696,000","26,129,000","20,670,000","23,587,000","22,265,000","20,908,000","17,908,000","19,919,000","18,007,000","15,202,000","13,999,000","17,378,000","12,111,000","12,534,000","12,569,000","12,715,000","-5,856,000","10,467,000","9,988,000","9,482,000","8,995,000","8,300,000","7,400,000","7,100,000","6,700,000","6,000,000","4,800,000","4,500,000","4,800,000","3,500,000","3,300,000","3,100,000","2,800,000","2,500,000","2,700,000","2,300,000","1,800,000",,,,,,,,,,,,,,
TaxProvision,"431,307,000","35,535,000","55,175,000","44,111,000","296,486,000","31,078,000","37,482,000","34,259,000","28,518,000","18,198,000","30,439,000","26,964,000","32,513,000","21,634,000","33,144,000","31,107,000","20,018,000","132,238,000","22,360,000","20,010,000","20,167,000","19,464,000","16,818,000","24,400,000","20,538,000","23,178,000","19,041,000","16,654,000","23,375,000","24,330,000","18,670,000","18,897,000","22,943,000","22,825,000","21,140,000","14,814,000","23,079,000","20,458,000","19,636,000","21,662,000","19,394,000","20,059,000","15,979,000","18,737,000","17,673,000","20,465,000","19,846,000","18,762,000","18,824,000","17,114,000","15,804,000","17,011,000","14,396,000","13,128,000","10,701,000","11,999,000","13,879,000","11,986,000","9,687,000","12,769,000","-5,588,000","13,250,000","11,240,000","15,768,000","11,756,000","10,233,000","7,425,000","7,553,000","8,819,000","8,725,000","6,744,000","7,732,000","7,236,000","6,757,000","5,659,000","6,395,000","5,757,000","4,818,000","4,428,000","5,715,000","3,585,000","3,755,000","4,031,000","4,369,000","4,338,000","3,569,000","3,408,000","3,291,000","3,157,000","2,900,000","2,600,000","2,500,000","2,300,000","2,100,000","1,600,000","1,500,000","1,700,000","1,200,000","1,100,000","1,000,000","900,000","800,000","900,000","800,000","600,000",,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,"-3,375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"521,983,000","201,751,000","203,613,000","195,100,000","-78,481,000","179,514,000","178,372,000","177,835,000","163,137,000","160,554,000","120,148,000","68,801,000","105,416,000","124,639,000","105,737,000","109,811,000","110,125,000","9,527,000","86,125,000","101,612,000","87,823,000","76,743,000","76,107,000","93,032,000","88,458,000","90,517,000","80,403,000","87,462,000","90,983,000","91,181,000","83,260,000","87,738,000","89,969,000","86,636,000","80,930,000","73,013,000","84,913,000","77,942,000","71,265,000","76,847,000","64,613,000","62,872,000","50,518,000","58,472,000","53,350,000","58,456,000","56,708,000","53,166,000","48,834,000","45,983,000","42,102,000","45,370,000","39,198,000","33,853,000","28,026,000","29,634,000","29,684,000","26,861,000","24,125,000","27,673,000","-15,365,000","28,995,000","24,999,000","23,093,000","26,362,000","22,314,000","16,442,000","15,578,000","17,877,000","17,404,000","13,926,000","15,855,000","15,029,000","14,151,000","12,249,000","13,524,000","12,250,000","10,384,000","9,571,000","9,810,000","10,379,000","8,779,000","8,538,000","8,346,000","-10,194,000","6,898,000","6,580,000","6,191,000","5,838,000","5,400,000","4,800,000","4,600,000","4,400,000","3,900,000","3,200,000","3,000,000","3,100,000","2,300,000","2,200,000","2,100,000","1,900,000","1,700,000","1,800,000","1,500,000","1,200,000","900,000","900,000","700,000","700,000","700,000","700,000","300,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000"
	NetIncome,"521,983,000","201,751,000","203,613,000","195,100,000","-78,481,000","179,514,000","178,372,000","177,835,000","163,137,000","160,554,000","120,148,000","68,801,000","105,416,000","124,639,000","105,737,000","109,811,000","110,125,000","9,527,000","86,125,000","101,612,000","87,823,000","76,743,000","76,107,000","93,032,000","88,458,000","90,517,000","80,403,000","87,462,000","90,983,000","91,181,000","83,260,000","87,738,000","89,969,000","86,636,000","80,930,000","73,013,000","84,913,000","77,942,000","71,265,000","76,847,000","64,613,000","62,872,000","50,518,000","58,472,000","53,350,000","58,456,000","56,708,000","53,166,000","48,834,000","45,983,000","42,102,000","45,370,000","39,198,000","33,853,000","28,026,000","29,634,000","29,684,000","26,861,000","24,125,000","27,673,000","-15,365,000","28,995,000","24,999,000","23,093,000","26,362,000","22,314,000","16,442,000","15,578,000","17,877,000","17,404,000","13,926,000","15,855,000","15,029,000","14,151,000","12,249,000","13,524,000","12,250,000","10,384,000","9,571,000","9,810,000","10,379,000","8,779,000","8,538,000","8,346,000","-10,194,000","6,898,000","6,580,000","6,191,000","5,838,000","5,400,000","4,800,000","4,600,000","4,400,000","3,900,000","3,200,000","3,000,000","3,100,000","2,300,000","2,200,000","2,100,000","1,900,000","1,700,000","1,800,000","1,500,000","1,200,000","900,000","900,000","700,000","700,000","700,000","700,000","300,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000"
		NetIncomeIncludingNoncontrollingInterests,"521,983,000","201,751,000","203,613,000","195,100,000","-78,481,000","179,514,000","178,372,000","177,835,000","163,137,000","160,554,000","120,148,000","68,801,000","105,416,000","124,639,000","105,737,000","109,811,000","110,125,000","9,527,000","86,125,000","101,612,000","87,823,000","76,743,000","76,107,000","93,032,000","88,458,000","90,517,000","80,403,000","87,462,000","90,983,000","91,181,000","83,260,000","87,738,000","89,969,000","86,636,000","80,930,000","73,013,000","84,913,000","77,942,000","71,265,000","76,847,000","64,613,000","62,872,000","50,518,000","58,472,000","53,350,000","58,456,000","56,708,000","53,166,000","48,834,000","45,983,000","42,102,000","45,370,000","39,198,000","33,853,000","28,026,000","29,634,000","29,684,000","26,861,000","24,125,000","27,673,000","-15,365,000","28,995,000","24,999,000","23,093,000","26,362,000","22,314,000","16,442,000","15,578,000","17,877,000","17,404,000","13,926,000","15,855,000","15,029,000","14,151,000","12,249,000","13,524,000","12,250,000","10,384,000","9,571,000","9,810,000","10,379,000","8,779,000","8,538,000","8,346,000","-10,194,000","6,898,000","6,580,000","6,191,000","5,838,000","5,400,000","4,800,000","4,600,000","4,400,000","3,900,000","3,200,000","3,000,000","3,100,000","2,300,000","2,200,000","2,100,000","1,900,000","1,700,000","1,800,000","1,500,000","1,200,000","900,000","900,000","700,000","700,000","700,000","700,000","300,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000"
			NetIncomeContinuousOperations,"521,983,000","201,751,000","203,613,000","195,100,000","-78,481,000","179,514,000","178,372,000","177,835,000","163,137,000","160,554,000","120,148,000","68,801,000","105,416,000","124,639,000","105,737,000","109,811,000","110,125,000","9,527,000","86,125,000","101,612,000","87,823,000","76,743,000","76,107,000","93,032,000","88,458,000","90,517,000","80,403,000","87,462,000","90,983,000","91,181,000","83,260,000","87,738,000","89,969,000","86,636,000","80,930,000","73,013,000","84,913,000","77,942,000","71,265,000","76,847,000","64,613,000","62,872,000","50,518,000","58,472,000","53,350,000","58,456,000","56,708,000","53,166,000","48,834,000","45,983,000","42,102,000","45,370,000","39,198,000","33,853,000","28,026,000","29,634,000","29,684,000","26,861,000","24,125,000","27,673,000","-15,365,000","28,995,000","24,999,000","23,093,000","26,362,000","22,314,000","16,442,000","15,578,000","17,877,000","17,404,000","13,926,000","15,855,000","15,029,000","14,151,000","12,249,000","13,524,000","12,250,000","10,384,000","9,571,000","11,663,000","8,526,000","8,779,000","8,538,000","8,346,000","-10,194,000","6,898,000","6,580,000","6,191,000","5,838,000","5,400,000","4,800,000","4,600,000","4,400,000","3,900,000","3,200,000","3,000,000","3,100,000","2,300,000","2,200,000","2,100,000","1,900,000","1,700,000","1,800,000","1,500,000","1,200,000","900,000","900,000","700,000","700,000","700,000","700,000","300,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,853,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"521,983,000","201,751,000","203,613,000","195,100,000","-78,481,000","179,514,000","178,372,000","177,835,000","163,137,000","160,554,000","120,148,000","68,801,000","105,416,000","124,639,000","105,737,000","109,811,000","110,125,000","9,527,000","86,125,000","101,612,000","87,823,000","76,743,000","76,107,000","93,032,000","88,458,000","90,517,000","80,403,000","87,462,000","90,983,000","91,181,000","83,260,000","87,738,000","89,969,000","86,636,000","80,930,000","73,013,000","84,913,000","77,942,000","71,265,000","76,847,000","64,613,000","62,872,000","50,518,000","58,472,000","53,350,000","58,456,000","56,708,000","53,166,000","48,834,000","45,983,000","42,102,000","45,370,000","39,198,000","33,853,000","28,026,000","29,634,000","29,684,000","26,861,000","24,125,000","27,673,000","-15,365,000","28,995,000","24,999,000","23,093,000","26,362,000","22,314,000","16,442,000","15,578,000","17,877,000","17,404,000","13,926,000","15,855,000","15,029,000","14,151,000","12,249,000","13,524,000","12,250,000","10,384,000","9,571,000","9,810,000","10,379,000","8,779,000","8,538,000","8,346,000","-10,194,000","6,898,000","6,580,000","6,191,000","5,838,000","5,400,000","4,800,000","4,600,000","4,400,000","3,900,000","3,200,000","3,000,000","3,100,000","2,300,000","2,200,000","2,100,000","1,900,000","1,700,000","1,800,000","1,500,000","1,200,000","900,000","900,000","700,000","700,000","700,000","700,000","300,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000"
BasicEPS,,"1.38","1.4","1.34","-0.54","1.24","1.23","1.23","1.13","1.11","0.84","0.48","0.74","0.87","0.74","0.77","0.77","0.07","0.61","0.72","0.62","0.54","0.54","0.59","0.63","0.65","0.57","0.62","0.65","0.65","0.59","0.62","0.64","0.61","0.57","0.51","0.59","0.54","0.5","0.54","0.45","0.43","0.34","0.38","1.11","0.38","0.37",,"0.325","0.305","0.28",,"0.26","0.225","0.185",,"0.19","0.175","0.155",,"-0.1","0.19","0.165",,"0.18","0.155","0.115",,"0.13","0.128","0.103",,"0.113","0.105","0.09",,"0.093","0.078","0.073",,"0.08","0.068","0.068",,"-0.083","0.055","0.053",,"0.048","0.045","0.043",,"0.038","0.035","0.028",,"0.028","0.02","0.02",,"0.018","0.015","0.018",,"0.013","0.01","0.008",,"0.01","0.01","0.01",,"0.005","0.005","0.005",,"0.005","0.005","0.005"
DilutedEPS,,"1.37","1.39","1.33","-0.54","1.23","1.22","1.22","1.12","1.1","0.83","0.48","0.73","0.86","0.73","0.76","0.76","0.07","0.6","0.71","0.62","0.54","0.54","0.59","0.63","0.64","0.57","0.61","0.64","0.64","0.58","0.61","0.63","0.6","0.56","0.5","0.58","0.53","0.49","0.53","0.44","0.42","0.33","0.37","1.07","0.37","0.36",,"0.315","0.3","0.275",,"0.255","0.22","0.18",,"0.19","0.17","0.155",,"-0.1","0.185","0.16",,"0.17","0.15","0.115",,"0.125","0.123","0.098",,"0.108","0.1","0.088",,"0.088","0.075","0.07",,"0.078","0.065","0.063",,"-0.083","0.053","0.05",,"0.045","0.043","0.04",,"0.035","0.033","0.028",,"0.028","0.02","0.02",,"0.018","0.015","0.018",,"0.013","0.01","0.008",,"0.01","0.01","0.01",,"0.005","0.005","0.005",,"0.005","0.005","0.005"
BasicAverageShares,,"145,990,000","145,680,000","145,600,000","145,513,000","145,246,000","144,900,000","144,792,000","144,638,000","144,212,000","143,719,000","143,435,000","143,316,000","142,923,000","142,668,000","142,793,000","142,898,000","142,715,000","142,247,000","142,019,000","141,714,000","141,310,000","140,785,000","140,551,000","140,187,000","139,926,000","140,309,000","140,819,000","140,792,000","140,048,000","140,127,000","140,537,000","140,959,000","142,202,000","142,005,000","142,669,000","143,293,000","143,214,000","142,651,000","142,788,000","144,024,000","146,369,000","150,366,000","152,653,000","152,407,000","152,420,000","151,474,000",,"150,876,000","150,246,000","150,788,000",,"151,642,000","151,484,000","151,226,000",,"155,032,000","154,890,000","155,138,000",,"154,070,000","152,716,000","151,794,000",,"145,098,000","141,844,000","140,704,000",,"137,928,000","136,048,000","135,552,000",,"134,556,000","134,652,000","134,596,000",,"132,260,000","131,976,000","131,528,000",,"128,868,000","128,172,000","126,888,000",,"124,984,000","124,148,000","123,240,000",,"122,905,263","120,000,000","118,760,000",,"117,333,333","111,428,571","116,363,636",,"112,727,273","115,000,000","110,000,000",,"108,571,429","113,333,333","102,857,143",,"96,000,000","62,608,000","62,608,000",,"70,000,000","70,000,000","70,000,000",,"60,000,000","60,000,000","60,000,000",,"53,333,333","62,624,000","62,624,000"
DilutedAverageShares,,"147,040,000","146,860,000","146,544,000","145,513,000","146,421,000","146,100,000","145,866,000","145,680,000","145,575,000","145,099,000","144,687,000","144,333,000","144,349,000","144,030,000","144,004,000","143,985,000","143,855,000","143,480,000","143,119,000","142,724,000","142,097,000","142,090,000","141,654,000","141,040,000","141,148,000","141,946,000","142,702,000","142,813,000","142,202,000","142,683,000","143,086,000","143,375,000","145,335,000","145,456,000","146,115,000","146,643,000","146,689,000","146,055,000","146,099,000","147,157,000","149,515,000","154,051,000","156,723,000","157,356,000","157,593,000","156,752,000",,"155,660,000","154,068,000","153,524,000",,"154,510,000","154,716,000","154,360,000",,"157,210,000","157,198,000","157,882,000",,"154,070,000","156,284,000","156,112,000",,"154,806,000","154,366,000","152,554,000",,"150,980,000","148,408,000","141,032,000",,"140,220,000","140,176,000","140,356,000",,"138,256,000","137,384,000","136,484,000",,"135,696,000","137,172,000","136,372,000",,"134,764,000","132,888,000","132,312,000",,"129,733,333","127,058,824","125,216,000",,"125,714,286","120,000,000","116,363,636",,"112,727,273","115,000,000","110,000,000",,"108,571,429","113,333,333","102,857,143",,"96,000,000","62,608,000","62,608,000",,"70,000,000","70,000,000","70,000,000",,"60,000,000","60,000,000","60,000,000",,"53,333,333","62,624,000","62,624,000"
TotalOperatingIncomeAsReported,"975,690,000","248,711,000","261,913,000","241,638,000","223,426,000","221,716,000","216,896,000","223,247,000","217,500,000","197,809,000","171,102,000","121,076,000","156,977,000","157,078,000","144,132,000","146,884,000","136,373,000","146,016,000","112,558,000","127,361,000","107,397,000","96,895,000","94,146,000","118,637,000","104,312,000","107,977,000","98,025,000","99,547,000","105,868,000","109,146,000","94,675,000","98,486,000","104,698,000","105,020,000","96,884,000","86,166,000","96,099,000","92,070,000","80,489,000","89,730,000","76,548,000","67,254,000","60,874,000","66,697,000","63,962,000","69,873,000","66,394,000","68,619,000","61,179,000","57,922,000","52,663,000","57,899,000","52,518,000","43,330,000","36,564,000","36,986,000","37,388,000","36,833,000","31,764,000","36,048,000","-21,892,000","40,692,000","35,316,000","37,767,000","36,745,000","32,276,000","24,513,000","23,757,000","27,027,000","25,609,000","20,960,000","24,523,000","22,491,000","19,393,000","18,954,000","18,551,000","17,106,000","16,072,000","15,511,000","-90,363,000","12,571,000","13,446,000","13,187,000","13,191,000","-6,048,000","9,792,000","9,107,000","8,895,000","8,257,000","8,500,000","7,400,000","7,200,000","6,800,000","6,000,000","5,300,000","5,600,000","4,400,000","4,700,000","2,600,000","2,600,000","2,200,000","1,900,000","1,500,000","1,200,000","1,100,000",,,,,,,,,,,,,,
TotalExpenses,"2,468,070,000","646,163,000","642,102,000","634,465,000","545,341,000","569,622,000","535,048,000","547,097,000","551,955,000","538,948,000","509,954,000","533,288,000","505,251,000","487,899,000","444,147,000","469,236,000","444,339,000","455,257,000","411,101,000","429,325,000","398,862,000","410,513,000","371,304,000","400,010,000","349,567,000","339,649,000","313,622,000","353,517,000","316,629,000","313,806,000","285,724,000","310,399,000","293,060,000","279,321,000","260,778,000","328,441,000","287,482,000","284,467,000","259,242,000","282,199,000","271,525,000","265,484,000","253,900,000","276,196,000","249,296,000","236,113,000","214,618,000","225,953,000","216,480,000","216,212,000","193,329,000","191,560,000","175,347,000","179,650,000","181,367,000","200,165,000","172,377,000","165,828,000","151,679,000","155,261,000","204,882,000","137,736,000","128,289,000","133,405,000","125,535,000","113,972,000","101,658,000","95,753,000","79,848,000","77,326,000","64,805,000","68,368,000","68,786,000","62,899,000","53,924,000","62,144,000","51,890,000","49,221,000","43,075,000","146,260,000","40,205,000","35,478,000","32,942,000","40,095,000","28,536,000","24,574,000","21,975,000","22,669,000","21,714,000","19,600,000","18,500,000","17,900,000","16,000,000","15,500,000","13,900,000","13,700,000","12,700,000","11,400,000","11,400,000","11,400,000","10,300,000","9,700,000","9,600,000","9,400,000","8,300,000",,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"521,983,000","201,751,000","203,613,000","195,100,000","-78,481,000","179,514,000","178,372,000","177,835,000","163,137,000","160,554,000","120,148,000","68,801,000","105,416,000","124,639,000","105,737,000","109,811,000","110,125,000","9,527,000","86,125,000","101,612,000","87,823,000","76,743,000","76,107,000","93,032,000","88,458,000","90,517,000","80,403,000","87,462,000","90,983,000","91,181,000","83,260,000","87,738,000","89,969,000","86,636,000","80,930,000","73,013,000","84,913,000","77,942,000","71,265,000","76,847,000","64,613,000","62,872,000","50,518,000","58,472,000","53,350,000","58,456,000","56,708,000","53,166,000","48,834,000","45,983,000","42,102,000","45,370,000","39,198,000","33,853,000","28,026,000","29,634,000","29,684,000","26,861,000","24,125,000","27,673,000","-15,365,000","28,995,000","24,999,000","23,093,000","26,362,000","22,314,000","16,442,000","15,578,000","17,877,000","17,404,000","13,926,000","15,855,000","15,029,000","14,151,000","12,249,000","13,524,000","12,250,000","10,384,000","9,571,000","11,663,000","8,526,000","8,779,000","8,538,000","8,346,000","-10,194,000","6,898,000","6,580,000","6,191,000","5,838,000","5,400,000","4,800,000","4,600,000","4,400,000","3,900,000","3,200,000","3,000,000","3,100,000","2,300,000","2,200,000","2,100,000","1,900,000","1,700,000","1,800,000","1,500,000","1,200,000","900,000","900,000","700,000","700,000","700,000","700,000","300,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000"
NormalizedIncome,"511,936,740","201,751,000","203,613,000","183,875,741.082","-78,481,000","186,903,396","178,372,000","188,892,776.175","163,137,000","160,015,200","120,148,000","114,705,452.514","105,416,000","129,874,165","105,737,000","125,901,828.276","119,365,012","9,527,000","86,125,000","98,705,386.493","94,282,285","95,088,222","76,107,000","90,323,399.21","88,458,000","96,020,544","80,403,000","87,462,000","90,983,000","91,181,000","83,260,000","87,738,000","89,969,000","86,636,000","80,930,000","73,013,000","84,913,000","77,942,000","71,265,000","77,826,027.145","65,529,043.699","56,430,976.595","51,506,374.182","56,022,823.764","53,051,036.284","56,202,080.156","53,698,299.606","51,936,783.867","47,832,895.06","45,247,674.279","40,562,055.331","45,448,548.917","40,033,244.915","33,863,808.518","28,798,891.471","28,547,806.74","28,426,809.724","27,108,541.329","25,953,710.961","25,956,181.915","-14,874,417.029","28,949,014.321","25,394,966.39","23,967,200","26,256,186.841","21,726,446.677","16,900,119.16","19,756,198.608","19,162,060.046","17,589,836.274","15,231,015.094","16,494,927.078","14,886,573.815","12,876,543.667","12,694,965.379","12,311,395.753","11,293,510.857","10,470,749.638","10,069,411.244","8,651,613.132","8,925,161.258","8,834,332.775","8,458,523.033","7,897,685.568","473,400","6,522,356.549","5,998,287.946","5,976,841.806","5,492,068.482","5,725,301.205","4,864,864.865","5,183,098.592","4,465,671.642","3,900,000","3,533,333.333","3,733,333.333","2,841,666.667","3,022,857.143","1,733,333.333","1,829,032.258","1,492,857.143","1,292,000","1,066,666.667","717,391.304","666,666.667","900,000","900,000","700,000","700,000","700,000","700,000","300,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000"
InterestIncome,,,,"59,000","55,000","132,000","117,000","255,000","116,000","202,000","449,000","285,000","415,000","678,000","922,000","2,701,000","4,228,000","4,579,000","4,870,000",,,,,,,,,,,,,,,,,,,,,,"7,650,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,,,,"5,345,000","5,878,000","5,924,000","6,842,000","9,197,000","9,968,000","10,220,000","10,992,000","12,548,000","12,413,000","7,487,000","3,708,000","5,482,000","7,719,000","7,370,000","7,785,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-22,418,000","-5,948,000","-5,360,000","-5,286,000","-5,823,000","-5,792,000","-6,725,000","-8,942,000","-9,852,000","-10,018,000","-10,543,000","-12,263,000","-11,998,000","-6,809,000","-2,786,000","-2,781,000","-3,491,000","-2,791,000","-2,915,000","-3,310,000","-2,911,000","-2,437,000","-2,493,000","-2,374,000","2,131,000","2,476,000","3,422,000","4,665,000","4,761,000","5,418,000","5,584,000","5,925,000","6,015,000","6,752,000","6,414,000","7,439,000","8,078,000","8,498,000","8,471,000","7,326,000","7,650,000","7,181,000","6,924,000","8,278,000","6,663,000","6,005,000","5,097,000","4,646,000","4,092,000","3,166,000","2,125,000","2,090,000","2,218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"970,990,000","248,711,000","261,913,000","244,556,000","223,883,000","216,516,000","222,696,000","221,291,000","201,623,000","188,972,000","161,579,000","108,313,000","150,342,000","153,760,000","142,589,000","146,400,000","137,862,000","149,135,000","116,270,000","117,608,000","115,342,000","119,884,000","94,146,000","133,543,000","104,312,000","114,891,000","98,025,000","132,005,000","105,868,000","109,146,000","94,675,000","130,606,000","104,698,000","105,020,000","96,884,000","122,848,000","96,099,000","92,070,000","80,489,000","131,054,000","77,548,000","67,254,000","60,874,000","65,697,000","63,962,000","69,873,000","67,394,000","65,619,000","62,179,000","58,922,000","53,663,000","60,399,000","52,518,000","43,330,000","36,564,000","34,986,000","39,450,000","36,851,000","34,061,000","36,048,000","-21,892,000","40,692,000","35,316,000","37,767,000","36,745,000","32,444,000","25,469,000","29,672,000","28,606,000","26,567,000","22,928,000","24,523,000","22,491,000","19,393,000","18,954,000","18,551,000","17,106,000","16,072,000","15,511,000","-90,013,000","12,571,000","13,446,000","13,187,000","6,933,000","14,144,000","9,792,000","9,107,000","8,895,000","8,257,000","8,500,000","7,400,000","7,200,000","6,800,000","6,000,000","5,300,000","5,600,000","4,400,000","4,700,000","2,600,000","2,600,000","2,200,000","1,900,000","1,500,000","1,200,000","1,100,000","7,900,000","6,700,000","-14,000,000","5,600,000","5,600,000","5,600,000","-9,200,000","3,500,000","3,500,000","3,500,000","-5,000,000","1,900,000","1,900,000","1,900,000"
EBITDA,"1,161,776,000"
