name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"23,102,138,000","6,501,848,000","6,263,695,000","5,532,726,000","4,803,869,000","4,549,452,000","4,224,800,000","3,627,846,000","3,805,008,000","3,793,326,000","3,856,132,000","3,908,840,000","3,751,210,000","4,137,908,000","4,291,900,000","4,276,037,000","3,925,327,000","3,959,786,000","3,784,451,000","3,710,018,000","3,415,125,000","3,414,975,000","3,355,754,000","3,299,741,000","3,073,943,000","3,210,853,000","3,419,253,000","3,545,088,000","3,300,890,000","3,357,202,000","3,467,362,000","3,502,918,000","3,142,585,000","3,152,882,000","3,316,665,000","3,288,262,000","2,994,267,000","2,970,876,000","2,880,409,000","2,955,714,000","2,552,114,000","2,568,284,000","2,694,928,000","2,707,662,000","2,365,472,000","2,325,349,000","2,420,357,000","2,453,982,000","2,074,617,000","2,008,366,000","1,954,803,000","1,926,020,000","1,688,000,000","1,955,103,000","2,316,593,000","2,321,706,000","1,985,212,000","1,952,022,000","1,865,150,000","1,879,726,000","1,619,325,000","1,642,591,000","1,713,491,000","1,700,997,000","1,499,115,000","1,583,497,000","1,485,369,000","1,405,142,000","1,214,940,000","1,194,021,000","1,123,806,000","1,077,101,000","946,610,000","942,357,000","919,338,000","935,206,000","816,744,000","839,477,000","872,245,000","842,720,000","740,031,000","776,377,000","784,517,000","796,694,000","732,484,000","733,475,000","747,615,000","750,994,000","650,091,000","578,900,000","593,400,000","579,400,000","509,300,000","507,100,000","516,200,000","546,700,000","468,200,000","469,200,000","466,400,000","451,400,000","403,700,000","417,300,000","413,600,000","413,100,000","361,900,000"
	OperatingRevenue,"23,102,138,000","6,501,848,000","6,263,695,000","5,532,726,000","4,803,869,000","4,549,452,000","4,224,800,000","3,627,846,000","3,805,008,000","3,793,326,000","3,856,132,000","3,908,840,000","3,751,210,000","4,137,908,000","4,291,900,000","4,276,037,000","3,925,327,000","3,959,786,000","3,784,451,000","3,710,018,000","3,415,125,000","3,414,975,000","3,355,754,000","3,299,741,000","3,073,943,000","3,210,853,000","3,419,253,000","3,545,088,000","3,300,890,000","3,357,202,000","3,467,362,000","3,502,918,000","3,142,585,000","3,152,882,000","3,316,665,000","3,288,262,000","2,994,267,000","2,970,876,000","2,880,409,000","2,955,714,000","2,552,114,000","2,568,284,000","2,694,928,000","2,707,662,000","2,365,472,000","2,325,349,000","2,420,357,000","2,453,982,000","2,074,617,000","2,008,366,000","1,954,803,000","1,926,020,000","1,688,000,000","1,955,103,000","2,316,593,000","2,321,706,000","1,985,212,000","1,952,022,000","1,865,150,000","1,879,726,000","1,619,325,000","1,642,591,000","1,713,491,000","1,700,997,000","1,499,115,000","1,583,497,000","1,485,369,000","1,405,142,000","1,214,940,000","1,194,021,000","1,123,806,000","1,077,101,000","946,610,000","942,357,000","919,338,000","935,206,000","816,744,000","839,477,000","872,245,000","842,720,000","740,031,000","776,377,000","784,517,000","796,694,000","732,484,000","733,475,000","747,615,000","750,994,000","650,091,000","578,900,000","593,400,000","579,400,000","509,300,000","507,100,000","516,200,000","546,700,000","468,200,000","469,200,000","466,400,000","451,400,000","403,700,000","417,300,000","413,600,000","413,100,000","361,900,000"
CostOfRevenue,"21,493,659,000","6,065,501,000","5,819,383,000","5,146,451,000","4,462,324,000","4,218,134,000","3,938,431,000","3,313,876,000","3,567,275,000","3,513,444,000","3,543,264,000","3,552,510,000","3,412,508,000","3,763,441,000","3,933,155,000","3,945,184,000","3,627,699,000","3,639,536,000","3,483,809,000","3,420,449,000","3,137,063,000","3,113,764,000","3,054,175,000","2,975,777,000","2,788,105,000","2,908,266,000","3,094,755,000","3,225,069,000","3,030,924,000","3,090,503,000","3,184,419,000","3,220,867,000","2,905,647,000","2,912,036,000","3,057,747,000","3,021,669,000","2,751,190,000","3,292,250,000","2,447,739,000","2,530,191,000","2,137,368,000","2,166,899,000","2,271,862,000","2,289,796,000","1,975,131,000","1,937,185,000","2,037,777,000","2,089,349,000","1,742,016,000","1,669,280,000","1,602,237,000","1,574,316,000","1,349,397,000","1,610,943,000","1,965,005,000","1,980,520,000","1,647,183,000","1,629,268,000","1,551,954,000","1,568,828,000","1,322,395,000","1,364,069,000","1,435,145,000","1,430,378,000","1,244,058,000","1,347,415,000","1,256,495,000","1,189,730,000","1,015,558,000","1,012,842,000","951,633,000","919,046,000","797,026,000","802,446,000","783,517,000","799,181,000","683,653,000","713,950,000","749,161,000","721,150,000","626,434,000","664,309,000","671,325,000","678,691,000","619,175,000","626,059,000","640,461,000","644,596,000","551,716,000","501,100,000","518,400,000","506,000,000","442,300,000","443,700,000","452,400,000","483,400,000","413,000,000","415,900,000","412,900,000",,,,,,
GrossProfit,"1,608,479,000","436,347,000","444,312,000","386,275,000","341,545,000","331,318,000","286,369,000","313,970,000","237,733,000","279,882,000","312,868,000","356,330,000","338,702,000","374,467,000","358,745,000","330,853,000","297,628,000","320,250,000","300,642,000","289,569,000","278,062,000","301,211,000","301,579,000","323,964,000","285,838,000","302,587,000","324,498,000","320,019,000","269,966,000","266,699,000","282,943,000","282,051,000","236,938,000","240,846,000","258,918,000","266,593,000","243,077,000","-321,374,000","432,670,000","425,523,000","414,746,000","401,385,000","423,066,000","417,866,000","390,341,000","388,164,000","382,580,000","364,633,000","332,601,000","339,086,000","352,566,000","351,704,000","338,603,000","344,160,000","351,588,000","341,186,000","338,029,000","322,754,000","313,196,000","310,898,000","296,930,000","278,522,000","278,346,000","270,619,000","255,057,000","236,082,000","228,874,000","215,412,000","199,382,000","181,179,000","172,173,000","158,055,000","149,584,000","139,911,000","135,821,000","136,025,000","133,091,000","125,527,000","123,084,000","121,570,000","113,597,000","112,068,000","113,192,000","118,003,000","113,309,000","107,416,000","107,154,000","106,398,000","98,375,000","77,800,000","75,000,000","73,400,000","67,000,000","63,400,000","63,800,000","63,300,000","55,200,000","53,300,000","53,500,000",,,,,,
OperatingExpense,"526,371,000","148,941,000","133,543,000","125,671,000","118,216,000","124,516,000","118,130,000","125,183,000","128,293,000","143,076,000","111,783,000","128,795,000","114,152,000","118,950,000","112,772,000","111,845,000","106,043,000","109,374,000","106,177,000","107,749,000","90,104,000","107,646,000","90,312,000","90,217,000","86,886,000","88,008,000","91,787,000","90,924,000","88,041,000","78,971,000","79,606,000","81,669,000","79,967,000","85,733,000","82,563,000","84,117,000","74,371,000","-454,978,000","245,413,000","240,609,000","245,201,000","229,430,000","239,101,000","237,771,000","233,626,000","224,099,000","216,247,000","208,178,000","196,594,000","196,328,000","197,765,000","201,820,000","201,235,000","201,776,000","202,969,000","196,680,000","201,952,000","189,881,000","181,368,000","181,104,000","181,741,000","168,147,000","167,228,000","166,701,000","162,623,000","143,460,000","143,256,000","135,083,000","131,590,000","119,110,000","111,162,000","105,538,000","102,413,000","92,747,000","89,013,000","89,873,000","89,631,000","86,120,000","80,720,000","80,599,000","79,759,000","78,495,000","78,422,000","81,446,000","83,935,000","77,083,000","77,004,000","74,962,000","73,286,000","55,200,000","52,800,000","51,300,000","50,100,000","45,800,000","44,800,000","44,700,000","41,900,000","63,400,000","38,100,000",,,,,,
	SellingGeneralAndAdministration,"526,371,000","148,941,000","133,543,000","125,671,000","118,216,000","124,516,000","118,130,000","125,183,000","128,293,000","143,076,000","111,783,000","128,795,000","114,152,000","118,950,000","112,772,000","111,845,000","106,043,000","109,374,000","106,177,000","107,749,000","90,104,000","107,646,000","90,312,000","90,217,000","86,886,000","88,008,000","91,787,000","90,924,000","88,041,000","78,971,000","79,606,000","81,669,000","79,967,000","85,733,000","82,563,000","84,117,000","74,371,000","-454,978,000","245,413,000","240,609,000","245,201,000","229,430,000","239,101,000","237,771,000","233,626,000","224,099,000","216,247,000","208,178,000","196,594,000","196,328,000","197,765,000","201,820,000","201,235,000","201,776,000","202,969,000","196,680,000","201,952,000","189,881,000","181,368,000","181,104,000","181,741,000","168,147,000","167,228,000","166,701,000","162,623,000","143,460,000","143,256,000","135,083,000","131,590,000","119,110,000","111,162,000","105,538,000","102,413,000","92,747,000","89,013,000","89,873,000","89,631,000","86,120,000","80,720,000","80,599,000","79,759,000","78,495,000","78,422,000","81,446,000","83,935,000","77,083,000","77,004,000","74,962,000","73,286,000","55,200,000","52,800,000","51,300,000","50,100,000","45,800,000","44,800,000","44,700,000","41,900,000","63,400,000","38,100,000",,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245,413,000","240,609,000","245,201,000","229,430,000","239,101,000","237,771,000","233,626,000","224,099,000","216,247,000","208,178,000","196,594,000","196,328,000","197,765,000","201,820,000","201,235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179,342,000","177,184,000","183,438,000","164,062,000","178,117,000","178,945,000","175,109,000","169,271,000","161,947,000","154,091,000","146,755,000","143,852,000","148,750,000","151,743,000","153,223,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,071,000","63,425,000","61,763,000","65,368,000","60,984,000","58,826,000","58,517,000","54,828,000","54,300,000","54,087,000","49,839,000","52,476,000","49,015,000","50,077,000","48,012,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"1,082,108,000","287,406,000","310,769,000","260,604,000","223,329,000","206,802,000","168,239,000","188,787,000","109,440,000","136,806,000","201,085,000","227,535,000","224,550,000","255,517,000","245,973,000","219,008,000","191,585,000","210,876,000","194,465,000","181,820,000","187,958,000","193,565,000","211,267,000","233,747,000","198,952,000","214,579,000","232,711,000","229,095,000","181,925,000","187,728,000","203,337,000","200,382,000","156,971,000","155,113,000","176,355,000","182,476,000","168,706,000","133,604,000","187,257,000","184,914,000","169,545,000","171,955,000","183,965,000","180,095,000","156,715,000","164,065,000","166,333,000","156,455,000","136,007,000","142,758,000","154,801,000","149,884,000","137,368,000","142,384,000","148,619,000","144,506,000","136,077,000","132,873,000","131,828,000","129,794,000","115,189,000","110,375,000","111,118,000","103,918,000","92,434,000","92,622,000","85,618,000","80,329,000","67,792,000","62,069,000","61,011,000","52,517,000","47,171,000","47,164,000","46,808,000","46,152,000","43,460,000","39,407,000","42,364,000","40,971,000","33,838,000","33,573,000","34,770,000","36,557,000","29,374,000","30,333,000","30,150,000","31,436,000","25,089,000","22,600,000","22,200,000","22,100,000","16,900,000","17,600,000","19,000,000","18,600,000","13,300,000","-10,100,000","15,400,000","451,400,000","403,700,000","-1,138,500,000","413,600,000","413,100,000","361,900,000"
