name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
	GainOnSaleOfSecurity,"4,583,000","-1,024,000","9,000","2,756,000","2,842,000","-315,000","289,000","123,000","5,039,000","93,000","589,000","696,000","2,718,000","-416,000","1,832,000","1,627,000","1,117,000","-1,019,000","477,000","278,000","-623,000","3,222,000","452,000","-94,000","-783,000","580,000","1,046,000","1,111,000","511,000","3,694,000","330,000","80,000","-109,000","893,000","-101,000","217,000","1,505,000","4,404,000","39,000","-349,000","1,961,000","25,000","-77,000","-483,000","-396,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-45,151,000","-11,746,000","-18,254,000","-15,151,000","0","0","387,000","1,977,000","-29,672,000","-8,751,000","-13,440,000","-19,338,000","-14,443,000","35,000","-11,028,000","-23,000","-2,176,000","282,000","-5,548,000","-6,026,000","-12,907,000","-12,105,000","-6,646,000","0","-894,000","-2,093,000","0","248,000","0","-15,336,000",,,,,,,,,"2,772,000","-1,311,000","4,877,000","3,323,000","-3,116,000","-2,250,000","5,289,000","5,670,000","10,984,000","-4,361,000","7,403,000","522,000","15,679,000","3,020,000","7,663,000","-1,544,000","-30,795,000","-1,853,000","-4,952,000","-520,000","870,000","2,021,000","13,771,000","3,025,000","14,573,000","-1,266,000","-2,314,000","995,000","2,779,000","35,895,000","1,322,000","-501,000","-495,000","1,277,000","925,000","-1,069,000","2,052,000","3,707,000","-10,735,000","9,210,000","-130,259,000","-188,358,000","11,213,000","11,081,000","16,883,000","19,499,000","21,921,000","25,481,000","13,372,000","8,797,000","9,694,000","7,100,000","9,400,000","4,500,000","-6,600,000","8,500,000","-25,200,000","3,600,000","-5,500,000","4,900,000","-5,200,000","4,100,000","4,000,000","3,700,000","3,200,000","1,700,000","-38,000,000","1,900,000","3,000,000","-7,700,000","1,200,000","600,000","-5,800,000","600,000","-8,400,000","300,000","200,000","200,000","200,000","200,000","700,000","300,000","100,000","200,000",,,,,,,,
		RestructuringAndMergernAcquisition,"45,151,000","11,746,000","18,254,000","15,151,000","0","0","-387,000","-1,977,000","29,672,000","8,751,000","13,440,000","19,338,000","14,443,000","-35,000","11,028,000","23,000","2,176,000","-282,000","5,548,000","6,026,000","12,907,000","12,105,000","6,646,000","0","894,000","2,093,000","0","-248,000","0","15,336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"452,000","0",,,,"92,000","908,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0",,,,"468,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"859,000","-4,877,000","-3,323,000",,"2,250,000","-5,381,000","-6,578,000",,"3,893,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"17,728,000","-19,127,000","8,816,000","8,758,000","19,282,000","29,500,000","-4,529,000","26,294,000","-19,801,000","12,089,000","785,000","5,046,000","17,611,000","3,046,000","-8,447,000","9,760,000","-5,879,000","14,611,000","7,058,000","7,448,000","9,398,000","8,340,000","-631,000","8,780,000","11,159,000","-7,255,000","-2,474,000","2,659,000","7,698,000","927,000","4,212,000","3,885,000","4,602,000","10,125,000","8,187,000","3,063,000","5,227,000","6,474,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"955,653,000","327,243,000","199,078,000","213,337,000","215,995,000","177,104,000","191,566,000","236,854,000","110,166,000","99,573,000","131,623,000","132,911,000","133,917,000","147,055,000","52,248,000","71,893,000","119,299,000","120,103,000","99,926,000","112,791,000","62,020,000","108,361,000","82,752,000","85,231,000","97,223,000","64,342,000","55,918,000","65,193,000","83,884,000","76,615,000","62,128,000","70,771,000","68,059,000","71,184,000","59,057,000","58,172,000","86,707,000","71,730,000","42,732,000","61,085,000","23,489,000","73,829,000","53,555,000","55,967,000","57,259,000","52,332,000","39,696,000","47,747,000","53,873,000","57,342,000","31,813,000","66,473,000","65,113,000","69,671,000","55,720,000","52,979,000","50,088,000","60,169,000","47,200,000","33,827,000","57,016,000","27,756,000","15,976,000","15,574,000","9,143,000","3,026,000","787,000","29,584,000","-19,006,000","-19,154,000","-33,567,000","43,050,000","38,500,000","43,609,000","63,091,000","68,026,000","38,926,000","48,946,000","-178,455,000","-161,380,000","30,716,000","20,179,000","29,997,000","21,250,000","18,368,000","13,918,000","-34,605,000","61,862,000",,"68,100,000","77,900,000","65,200,000","48,900,000","59,400,000","32,100,000","52,600,000","38,700,000","-4,200,000","34,400,000","30,600,000","19,600,000","24,200,000","20,800,000","19,200,000","-21,700,000","17,700,000","16,300,000","5,800,000","13,600,000","12,000,000","11,000,000","5,600,000","300,000","7,100,000","6,800,000","5,800,000","4,700,000","3,700,000","3,300,000","3,100,000","2,500,000","2,200,000",,,,,,,,
TaxProvision,"47,981,000","13,902,000","-2,059,000","14,945,000","21,193,000","15,076,000","-4,989,000","-16,057,000","246,000","-4,488,000","-29,091,000","32,982,000","15,707,000","-6,459,000","-202,080,000","-7,516,000","16,827,000","123,794,000","220,008,000","-3,960,000","8,714,000","21,773,000","10,055,000","20,513,000","27,847,000","4,307,000","6,156,000","9,806,000","28,288,000","11,426,000","-327,000","5,115,000","4,742,000","3,488,000","2,167,000","5,875,000","18,016,000","1,808,000","13,651,000","-14,571,000","2,518,000","17,135,000","13,613,000","3,885,000","-23,855,000","4,106,000","14,295,000","8,420,000","14,324,000","-75,444,000","12,285,000","19,037,000","16,825,000","17,242,000","9,323,000","-4,770,000","10,701,000","13,724,000","6,186,000","8,972,000","15,751,000","4,399,000","5,856,000","8,024,000","3,768,000","1,329,000","14,262,000","12,290,000","-14,034,000","-4,829,000","-5,185,000","1,222,000","9,761,000","11,457,000","18,516,000","19,551,000","16,637,000","14,561,000","-80,619,000","-23,791,000","9,336,000","6,127,000","9,599,000","6,800,000","5,878,000","4,454,000","-12,335,000","20,491,000",,"23,000,000","24,900,000","23,800,000","22,300,000","19,000,000","20,700,000","17,900,000","13,200,000","4,100,000","11,700,000","10,400,000","9,200,000","8,000,000","7,100,000","6,500,000","-7,400,000","6,000,000","5,800,000","2,100,000","4,900,000","4,500,000","4,100,000","2,100,000","100,000","2,700,000","2,600,000","2,100,000","1,700,000","1,300,000","1,200,000","1,100,000","900,000","800,000",,,,,,,,
NetIncomeCommonStockholders,"908,858,000","313,687,000","201,447,000","198,646,000","195,078,000","162,345,000","197,455,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000","29,081,000","75,656,000","20,971,000","56,694,000","39,942,000","52,082,000","81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,574,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","37,900,000","34,700,000","25,500,000","-6,400,000","22,700,000","20,200,000","10,400,000","16,200,000","13,700,000","12,700,000","-14,300,000","11,700,000","10,500,000","3,700,000","8,700,000","7,500,000","6,900,000","3,500,000","200,000","4,400,000","4,200,000","3,700,000","3,000,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000","1,100,000","1,000,000","800,000","600,000","1,000,000","1,000,000","1,000,000","1,000,000"
	NetIncome,"908,858,000","313,687,000","201,447,000","198,646,000","195,078,000","162,345,000","197,455,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000","29,081,000","75,656,000","20,971,000","56,694,000","39,942,000","52,082,000","81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,574,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","37,900,000","34,700,000","25,500,000","-6,400,000","22,700,000","20,200,000","10,400,000","16,200,000","13,700,000","12,700,000","-14,300,000","11,700,000","10,500,000","3,700,000","8,700,000","7,500,000","6,900,000","3,500,000","200,000","4,400,000","4,200,000","3,700,000","3,000,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000","1,100,000","1,000,000","800,000","600,000","1,000,000","1,000,000","1,000,000","1,000,000"
		NetIncomeIncludingNoncontrollingInterests,"907,672,000","313,341,000","201,137,000","198,392,000","194,802,000","162,028,000","196,555,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000","29,081,000","75,656,000","20,971,000","56,694,000","39,942,000","52,082,000","81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,574,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","37,900,000","34,700,000","25,500,000","-6,400,000","22,700,000","20,200,000","10,400,000","16,200,000","13,700,000","12,700,000","-14,300,000","11,700,000","10,500,000","3,700,000","8,700,000","7,500,000","6,900,000","3,500,000","200,000","4,400,000","4,200,000","3,700,000","3,000,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000","1,100,000","1,000,000","800,000","600,000","1,000,000","1,000,000","1,000,000","1,000,000"
			NetIncomeContinuousOperations,"907,672,000","313,341,000","201,137,000","198,392,000","194,802,000","162,028,000","196,555,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000","29,081,000","75,656,000","20,971,000","56,694,000","39,942,000","52,082,000","81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,574,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","11,400,000","34,700,000","25,500,000","-8,300,000","22,700,000","20,200,000","10,400,000","16,200,000","13,700,000","12,700,000","-14,300,000","11,700,000","10,500,000","3,700,000","8,700,000","7,500,000","6,900,000","3,500,000","200,000","4,400,000","4,200,000","3,700,000","3,000,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000","1,100,000","1,000,000","800,000","600,000","900,000","900,000","900,000","900,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","100,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"1,186,000","346,000","310,000","254,000","276,000","317,000","429,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"908,858,000","313,687,000","201,447,000","198,646,000","195,078,000","162,345,000","197,455,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000","29,081,000","75,656,000","20,971,000","56,694,000","39,942,000","52,082,000","81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,574,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","37,900,000","34,700,000","25,500,000","-6,400,000","22,700,000","20,200,000","10,400,000","16,200,000","13,700,000","12,700,000","-14,300,000","11,700,000","10,500,000","3,700,000","8,700,000","7,500,000","6,900,000","3,500,000","200,000","4,400,000","4,200,000","3,700,000","3,000,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000","1,100,000","1,000,000","800,000","600,000","1,000,000","1,000,000","1,000,000","1,000,000"
BasicEPS,,"2.05","1.32","1.3","1.28","1.06","1.3","1.67","0.73","0.69","1.07","0.67","0.79","0.84","1.71","0.53","0.69","-0.02","-0.8","0.78","0.35","0.57","0.48","0.43","0.46","0.39","0.32","0.36","0.36","0.42","0.4","0.42","0.41","0.44","0.37","0.34","0.45","0.46",,"0.51","0.14","0.39","0.28","0.36","0.55","0.32",,"0.27","0.27","0.9",,"0.33","0.34","0.37",,"0.41","0.28","0.32",,"0.17","0.29","0.16",,"0.05","0.04","0.01",,"0.12","-0.03","-0.1",,"0.27","0.19","0.21",,"0.315","0.15","0.23",,"-0.965","0.175","0.115",,"0.12","0.105","0.075",,"0.305","0.245","0.32",,"0.29","0.19","0.29",,"0.26","0.195","-0.05",,"0.195","0.055","0.195",,"0.15","-0.18","0.14",,"0.045","0.115","0.1",,"0.05","0.005","0.07",,"0.06","0.05","0.04",,"0.035","0.03","0.025",,"0.02","0.015","0.015",,"0.025","0.025","0.025"
DilutedEPS,,"1.99","1.28","1.27","1.24","1.03","1.26","1.62","0.71","0.67","1.04","0.65","0.77","0.82","1.66","0.52","0.67","-0.02","-0.8","0.75","0.34","0.56","0.47","0.42","0.45","0.39","0.31","0.35","0.35","0.41","0.39","0.42","0.4","0.43","0.36","0.33","0.44","0.45",,"0.5","0.14","0.39","0.27","0.35","0.53","0.31",,"0.26","0.26","0.88",,"0.32","0.33","0.37",,"0.39","0.27","0.31",,"0.17","0.28","0.16",,"0.05","0.04","0.01",,"0.12","-0.03","-0.1",,"0.26","0.18","0.19",,"0.3","0.145","0.225",,"-0.965","0.165","0.11",,"0.11","0.095","0.075",,"0.295","0.235","0.305",,"0.28","0.18","0.28",,"0.25","0.19","-0.05",,"0.185","0.055","0.185",,"0.15","-0.18","0.14",,"0.045","0.115","0.1",,"0.05","0.005","0.07",,"0.06","0.05","0.04",,"0.035","0.03","0.025",,"0.02","0.015","0.015",,"0.025","0.025","0.025"
BasicAverageShares,,"153,218,000","152,932,000","152,635,000","152,725,000","152,498,000","152,349,000","151,352,000","150,597,000","150,244,000","150,367,000","150,123,000","149,712,000","149,288,000","149,148,000","148,490,000","149,034,000","149,441,000","150,448,000","150,214,000","150,384,000","150,782,000","151,681,000","151,169,000","152,250,000","152,968,000","155,322,000","155,533,000","154,515,000","154,458,000","156,385,000","155,194,000","154,572,000","154,066,000","154,369,000","153,915,000","153,515,000","151,477,000",,"147,801,000","145,948,000","143,882,000","143,855,000","144,960,000","148,461,000","149,016,000",,"148,006,000","148,890,000","146,830,000",,"144,138,000","143,275,000","141,865,000",,"142,536,000","141,844,000","146,001,000",,"143,820,000","144,370,000","142,772,000",,"142,538,000","143,352,000","144,989,000",,"143,830,000","144,801,000","146,060,000",,"155,199,000","154,806,000","156,316,000",,"153,240,000","148,702,000","148,130,000",,"142,314,000","122,464,000","120,272,000",,"120,096,000","121,552,000","123,802,000",,"136,556,000","138,306,000","141,570,000",,"142,758,621","140,000,000","139,310,345",,"133,461,538","130,769,231","128,000,000",,"103,589,744","83,076,923","83,076,923",,"84,666,667","79,444,444","83,571,429",,"82,222,222","75,652,174","75,000,000",,"70,000,000","62,857,143","62,857,143",,"61,666,667","60,000,000","60,000,000",,"57,142,857","53,333,333","56,000,000",,"50,000,000","53,333,333","40,000,000",,"40,000,000","40,000,000","40,000,000"
DilutedAverageShares,,"157,273,000","157,243,000","156,907,000","157,077,000","157,277,000","156,825,000","155,973,000","154,379,000","154,504,000","154,532,000","154,600,000","153,904,000","152,661,000","153,038,000","152,614,000","153,167,000","149,441,000","150,448,000","154,683,000","154,861,000","154,433,000","154,331,000","153,890,000","154,536,000","155,283,000","158,121,000","158,584,000","157,483,000","157,206,000","158,477,000","157,622,000","157,082,000","156,756,000","157,039,000","157,056,000","156,606,000","154,531,000",,"150,644,000","149,297,000","147,113,000","146,350,000","148,045,000","152,593,000","153,640,000",,"151,106,000","152,482,000","150,788,000",,"146,063,000","145,421,000","142,612,000",,"147,486,000","145,271,000","150,683,000",,"149,709,000","149,783,000","148,113,000",,"143,964,000","146,010,000","146,969,000",,"145,668,000","144,801,000","146,060,000",,"160,346,000","161,840,000","165,864,000",,"162,696,000","153,034,000","153,278,000",,"142,314,000","129,868,000","130,022,000",,"129,774,000","130,768,000","130,486,000",,"139,206,000","142,178,000","148,562,000",,"147,857,143","147,777,778","144,285,714",,"138,800,000","134,210,526","128,000,000",,"109,189,189","87,567,568","87,567,568",,"84,666,667","79,444,444","83,571,429",,"82,222,222","75,652,174","75,000,000",,"70,000,000","62,857,143","62,857,143",,"61,666,667","60,000,000","60,000,000",,"57,142,857","53,333,333","56,000,000",,"50,000,000","53,333,333","40,000,000",,"40,000,000","40,000,000","40,000,000"
TotalOperatingIncomeAsReported,"933,478,000","347,036,000","190,288,000","201,923,000","194,231,000","148,348,000","196,132,000","210,598,000","125,895,000","87,516,000","129,721,000","127,594,000","115,502,000","147,414,000","61,525,000","63,968,000","127,014,000","107,718,000","91,713,000","105,370,000","53,606,000","96,874,000","82,757,000","76,722,000","86,806,000","71,110,000","57,558,000","61,482,000","75,927,000","71,499,000","57,500,000","67,227,000","63,834,000","60,156,000","51,014,000","54,995,000","79,503,000","60,981,000","39,490,000","63,395,000","17,136,000","70,003,000","56,317,000","58,179,000","51,685,000","46,662,000","33,257,000","50,793,000","44,968,000","55,092,000","24,922,000","61,089,000","54,668,000","67,572,000","65,304,000","50,032,000","49,937,000","53,839,000","37,876,000","22,998,000","37,348,000","19,822,000","11,434,000","13,153,000","8,111,000","1,231,000","-1,992,000","-6,311,000","-20,328,000","-24,353,000","-34,710,000","41,773,000","37,575,000","44,678,000","61,039,000","62,719,000","31,411,000","39,736,000","63,870,000","-172,788,000","19,503,000","9,098,000","13,114,000","1,751,000","-3,553,000","-11,563,000","-47,977,000","53,065,000","40,847,000","61,000,000","68,500,000","60,600,000","55,400,000","51,000,000","57,200,000","48,900,000","44,100,000","-9,200,000","41,700,000","26,400,000","15,600,000","20,400,000","19,100,000","17,600,000","16,300,000","15,900,000","14,700,000","13,500,000","12,400,000","11,300,000","17,800,000","5,000,000","8,600,000","6,800,000","6,600,000","5,600,000","4,400,000","3,500,000","3,200,000","2,800,000","2,400,000","2,000,000",,,,,,,,
TotalExpenses,"3,525,498,000","911,473,000","943,877,000","840,056,000","830,092,000","821,973,000","829,694,000","755,513,000","705,760,000","738,114,000","707,920,000","706,038,000","706,297,000","673,022,000","722,529,000","715,723,000","647,646,000","661,990,000","599,383,000","583,985,000","613,556,000","543,807,000","544,316,000","538,482,000","517,305,000","495,401,000","529,601,000","494,571,000","481,277,000","455,208,000","481,512,000","454,585,000","453,863,000","418,795,000","453,861,000","427,950,000","419,754,000","414,156,000","414,723,000","380,352,000","415,425,000","355,493,000","334,217,000","328,616,000","341,985,000","317,982,000","342,202,000","286,136,000","293,138,000","275,075,000","313,356,000","284,088,000","282,167,000","272,183,000","287,501,000","289,296,000","274,616,000","261,626,000","276,257,000","279,000,000","255,580,000","280,388,000","271,950,000","264,055,000","266,668,000","249,499,000","247,527,000","241,476,000","236,568,000","231,858,000","237,572,000","214,346,000","231,314,000","215,346,000","231,517,000","212,191,000","242,367,000","228,400,000","219,616,000","313,017,000","166,135,000","166,447,000","170,448,000","174,359,000","167,077,000","168,717,000","181,199,000","175,770,000","164,006,000","155,900,000","159,800,000","146,800,000","134,800,000","129,200,000","136,800,000","130,700,000","126,000,000","183,400,000","91,500,000","98,600,000","108,600,000","82,100,000","79,400,000","73,400,000","68,700,000","63,100,000","58,800,000","54,600,000","50,100,000","46,700,000","36,500,000","45,300,000","38,600,000","27,200,000","25,700,000","23,900,000","20,600,000","17,700,000","16,300,000","13,300,000","12,000,000","11,000,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"908,858,000","313,687,000","201,447,000","198,646,000","195,078,000","162,345,000","197,455,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000","29,081,000","75,656,000","20,971,000","56,694,000","39,942,000","52,082,000","81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,574,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","11,400,000","34,700,000","25,500,000","-6,400,000","22,700,000","20,200,000","10,400,000","16,200,000","13,700,000","12,700,000","-14,300,000","11,700,000","10,500,000","3,700,000","8,700,000","7,500,000","6,900,000","3,500,000","200,000","4,400,000","4,200,000","3,700,000","3,000,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000","1,100,000","1,000,000","800,000","600,000","900,000","900,000","900,000","900,000"
