name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996
NetNonOperatingInterestIncomeExpense,"-6,718,000","-1,673,000","-1,494,000","-1,712,000","-1,839,000","-1,814,000","-1,029,000","-1,826,000","-2,211,000","-2,661,000","-3,131,000","-3,279,000","-3,856,000","-4,339,000","-4,596,000","-4,421,000","-3,754,000","-3,272,000","-2,919,000","-2,655,000","-2,413,000","-1,048,000","-499,000","-371,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"6,718,000","1,673,000","1,494,000","1,712,000","1,839,000","1,814,000","1,029,000","1,826,000","2,211,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,"2,211,000","2,661,000","3,131,000","3,279,000","3,856,000","4,339,000","4,596,000","4,421,000","3,754,000","3,272,000","2,919,000","2,655,000","2,413,000","1,048,000","499,000","371,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-1,564,000","281,000","-1,237,000","979,000","-1,587,000","347,000","230,000","-607,000","-289,000","-487,000","-1,314,000",,,,,,,,"-2,919,000","0",,"-1,208,000","-499,000","113,218,000","-433,000","-424,000","93,000","391,000","482,000","534,000","430,000","227,000","334,000","344,000","341,000","345,000","361,000","357,000","428,000","459,000","483,000","496,000","277,000","194,000","172,000","132,000","125,000","72,000","86,000","151,000","238,000","96,000","181,000","197,000","618,000","835,000","852,000","1,431,000","2,042,000","2,358,000","2,143,000","1,797,000","1,487,000","1,420,000","1,060,000","562,000","1,702,000","442,000","316,000","216,000","168,000","128,000","223,000","687,000","735,000","638,000","509,000","546,000","596,000","615,000","522,000","574,000","-296,000","640,000","830,000","942,000","931,000","812,000","-1,792,000","700,000","700,000","600,000","500,000","500,000","500,000","2,600,000","-300,000","-400,000","400,000","300,000","200,000","-300,000","100,000","1,500,000","-300,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,"0","0","0",,"0","0","-1,208,000",,"112,453,000",,,,,,,,,,,,,,,"428,000","459,000","483,000","496,000","277,000","194,000","172,000","132,000","125,000","72,000","86,000","151,000","238,000","96,000","181,000","197,000","618,000","835,000","852,000","1,431,000","2,042,000","2,358,000","2,143,000","1,797,000","1,487,000","1,420,000","1,060,000","562,000","1,702,000","442,000","316,000","216,000","168,000","128,000","223,000","687,000","735,000","638,000","509,000","546,000","596,000","615,000","522,000","574,000","-296,000","640,000","830,000","942,000","931,000","812,000","-1,792,000","700,000","700,000","600,000","500,000","500,000","500,000","2,600,000","-300,000","-400,000","400,000","300,000","200,000","-300,000","100,000","1,500,000","-300,000"
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,"0","0","0",,"0","0","-1,208,000",,"112,453,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-1,564,000","281,000","-1,237,000","979,000","-1,587,000","347,000","230,000","-607,000","-289,000","-487,000","-1,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"474,605,000","121,956,000","119,930,000","118,443,000","114,276,000","114,666,000","120,232,000","96,144,000","119,140,000","103,109,000","108,741,000","108,289,000","113,384,000","104,349,000","95,943,000","83,935,000","89,511,000","92,213,000","86,179,000","79,773,000","85,229,000","89,490,000","89,820,000","199,816,000","88,857,000","84,920,000","87,401,000","86,044,000","85,838,000","81,182,000","80,690,000","79,613,000","73,371,000","75,398,000","75,081,000","70,879,000","71,998,000","56,521,000","71,513,000","71,086,000","68,977,000","67,613,000","67,030,000","59,184,000","61,995,000","58,225,000","59,554,000","57,502,000","55,770,000","54,624,000","54,285,000","54,455,000","53,487,000","52,233,000","51,948,000","51,066,000","48,771,000","44,671,000","44,539,000","45,026,000","41,360,000","39,582,000","36,908,000","34,708,000","32,013,000","30,206,000","29,105,000","29,219,000","27,683,000","27,248,000","26,013,000","23,358,000","22,054,000","22,189,000","21,774,000","21,110,000","20,012,000","19,433,000","18,461,000","17,955,000","16,643,000","15,614,000","14,025,000","14,236,000","13,814,000","13,479,000","12,714,000","11,872,000","8,388,000","9,947,000","9,300,000","8,400,000","7,700,000","7,400,000","7,100,000","6,400,000","5,800,000","5,200,000","5,000,000","4,400,000","4,200,000","3,700,000","3,500,000","3,200,000","3,000,000"
TaxProvision,"55,279,000","12,018,000","12,283,000","17,381,000","13,597,000","18,023,000","19,026,000","7,065,000","17,924,000","14,423,000","14,784,000","16,762,000","21,119,000","19,647,000","11,647,000","15,112,000","14,765,000","39,076,000","15,800,000","20,221,000","19,815,000","22,780,000","23,237,000","55,509,000","22,076,000","17,157,000","27,436,000","23,860,000","24,429,000","19,584,000","24,830,000","24,206,000","21,839,000","22,972,000","22,903,000","19,916,000","18,631,000","11,982,000","21,744,000","22,547,000","20,997,000","20,867,000","21,486,000","18,304,000","18,684,000","12,971,000","17,953,000","18,211,000","17,112,000","18,505,000","18,142,000","18,180,000","14,951,000","17,678,000","16,363,000","17,482,000","16,229,000","15,179,000","15,140,000","14,310,000","12,785,000","13,101,000","13,113,000","11,265,000","10,977,000","10,964,000","9,910,000","10,572,000","8,132,000","10,078,000","9,616,000","8,673,000","7,367,000","7,452,000","7,866,000","7,623,000","5,744,000","7,286,000","6,925,000","6,787,000","6,291,000","4,897,000","5,414,000","5,531,000","5,245,000","5,107,000","4,962,000","4,583,000","3,238,000","2,633,000","3,800,000","3,500,000","2,900,000","2,900,000","2,800,000","2,800,000","2,500,000","2,300,000","2,200,000","1,900,000","1,800,000","1,600,000","1,500,000","1,400,000","1,300,000"
NetIncomeCommonStockholders,"419,326,000","109,938,000","107,647,000","101,062,000","100,679,000","96,643,000","101,206,000","89,079,000","101,216,000","88,686,000","93,957,000","91,527,000","92,265,000","84,702,000","84,296,000","68,823,000","74,746,000","53,137,000","70,379,000","59,552,000","65,414,000","66,710,000","66,583,000","144,307,000","66,781,000","67,763,000","59,965,000","62,184,000","61,409,000","61,598,000","55,860,000","55,407,000","51,532,000","52,426,000","52,178,000","50,963,000","53,367,000","44,539,000","49,769,000","48,539,000","47,980,000","46,746,000","45,544,000","40,880,000","43,311,000","45,254,000","41,601,000","39,291,000","38,658,000","36,119,000","36,143,000","36,275,000","38,536,000","34,555,000","35,585,000","33,584,000","32,542,000","29,492,000","29,399,000","30,716,000","28,575,000","26,481,000","23,795,000","23,443,000","21,036,000","19,242,000","19,195,000","18,647,000","19,551,000","17,170,000","16,397,000","14,685,000","14,687,000","14,737,000","13,908,000","13,487,000","14,268,000","12,147,000","11,536,000","11,168,000","10,352,000","10,717,000","8,611,000","8,705,000","8,572,000","8,372,000","7,752,000","7,289,000","5,150,000","7,314,000","5,500,000","4,900,000","4,800,000","4,500,000","4,300,000","3,600,000","3,300,000","3,100,000","2,800,000","2,500,000","2,400,000","2,100,000","2,000,000","1,800,000","1,700,000"
	NetIncome,"419,326,000","109,938,000","107,647,000","101,062,000","100,679,000","96,643,000","101,206,000","89,079,000","101,216,000","88,686,000","93,957,000","91,527,000","92,265,000","84,702,000","84,296,000","68,823,000","74,746,000","53,137,000","70,379,000","59,552,000","65,414,000","66,710,000","66,583,000","144,307,000","66,781,000","67,763,000","59,965,000","62,184,000","61,409,000","61,598,000","55,860,000","55,407,000","51,532,000","52,426,000","52,178,000","50,963,000","53,367,000","44,539,000","49,769,000","48,539,000","47,980,000","46,746,000","45,544,000","40,880,000","43,311,000","45,254,000","41,601,000","39,291,000","38,658,000","36,119,000","36,143,000","36,275,000","38,536,000","34,555,000","35,585,000","33,584,000","32,542,000","29,492,000","29,399,000","30,716,000","28,575,000","26,481,000","23,795,000","23,443,000","21,036,000","19,242,000","19,195,000","18,647,000","19,551,000","17,170,000","16,397,000","14,685,000","14,687,000","14,737,000","13,908,000","13,487,000","14,268,000","12,147,000","11,536,000","11,168,000","10,352,000","10,717,000","8,611,000","8,705,000","8,572,000","8,372,000","7,752,000","7,289,000","5,150,000","7,314,000","5,500,000","4,900,000","4,800,000","4,500,000","4,300,000","3,600,000","3,300,000","3,100,000","2,800,000","2,500,000","2,400,000","2,100,000","2,000,000","1,800,000","1,700,000"
		NetIncomeIncludingNoncontrollingInterests,"419,326,000","109,938,000","107,647,000","101,062,000","100,679,000","96,643,000","101,206,000","89,079,000","101,216,000","88,686,000","93,957,000","91,527,000","92,265,000","84,702,000","84,296,000","68,823,000","74,746,000","53,137,000","70,379,000","59,552,000","65,414,000","66,710,000","66,583,000","144,307,000","66,781,000","67,763,000","59,965,000","62,184,000","61,409,000","61,598,000","55,860,000","55,407,000","51,532,000","52,426,000","52,178,000","50,963,000","53,367,000","44,539,000","49,769,000","48,539,000","47,980,000","46,746,000","45,544,000","40,880,000","43,311,000","45,254,000","41,601,000","39,291,000","38,658,000","36,119,000","36,143,000","36,275,000","38,536,000","34,555,000","35,585,000","33,584,000","32,542,000","29,492,000","29,399,000","30,716,000","28,575,000","26,481,000","23,795,000","23,443,000","21,036,000","19,242,000","19,195,000","18,647,000","19,551,000","17,170,000","16,397,000","14,685,000","14,687,000","14,737,000","13,908,000","13,487,000","14,268,000","12,147,000","11,536,000","11,168,000","10,352,000","10,717,000","8,611,000","8,705,000","8,572,000","8,372,000","7,752,000","7,289,000","5,150,000","7,314,000","5,500,000","4,900,000","4,800,000","4,500,000","4,300,000","3,600,000","3,300,000","3,100,000","2,800,000","2,500,000","2,400,000","2,100,000","2,000,000","1,800,000","1,700,000"
			NetIncomeContinuousOperations,"419,326,000","109,938,000","107,647,000","101,062,000","100,679,000","96,643,000","101,206,000","89,079,000","101,216,000","88,686,000","93,957,000","91,527,000","92,265,000","84,702,000","84,296,000","68,823,000","74,746,000","53,137,000","70,379,000","59,552,000","65,414,000","66,710,000","66,583,000","144,307,000","66,781,000","67,763,000","59,965,000","62,184,000","61,409,000","61,598,000","55,860,000","55,407,000","51,532,000","52,426,000","52,178,000","50,963,000","53,367,000","44,539,000","49,769,000","48,539,000","47,980,000","46,746,000","45,544,000","40,880,000","43,311,000","45,254,000","41,601,000","39,291,000","38,658,000","36,119,000","36,143,000","36,275,000","38,536,000","34,555,000","35,585,000","33,584,000","32,542,000","29,492,000","29,399,000","30,716,000","28,575,000","26,481,000","23,795,000","23,443,000","21,036,000","19,242,000","19,195,000","18,647,000","19,551,000","17,170,000","16,397,000","14,685,000","14,687,000","14,737,000","13,908,000","13,487,000","14,268,000","12,147,000","11,536,000","11,168,000","10,352,000","10,717,000","8,611,000","8,705,000","8,572,000","8,372,000","7,752,000","7,289,000","5,150,000","7,314,000","5,500,000","4,900,000","4,800,000","4,500,000","4,300,000","3,600,000","3,300,000","2,900,000","2,800,000","2,500,000","2,400,000","2,100,000","2,000,000","1,800,000","1,700,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"200,000",,,,,,,
DilutedNIAvailtoComStockholders,"419,326,000","109,938,000","107,647,000","101,062,000","100,679,000","96,643,000","101,206,000","89,079,000","101,216,000","88,686,000","93,957,000","91,527,000","92,265,000","84,702,000","84,296,000","68,823,000","74,746,000","53,137,000","70,379,000","59,552,000","65,414,000","66,710,000","66,583,000","144,307,000","66,781,000","67,763,000","59,965,000","62,184,000","61,409,000","61,598,000","55,860,000","55,407,000","51,532,000","52,426,000","52,178,000","50,963,000","53,367,000","44,539,000","49,769,000","48,539,000","47,980,000","46,746,000","45,544,000","40,880,000","43,311,000","45,254,000","41,601,000","39,291,000","38,658,000","36,119,000","36,143,000","36,275,000","38,536,000","34,555,000","35,585,000","33,584,000","32,542,000","29,492,000","29,399,000","30,716,000","28,575,000","26,481,000","23,795,000","23,443,000","21,036,000","19,242,000","19,195,000","18,647,000","19,551,000","17,170,000","16,397,000","14,685,000","14,687,000","14,737,000","13,908,000","13,487,000","14,268,000","12,147,000","11,536,000","11,168,000","10,352,000","10,717,000","8,611,000","8,705,000","8,572,000","8,372,000","7,752,000","7,289,000","5,150,000","7,314,000","5,500,000","4,900,000","4,800,000","4,500,000","4,300,000","3,600,000","3,300,000","3,100,000","2,800,000","2,500,000","2,400,000","2,100,000","2,000,000","1,800,000","1,700,000"
BasicEPS,,"2.91","2.85","2.687","2.666","2.554","2.663","2.342","2.67","2.343","2.479","2.401","2.414","2.223","2.214","1.802","1.947","1.365","1.8","1.526","1.669","1.692","1.677","3.604","1.643","1.652","1.449","1.505","1.479","1.48","1.343","1.326","1.226","1.238","1.214","1.176","1.212","1.022","1.122","1.096","1.071","1.044","1.01",,"0.945","0.98","0.898",,"0.834","0.774","0.767",,"0.82","0.74","0.75",,"0.68","0.61","0.61",,"0.58","0.54","0.49",,"0.43","0.4","0.4",,"0.41","0.36","0.347",,"0.313","0.3","0.273",,"0.287","0.24","0.227",,"0.207","0.213","0.173",,"0.173","0.167","0.16",,"0.107","0.153","0.057",,"0.036","0.033","0.022",,"0.018","0.016","0.013",,"0.012","0.01","0.009",,"0.009"
DilutedEPS,,"2.84","2.79","2.63","2.62","2.5","2.62","2.29","2.63","2.3","2.43","2.34","2.37","2.19","2.17","1.77","1.91","1.33","1.77","1.52","1.66","1.68","1.66","3.55","1.62","1.63","1.43","1.48","1.45","1.46","1.32","1.31","1.21","1.22","1.19","1.16","1.2","1","1.11","1.08","1.05","1.02","0.99",,"0.92","0.95","0.88",,"0.81","0.75","0.74",,"0.79","0.71","0.73",,"0.65","0.59","0.58",,"0.56","0.52","0.47",,"0.41","0.38","0.38",,"0.39","0.34","0.327",,"0.3","0.287","0.26",,"0.273","0.233","0.22",,"0.193","0.207","0.167",,"0.167","0.16","0.147",,"0.1","0.14","0.053",,"0.031","0.031","0.019",,"0.015","0.016","0.013",,"0.012","0.01","0.009",,"0.009"
