name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996
TotalRevenue,"1,667,296,000","431,119,000","424,725,000","411,894,000","399,558,000","391,788,000","388,206,000","383,590,000","374,083,000","369,780,000","366,658,000","364,283,000","364,533,000","354,895,000","351,640,000","345,862,000","339,911,000","335,231,000","329,141,000","326,642,000","312,120,000","294,354,000","288,063,000","287,291,000","287,501,000","281,796,000","270,504,000","261,778,000","254,522,000","247,792,000","242,676,000","238,664,000","231,761,000","226,934,000","222,975,000","219,333,000","214,613,000","213,083,000","211,085,000","207,663,000","202,311,000","199,371,000","196,448,000","191,939,000","183,647,000","177,635,000","173,289,000","168,234,000","160,301,000","157,281,000","155,243,000","155,462,000","154,387,000","156,542,000","155,632,000","153,707,000","147,399,000","140,238,000","134,175,000","129,532,000","121,075,000","116,313,000","108,881,000","105,216,000","98,815,000","93,665,000","89,654,000","82,767,000","79,342,000","76,472,000","74,063,000","67,682,000","63,600,000","61,371,000","59,257,000","51,721,000","59,106,000","56,655,000","54,813,000","54,061,000","52,416,000","50,367,000","49,009,000","47,479,000","45,374,000","42,924,000","40,911,000","37,114,000","34,295,000","32,485,000","30,300,000","28,300,000","26,500,000","25,200,000","23,800,000","22,200,000","20,200,000","19,100,000","17,500,000","16,500,000","15,100,000","14,000,000","12,900,000","12,200,000","11,400,000"
	OperatingRevenue,"1,667,296,000","431,119,000","424,725,000","411,894,000","399,558,000","391,788,000","388,206,000","383,590,000","374,083,000","369,780,000","366,658,000","364,283,000","364,533,000","354,895,000","351,640,000","345,862,000","339,911,000","335,231,000","329,141,000","326,642,000","312,120,000","294,354,000","288,063,000","287,291,000","287,501,000","281,796,000","270,504,000","261,778,000","254,522,000","247,792,000","242,676,000","238,664,000","231,761,000","226,934,000","222,975,000","219,333,000","214,613,000","213,083,000","211,085,000","207,663,000","202,311,000","199,371,000","196,448,000","191,939,000","183,647,000","177,635,000","173,289,000","168,234,000","160,301,000","157,281,000","155,243,000","155,462,000","154,387,000","156,542,000","155,632,000","153,707,000","147,399,000","140,238,000","134,175,000","129,532,000","121,075,000","116,313,000","108,881,000","105,216,000","98,815,000","93,665,000","89,654,000","82,767,000","79,342,000","76,472,000","74,063,000","67,682,000","63,600,000","61,371,000","59,257,000","51,721,000","59,106,000","56,655,000","54,813,000","54,061,000","52,416,000","50,367,000","49,009,000","47,479,000","45,374,000","42,924,000","40,911,000","37,114,000","34,295,000","32,485,000","30,300,000","28,300,000","26,500,000","25,200,000","23,800,000","22,200,000","20,200,000","19,100,000","17,500,000","16,500,000","15,100,000","14,000,000","12,900,000","12,200,000","11,400,000"
CostOfRevenue,"809,333,000","199,395,000","207,149,000","197,532,000","205,257,000","195,523,000","188,088,000","183,568,000","170,703,000","176,218,000","164,957,000","167,730,000","163,832,000","165,108,000","166,776,000","169,467,000","165,073,000","163,232,000","161,524,000","161,269,000","146,426,000","131,635,000","127,250,000","124,160,000","124,602,000","123,911,000","114,736,000","107,594,000","100,686,000","99,516,000","97,543,000","92,521,000","90,661,000","87,254,000","83,250,000","80,231,000","76,721,000","75,842,000","73,586,000","72,294,000","68,878,000","67,531,000","66,833,000","65,477,000","62,224,000","60,137,000","56,785,000","53,918,000","51,355,000","50,870,000","50,407,000","52,647,000","50,847,000","52,537,000","53,332,000","50,684,000","48,134,000","47,478,000","44,943,000","41,697,000","39,429,000","36,730,000","34,941,000","32,623,000","31,543,000","29,122,000","28,064,000","24,731,000","23,770,000","21,293,000","22,007,000","19,727,000","18,394,000","18,198,000","17,875,000","11,633,000","18,947,000","17,960,000","17,746,000","17,709,000","17,339,000","16,598,000","16,301,000","28,959,000","11,554,000","10,745,000","10,318,000","8,794,000","8,779,000","8,393,000","7,700,000","7,300,000","6,900,000","6,800,000","6,600,000","6,300,000","5,700,000","6,100,000","5,800,000","7,800,000","3,900,000","4,400,000","3,500,000","4,000,000","2,000,000"
GrossProfit,"857,963,000","231,724,000","217,576,000","214,362,000","194,301,000","196,265,000","200,118,000","200,022,000","203,380,000","193,562,000","201,701,000","196,553,000","200,701,000","189,787,000","184,864,000","176,395,000","174,838,000","171,999,000","167,617,000","165,373,000","165,694,000","162,719,000","160,813,000","163,131,000","162,899,000","157,885,000","155,768,000","154,184,000","153,836,000","148,276,000","145,133,000","146,143,000","141,100,000","139,680,000","139,725,000","139,102,000","137,892,000","137,241,000","137,499,000","135,369,000","133,433,000","131,840,000","129,615,000","126,462,000","121,423,000","117,498,000","116,504,000","114,316,000","108,946,000","106,411,000","104,836,000","102,815,000","103,540,000","104,005,000","102,300,000","103,023,000","99,265,000","92,760,000","89,232,000","87,835,000","81,646,000","79,583,000","73,940,000","72,593,000","67,272,000","64,543,000","61,590,000","58,036,000","55,572,000","55,179,000","52,056,000","47,955,000","45,206,000","43,173,000","41,382,000","40,088,000","40,159,000","38,695,000","37,067,000","36,352,000","35,077,000","33,769,000","32,708,000","18,520,000","33,820,000","32,179,000","30,593,000","28,320,000","25,516,000","24,092,000","22,600,000","21,000,000","19,600,000","18,400,000","17,200,000","15,900,000","14,500,000","13,000,000","11,700,000","8,700,000","11,200,000","9,600,000","9,400,000","8,200,000","9,400,000"
OperatingExpense,"375,076,000","108,376,000","94,915,000","95,186,000","76,599,000","80,132,000","79,087,000","101,445,000","81,740,000","87,305,000","88,515,000","84,985,000","83,461,000","81,099,000","84,325,000","88,039,000","81,573,000","76,514,000","78,519,000","82,945,000","78,052,000","70,973,000","70,494,000","75,397,000","73,609,000","72,541,000","68,460,000","68,531,000","68,480,000","67,628,000","64,873,000","66,757,000","68,063,000","64,626,000","64,985,000","68,568,000","66,255,000","81,077,000","66,414,000","64,742,000","64,939,000","64,723,000","62,862,000","67,472,000","59,600,000","59,405,000","57,075,000","56,886,000","53,262,000","51,938,000","50,789,000","48,456,000","50,234,000","51,969,000","50,970,000","52,792,000","51,346,000","49,520,000","46,735,000","45,167,000","42,429,000","41,798,000","38,519,000","39,305,000","36,319,000","34,899,000","34,187,000","29,259,000","28,205,000","28,147,000","26,211,000","24,725,000","23,375,000","21,671,000","20,343,000","19,616,000","20,656,000","19,808,000","19,202,000","-63,005,000","18,956,000","18,729,000","19,291,000","4,924,000","20,833,000","19,642,000","18,810,000","17,260,000","15,336,000","14,845,000","13,900,000","13,300,000","12,200,000","11,500,000","10,600,000","12,000,000","8,400,000","7,300,000","7,100,000","4,500,000","7,300,000","5,600,000","6,000,000","6,500,000","6,200,000"
	SellingGeneralAndAdministration,"375,076,000","108,376,000","94,915,000","95,186,000","76,599,000","80,132,000","79,087,000","101,445,000","81,740,000","87,305,000","88,515,000","84,985,000","83,461,000","81,099,000","84,325,000","88,039,000","81,573,000","76,514,000","78,519,000","82,945,000","78,052,000","70,973,000","70,494,000","75,397,000","73,609,000","72,541,000","68,460,000","68,531,000","68,480,000","67,628,000","64,873,000","66,757,000","68,063,000","64,626,000","64,985,000","68,568,000","66,255,000","81,077,000","66,414,000","64,742,000","64,939,000","64,723,000","62,862,000","67,472,000","59,600,000","59,405,000","57,075,000","56,886,000","53,262,000","51,938,000","50,789,000","48,456,000","50,234,000","51,969,000","50,970,000","52,792,000","51,346,000","49,520,000","46,735,000","45,167,000","42,429,000","41,798,000","38,519,000","39,305,000","36,319,000","34,899,000","34,187,000","29,259,000","28,205,000","28,147,000","26,211,000","24,725,000","23,375,000","21,671,000","20,343,000","19,616,000","20,656,000","19,808,000","19,202,000","19,012,000","18,956,000","18,729,000","18,387,000","16,868,000","16,524,000","15,818,000","14,999,000","14,100,000","12,700,000","11,676,000","11,000,000","10,300,000","9,600,000","9,200,000","8,700,000","10,000,000","6,400,000","5,800,000","6,000,000","3,300,000","6,000,000","4,300,000","5,100,000","5,700,000","5,500,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,309,000","3,824,000","3,811,000","3,160,000","2,636,000","3,169,000","2,900,000","3,000,000","2,600,000","2,300,000","1,900,000","2,000,000","2,000,000","1,500,000","1,100,000","1,200,000","1,300,000","1,300,000","900,000","800,000","700,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,309,000","3,824,000","3,811,000","3,160,000","2,636,000","3,169,000","2,900,000","3,000,000","2,600,000","2,300,000","1,900,000","2,000,000","2,000,000","1,500,000","1,100,000","1,200,000","1,300,000","1,300,000","900,000","800,000","700,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-82,017,000",,,"904,000",,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"482,887,000","123,348,000","122,661,000","119,176,000","117,702,000","116,133,000","121,031,000","98,577,000","121,640,000","106,257,000","113,186,000","111,568,000","117,240,000","108,688,000","100,539,000","88,356,000","93,265,000","95,485,000","89,098,000","82,428,000","87,642,000","91,746,000","90,319,000","87,734,000","89,290,000","85,344,000","87,308,000","85,653,000","85,356,000","80,648,000","80,260,000","79,386,000","73,037,000","75,054,000","74,740,000","70,534,000","71,637,000","56,164,000","71,085,000","70,627,000","68,494,000","67,117,000","66,753,000","58,990,000","61,823,000","58,093,000","59,429,000","57,430,000","55,684,000","54,473,000","54,047,000","54,359,000","53,306,000","52,036,000","51,330,000","50,231,000","47,919,000","43,240,000","42,497,000","42,668,000","39,217,000","37,785,000","35,421,000","33,288,000","30,953,000","29,644,000","27,403,000","28,777,000","27,367,000","27,032,000","25,845,000","23,230,000","21,831,000","21,502,000","21,039,000","20,472,000","19,503,000","18,887,000","17,865,000","99,357,000","16,121,000","15,040,000","13,417,000","13,596,000","12,987,000","12,537,000","11,783,000","11,060,000","10,180,000","9,247,000","8,700,000","7,700,000","7,400,000","6,900,000","6,600,000","3,900,000","6,100,000","5,700,000","4,600,000","4,200,000","3,900,000","4,000,000","3,400,000","1,700,000","3,200,000"
