name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalRevenue,"4,491,531,000","1,159,587,000","1,130,148,000","1,119,756,000","1,082,040,000","1,059,653,000","1,036,647,000","982,239,000","1,068,731,000","1,079,590,000","1,062,224,000","1,066,907,000","1,053,863,000","1,061,489,000","1,060,991,000","1,060,823,000","1,042,458,000","991,235,000","965,661,000","949,806,000","938,876,000","934,193,000","942,822,000","883,748,000","750,690,000","752,427,000","746,529,000","759,734,000","749,286,000","777,978,000","782,697,000","786,892,000","770,126,000","768,532,000","755,639,000","754,721,000","747,031,000","758,467,000","748,125,000","752,165,000","746,498,000","729,440,000","772,082,000","762,889,000","798,954,000","788,678,000","782,574,000","779,791,000","776,506,000","779,336,000","764,885,000","746,028,000","723,346,000","752,555,000","784,338,000","768,857,000","749,384,000","727,001,000","701,833,000","668,689,000","632,512,000","609,507,000","595,610,000","581,568,000","563,657,000","538,355,000","526,472,000","511,922,000","501,406,000","478,927,000","459,330,000","445,410,000","433,922,000","408,490,000","381,758,000","359,270,000","351,811,000","353,240,000","328,591,000","323,487,000","313,179,000","302,187,000","291,673,000","293,334,000","283,922,000","265,536,000","256,133,000","252,565,000","212,137,000","265,700,000","88,000,000","85,500,000","80,200,000","75,300,000","74,600,000","64,100,000","56,300,000","49,800,000","47,200,000","46,200,000","40,200,000"
	OperatingRevenue,"4,491,531,000","1,159,587,000","1,130,148,000","1,119,756,000","1,082,040,000","1,059,653,000","1,036,647,000","982,239,000","1,068,731,000","1,079,590,000","1,062,224,000","1,066,907,000","1,053,863,000","1,061,489,000","1,060,991,000","1,060,823,000","1,042,458,000","991,235,000","965,661,000","949,806,000","938,876,000","934,193,000","942,822,000","883,748,000","750,690,000","752,427,000","746,529,000","759,734,000","749,286,000","777,978,000","782,697,000","786,892,000","770,126,000","768,532,000","755,639,000","754,721,000","747,031,000","758,467,000","748,125,000","752,165,000","746,498,000","729,440,000","772,082,000","762,889,000","798,954,000","788,678,000","782,574,000","779,791,000","776,506,000","779,336,000","764,885,000","746,028,000","723,346,000","752,555,000","784,338,000","768,857,000","749,384,000","727,001,000","701,833,000","668,689,000","632,512,000","609,507,000","595,610,000","581,568,000","563,657,000","538,355,000","526,472,000","511,922,000","501,406,000","478,927,000","459,330,000","445,410,000","433,922,000","408,490,000","381,758,000","359,270,000","351,811,000","353,240,000","328,591,000","323,487,000","313,179,000","302,187,000","291,673,000","293,334,000","283,922,000","265,536,000","256,133,000","252,565,000","212,137,000","265,700,000","88,000,000","85,500,000","80,200,000","75,300,000","74,600,000","64,100,000","56,300,000","49,800,000","47,200,000","46,200,000","40,200,000"
CostOfRevenue,"1,887,229,000","479,078,000","481,663,000","474,579,000","451,909,000","449,223,000","434,505,000","406,693,000","466,921,000","455,352,000","451,317,000","465,102,000","461,544,000","453,379,000","448,018,000","451,464,000","448,721,000","426,000,000","418,327,000","414,284,000","426,707,000","416,215,000","429,808,000","395,649,000","326,105,000","324,425,000","317,663,000","326,283,000","321,654,000","337,024,000","335,506,000","336,961,000","335,145,000","336,081,000","310,665,000","321,056,000","321,076,000","338,411,000","310,344,000","313,060,000","315,298,000","304,632,000","309,703,000","311,382,000","331,786,000","308,923,000","311,516,000","308,527,000","325,232,000","320,066,000","321,470,000","312,698,000","316,980,000","335,046,000","352,251,000","346,971,000","347,751,000","334,554,000","322,598,000","307,963,000","295,005,000","275,383,000","277,227,000","259,290,000","262,368,000","242,109,000","237,414,000","228,088,000","230,628,000","214,965,000","209,797,000","200,827,000","198,310,000","187,209,000","171,355,000","162,032,000","160,151,000","173,362,000","149,336,000","151,174,000","148,427,000","143,168,000","139,918,000","139,030,000","139,820,000","130,748,000","124,475,000","121,151,000","103,802,000","116,600,000","49,000,000","47,700,000","45,600,000","42,800,000","41,600,000","35,700,000","32,900,000","27,600,000","25,500,000","25,400,000",
GrossProfit,"2,604,302,000","680,509,000","648,485,000","645,177,000","630,131,000","610,430,000","602,142,000","575,546,000","601,810,000","624,238,000","610,907,000","601,805,000","592,319,000","608,110,000","612,973,000","609,359,000","593,737,000","565,235,000","547,334,000","535,522,000","512,169,000","517,978,000","513,014,000","488,099,000","424,585,000","428,002,000","428,866,000","433,451,000","427,632,000","440,954,000","447,191,000","449,931,000","434,981,000","432,451,000","444,974,000","433,665,000","425,955,000","420,056,000","437,781,000","439,105,000","431,200,000","424,808,000","462,379,000","451,507,000","467,168,000","479,755,000","471,058,000","471,264,000","451,274,000","459,270,000","443,415,000","433,330,000","406,366,000","417,509,000","432,087,000","421,886,000","401,633,000","392,447,000","379,235,000","360,726,000","337,507,000","334,124,000","318,383,000","322,278,000","301,289,000","296,246,000","289,058,000","283,834,000","270,778,000","263,962,000","249,533,000","244,583,000","235,612,000","221,281,000","210,403,000","197,238,000","191,660,000","179,878,000","179,255,000","172,313,000","164,752,000","159,019,000","151,755,000","154,304,000","144,102,000","134,788,000","131,658,000","131,414,000","108,335,000","149,100,000","39,000,000","37,800,000","34,600,000","32,500,000","33,000,000","28,400,000","23,400,000","22,200,000","21,700,000","20,800,000",
OperatingExpense,"1,702,981,000","435,738,000","416,414,000","426,464,000","414,515,000","396,127,000","384,808,000","389,181,000","395,120,000","404,433,000","387,149,000","412,738,000","426,156,000","415,579,000","403,413,000","392,587,000","405,248,000","375,201,000","352,058,000","346,242,000","354,606,000","351,122,000","345,355,000","338,990,000","294,832,000","302,761,000","296,961,000","294,841,000","280,536,000","313,672,000","300,347,000","297,993,000","296,493,000","329,583,000","302,587,000","301,245,000","301,340,000","303,257,000","285,442,000","281,025,000","288,668,000","265,589,000","287,948,000","304,347,000","334,752,000","332,710,000","300,033,000","320,830,000","318,583,000","312,163,000","300,766,000","294,534,000","286,673,000","291,540,000","295,742,000","298,000,000","295,303,000","277,543,000","250,448,000","249,492,000","237,714,000","219,396,000","221,253,000","219,384,000","208,854,000","199,442,000","186,881,000","187,141,000","179,668,000","177,086,000","164,531,000","157,717,000","149,860,000","134,515,000","133,154,000","128,587,000","119,433,000","110,580,000","112,894,000","145,567,000","107,396,000","122,273,000","115,743,000","116,474,000","106,035,000","114,252,000","99,216,000","97,190,000","80,416,000","129,500,000","22,800,000","23,500,000","20,500,000","12,600,000","23,900,000","21,800,000","16,000,000","15,600,000","13,100,000","12,800,000",
	SellingGeneralAndAdministration,"1,022,559,000","262,461,000","241,596,000","259,779,000","248,873,000","227,744,000","227,556,000","225,331,000","232,536,000","230,607,000","229,588,000","248,407,000","263,673,000","250,660,000","245,616,000","236,367,000","244,670,000","234,144,000","223,545,000","218,143,000","229,899,000","225,692,000","220,685,000","223,968,000","207,628,000","217,289,000","210,469,000","207,292,000","194,585,000","225,097,000","211,153,000","209,052,000","210,060,000","246,334,000","222,928,000","222,317,000","221,139,000","231,424,000","200,695,000","203,515,000","210,660,000","184,785,000","210,110,000","224,569,000","245,599,000","241,139,000","217,226,000","235,656,000","233,852,000","229,479,000","218,633,000","215,854,000","210,393,000","215,246,000","218,958,000","225,932,000","222,228,000","209,751,000","192,274,000","188,845,000","180,505,000","175,344,000","167,602,000","168,285,000","158,843,000","151,600,000","141,442,000","141,313,000","135,340,000","132,790,000","122,508,000","118,488,000","112,460,000","98,264,000","98,087,000","96,134,000","91,156,000","81,369,000","83,805,000","85,136,000","82,322,000","81,109,000","76,822,000","78,686,000","70,317,000","79,705,000","63,783,000","64,724,000","53,457,000","95,300,000","11,400,000","11,600,000","10,600,000","1,600,000","14,100,000","12,600,000","8,800,000","8,800,000","7,100,000","7,400,000",
		GeneralAndAdministrativeExpense,"760,346,000","198,660,000","183,476,000","189,217,000","179,143,000","163,517,000","172,262,000","172,946,000","173,077,000","171,620,000","171,577,000","185,871,000","197,503,000","184,795,000","186,585,000","172,830,000","175,797,000","167,906,000","161,686,000","156,429,000","166,593,000","162,846,000","160,113,000","162,430,000","154,406,000","164,219,000","156,390,000","152,744,000","142,252,000","170,955,000","157,914,000","157,456,000","155,507,000","184,568,000","169,427,000","172,056,000","167,524,000","167,346,000","145,662,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"760,346,000","198,660,000","183,476,000","189,217,000","179,143,000","163,517,000","172,262,000","172,946,000","173,077,000","171,620,000","171,577,000","185,871,000","197,503,000","184,795,000","186,585,000","172,830,000","175,797,000","167,906,000","161,686,000","156,429,000","166,593,000","162,846,000","160,113,000","162,430,000","154,406,000","164,219,000","156,390,000","152,744,000","142,252,000","170,955,000","157,914,000","157,456,000","155,507,000","184,568,000","169,427,000","172,056,000","167,524,000","167,346,000","145,662,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"262,213,000","63,801,000","58,120,000","70,562,000","69,730,000","64,227,000","55,294,000","52,385,000","59,459,000","58,987,000","58,011,000","62,536,000","66,170,000","65,865,000","59,031,000","63,537,000","68,873,000","66,238,000","61,859,000","61,714,000","63,306,000","62,846,000","60,572,000","61,538,000","53,222,000","53,070,000","54,079,000","54,548,000","52,333,000","54,142,000","53,239,000","51,596,000","54,553,000","61,766,000","53,501,000","50,261,000","53,615,000","64,078,000","55,033,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"680,422,000","173,277,000","174,818,000","166,685,000","165,642,000","168,383,000","157,252,000","163,850,000","162,584,000","173,826,000","157,561,000","164,331,000","162,483,000","164,919,000","157,797,000","156,220,000","160,578,000","141,057,000","128,513,000","128,099,000","124,707,000","125,430,000","124,670,000","115,022,000","87,204,000","85,472,000","86,492,000","87,549,000","85,951,000","88,575,000","89,194,000","88,941,000","86,433,000","83,249,000","79,659,000","78,928,000","80,201,000","79,882,000","80,944,000","77,510,000","78,008,000","80,804,000","77,838,000","79,778,000","89,153,000","85,894,000","87,287,000","85,318,000","85,784,000","82,684,000","81,428,000","78,680,000","76,280,000","73,445,000","74,856,000","72,907,000","69,530,000","68,625,000","63,207,000","60,290,000","57,172,000","54,106,000","53,146,000","51,273,000","49,848,000","51,933,000","45,698,000","44,745,000","44,546,000","43,717,000","42,269,000","40,363,000","37,280,000","38,137,000","33,197,000","30,765,000","29,949,000","29,211,000","29,089,000","26,466,000","25,074,000","41,164,000","38,921,000","37,788,000","35,718,000","34,547,000","35,433,000","32,466,000","26,959,000","34,200,000","11,400,000","11,900,000","9,900,000","11,000,000","9,800,000","9,200,000","7,200,000","6,800,000","6,000,000","5,400,000",
