name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
PretaxIncome,"120,928,000","50,541,000","25,707,000","46,346,000","-1,666,000","71,352,000","44,845,000","-53,855,000","57,068,000","44,421,000","31,371,000","11,209,000","3,113,000","1,286,000","-3,222,000","-3,399,000","-4,893,000","-3,887,000","-7,038,000","-11,239,000","-23,174,000","-12,437,000","-18,612,000","-16,379,000","-18,559,000","-15,108,000","935,000","-377,000","-6,153,000","817,000","940,000","-2,916,000","-6,127,000","-2,394,000","-6,160,000","-6,272,000","-10,224,000","-7,437,000","-8,777,000","-11,234,000","-10,119,000",,"-7,176,000","-10,288,000",,,,,
TaxProvision,"-24,521,000","-2,050,000","3,898,000","6,995,000","-33,364,000","-1,639,000","5,483,000","-6,561,000","-11,868,000","-72,245,000","272,000","591,000","348,000","577,000","248,000","339,000","235,000","-947,000","-184,000","854,000","131,000","751,000","144,000","344,000","236,000","675,000","311,000","226,000","167,000","415,000","127,000","115,000","109,000","416,000","141,000","124,000","182,000","305,000","130,000","151,000","65,000",,"0","0",,,,,
NetIncomeCommonStockholders,"145,449,000","52,591,000","21,809,000","39,351,000","31,698,000","72,991,000","39,362,000","-47,294,000","68,936,000","116,666,000","31,099,000","10,618,000","2,765,000","709,000","-3,470,000","-3,738,000","-5,128,000","-2,940,000","-6,854,000","-12,093,000","-23,305,000","-13,188,000","-18,756,000","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","813,000","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,907,000","-11,385,000","-10,184,000","-5,537,000","-7,176,000","-10,288,000","-9,289,000","-7,023,000","-6,104,000","-4,851,000","-3,799,000"
	NetIncome,"145,449,000","52,591,000","21,809,000","39,351,000","31,698,000","72,991,000","39,362,000","-47,294,000","68,936,000","116,666,000","31,099,000","10,618,000","2,765,000","709,000","-3,470,000","-3,738,000","-5,128,000","-2,940,000","-6,854,000","-12,093,000","-23,305,000","-13,188,000","-18,756,000","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","813,000","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,907,000","-11,385,000","-10,184,000","-5,537,000","-7,176,000","-10,288,000","-9,289,000","-7,023,000","-6,104,000","-4,851,000","-3,799,000"
		NetIncomeIncludingNoncontrollingInterests,"145,449,000","52,591,000","21,809,000","39,351,000","31,698,000","72,991,000","39,362,000","-47,294,000","68,936,000","116,666,000","31,099,000","10,618,000","2,765,000","709,000","-3,470,000","-3,738,000","-5,128,000","-2,940,000","-6,854,000","-12,093,000","-23,305,000","-13,188,000","-18,756,000","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","813,000","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,907,000","-11,385,000","-10,184,000","-5,537,000","-7,176,000","-10,288,000","-9,289,000","-7,023,000","-6,104,000","-4,851,000","-3,799,000"
			NetIncomeContinuousOperations,"145,449,000","52,591,000","21,809,000","39,351,000","31,698,000","72,991,000","39,362,000","-47,294,000","68,936,000","116,666,000","31,099,000","10,618,000","2,765,000","709,000","-3,470,000","-3,738,000","-5,128,000","-2,940,000","-6,854,000","-12,093,000","-23,305,000","-13,188,000","-18,756,000","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","813,000","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,907,000","-11,385,000","-10,184,000","-5,537,000","-7,176,000","-10,288,000","-9,289,000","-7,023,000","-6,104,000","-4,851,000","-3,799,000"
AverageDilutionEarnings,,,,"45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"145,449,000","52,591,000","21,809,000","39,396,000","31,698,000","72,991,000","39,362,000","-47,294,000","68,936,000","116,666,000","31,099,000","10,618,000","2,765,000","709,000","-3,470,000","-3,738,000","-5,128,000","-2,940,000","-6,854,000","-12,093,000","-23,305,000","-13,188,000","-18,756,000","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","813,000","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,907,000","-11,385,000","-10,184,000","-5,537,000","-7,176,000","-10,288,000","-9,289,000","-7,023,000","-6,104,000","-4,851,000","-3,799,000"
BasicEPS,,"0.39","0.16","0.29","0.24","0.57","0.31","-0.38","0.56","0.95","0.25","0.09","0.03","0.01","-0.03","-0.04","-0.06","-0.03","-0.08","-0.14","-0.3","-0.21","-0.4","-0.36","-0.41","-0.35","0.01","-0.01","-0.14","0.01","0.02","-0.07","-0.15","-0.07","-0.15","-0.15","-0.25","-0.19","-0.22","-0.29","-5.97",,"-4.77","-9.95","-6.18",,,,"-2.528"
DilutedEPS,,"0.37","0.15","0.28","0.22","0.5","0.28","-0.38","0.5","0.88","0.25","0.08","0.02","0.01","-0.03","-0.04","-0.06","-0.03","-0.08","-0.14","-0.3","-0.21","-0.4","-0.36","-0.41","-0.35","0.01","-0.01","-0.14","0.01","0.02","-0.07","-0.15","-0.07","-0.15","-0.15","-0.25","-0.19","-0.22","-0.29","-5.97",,"-4.77","-9.95","-6.18",,,,"-2.528"
BasicAverageShares,,"134,920,000","134,721,000","135,094,000","131,303,000","126,980,000","126,109,000","125,603,000","123,531,000","122,630,000","122,123,000","113,677,000","108,195,000","106,638,000","102,798,000","97,321,000","91,422,000","85,689,000","84,862,000","84,434,000","76,651,000","61,881,000","47,278,000","46,620,000","46,209,000","45,504,000","44,734,000","44,319,000","43,950,000","43,612,000","43,128,000","42,648,000","42,205,000","42,032,000","41,777,000","41,617,000","41,149,000","40,819,000","40,755,000","39,461,000","1,706,000",,"1,503,000","1,034,000","1,503,000",,,,"1,503,000"
DilutedAverageShares,,"141,480,000","141,220,000","141,533,000","146,442,000","145,990,000","141,820,000","125,603,000","138,104,000","132,872,000","133,611,000","130,737,000","115,863,000","113,888,000","102,798,000","97,321,000","91,422,000","85,689,000","84,862,000","84,434,000","76,651,000","61,881,000","47,278,000","46,620,000","46,209,000","45,504,000","47,996,000","44,319,000","43,950,000","49,004,000","48,786,000","42,648,000","42,205,000","42,032,000","41,777,000","41,617,000","41,149,000","40,819,000","40,755,000","39,461,000","1,706,000",,"1,503,000","1,034,000","1,503,000",,,,"1,503,000"
TotalOperatingIncomeAsReported,"215,832,000","57,695,000","37,351,000","59,400,000","61,386,000","79,114,000","51,759,000","10,854,000","44,712,000","44,442,000","33,706,000","17,447,000","7,134,000","5,003,000","-374,000","-558,000","-2,475,000","-2,132,000","-5,901,000","-9,247,000","-22,095,000","-10,093,000","-17,731,000","-15,788,000","-19,088,000","-15,171,000","1,779,000","-369,000","-5,548,000","1,951,000","1,893,000","-2,488,000","-5,785,000","-1,611,000","-5,345,000","-5,491,000","-9,711,000","-6,179,000","-8,197,000","-7,505,000","-9,280,000","-3,830,000","-6,435,000","-9,490,000","-8,957,000","-6,680,000","-5,782,000","-4,522,000","-3,733,000"
TotalExpenses,"1,166,217,000","355,024,000","314,168,000","256,657,000","240,368,000","185,725,000","126,744,000","114,684,000","160,833,000","164,459,000","145,882,000","116,016,000","92,648,000","85,745,000","75,788,000","76,454,000","72,447,000","79,816,000","78,868,000","80,342,000","69,599,000","99,634,000","103,698,000","94,973,000","83,209,000","80,800,000","101,095,000","102,462,000","92,201,000","103,256,000","97,220,000","84,492,000","63,365,000","68,667,000","67,391,000","63,658,000","55,288,000","63,747,000","69,010,000","63,202,000","51,880,000","60,964,000","51,163,000","39,082,000","27,026,000","27,295,000","24,472,000","15,291,000","15,320,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"145,449,000","52,591,000","21,809,000","39,351,000","31,698,000","72,991,000","39,362,000","-47,294,000","68,936,000","116,666,000","31,099,000","10,618,000","2,765,000","709,000","-3,470,000","-3,738,000","-5,128,000","-2,940,000","-6,854,000","-12,093,000","-23,305,000","-13,188,000","-18,756,000","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","813,000","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,907,000","-11,385,000","-10,184,000","-5,537,000","-7,176,000","-10,288,000","-9,289,000","-7,023,000","-6,104,000","-4,851,000","-3,799,000"
NormalizedIncome,"186,691,810","52,674,950","21,809,000","39,362,037.91","72,429,080","75,791,280","39,362,000","4,552,448.166","58,409,400","116,420,720","32,498,757.356","11,215,730.217","3,091,861.548","1,833,930","-1,580,760","-3,738,000","-5,128,000","-2,927,141.755","-2,889,431.373","-9,980,400","-18,956,800","-12,552,000","-17,125,800","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","1,329,341.489","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,870,600","-11,165,300","-10,600,000","-5,324,450","-7,321,000","-9,950,000","-9,252,600","-6,976,850","-6,070,850","-4,810,700","-3,798,350"
InterestIncome,"695,000","414,000","110,000","98,000","73,000","673,000","110,000","282,000","1,091,000","815,000","894,000","593,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,000","14,000","0","0","0","0","4,000","5,000","9,000","15,000","10,000"
InterestExpense,"45,152,000","12,689,000","12,628,000","12,506,000","7,329,000","5,901,000","5,993,000","5,952,000","3,155,000","2,303,000","2,286,000","1,351,000","3,540,000","2,604,000","2,469,000","2,269,000","2,292,000","1,957,000","1,760,000","2,080,000","2,139,000","1,175,000","1,234,000","212,000","152,000","196,000","140,000","87,000","78,000","572,000","356,000","486,000","449,000","670,000","437,000","484,000","464,000","1,025,000","527,000","3,405,000","1,479,000","1,380,000","886,000","460,000","280,000","277,000","280,000","282,000","75,000"
NetInterestIncome,"-44,457,000","-12,275,000","-12,518,000","-12,408,000","-7,256,000","-5,228,000","-5,883,000","-5,670,000","-2,064,000","-1,488,000","-1,392,000","-758,000","-3,540,000","-2,604,000","-2,469,000","-2,269,000","-2,292,000","-1,957,000","-1,760,000","-2,080,000","-2,139,000","-1,175,000","-1,234,000","-212,000","-152,000","-196,000","-140,000","-87,000","-78,000","-572,000","-356,000","-486,000","-449,000","-670,000","-437,000","-484,000","-464,000","-1,025,000","-524,000","-3,391,000","-1,479,000","-1,380,000","-886,000","-460,000","-276,000","-272,000","-271,000","-267,000","-65,000"
EBIT,"166,080,000","63,230,000","38,335,000","58,852,000","5,663,000","77,253,000","50,838,000","-47,903,000","60,223,000","46,724,000","33,657,000","12,560,000","6,653,000","3,890,000","-753,000","-1,130,000","-2,601,000","-1,930,000","-5,278,000","-9,159,000","-21,035,000","-11,262,000","-17,378,000","-16,167,000","-18,407,000","-14,912,000","1,075,000","-290,000","-6,075,000","1,389,000","1,296,000","-2,430,000","-5,678,000","-1,724,000","-5,723,000","-5,788,000","-9,760,000","-6,412,000","-8,250,000","-7,829,000","-8,640,000","-3,830,000","-6,290,000","-9,828,000","-8,957,000","-6,680,000","-5,782,000","-4,522,000","-3,733,000"
EBITDA,"198,519,000"
ReconciledCostOfRevenue,"827,627,000","249,405,000","211,161,000","188,256,000","178,805,000","142,901,000","83,522,000","77,151,000","124,870,000","132,151,000","115,351,000","88,775,000","66,811,000","64,125,000","52,738,000","53,195,000","51,657,000","60,685,000","60,577,000","61,157,000","47,703,000","74,368,000","72,805,000","65,049,000","52,361,000","49,929,000","71,408,000","69,066,000","58,629,000","70,172,000","66,592,000","55,172,000","38,925,000","45,560,000","44,611,000","41,883,000","33,376,000","41,512,000","44,489,000","42,096,000","33,293,000","44,063,000","36,185,000","24,785,000","15,421,000","18,414,000","16,650,000","9,464,000","10,631,000"
ReconciledDepreciation,"32,439,000","10,972,000","8,313,000","7,596,000","5,558,000","5,353,000","4,765,000","4,141,000","3,844,000","2,568,000","3,857,000","4,122,000","3,572,000","2,717,000","2,481,000","2,193,000","2,276,000","2,241,000","2,180,000","2,255,000","2,328,000","2,599,000","2,651,000","2,708,000","2,680,000","2,835,000","2,650,000","2,522,000","2,532,000","2,255,000","2,102,000","1,992,000","1,910,000","1,859,000","1,753,000","1,709,000","1,660,000","1,630,000","1,487,000","1,366,000","1,085,000","1,012,000","808,000","668,000","544,000","469,000","431,000","359,000","291,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"145,449,000","52,591,000","21,809,000","39,351,000","31,698,000","72,991,000","39,362,000","-47,294,000","68,936,000","116,666,000","31,099,000","10,618,000","2,765,000","709,000","-3,470,000","-3,738,000","-5,128,000","-2,940,000","-6,854,000","-12,093,000","-23,305,000","-13,188,000","-18,756,000","-16,723,000","-18,795,000","-15,783,000","624,000","-603,000","-6,320,000","402,000","813,000","-3,031,000","-6,236,000","-2,810,000","-6,301,000","-6,396,000","-10,406,000","-7,742,000","-8,907,000","-11,385,000","-10,184,000","-5,537,000","-7,176,000","-10,288,000","-9,289,000","-7,023,000","-6,104,000","-4,851,000","-3,799,000"
TotalUnusualItemsExcludingGoodwill,"-56,497,000","-115,000","0","-13,000","-55,796,000","-3,836,000","0","-59,039,000","14,420,000","336,000","-1,412,000","-631,000","-368,000","-1,541,000","-2,588,000",,"0","-17,000","-4,071,000","-3,521,000","-7,247,000","-1,060,000","-2,717,000",,,"259,000",,,,"-562,000","-597,000",,,,,,,,"-56,000","-338,000","640,000","-327,000","145,000","-338,000","-56,000","-71,000","-51,000","-62,000","-1,000"
TotalUnusualItems,"-56,497,000","-115,000","0","-13,000","-55,796,000","-3,836,000","0","-59,039,000","14,420,000","336,000","-1,412,000","-631,000","-368,000","-1,541,000","-2,588,000",,"0","-17,000","-4,071,000","-3,521,000","-7,247,000","-1,060,000","-2,717,000",,,"259,000",,,,"-562,000","-597,000",,,,,,,,"-56,000","-338,000","640,000","-327,000","145,000","-338,000","-56,000","-71,000","-51,000","-62,000","-1,000"
NormalizedEBITDA,"255,016,000","74,317,000","46,648,000","66,461,000","67,017,000","86,442,000","55,603,000","15,277,000","49,647,000","48,956,000","38,926,000","17,313,000","10,593,000","8,148,000","4,316,000","1,063,000","-325,000","328,000","973,000","-3,383,000","-11,460,000","-7,603,000","-12,010,000","-13,459,000","-15,727,000","-12,077,000","3,725,000","2,232,000","-3,543,000","3,644,000","3,995,000","-438,000","-3,768,000","135,000","-3,970,000","-4,079,000","-8,100,000","-4,782,000","-6,707,000","-6,125,000","-8,195,000","-2,491,000","-5,627,000","-8,822,000","-8,357,000","-6,140,000","-5,300,000","-4,101,000","-3,441,000"
TaxRateForCalcs,"0.27","0.27","0.152","0.151","0.27","0.27","0.122","0.122","0.27","0.27","0.009","0.053","0.112","0.27","0.27","0.27","0.27","0.244","0.026","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.333","0.4","0.4","0.35","0.135","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0","0","0.35","0.35","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"-15,254,190","-31,050","0","-1,962.09","-15,064,920","-1,035,720","0","-7,192,551.834","3,893,400","90,720","-12,242.644","-33,269.783","-41,138.452","-416,070","-698,760","0","0","-4,141.755","-106,431.373","-1,408,400","-2,898,800","-424,000","-1,086,800","0","0","0","0","0","0","0","-80,658.511","0","0","0","0","0","0","0","-19,600","-118,300","224,000","-114,450","0","0","-19,600","-24,850","-17,850","-21,700","-350"
