name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalRevenue,"24,634,000,000","8,192,000,000","7,750,000,000","5,471,000,000","3,221,000,000","3,412,000,000","2,489,000,000","1,475,000,000","7,979,000,000","10,888,000,000","11,380,000,000","11,402,000,000","9,589,000,000","10,491,000,000","11,003,000,000","10,777,000,000","9,032,000,000","9,438,000,000","9,878,000,000","10,000,000,000","8,420,000,000","9,052,000,000","9,913,000,000","9,396,000,000","8,195,000,000","9,036,000,000","10,306,000,000","9,914,000,000","8,608,000,000","9,313,000,000","10,563,000,000","10,329,000,000","8,696,000,000","9,329,000,000","10,228,000,000","10,001,000,000","8,721,000,000","8,702,000,000","9,909,000,000","9,939,000,000","8,602,000,000","8,928,000,000","10,171,000,000","9,809,000,000","8,202,000,000","8,433,000,000","5,394,000,000","5,161,000,000","4,241,000,000","4,193,000,000","4,433,000,000","4,018,000,000","3,691,000,000","4,547,000,000","5,565,000,000","5,371,000,000","4,711,000,000","5,030,000,000","5,527,000,000","5,213,000,000","4,373,000,000","6,044,000,000","5,176,000,000","5,113,000,000","4,465,000,000","4,386,000,000","4,655,000,000","4,423,000,000","3,915,000,000","3,988,000,000","4,305,000,000","4,041,000,000","3,732,000,000","3,614,000,000","3,817,000,000","3,109,000,000","3,184,000,000","3,467,000,000","3,737,000,000","3,793,000,000","3,288,000,000","2,949,000,000","4,107,000,000","4,658,000,000","4,424,000,000","4,793,000,000","4,905,000,000","5,109,000,000","4,546,000,000","4,481,000,000","4,845,000,000","4,541,000,000","4,160,000,000","4,281,000,000","4,783,000,000","4,442,000,000","4,055,000,000","4,235,000,000","4,640,000,000","4,382,000,000","4,121,000,000","3,976,000,000","4,488,000,000","4,164,000,000","3,735,000,000","3,667,000,000","4,127,000,000","3,815,000,000","3,334,000,000","3,439,000,000","3,814,000,000","3,502,000,000","3,348,500,000","3,641,000,000","3,990,000,000","3,548,000,000","3,332,000,000","3,201,900,000","3,575,400,000","3,140,400,000","2,972,000,000"
	OperatingRevenue,"22,546,000,000","7,605,000,000","7,156,000,000","4,972,000,000","2,813,000,000","2,970,000,000","2,071,000,000","1,083,000,000","7,329,000,000","10,249,000,000","10,763,000,000","10,781,000,000","9,011,000,000","9,890,000,000","10,416,000,000","10,194,000,000","8,442,000,000","8,384,000,000","8,785,000,000","8,876,000,000","7,394,000,000","8,011,000,000","8,827,000,000","8,311,000,000","7,184,000,000","7,960,000,000","9,195,000,000","8,905,000,000","7,662,000,000","8,343,000,000","9,551,000,000","9,213,000,000","7,593,000,000","8,197,000,000","9,117,000,000","8,904,000,000","7,786,000,000","5,151,000,000","9,909,000,000","9,939,000,000","8,602,000,000","8,928,000,000","10,171,000,000","9,809,000,000","8,202,000,000","8,433,000,000","5,394,000,000","5,161,000,000","4,241,000,000","4,193,000,000","4,433,000,000","4,018,000,000","3,691,000,000","4,547,000,000","5,565,000,000","5,371,000,000","4,711,000,000","5,030,000,000","5,527,000,000","5,213,000,000","4,373,000,000","6,014,000,000","5,206,000,000","5,113,000,000","4,465,000,000","4,386,000,000","4,655,000,000","4,423,000,000","3,915,000,000","3,988,000,000","4,305,000,000","4,041,000,000","3,732,000,000","3,614,000,000","3,817,000,000","3,109,000,000","3,184,000,000","3,467,000,000","3,737,000,000","3,793,000,000","3,288,000,000","2,949,000,000","4,107,000,000","4,658,000,000","4,424,000,000","4,793,000,000","4,905,000,000","5,109,000,000","4,546,000,000","4,481,000,000","4,845,000,000","4,541,000,000","4,160,000,000","4,281,000,000","4,783,000,000","4,442,000,000","4,055,000,000","4,235,000,000","4,640,000,000","4,382,000,000","4,121,000,000","3,976,000,000","4,488,000,000","4,164,000,000","3,735,000,000","3,667,000,000","4,127,000,000","3,815,000,000","3,334,000,000","3,439,000,000","3,814,000,000","3,502,000,000","3,348,500,000","3,641,000,000","3,990,000,000","3,548,000,000","3,332,000,000","3,201,900,000","3,575,400,000","3,140,400,000","2,972,000,000"
CostOfRevenue,"23,913,000,000","6,904,000,000","6,396,000,000","5,593,000,000","5,020,000,000","4,790,000,000","4,453,000,000","4,002,000,000","7,140,000,000","7,850,000,000","7,857,000,000","7,871,000,000","7,208,000,000","7,634,000,000","7,889,000,000","7,666,000,000","6,976,000,000","6,892,000,000","6,925,000,000","6,787,000,000","6,452,000,000","6,339,000,000","6,468,000,000","6,235,000,000","5,814,000,000","6,212,000,000","6,669,000,000","6,766,000,000","6,305,000,000","7,007,000,000","7,714,000,000","7,556,000,000","7,292,000,000","7,289,000,000","7,770,000,000","7,518,000,000","7,348,000,000","15,043,000,000","5,007,000,000","4,986,000,000","4,972,000,000","4,841,000,000","5,168,000,000","4,788,000,000","4,410,000,000","990,000,000","2,438,000,000","1,438,000,000","1,215,000,000","4,126,000,000","1,341,000,000","933,000,000","1,055,000,000","2,156,000,000","2,782,000,000","2,280,000,000","1,976,000,000","78,000,000","68,000,000","77,000,000","93,000,000","-4,115,000,000","1,896,000,000","190,000,000","193,000,000","205,000,000","190,000,000","147,000,000","143,000,000","156,000,000","212,000,000","145,000,000","196,000,000","181,000,000","198,000,000","252,000,000","373,000,000","354,000,000","302,000,000","306,000,000","279,000,000","3,212,000,000","395,000,000","352,000,000","313,000,000",,,,,,"1,649,000,000","1,539,000,000","1,487,000,000",,"1,570,000,000","1,473,000,000","1,421,000,000",,"1,529,000,000","1,497,000,000","1,508,000,000",,"1,495,000,000","1,416,000,000","1,296,000,000",,"1,244,000,000","1,179,000,000","1,108,000,000",,"1,172,000,000","1,103,000,000",,"998,000,000","903,000,000","883,000,000","874,000,000","921,000,000","902,900,000","820,500,000","763,700,000"
GrossProfit,"721,000,000","1,288,000,000","1,354,000,000","-122,000,000","-1,799,000,000","-1,378,000,000","-1,964,000,000","-2,527,000,000","839,000,000","3,038,000,000","3,523,000,000","3,531,000,000","2,381,000,000","2,857,000,000","3,114,000,000","3,111,000,000","2,056,000,000","2,546,000,000","2,953,000,000","3,213,000,000","1,968,000,000","2,713,000,000","3,445,000,000","3,161,000,000","2,381,000,000","2,824,000,000","3,637,000,000","3,148,000,000","2,303,000,000","2,306,000,000","2,849,000,000","2,773,000,000","1,404,000,000","2,040,000,000","2,458,000,000","2,483,000,000","1,373,000,000","-6,341,000,000","4,902,000,000","4,953,000,000","3,630,000,000","4,087,000,000","5,003,000,000","5,021,000,000","3,792,000,000","7,443,000,000","2,956,000,000","3,723,000,000","3,026,000,000","67,000,000","3,092,000,000","3,085,000,000","2,636,000,000","2,391,000,000","2,783,000,000","3,091,000,000","2,735,000,000","4,952,000,000","5,459,000,000","5,136,000,000","4,280,000,000","10,159,000,000","3,280,000,000","4,923,000,000","4,272,000,000","4,181,000,000","4,465,000,000","4,276,000,000","3,772,000,000","3,832,000,000","4,093,000,000","3,896,000,000","3,536,000,000","3,433,000,000","3,619,000,000","2,857,000,000","2,811,000,000","3,113,000,000","3,435,000,000","3,487,000,000","3,009,000,000","-263,000,000","3,712,000,000","4,306,000,000","4,111,000,000",,,,,,"3,196,000,000","3,002,000,000","2,673,000,000",,"3,213,000,000","2,969,000,000","2,634,000,000",,"3,111,000,000","2,885,000,000","2,613,000,000",,"2,993,000,000","2,748,000,000","2,439,000,000",,"2,883,000,000","2,636,000,000","2,226,000,000",,"2,642,000,000","2,399,000,000",,"2,643,000,000","3,087,000,000","2,665,000,000","2,458,000,000","2,280,900,000","2,672,500,000","2,319,900,000","2,208,300,000"
OperatingExpense,"1,089,000,000","1,640,000,000","283,000,000","17,000,000","-851,000,000","453,000,000","-762,000,000","-1,030,000,000","1,748,000,000","2,047,000,000","2,023,000,000","1,988,000,000","1,868,000,000","1,904,000,000","1,894,000,000","1,821,000,000","1,740,000,000","1,786,000,000","1,811,000,000","1,770,000,000","1,639,000,000","1,739,000,000","1,776,000,000","1,667,000,000","1,542,000,000","1,612,000,000","1,662,000,000","1,648,000,000","1,498,000,000","1,502,000,000","1,615,000,000","1,698,000,000","1,701,000,000","1,640,000,000","1,739,000,000","1,661,000,000","1,545,000,000","-6,315,000,000","4,188,000,000","4,172,000,000","3,737,000,000","3,793,000,000","3,948,000,000","4,067,000,000","3,681,000,000","5,315,000,000","1,714,000,000","2,539,000,000","2,321,000,000","-603,000,000","2,333,000,000","2,254,000,000","2,181,000,000","2,466,000,000","2,609,000,000","2,910,000,000","2,518,000,000","5,337,000,000","5,128,000,000","4,919,000,000","4,732,000,000","11,902,000,000","2,339,000,000","4,997,000,000","4,443,000,000","4,363,000,000","4,300,000,000","4,228,000,000","4,022,000,000","4,402,000,000","4,173,000,000","4,107,000,000","3,977,000,000","2,792,000,000","3,865,000,000","3,563,000,000","3,858,000,000","3,377,000,000","4,324,000,000","3,972,000,000","3,959,000,000","-5,257,000,000","5,997,000,000","5,043,000,000","4,754,000,000","3,187,000,000","5,199,000,000","4,751,000,000","4,526,000,000","18,524,000,000","-671,000,000","-632,000,000","-584,000,000","17,720,000,000","-621,000,000","-544,000,000","-474,000,000","17,853,000,000","-536,000,000","-594,000,000","-604,000,000","17,066,000,000","-615,000,000","-612,000,000","-455,000,000","16,359,000,000","-508,000,000","-526,000,000","-487,000,000","14,779,000,000","-412,000,000","-468,000,000",,"2,624,000,000","2,806,000,000","2,581,000,000","2,579,000,000","2,663,100,000","2,604,500,000","2,393,800,000","2,358,000,000"
	SellingGeneralAndAdministration,"677,000,000","235,000,000","218,000,000","139,000,000","85,000,000","80,000,000","53,000,000","31,000,000","295,000,000","417,000,000","432,000,000","442,000,000","360,000,000","396,000,000","427,000,000","393,000,000","342,000,000","328,000,000","352,000,000","362,000,000","307,000,000","316,000,000","345,000,000","339,000,000","303,000,000","316,000,000","366,000,000","348,000,000","312,000,000","334,000,000","375,000,000","346,000,000","318,000,000","338,000,000","377,000,000","347,000,000","328,000,000","-6,392,000,000","2,639,000,000","2,620,000,000","2,234,000,000","2,243,000,000","2,397,000,000","2,543,000,000","2,156,000,000","2,409,000,000","1,246,000,000","2,085,000,000","1,900,000,000","-1,087,000,000","1,874,000,000","1,810,000,000","1,710,000,000","1,941,000,000","2,100,000,000","2,219,000,000","2,009,000,000","1,433,000,000","1,365,000,000","517,000,000","526,000,000","-710,000,000","1,864,000,000","1,049,000,000","201,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-277,000,000","-281,000,000","-260,000,000",,"-269,000,000","-215,000,000","-178,000,000",,"-181,000,000","-233,000,000","-271,000,000",,"-284,000,000","-286,000,000","-210,000,000",,"-258,000,000","-294,000,000","-266,000,000","927,000,000","-195,000,000","-275,000,000",,"2,517,000,000","2,616,000,000","2,390,000,000","2,386,000,000","2,467,700,000","2,425,500,000","2,215,700,000","2,184,900,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,283,000,000","2,275,000,000","1,897,000,000","1,910,000,000","2,020,000,000","2,168,000,000","1,806,000,000","1,949,000,000","1,085,000,000","1,931,000,000","1,763,000,000","-1,219,000,000","1,729,000,000","1,671,000,000","1,592,000,000","1,789,000,000","1,919,000,000","2,026,000,000","1,825,000,000","1,433,000,000","1,365,000,000","320,000,000","338,000,000",,"1,773,000,000","1,131,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-593,000,000","-572,000,000","-543,000,000",,"-623,000,000","-543,000,000","-495,000,000",,"-590,000,000","-619,000,000","-635,000,000",,"-681,000,000","-659,000,000","-547,000,000",,"-667,000,000","-658,000,000","-608,000,000",,"-584,000,000","-635,000,000",,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,038,000,000","2,024,000,000","1,897,000,000","1,910,000,000","2,020,000,000","1,916,000,000","1,806,000,000","1,949,000,000","1,085,000,000","1,020,000,000","948,000,000","935,000,000","954,000,000","963,000,000","921,000,000","1,049,000,000","1,037,000,000","1,179,000,000","1,046,000,000","-1,112,000,000","-1,062,000,000","-1,019,000,000","-1,068,000,000",,"1,060,000,000","-1,071,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245,000,000","251,000,000","720,000,000","726,000,000","731,000,000","252,000,000","726,000,000","854,000,000","322,000,000","322,000,000","309,000,000","310,000,000","314,000,000","318,000,000","309,000,000","306,000,000","337,000,000","299,000,000","329,000,000","-321,000,000","-303,000,000","-320,000,000","-338,000,000",,"303,000,000","-334,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"452,000,000","463,000,000","442,000,000",,"442,000,000","447,000,000","436,000,000",,"437,000,000","459,000,000","455,000,000",,"441,000,000","454,000,000","446,000,000",,"473,000,000","472,000,000","418,000,000",,"396,000,000","377,000,000",,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-720,000,000","-726,000,000","-731,000,000","-139,000,000","-726,000,000","-854,000,000","-322,000,000","589,000,000","506,000,000","-2,464,000,000","461,000,000","390,000,000","362,000,000","434,000,000","545,000,000","548,000,000","450,000,000","2,866,000,000","2,730,000,000","1,659,000,000","1,744,000,000",,"410,000,000","2,536,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,045,000,000","-1,035,000,000","-985,000,000",,"-1,065,000,000","-990,000,000","-931,000,000",,"-1,027,000,000","-1,078,000,000","-1,090,000,000",,"-1,122,000,000","-1,113,000,000","-993,000,000",,"-1,140,000,000","-1,130,000,000","-1,026,000,000",,"-980,000,000","-1,012,000,000",,,,,,,,,
