name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,10/31/1991,07/31/1991
OtherIncomeExpense,"502,026,000","-32,014,000","417,950,000","41,643,000","74,447,000","151,505,000","-85,766,000","718,836,000","-2,549,000","27,255,000","-6,257,000","-751,000","22,042,000","182,854,000","-10,879,000","-19,596,000","-1,467,000","-37,114,000","-3,596,000","-28,280,000","-344,000","-23,944,000","-52,274,000","-54,283,000","-6,420,000","-15,341,000","-5,443,000","-14,989,000","-7,376,000","1,135,000","-7,379,000","-88,695,000","-6,050,000","20,857,000","-71,217,000","-37,337,000","-6,280,000","-15,611,000","-3,128,000","-23,568,000","-6,940,000","-3,592,000","-2,380,000","-592,000","8,574,000","-44,044,000","11,898,000","-780,000","3,003,000","-14,386,000","14,276,000","-49,699,000","-4,215,000","-140,224,000","78,469,000","35,826,000","39,057,000","-4,636,000","-1,306,000","-865,000","-3,707,000","782,000","-159,000","-3,134,000","12,032,000","-3,953,000","-1,810,000","12,093,000","-947,000","-2,802,000","4,974,000","4,385,000","3,912,000","-2,964,000","273,000","-1,419,000","318,000","-3,725,000","2,371,000","13,000","3,871,000","1,719,000","2,406,000","8,846,000","6,930,000","3,679,000","5,750,000","5,490,000","4,991,000",,,,,,,,,"3,323,813","900,000","900,000","900,000","2,064,062","900,000","900,000","900,000",,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"536,004,000","-37,347,000","459,102,000","43,158,000","71,090,000","150,894,000","-76,931,000","718,925,000","3,847,000","31,836,000","9,025,000","14,762,000","23,595,000","49,379,000",,,,,,,,,,,,,,,,,,,,,,,,,,"416,000",,,,"447,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900,000","900,000","900,000",,"900,000","900,000","900,000",,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"678,000","670,000","555,000","403,000","763,000","545,000",,"727,000","762,000","2,449,000",,"165,000",,"15,316,000",,,,"9,249,000",,,"-5,808,000","78,469,000","20,490,000","39,057,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-53,788,000","-2,643,000","-47,848,000","-3,297,000","0","-3,115,000","-7,935,000","-138,000","-2,974,000","-7,508,000","-19,609,000","-17,451,000","-4,175,000","-45,352,000","-16,098,000","-22,873,000","-7,646,000","-33,051,000","-4,697,000","-29,719,000","-1,617,000","-25,140,000","-55,747,000","-52,213,000","-5,840,000","-17,475,000","-6,058,000","-15,459,000","-6,391,000","5,883,000","-6,141,000","-88,373,000","-3,832,000","17,642,000","-74,765,000","-35,366,000","-3,198,000","-8,403,000","-3,673,000","-23,984,000","-7,667,000","-4,354,000","-4,829,000","-1,039,000","8,409,000","-11,327,000","-3,418,000","-780,000","3,003,000","12,587,000","5,027,000","-49,699,000","-4,215,000",,"-1,643,000","15,336,000",,"-4,636,000","-1,306,000","-865,000","-3,707,000","782,000","-159,000","-3,134,000","12,032,000","-3,953,000","-1,810,000","12,093,000","-947,000","-2,802,000","4,974,000","4,385,000","3,912,000","-2,964,000","273,000","-1,419,000","318,000","-3,725,000","2,371,000","13,000","3,871,000","1,719,000","2,406,000","8,846,000","6,930,000","3,679,000","5,750,000","5,490,000","4,991,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"50,191,000","0","46,998,000","3,193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"3,597,000","2,643,000","850,000","104,000","0","3,115,000","397,000","138,000","2,974,000","7,508,000","19,609,000","17,451,000","4,175,000","45,352,000","3,336,000","22,873,000","7,646,000","33,051,000","2,944,000","29,719,000","1,617,000","25,140,000","10,073,000","52,213,000","5,840,000","17,475,000","6,058,000","15,459,000","6,391,000","-5,883,000","6,141,000","88,373,000","3,832,000","-17,642,000","74,765,000","35,366,000","3,198,000","14,572,000","588,000","24,495,000","4,075,000","8,120,000","4,037,000","3,721,000","2,778,000","24,853,000","657,000","4,012,000","4,388,000","25,916,000","0","50,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,"0","7,538,000",,,,,,,"0","12,762,000",,,"0","1,753,000",,,"0","45,674,000",,,,,,,,,,,,,,,,"3,085,000","-511,000","3,592,000","8,308,000","792,000","-2,682,000","-11,187,000","-13,526,000","3,097,000","-3,232,000","-5,598,000","-34,838,000","-4,383,000","-301,000",,,,,,"15,964,000","6,334,000","6,165,000","6,110,000",,"6,553,000","9,769,000","-10,220,000",,"9,931,000","-6,598,000",,,"-3,403,000",,,,,"4,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,074,000","0","0","0","0","336,000","0","1,793,000","3,665,000","644,000",,,,,"15,336,000",,"11,328,000","5,028,000","5,300,000","2,403,000",,"6,394,000","6,635,000","1,812,000",,"8,121,000","5,495,000",,,"1,571,000",,,,,"3,379,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"19,810,000","7,976,000","6,696,000","1,782,000","3,357,000","3,726,000","-900,000","49,000","-3,422,000","2,927,000","4,327,000","1,938,000","2,622,000","-1,634,000","5,219,000","3,277,000","6,179,000","-4,063,000","1,101,000","1,439,000","1,273,000","1,196,000","3,473,000","-2,070,000","-580,000","2,134,000","615,000","470,000","-985,000","-4,748,000","-1,238,000","-322,000","-2,218,000","2,537,000","2,878,000","-2,526,000","-3,485,000","-1,802,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"745,126,000","38,942,000","487,954,000","97,036,000","121,194,000","188,248,000","-59,429,000","733,229,000","65,826,000","93,786,000","60,649,000","65,241,000","92,330,000","247,398,000","50,582,000","41,192,000","60,174,000","25,706,000","51,935,000","21,260,000","47,428,000","30,999,000","-11,788,000","2,176,000","46,638,000","29,882,000","27,708,000","69,570,000","41,756,000","36,882,000","37,666,000","-44,532,000","27,490,000","51,565,000","-40,308,000","-480,000","24,077,000","781,000","18,071,000","1,157,000","9,268,000","21,158,000","12,645,000","27,822,000","17,387,000","17,583,000","18,129,000","22,169,000","32,247,000","14,774,000","32,982,000","-28,857,000","20,263,000","30,814,000","17,283,000","30,831,000","50,235,000","1,044,000","22,805,000","26,541,000","27,668,000","30,468,000","34,092,000","46,560,000","53,869,000","52,881,000","40,074,000","63,842,000","58,858,000","49,716,000","58,572,000","57,522,000","61,254,000","16,911,000","58,596,000","59,546,000","68,104,000","69,676,000","62,706,000","62,661,000","66,244,000","68,120,000","69,771,000","60,032,000","57,990,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"3,380,000","483,000","314,000","1,275,000","1,308,000","496,000","388,000","51,000","43,000","263,000","-3,866,000","-344,000","630,000","2,583,000","-315,000","-720,000","52,000","1,344,000","-697,000","-1,034,000","-493,000","-747,000","61,426,000","-246,000","12,112,000","48,297,000","2,844,000","-3,628,000","12,717,000","7,787,000","5,366,000","-586,000","7,730,000","6,410,000","24,238,000","-11,830,000","15,133,000","-883,000","5,183,000","-4,656,000","3,433,000","5,338,000","4,417,000","5,588,000","4,219,000","9,757,000","-377,000","-4,136,000","-1,915,000","-33,139,000","-1,148,000","-682,000","-1,653,000","-17,065,000","12,336,000","-1,138,000","9,410,000","-11,750,000","348,000","-2,974,000","-30,114,000","-3,612,000","-2,454,000","-3,257,000","-1,653,000","3,643,000","-860,000","-2,296,000","-2,637,000","1,476,000","-24,000","-3,316,000","-2,103,000","-5,202,000","1,171,000","1,241,000","1,822,000","2,813,000","2,591,000","2,150,000","5,350,000","6,238,000","10,521,000","680,000","1,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,"107,950,000","43,490,000","21,564,000","21,357,000","21,539,000","-14,581,000","22,388,000","14,940,000","24,606,000","16,520,000","20,938,000","35,802,000","24,978,000","23,593,000","21,578,000","28,657,000","26,889,000","28,768,000","29,051,000","112,497,000","28,608,000","38,090,000","21,895,000","163,156,000","80,732,000","357,532,000","28,555,000","27,912,000","251,720,000","54,587,000","72,254,000","117,637,000","60,358,000","30,124,000","106,722,000","66,245,000","58,444,000","42,765,000","34,737,000","56,574,000","47,773,000","30,916,000","44,429,000","22,655,000","17,849,000","21,008,000","14,056,000","-361,000","21,001,000","2,992,000","8,946,000","-15,272,000","8,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"815,601,000","78,034,000","497,307,000","109,671,000","130,796,000","190,693,000","-44,748,000","736,286,000","83,060,000","92,152,000","58,394,000","85,833,000","101,010,000","69,467,000","81,102,000","149,989,000","128,902,000","72,886,000","101,455,000","131,214,000","64,647,000","66,193,000","-55,602,000","190,787,000","128,529,000","358,064,000","62,594,000","111,969,000","294,428,000","39,499,000","179,704,000","74,529,000","72,005,000","46,686,000","40,853,000","36,214,000","52,807,000","58,010,000","27,106,000","48,271,000","38,064,000","31,556,000","40,140,000","23,868,000","14,122,000","22,248,000","17,471,000","12,789,000","39,014,000","40,355,000","28,286,000","-146,473,000","26,602,000","-63,345,000","96,762,000","82,552,000","86,645,000","72,108,000","75,096,000","125,113,000","150,855,000","128,989,000","88,518,000","105,835,000","93,286,000","104,757,000","82,434,000","80,928,000","83,871,000","72,897,000","75,602,000","68,521,000","68,480,000","81,159,000","88,595,000","49,318,000","66,352,000","58,353,000","56,147,000","56,446,000","56,285,000","57,012,000","52,707,000","52,782,000","49,484,000","47,288,000","44,942,000","44,376,000","42,091,000","22,800,000","45,600,000","42,400,000","39,500,000","13,412,123","31,200,000","27,500,000","25,500,000","5,098,745","20,600,000","21,000,000","20,600,000","3,492,418","19,800,000","18,400,000","15,900,000","5,500,000","13,900,000","12,900,000","12,000,000","10,500,000","10,300,000","10,100,000","9,400,000","9,000,000","8,200,000","10,200,000","7,200,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
	NetIncome,"844,059,000","81,681,000","507,739,000","116,697,000","137,942,000","201,234,000","-38,394,000","747,893,000","90,100,000","109,419,000","83,990,000","101,027,000","116,169,000","88,161,000","100,158,000","165,386,000","144,090,000","84,896,000","121,030,000","143,416,000","76,733,000","78,273,000","-43,545,000","203,409,000","140,713,000","379,201,000","77,572,000","127,000,000","310,342,000","52,781,000","194,708,000","89,512,000","87,000,000","61,609,000","55,763,000","51,139,000","67,770,000","88,381,000","54,941,000","69,112,000","53,638,000","46,397,000","54,981,000","38,709,000","28,963,000","37,089,000","30,333,000","24,611,000","50,836,000","52,177,000","40,108,000","-134,651,000","38,424,000","-51,523,000","108,584,000","94,374,000","98,467,000","83,039,000","78,005,000","128,022,000","153,764,000","131,899,000","91,427,000","108,744,000","96,195,000","107,667,000","85,343,000","83,837,000","86,780,000","75,807,000","78,511,000","71,430,000","71,389,000","84,069,000","91,504,000","61,346,000","70,961,000","62,962,000","60,756,000","61,055,000","60,894,000","61,882,000","59,250,000","59,352,000","56,053,000","53,858,000","51,512,000","50,946,000","48,709,000","49,278,000","45,600,000","42,400,000","39,500,000","38,065,970","31,200,000","27,500,000","25,500,000","23,536,445","20,600,000","21,000,000","20,600,000","19,626,893","19,800,000","18,400,000","15,900,000","13,100,000","13,900,000","12,900,000","12,000,000","10,500,000","10,300,000","10,100,000","9,400,000","9,000,000","8,200,000","10,200,000","7,200,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
		NetIncomeIncludingNoncontrollingInterests,"849,696,000","81,949,000","509,204,000","117,118,000","141,425,000","201,799,000","-37,429,000","748,118,000","90,389,000","110,043,000","85,453,000","101,387,000","116,678,000","87,947,000","100,725,000","165,809,000","143,982,000","84,566,000","122,216,000","154,674,000","78,215,000","80,686,000","-41,548,000","204,846,000","142,154,000","378,711,000","81,084,000","127,609,000","312,739,000","50,761,000","197,309,000","91,950,000","95,860,000","60,385,000","57,188,000","53,272,000","70,508,000","91,655,000","57,084,000","72,387,000","59,148,000","50,159,000","58,593,000","41,315,000","32,022,000","46,676,000","32,989,000","27,277,000","54,710,000","52,491,000","43,645,000","-131,867,000","41,792,000","-51,028,000","120,442,000","100,510,000","107,109,000","92,742,000","88,630,000","137,703,000","157,898,000","138,592,000","97,173,000","116,797,000","102,009,000","109,402,000","89,006,000","87,749,000","89,916,000","78,408,000","80,823,000","74,431,000","73,618,000","86,194,000","93,851,000","63,152,000","72,552,000","64,654,000","61,018,000","61,323,000","61,102,000","62,075,000","59,601,000","59,352,000","56,053,000","55,912,000","51,512,000","50,946,000","48,709,000","50,767,000","45,600,000","42,400,000","39,500,000","39,341,330","31,200,000","27,500,000","25,500,000","23,999,967","20,600,000","21,000,000","20,600,000","20,097,334","19,800,000","18,400,000","15,900,000","12,900,000","13,900,000","12,900,000","12,000,000","10,400,000","10,300,000","10,100,000","9,400,000","8,700,000","8,200,000","10,200,000","7,200,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
			NetIncomeContinuousOperations,"849,696,000","81,949,000","509,204,000","117,118,000","141,425,000","173,171,000","-37,429,000","748,118,000","90,389,000","110,043,000","85,453,000","101,387,000","116,678,000","268,408,000","72,475,000","70,569,000","87,011,000","53,130,000","81,683,000","134,791,000","76,529,000","69,836,000","-51,319,000","165,578,000","115,258,000","339,117,000","53,419,000","101,110,000","280,759,000","83,682,000","104,554,000","73,691,000","80,118,000","75,279,000","42,176,000","77,595,000","67,388,000","44,429,000","47,625,000","62,387,000","53,608,000","46,736,000","52,657,000","44,889,000","31,017,000","28,834,000","32,562,000","25,944,000","55,163,000","50,905,000","43,076,000","-133,295,000","41,401,000","-62,611,000","98,385,000","94,042,000","94,687,000","82,706,000","76,016,000","99,799,000","100,730,000","80,699,000","88,764,000","90,590,000","83,598,000","95,062,000","76,876,000","77,836,000","82,685,000","77,618,000","70,148,000","63,129,000","70,927,000","53,489,000","57,425,000","58,305,000","66,282,000","66,863,000","60,115,000","60,511,000","56,285,000","57,012,000","52,707,000","52,782,000","49,484,000","73,616,000","44,942,000","44,376,000","42,091,000","49,278,000","45,600,000","42,400,000","39,500,000","38,066,331","36,100,000","27,500,000","25,500,000","5,098,745","20,600,000","21,000,000","20,600,000","19,626,893","19,800,000","18,400,000","15,900,000","13,100,000","13,900,000","12,900,000","12,000,000","10,500,000","10,300,000","10,100,000","10,200,000","9,500,000","8,600,000","10,200,000","7,000,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-75,000","-32,921,000","92,755,000","17,870,000","15,742,000","-15,246,000","14,472,000","-24,323,000","2,580,000","42,927,000","9,459,000","5,941,000","5,540,000","3,423,000","5,936,000","-3,574,000","1,005,000","15,465,000","427,000","-1,052,000","-445,000","-2,281,000","569,000","-127,000","365,000","11,081,000","9,011,000","308,000","3,780,000","333,000","1,613,000","17,977,000","10,682,000","50,134,000","2,663,000","16,760,000","12,597,000","12,605,000","7,785,000","5,445,000","2,500,000","5,593,000","6,792,000","6,368,000","-3,437,000","26,108,000","29,080,000","-338,000","3,464,000","-3,901,000","641,000","544,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,"28,250,000","95,240,000","56,971,000","31,436,000","40,533,000","19,883,000","1,686,000","10,850,000","9,771,000","39,268,000","26,896,000","39,594,000","27,665,000","26,499,000","32,055,000","0","0","389,000","0","352,000","540,000","0","540,000","239,000",,"4,059,000",,,,,,,,,,,,,,,"0","0","0","0","0","8,640,000","41,625,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,385,000","-8,000",,,"1,555,000","26,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900,000","-4,900,000",,,,,,,,,,,,,,,"0",,,"-800,000","-500,000","-400,000",,"200,000",,,,,,
		MinorityInterests,"-5,637,000","-268,000","-1,465,000","-421,000","-3,483,000","-565,000","-965,000","-225,000","-289,000","-624,000","-1,463,000","-360,000","-509,000","214,000","-567,000","-423,000","108,000","330,000","-1,186,000","-11,258,000","-1,482,000","-2,413,000","-1,997,000","-1,437,000","-1,441,000","490,000","-3,512,000","-609,000","-2,397,000","2,020,000","-2,601,000","-2,438,000","-8,860,000","1,224,000","-1,425,000","-2,133,000","-2,738,000","-3,274,000","-2,143,000","-3,275,000","-5,510,000","-3,762,000","-3,612,000","-2,606,000","-3,059,000","-9,587,000","-2,656,000","-2,666,000","-3,874,000","-314,000","-3,537,000","-2,784,000","-3,368,000","-495,000","-11,858,000","-6,136,000","-8,642,000","-9,703,000","-10,625,000","-9,681,000","-4,134,000","-6,693,000","-5,746,000","-8,053,000","-5,814,000","-1,735,000","-3,663,000","-3,912,000","-3,136,000","-2,601,000","-2,312,000","-3,001,000","-2,229,000","-2,125,000","-2,347,000","-1,806,000","-1,591,000","-1,692,000","-262,000","-268,000","-208,000","-193,000","-351,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"25,416,000","6,354,000","6,354,000","6,354,000","6,354,000","6,354,000","6,354,000","6,354,000","6,354,000","9,448,000","13,573,000","14,534,000","14,534,000","14,534,000","14,534,000","14,534,000","14,589,000","11,431,000","12,059,000","11,555,000","11,555,000","11,555,000","11,555,000","11,555,000","11,555,000","13,365,000","14,573,000","14,573,000","14,573,000","14,574,000","14,573,000","14,573,000","14,573,000","14,574,000","14,573,000","14,573,000","14,573,000","13,660,000","21,622,000","20,841,000","15,574,000","14,841,000","14,841,000","14,841,000","14,841,000","14,841,000","12,862,000","11,822,000","11,822,000","11,822,000","11,822,000","11,822,000","11,822,000","11,822,000","11,822,000","11,822,000","11,822,000","10,931,000","2,909,000","2,909,000","2,909,000","2,910,000","2,909,000","2,909,000","2,909,000","2,910,000","2,909,000","2,909,000","2,909,000","2,910,000","2,909,000","2,909,000","2,909,000","2,910,000","2,909,000","4,241,000","4,609,000","4,609,000","4,609,000","4,609,000","4,609,000","4,870,000","6,543,000","6,570,000","6,569,000","6,570,000","6,570,000","6,570,000","6,618,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"3,042,000","-2,707,000","4,078,000","672,000","792,000","4,187,000","0","5,253,000","686,000","7,819,000","12,023,000","660,000","625,000","4,160,000","4,522,000","863,000","599,000","579,000","7,516,000","647,000","531,000","525,000","502,000","1,067,000","629,000","7,772,000","405,000","458,000","1,341,000","-1,292,000","431,000","410,000","422,000","349,000","337,000","352,000","390,000","16,711,000","6,213,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"7,787,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,"3,087,000","78,000","42,000","9,000",,,,"33,000",,"10,000",,,"25,000","-584,000","0","282,000",,,,"259,000","0","0","0","28,000","13,000","-254,000","0","139,000","817,000",,"130,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"818,688,000","78,112,000","497,349,000","109,680,000","130,796,000","190,854,000","-44,748,000","736,319,000","83,060,000","92,162,000","58,394,000","85,833,000","101,035,000","68,883,000","81,102,000","150,271,000","128,902,000","72,886,000","101,455,000","131,473,000","64,647,000","66,193,000","-55,602,000","190,815,000","128,542,000","357,810,000","62,594,000","112,108,000","295,245,000","39,109,000","179,834,000","74,529,000","72,005,000","46,686,000","40,853,000","36,214,000","52,807,000","58,010,000","27,106,000","48,271,000","38,064,000","31,556,000","40,140,000","23,868,000","14,122,000","22,248,000","17,471,000","12,789,000","39,014,000","40,355,000","28,286,000","-146,473,000","26,602,000","-63,345,000","96,762,000","82,552,000","86,645,000","72,108,000","75,096,000","125,113,000","150,855,000","128,989,000","88,518,000","105,835,000","93,286,000","104,757,000","82,434,000","80,928,000","83,871,000","72,897,000","75,602,000","68,521,000","68,480,000","81,159,000","88,595,000","49,318,000","66,352,000","58,353,000","56,147,000","56,446,000","56,285,000","57,012,000","52,707,000","52,782,000","49,484,000","47,288,000","44,942,000","44,376,000","42,091,000","22,800,000","45,600,000","42,400,000","39,500,000","13,412,123","31,200,000","27,500,000","25,500,000","5,098,745","20,600,000","21,000,000","20,600,000","3,492,418","19,800,000","18,400,000","15,900,000","5,500,000","13,900,000","12,900,000","12,000,000","10,500,000","10,300,000","10,100,000","9,400,000","9,000,000","8,200,000","10,200,000","7,200,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
BasicEPS,,"0.13","0.91","0.25","0.3","0.46","-0.1","1.71","0.19","0.22","0.14","0.2","0.24","0.17","0.19","0.36","0.3","0.17","0.24","0.31","0.15","0.16","-0.13","0.46","0.31","0.87","0.15","0.27","0.72","0.09","0.44","0.18","0.18","0.11","0.1","0.09","0.13","0.14","0.07","0.12","0.09",,"0.1","0.06","0.03",,"0.04","0.03","0.1",,"0.07","-0.4","0.1",,"0.38","0.33","0.34",,"0.3","0.5","0.6",,"0.37","0.44","0.41",,"0.36","0.355","0.37",,"0.34","0.31","0.31",,"0.41","0.235","0.315",,"0.27","0.27","0.27",,"0.273","0.277","0.26",,"0.24","0.243","0.23",,"0.213","0.197","0.183",,"0.137","0.17","0.173",,"0.147","0.15","0.147",,"0.14","0.13","0.127",,"0.117","0.113","0.11",,"0.097","0.097","0.087",,"0.09","0.117","0.097",,"0.07","0.07","0.063","-0.083","0.07"
DilutedEPS,,"0.13","0.91","0.25","0.3","0.45","-0.1","1.71","0.19","0.22","0.14","0.2","0.24","0.17","0.19","0.36","0.3","0.17","0.24","0.31","0.15","0.16","-0.13","0.46","0.31","0.87","0.15","0.27","0.71","0.09","0.44","0.18","0.18","0.11","0.1","0.09","0.13","0.14","0.07","0.12","0.09",,"0.1","0.06","0.03",,"0.04","0.03","0.1",,"0.07","-0.4","0.1",,"0.37","0.32","0.34",,"0.293","0.49","0.59",,"0.36","0.43","0.4",,"0.36","0.35","0.365",,"0.34","0.305","0.305",,"0.4","0.23","0.315",,"0.265","0.27","0.265",,"0.27","0.273","0.257",,"0.237","0.24","0.23",,"0.213","0.197","0.18",,"0.137","0.167","0.17",,"0.147","0.15","0.147",,"0.14","0.13","0.127",,"0.117","0.113","0.11",,"0.097","0.097","0.087",,"0.09","0.117","0.097",,"0.07","0.07","0.063","-0.083","0.07"
BasicAverageShares,,"614,150,000","546,842,000","431,011,000","430,524,000","430,103,000","429,994,000","429,967,000","429,735,000","422,467,000","419,823,000","419,697,000","419,464,000","419,258,000","419,230,000","420,731,000","423,404,000","423,734,000","423,688,000","423,650,000","423,381,000","423,087,000","420,073,000","417,748,000","412,630,000","411,667,000","411,487,000","411,317,000","410,433,000","409,740,000","409,326,000","408,902,000","408,367,000","408,139,000","408,060,000","407,640,000","406,662,000","406,345,000","405,810,000","405,560,000","406,272,000",,"406,564,000","406,559,000","406,440,000",,"405,854,000","405,705,000","405,564,000",,"376,559,000","368,254,000","271,083,000",,"256,164,000","253,740,000","252,932,000",,"252,327,000","252,074,000","251,365,000",,"241,002,000","240,554,000","228,674,000",,"228,983,333","227,966,197","226,678,378",,"222,358,824","221,035,484","220,903,226",,"216,085,366","209,863,830","210,641,270",,"207,951,852","209,059,259","208,462,963",,"192,830,488","190,778,313","190,323,077",,"187,258,333","182,367,123","183,004,348",,"182,101,950","180,746,626","215,346,872",,"154,291,786","161,683,864","147,041,864",,"140,384,353","139,930,035","140,384,353",,"133,958,995","125,463,584","125,463,584",,"119,083,315","113,766,646","109,036,391",,"106,498,475","104,430,543","108,407,335",,"91,065,578","87,384,879","74,445,536",,"75,676,447","61,397,872","63,126,332","29,985,007","29,985,007"
