name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
NetIncomeCommonStockholders,"1,386,000,000","481,000,000","409,000,000","293,000,000","203,000,000","297,000,000","208,000,000","212,000,000","173,000,000","338,000,000","391,000,000","270,000,000","175,000,000","310,000,000","333,000,000","270,000,000","183,000,000","897,000,000","199,000,000","141,000,000","109,000,000","153,000,000","187,000,000","134,000,000","92,000,000","169,000,000","215,000,000","86,000,000","115,000,000","194,000,000","192,000,000","94,000,000","60,000,000","140,000,000","143,000,000","83,000,000","21,000,000","41,000,000","73,000,000","-52,000,000","13,000,000","29,000,000","65,000,000","27,000,000","-20,000,000","-21,000,000","23,000,000","12,000,000","-40,000,000","-26,000,000","0","-17,000,000","-19,000,000","-853,000,000","74,000,000","-202,000,000","38,000,000","153,000,000","112,000,000","67,000,000","30,000,000","53,000,000","95,000,000","56,000,000","20,000,000","49,000,000","76,000,000","50,000,000","12,000,000","52,022,000","-64,381,000","34,962,000","-106,603,000","-290,862,000","31,884,000","23,391,000","-8,723,000","-208,951,000","40,767,000","51,114,000","-280,755,000","32,174,000","62,052,000","13,618,000","3,412,000","36,374,000","75,391,000","47,199,000","17,411,000","44,400,000","56,200,000","25,900,000","16,200,000","18,300,000","-31,500,000","5,600,000","2,600,000",
	NetIncome,"1,386,000,000","481,000,000","409,000,000","293,000,000","203,000,000","297,000,000","208,000,000","212,000,000","173,000,000","338,000,000","391,000,000","270,000,000","175,000,000","310,000,000","333,000,000","270,000,000","183,000,000","897,000,000","199,000,000","141,000,000","109,000,000","153,000,000","187,000,000","134,000,000","92,000,000","169,000,000","215,000,000","86,000,000","115,000,000","194,000,000","192,000,000","94,000,000","60,000,000","140,000,000","143,000,000","83,000,000","21,000,000","41,000,000","73,000,000","-52,000,000","13,000,000","29,000,000","65,000,000","27,000,000","-20,000,000","-21,000,000","23,000,000","12,000,000","-40,000,000","-26,000,000","0","-17,000,000","-19,000,000","-853,000,000","74,000,000","37,000,000","38,000,000","153,000,000","112,000,000","67,000,000","30,000,000","53,000,000","95,000,000","56,000,000","20,000,000","49,000,000","76,000,000","50,000,000","12,000,000","52,022,000","-64,381,000","34,962,000","-106,603,000","-290,862,000","31,884,000","23,391,000","-8,723,000","-208,951,000","40,767,000","51,114,000","-280,755,000","32,174,000","62,052,000","13,618,000","3,412,000","36,374,000","75,391,000","47,199,000","17,411,000","44,400,000","56,200,000","25,900,000","16,200,000","18,300,000","-31,500,000","5,600,000","2,600,000",
		NetIncomeIncludingNoncontrollingInterests,"1,386,000,000","481,000,000","409,000,000","293,000,000","203,000,000","297,000,000","208,000,000","212,000,000","173,000,000","338,000,000","391,000,000","270,000,000","175,000,000","310,000,000","333,000,000","270,000,000","183,000,000","897,000,000","199,000,000","141,000,000","109,000,000","153,000,000","187,000,000","134,000,000","92,000,000","169,000,000","215,000,000","86,000,000","115,000,000","194,000,000","192,000,000","94,000,000","60,000,000","140,000,000","143,000,000","83,000,000","21,000,000","41,000,000","73,000,000","-52,000,000","13,000,000","29,000,000","65,000,000","27,000,000","-20,000,000","-21,000,000","23,000,000","12,000,000","-40,000,000","-26,000,000","0","-17,000,000","-19,000,000","-853,000,000","74,000,000","37,000,000","38,000,000","153,000,000","112,000,000","67,000,000","30,000,000","53,000,000","95,000,000","56,000,000","20,000,000","49,000,000","76,000,000","50,000,000","12,000,000","52,022,000","-64,381,000","34,962,000","-106,603,000","-290,862,000","31,884,000","23,391,000","-8,723,000","-208,951,000","40,767,000","51,114,000","-280,755,000","32,174,000","62,052,000","13,618,000","3,412,000","21,749,000","80,266,000","52,074,000","22,286,000","29,800,000","61,100,000","30,800,000","21,100,000","18,300,000","-31,500,000","5,600,000","2,600,000",
			NetIncomeContinuousOperations,"1,386,000,000","481,000,000","409,000,000","293,000,000","203,000,000","297,000,000","208,000,000","212,000,000","173,000,000","338,000,000","391,000,000","270,000,000","175,000,000","310,000,000","333,000,000","270,000,000","183,000,000","897,000,000","199,000,000","141,000,000","109,000,000","153,000,000","187,000,000","134,000,000","92,000,000","169,000,000","215,000,000","86,000,000","115,000,000","194,000,000","192,000,000","94,000,000","60,000,000","140,000,000","143,000,000","83,000,000","21,000,000","41,000,000","73,000,000","-52,000,000","13,000,000","28,000,000","65,000,000","28,000,000","-20,000,000","-17,000,000","23,000,000","12,000,000","-40,000,000","-24,000,000","0","-17,000,000","-19,000,000","-853,000,000","74,000,000","37,000,000","38,000,000","153,000,000","111,000,000","67,000,000","32,000,000","78,000,000","95,000,000","56,000,000","20,000,000","49,000,000","76,000,000","50,000,000","12,000,000","52,022,000","-64,381,000","34,962,000","-106,603,000","-290,862,000","31,884,000","23,391,000","-8,723,000","-208,951,000","40,767,000","51,114,000","7,584,000","32,174,000","62,052,000","24,935,000","3,412,000","36,374,000","75,391,000","47,199,000","17,411,000","44,400,000","56,200,000","25,900,000","16,200,000","18,300,000","-10,200,000","5,600,000","2,600,000",
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"1,000,000","0","-1,000,000",,,,,,,,,,,,,,"0","1,000,000",,"-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-288,339,000",,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,317,000",,,,,,,,,,"0","-21,300,000",,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,875,000","-4,875,000","-4,875,000",,"-4,900,000","-4,900,000","-4,900,000",,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"239,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,386,000,000","481,000,000","409,000,000","293,000,000","203,000,000","297,000,000","208,000,000","212,000,000","173,000,000","338,000,000","391,000,000","270,000,000","175,000,000","310,000,000","333,000,000","270,000,000","183,000,000","897,000,000","199,000,000","141,000,000","109,000,000","153,000,000","187,000,000","134,000,000","92,000,000","169,000,000","215,000,000","86,000,000","115,000,000","194,000,000","192,000,000","94,000,000","60,000,000","140,000,000","143,000,000","83,000,000","21,000,000","41,000,000","73,000,000","-52,000,000","13,000,000","29,000,000","65,000,000","27,000,000","-20,000,000","-21,000,000","23,000,000","12,000,000","-40,000,000","-26,000,000","0","-17,000,000","-19,000,000","-853,000,000","74,000,000","-202,000,000","38,000,000","153,000,000","112,000,000","67,000,000","30,000,000","53,000,000","95,000,000","56,000,000","20,000,000","49,000,000","76,000,000","50,000,000","12,000,000","52,022,000","-64,381,000","34,962,000","-106,603,000","-290,862,000","31,884,000","23,391,000","-8,723,000","-208,951,000","40,767,000","51,114,000","-280,755,000","32,174,000","62,052,000","13,618,000","3,412,000","36,374,000","75,391,000","47,199,000","17,411,000","44,400,000","56,200,000","25,900,000","16,200,000","18,300,000","-31,500,000","5,600,000","2,600,000",
BasicEPS,,"6.634","5.65","4.03","2.81","4.108","2.881","2.94","2.338","4.501","5.1","3.448","2.21","3.846","4.046","3.22","2.171","10.603","2.349","1.667","1.29","1.813","2.18","1.52","1.01","1.823","2.28","0.89","1.19",,"1.95","0.969","0.63",,"1.53","0.89","0.22","0.442","0.789","-0.63","0.21",,"1.048","0.432","-0.326",,"0.37","0.2","-0.67",,"0","-0.283","-0.32",,"1.11","-2.33","0.37",,"1.1","0.68","0.31",,"0.97","0.58","0.21",,"0.8","0.53","0.12",,"-0.83","0.45","-1.38",,"0.43","0.3","-0.11",,"0.53","0.67","-3.82",,"0.85","0.19","0.05",,"1.07","0.66","0.24",,"0.78","0.36","0.24",,"-0.46","0.17","0.1",
DilutedEPS,,"6.61","5.63","4.02","2.8","4.09","2.87","2.93","2.33","4.49","5.08","3.44","2.19","3.8","4.01","3.2","2.15","10.45","2.33","1.65","1.27","1.8","2.16","1.52","1.01","1.81","2.25","0.88","1.16",,"1.84","0.9","0.56",,"1.35","0.78","0.19","0.4","0.7","-0.63","0.17",,"0.91","0.37","-0.34",,"0.33","0.18","-0.67",,"0","-0.283","-0.32",,"0.98","-2.33","0.34",,"0.98","0.6","0.28",,"0.85","0.51","0.19",,"0.71","0.48","0.11",,"-0.83","0.36","-1.38",,"0.34","0.25","-0.11",,"0.43","0.51","-3.82",,"0.63","0.14","0.04",,"0.79","0.51","0.19",,"0.6","0.28","0.18",,"-0.46","0.14","0.09",
BasicAverageShares,,"72,500,000","72,463,000","72,455,000","72,338,000","72,300,000","72,200,000","72,275,000","74,000,000","75,100,000","76,699,000","78,300,000","79,401,000","80,600,000","82,300,000","83,456,000","84,300,000","84,600,000","84,700,000","84,600,000","84,456,000","84,400,000","85,945,000","88,095,000","90,510,000","92,700,000","94,213,000","96,647,000","97,007,000",,"98,485,000","97,000,000","95,225,000",,"93,244,000","93,895,000","93,310,000","92,700,000","92,500,000","83,231,000","63,131,000",,"62,000,000","62,500,000","61,287,051",,"60,531,000","60,490,000","60,227,000",,"60,100,000","59,986,000","59,986,000",,"66,672,000","86,419,000","102,702,703",,"101,818,182","98,529,412","96,774,194",,"97,938,144","96,551,724","95,238,095",,"95,000,000","94,339,623","100,000,000",,"77,567,470","77,693,333","77,248,551",,"74,148,837","77,970,000","79,300,000",,"76,918,868","76,289,552","73,496,073",,"73,002,353","71,673,684","68,240,000",,"70,458,879","71,513,636","72,545,833",,"72,051,282","71,944,444","67,500,000",,"68,478,261","32,941,176","26,000,000","23,899,000"
DilutedAverageShares,,"72,900,000","72,710,000","72,717,000","72,674,000","72,600,000","72,400,000","72,275,000","74,300,000","75,400,000","76,857,000","78,500,000","80,047,000","81,500,000","83,200,000","84,199,000","85,200,000","85,800,000","85,600,000","85,400,000","85,377,000","85,100,000","86,445,000","88,473,000","90,943,000","93,600,000","95,191,000","97,747,000","99,065,000",,"104,076,000","105,600,000","106,424,000",,"105,548,000","106,715,000","106,380,000","105,200,000","105,300,000","83,231,000","76,266,000",,"73,400,000","72,972,973","61,287,051",,"68,532,000","67,691,000","60,227,000",,"60,700,000","60,100,000","59,986,000",,"66,672,000","86,419,000","111,764,706",,"101,818,182","98,529,412","96,774,194",,"97,938,144","96,551,724","95,238,095",,"95,000,000","94,339,623","100,000,000",,"77,567,470","97,116,667","77,248,551",,"93,776,471","93,564,000","79,300,000",,"94,806,977","97,484,375","97,484,375",,"94,611,111","85,300,000","85,300,000",,"91,636,842","91,636,842","91,636,842",,"91,521,739","92,500,000","90,000,000",,"76,829,268","40,000,000","28,888,889","23,899,000"
TotalOperatingIncomeAsReported,"2,277,000,000","745,000,000","679,000,000","481,000,000","372,000,000","510,000,000","551,000,000","381,000,000","358,000,000","599,000,000","656,000,000","529,000,000","368,000,000","563,000,000","578,000,000","470,000,000","340,000,000","462,000,000","448,000,000","340,000,000","257,000,000","402,000,000","412,000,000","347,000,000","254,000,000","397,000,000","446,000,000","375,000,000","300,000,000","426,000,000","422,000,000","325,000,000","218,000,000","342,000,000","337,000,000","250,000,000","149,000,000","236,000,000","222,000,000","46,000,000","87,000,000","115,000,000","156,000,000","95,000,000","30,000,000","47,000,000","93,000,000","59,000,000","-2,000,000","24,000,000","67,000,000","5,000,000","18,000,000","-1,048,000,000","188,000,000","128,000,000","102,000,000","175,000,000","214,000,000","171,000,000","99,000,000","172,000,000","216,000,000","150,000,000","88,000,000","134,000,000","171,000,000","131,000,000","64,000,000","122,869,000","-5,873,000","107,117,000","32,887,000","-209,133,000","113,406,000","94,634,000","40,250,000","-207,692,000","119,863,000","132,883,000","66,829,000","110,044,000","167,235,000","117,188,000","67,567,000","127,524,000","194,323,000","141,976,000","84,116,000","125,800,000","142,000,000","85,100,000","56,500,000","71,100,000","67,100,000","13,100,000","5,300,000","200,000"
TotalExpenses,"7,434,000,000","2,030,000,000","1,917,000,000","1,803,000,000","1,684,000,000","1,763,000,000","1,630,000,000","1,555,000,000","1,765,000,000","1,855,000,000","1,830,000,000","1,755,000,000","1,740,000,000","1,705,000,000","1,518,000,000","1,415,000,000","1,391,000,000","1,420,000,000","1,293,000,000","1,224,000,000","1,097,000,000","1,115,000,000","1,092,000,000","1,072,000,000","1,054,000,000","1,121,000,000","1,104,000,000","1,053,000,000","1,041,000,000","1,139,000,000","1,120,000,000","1,067,000,000","958,000,000","995,000,000","973,000,000","949,000,000","939,000,000","994,000,000","949,000,000","814,000,000","559,000,000","598,000,000","555,000,000","532,000,000","492,000,000","535,000,000","505,000,000","492,000,000","474,000,000","527,000,000","524,000,000","590,000,000","572,000,000","692,000,000","685,000,000","703,000,000","670,000,000","755,000,000","780,000,000","795,000,000","742,000,000","558,000,000","854,000,000","845,000,000","662,000,000","731,000,000","711,000,000","662,000,000","574,000,000","602,237,000","710,467,000","576,228,000","521,068,000","867,606,000","606,006,000","550,999,000","470,858,000","790,860,000","579,034,000","531,316,000","454,086,000","833,823,000","546,740,000","540,350,000","474,736,000","623,396,000","664,710,000","587,970,000","494,846,000","543,200,000","526,600,000","418,600,000","335,800,000","344,900,000","312,000,000","75,100,000","33,900,000","10,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,386,000,000","481,000,000","409,000,000","293,000,000","203,000,000","297,000,000","208,000,000","212,000,000","173,000,000","338,000,000","391,000,000","270,000,000","175,000,000","310,000,000","333,000,000","270,000,000","183,000,000","897,000,000","199,000,000","141,000,000","109,000,000","153,000,000","187,000,000","134,000,000","92,000,000","169,000,000","215,000,000","86,000,000","115,000,000","194,000,000","192,000,000","94,000,000","60,000,000","140,000,000","143,000,000","83,000,000","21,000,000","41,000,000","73,000,000","-52,000,000","13,000,000","29,000,000","65,000,000","27,000,000","-20,000,000","-21,000,000","23,000,000","12,000,000","-40,000,000","-26,000,000","0","-17,000,000","-19,000,000","-853,000,000","74,000,000","37,000,000","38,000,000","153,000,000","112,000,000","67,000,000","30,000,000","53,000,000","95,000,000","56,000,000","20,000,000","49,000,000","76,000,000","50,000,000","12,000,000","52,022,000","-64,381,000","34,962,000","-106,603,000","-290,862,000","31,884,000","23,391,000","-8,723,000","-208,951,000","40,767,000","51,114,000","7,584,000","32,174,000","62,052,000","24,935,000","3,412,000","36,374,000","75,391,000","47,199,000","17,411,000","44,400,000","56,200,000","25,900,000","16,200,000","18,300,000","-10,200,000","5,600,000","2,600,000",
NormalizedIncome,"1,389,755,000","481,746,894.41","409,000,000","295,331,000","203,738,000","301,604,651.163","212,536,000","214,535,000","174,530,000","339,561,200.924","392,534,000","274,614,000","182,155,000","337,717,647.059","347,480,000","274,512,000","185,367,000","921,000,000","214,450,000","161,328,000","110,354,000","156,793,388.43","189,468,000","135,236,000","93,252,000","172,000,000","215,000,000","86,600,000","98,568,000","193,376,205.788","193,268,000","98,634,000","61,276,000","140,619,469.027","143,656,000","87,438,000","29,400,000","61,800,000","110,276,595.745","46,312,500","19,157,894.737","48,800,000","67,708,333.333","27,282,051.282","-20,000,000","-7,250,000","26,026,315.789","15,900,000","-36,875,000","-19,450,000","0","-2,700,000","-16,400,000","54,463,849.765","73,367,521.368","37,650,000","38,000,000","84,150,000","108,418,604.651","65,050,000","32,000,000","78,000,000","95,000,000","55,400,000","20,000,000","48,400,000","71,777,777.778","50,609,756.098","10,736,842.105","95,662,848.547","20,104,400","42,715,352.255","-10,014,141.173","36,549,037.731","31,750,200","22,467,751.931","-8,787,660","11,400,718.334","40,632,102.908","49,254,732.367","7,413,189.189","32,128,400","61,789,200","46,851,200","3,010,000","35,750,000","75,100,600","47,134,200","17,288,600","55,800,000","55,960,000","31,540,000","16,080,000","25,800,000","14,940,000","5,540,000","2,360,000",
InterestExpense,"424,000,000","93,000,000","132,000,000","100,000,000","99,000,000","125,000,000","278,000,000","130,000,000","136,000,000","170,000,000","147,000,000","180,000,000","151,000,000","142,000,000","118,000,000","112,000,000","109,000,000","126,000,000","131,000,000","113,000,000","94,000,000","162,000,000","110,000,000","132,000,000","107,000,000","107,000,000","107,000,000","232,000,000","121,000,000","119,000,000","124,000,000","187,000,000","125,000,000","118,000,000","121,000,000","119,000,000","120,000,000","197,000,000","128,000,000","122,000,000",,,"58,000,000","59,000,000","58,000,000",,,,"63,000,000","70,000,000","64,000,000","52,000,000","52,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-424,000,000","-93,000,000","-132,000,000","-100,000,000","-99,000,000","-125,000,000","-278,000,000","-130,000,000","-136,000,000","-170,000,000","-147,000,000","-180,000,000","-151,000,000","-142,000,000","-118,000,000","-112,000,000","-109,000,000","-126,000,000","-131,000,000","-113,000,000","-94,000,000","-162,000,000","-110,000,000","-132,000,000","-107,000,000","-107,000,000","-107,000,000","-232,000,000","-121,000,000","-119,000,000","-124,000,000","-187,000,000","-125,000,000","-118,000,000","-121,000,000","-119,000,000","-120,000,000","-197,000,000","-128,000,000","-122,000,000","-69,000,000","-60,000,000","-58,000,000","-59,000,000","-58,000,000","-87,000,000","-57,000,000","-56,000,000","-63,000,000","-70,000,000","-64,000,000","-32,000,000","-52,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,270,000,000","737,000,000","682,000,000","477,000,000","374,000,000","512,000,000","553,000,000","381,000,000","362,000,000","603,000,000","657,000,000","531,000,000","371,000,000","567,000,000","578,000,000","471,000,000","341,000,000","462,000,000","453,000,000","342,000,000","255,000,000","404,000,000","413,000,000","349,000,000","254,000,000","399,000,000","447,000,000","381,000,000","303,000,000","430,000,000","427,000,000","329,000,000","219,000,000","344,000,000","339,000,000","250,000,000","150,000,000","236,000,000","222,000,000","58,000,000","97,000,000","148,000,000","158,000,000","97,000,000","31,000,000","62,000,000","100,000,000","65,000,000","-1,000,000","21,000,000","68,000,000","25,000,000","19,000,000","-1,048,000,000","188,000,000","128,000,000","102,000,000","175,000,000","214,000,000","171,000,000","99,000,000","172,000,000","216,000,000","150,000,000","184,000,000","232,000,000","269,000,000","226,000,000","158,000,000","221,292,000","139,251,000","199,812,000","123,645,000","-125,411,000","199,128,000","177,057,000","120,993,000","-96,698,000","204,069,000","213,443,000","144,879,000","-129,818,000","248,743,000","227,663,000","144,368,000","127,524,000","194,323,000","141,976,000","84,116,000","125,800,000","142,000,000","85,100,000","56,500,000","71,100,000","67,100,000","13,100,000","5,300,000","200,000"
EBITDA,"4,253,000,000"
ReconciledCostOfRevenue,"4,252,000,000","1,176,000,000","1,081,000,000","1,027,000,000","968,000,000","1,025,000,000","906,000,000","843,000,000","972,000,000","1,071,000,000","1,038,000,000","980,000,000","961,000,000","933,000,000","835,000,000","786,000,000","766,000,000","775,000,000","703,000,000","676,000,000","594,000,000","611,000,000","602,000,000","589,000,000","567,000,000","623,000,000","611,000,000","571,000,000","556,000,000","618,000,000","620,000,000","581,000,000","513,000,000","548,000,000","528,000,000","527,000,000","513,000,000","546,000,000","510,000,000","447,000,000","328,000,000","360,000,000","329,000,000","315,000,000","286,000,000","322,000,000","298,000,000","291,000,000","279,000,000","311,000,000","312,000,000","364,000,000","344,000,000","444,000,000","417,000,000","433,000,000","415,000,000","488,000,000","500,000,000","519,000,000","473,000,000","298,000,000","558,000,000","553,000,000","489,000,000","535,000,000","529,000,000","506,000,000","435,000,000","375,335,000","471,380,000","428,427,000","391,858,000","434,897,000","446,360,000","414,772,000","355,505,000","400,410,000","440,337,000","413,137,000","343,836,000","374,805,000","406,452,000","396,939,000","341,800,000","399,242,000","430,827,000","372,616,000","299,475,000","342,400,000","333,700,000","253,700,000","198,300,000","209,900,000","125,800,000","45,100,000","20,400,000","5,800,000"
ReconciledDepreciation,"1,983,000,000","532,000,000","510,000,000","475,000,000","466,000,000","480,000,000","492,000,000","490,000,000","526,000,000","516,000,000","519,000,000","504,000,000","499,000,000","470,000,000","418,000,000","390,000,000","393,000,000","390,000,000","353,000,000","330,000,000","310,000,000","318,000,000","311,000,000","306,000,000","310,000,000","318,000,000","315,000,000","307,000,000","304,000,000","312,000,000","306,000,000","299,000,000","277,000,000","284,000,000","278,000,000","270,000,000","266,000,000","272,000,000","275,000,000","221,000,000","129,000,000","129,000,000","123,000,000","117,000,000","111,000,000","117,000,000","112,000,000","111,000,000","109,000,000","116,000,000","113,000,000","125,000,000","120,000,000","124,000,000","135,000,000","130,000,000","124,000,000","119,000,000","128,000,000","129,000,000","121,000,000","127,000,000","132,000,000","128,000,000","116,000,000","120,000,000","116,000,000","115,000,000","111,000,000","123,777,000","116,136,000","122,891,000","105,196,000","104,025,000","117,878,000","107,087,000","99,335,000","102,290,000","111,984,000","92,214,000","89,805,000","110,076,000","110,840,000","112,142,000","100,844,000","105,285,000","109,391,000","106,235,000","93,521,000","96,400,000","94,600,000","80,300,000","72,200,000","68,200,000","125,800,000","12,700,000","5,700,000","1,300,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,386,000,000","481,000,000","409,000,000","293,000,000","203,000,000","297,000,000","208,000,000","212,000,000","173,000,000","338,000,000","391,000,000","270,000,000","175,000,000","310,000,000","333,000,000","270,000,000","183,000,000","897,000,000","199,000,000","141,000,000","109,000,000","153,000,000","187,000,000","134,000,000","92,000,000","169,000,000","215,000,000","86,000,000","115,000,000","194,000,000","192,000,000","94,000,000","60,000,000","140,000,000","143,000,000","83,000,000","21,000,000","41,000,000","73,000,000","-52,000,000","13,000,000","28,000,000","65,000,000","28,000,000","-20,000,000","-17,000,000","23,000,000","12,000,000","-40,000,000","-24,000,000","0","-17,000,000","-19,000,000","-853,000,000","74,000,000","37,000,000","38,000,000","153,000,000","111,000,000","67,000,000","32,000,000","78,000,000","95,000,000","56,000,000","20,000,000","49,000,000","76,000,000","50,000,000","12,000,000","52,022,000","-64,381,000","34,962,000","-106,603,000","-290,862,000","31,884,000","23,391,000","-8,723,000","-208,951,000","40,767,000","51,114,000","7,584,000","32,174,000","62,052,000","24,935,000","3,412,000","36,374,000","75,391,000","47,199,000","17,411,000","44,400,000","56,200,000","25,900,000","16,200,000","18,300,000","-10,200,000","5,600,000","2,600,000",
TotalUnusualItemsExcludingGoodwill,"-5,000,000","-1,000,000","0","-3,000,000","-1,000,000","-6,000,000","-6,000,000","-3,000,000","-2,000,000","-2,000,000","-2,000,000","-6,000,000","-9,000,000","-38,000,000","-20,000,000","-6,000,000","-3,000,000","-40,000,000","-25,000,000","-33,000,000","-2,000,000","-6,000,000","-4,000,000","-2,000,000","-2,000,000","-5,000,000","0","-1,000,000","26,000,000","1,000,000","-2,000,000","-7,000,000","-2,000,000","-1,000,000","-1,000,000","-7,000,000","-12,000,000","-32,000,000","-48,000,000","-121,000,000","-9,000,000","-32,000,000","-4,000,000","1,000,000","0","-15,000,000","-5,000,000","-6,000,000","-5,000,000","-7,000,000","0","-22,000,000","-4,000,000","-1,133,000,000","1,000,000","-1,000,000",,"108,000,000","4,000,000","3,000,000",,,,"1,000,000",,"1,000,000","7,000,000","-1,000,000","2,000,000","-66,728,000","-140,809,000","-12,561,000","-160,902,000","-431,755,000","223,000","1,502,000","106,000","-278,824,000","221,000","3,048,000","280,000","76,000","438,000","-36,527,000","670,000","1,040,000","484,000","108,000","204,000","-19,000,000","400,000","-9,400,000","200,000","-12,500,000","-41,900,000","100,000","400,000",
TotalUnusualItems,"-5,000,000","-1,000,000","0","-3,000,000","-1,000,000","-6,000,000","-6,000,000","-3,000,000","-2,000,000","-2,000,000","-2,000,000","-6,000,000","-9,000,000","-38,000,000","-20,000,000","-6,000,000","-3,000,000","-40,000,000","-25,000,000","-33,000,000","-2,000,000","-6,000,000","-4,000,000","-2,000,000","-2,000,000","-5,000,000","0","-1,000,000","26,000,000","1,000,000","-2,000,000","-7,000,000","-2,000,000","-1,000,000","-1,000,000","-7,000,000","-12,000,000","-32,000,000","-48,000,000","-121,000,000","-9,000,000","-32,000,000","-4,000,000","1,000,000","0","-15,000,000","-5,000,000","-6,000,000","-5,000,000","-7,000,000","0","-22,000,000","-4,000,000","-1,133,000,000","1,000,000","-1,000,000",,"108,000,000","4,000,000","3,000,000",,,,"1,000,000",,"1,000,000","7,000,000","-1,000,000","2,000,000","-66,728,000","-140,809,000","-12,561,000","-160,902,000","-431,755,000","223,000","1,502,000","106,000","-278,824,000","221,000","3,048,000","280,000","76,000","438,000","-36,527,000","670,000","1,040,000","484,000","108,000","204,000","-19,000,000","400,000","-9,400,000","200,000","-12,500,000","-41,900,000","100,000","400,000",
NormalizedEBITDA,"4,258,000,000","1,270,000,000","1,192,000,000","955,000,000","841,000,000","998,000,000","1,051,000,000","874,000,000","890,000,000","1,121,000,000","1,178,000,000","1,041,000,000","879,000,000","1,075,000,000","1,016,000,000","867,000,000","737,000,000","892,000,000","831,000,000","705,000,000","567,000,000","728,000,000","728,000,000","657,000,000","566,000,000","722,000,000","762,000,000","689,000,000","581,000,000","741,000,000","735,000,000","635,000,000","498,000,000","629,000,000","618,000,000","527,000,000","428,000,000","540,000,000","545,000,000","400,000,000","235,000,000","309,000,000","285,000,000","213,000,000","142,000,000","194,000,000","217,000,000","182,000,000","113,000,000","144,000,000","181,000,000","172,000,000","143,000,000","209,000,000","322,000,000","259,000,000","226,000,000","186,000,000","338,000,000","297,000,000","220,000,000","299,000,000","348,000,000","277,000,000","300,000,000","351,000,000","378,000,000","342,000,000","267,000,000","411,797,000","396,196,000","335,264,000","391,742,000","410,369,000","316,783,000","282,642,000","220,222,000","284,416,000","315,832,000","304,809,000","236,533,000","-19,818,000","359,145,000","376,332,000","246,606,000","231,769,000","303,230,000","248,103,000","177,433,000","241,200,000","236,200,000","174,800,000","128,500,000","151,800,000","234,800,000","25,700,000","10,600,000","1,500,000"
