name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"1,143,585,000","305,364,000","294,130,000","276,523,000","267,568,000","261,554,000","265,721,000","250,683,000","265,879,000","263,461,000","260,672,000","255,761,000","248,567,000","244,919,000","241,770,000","237,133,000","230,683,000","229,827,000","228,178,000","223,370,000","219,521,000","217,139,000","220,235,000","221,478,000","217,595,000","229,658,000","227,185,000","220,651,000","215,434,000","216,459,000","213,098,000","208,492,000","205,929,000","197,815,000","201,956,000","201,527,000","196,190,000","241,058,000","171,383,000","161,156,000","161,989,000","101,595,000","137,914,000","115,614,000","143,973,000","131,918,000","134,009,000","120,655,000","129,016,000","127,365,000","135,851,000","134,456,000","125,151,000","119,564,000","124,784,000","130,146,000","120,325,000","126,791,000","132,321,000","131,831,000","131,729,000","155,314,000","218,159,000","130,235,000","118,895,000","105,648,000","113,752,000","114,267,000","260,606,000","82,710,000","90,651,000","89,829,000","91,451,000","85,387,000","86,333,000","85,486,000","86,510,000","78,202,000","87,939,000","86,776,000","86,926,000","80,264,000","94,586,000","87,442,000","89,927,000","83,081,000","101,195,000","83,722,000","84,063,000","80,536,000","81,800,000","77,400,000","76,000,000","72,060,000","73,100,000","76,100,000","50,800,000","60,481,000","49,400,000","45,000,000","25,300,000","30,285,000","23,800,000","23,000,000","22,700,000","22,200,000","21,500,000","20,300,000","19,500,000","19,800,000","18,300,000","15,600,000","15,000,000",,,,
	OperatingRevenue,"1,143,585,000","305,364,000","294,130,000","276,523,000","267,568,000","261,554,000","265,721,000","250,683,000","265,879,000","263,461,000","260,672,000","255,761,000","248,567,000","216,924,000","212,984,000","208,634,000","203,505,000","197,278,000","194,690,000","190,470,000","188,102,000","186,461,000","187,771,000","189,246,000","187,119,000","197,647,000","194,515,000","190,089,000","186,857,000","188,225,000","184,247,000","180,438,000","178,964,000","172,590,000","174,303,000","173,946,000","169,603,000","139,277,000","171,383,000","161,156,000","161,989,000","101,595,000","137,914,000","115,614,000","143,973,000","131,918,000","134,009,000","120,655,000","129,016,000","127,365,000","135,851,000","134,456,000","125,151,000","119,564,000","124,784,000","130,146,000","120,325,000","126,791,000","132,321,000","131,831,000","131,729,000","155,314,000","218,159,000","130,235,000","118,895,000","105,648,000","113,752,000","114,267,000","260,606,000","82,710,000","90,651,000","89,829,000","91,451,000","85,387,000","86,333,000","85,486,000","86,510,000","78,202,000","87,939,000","86,776,000","86,926,000","80,264,000","94,586,000","87,442,000","89,927,000","83,081,000","101,195,000","83,722,000","84,063,000","80,536,000","81,800,000","77,400,000","76,000,000","72,060,000","73,100,000","76,100,000","50,800,000","60,481,000","49,400,000","45,000,000","25,300,000","30,285,000","23,800,000","23,000,000","22,700,000","22,200,000","21,500,000","20,300,000","19,500,000","19,800,000","18,300,000","15,600,000","15,000,000",,,,
CostOfRevenue,"417,025,000","103,054,000","110,068,000","102,971,000","100,932,000","99,957,000","101,052,000","99,681,000","94,136,000","90,409,000","93,873,000","91,227,000","90,838,000","86,720,000","87,833,000","85,061,000","83,965,000","80,638,000","88,283,000","80,353,000","79,468,000","73,676,000","80,374,000","80,156,000","77,149,000","80,410,000","84,106,000","78,789,000","78,411,000","76,429,000","78,675,000","75,880,000","74,324,000","69,061,000","73,727,000","74,385,000","72,147,000","68,847,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"726,560,000","202,310,000","184,062,000","173,552,000","166,636,000","161,597,000","164,669,000","151,002,000","171,743,000","173,052,000","166,799,000","164,534,000","157,729,000","158,199,000","153,937,000","152,072,000","146,718,000","149,189,000","139,895,000","143,017,000","140,053,000","143,463,000","139,861,000","141,322,000","140,446,000","149,248,000","143,079,000","141,862,000","137,023,000","140,030,000","134,423,000","132,612,000","131,605,000","128,754,000","128,229,000","127,142,000","124,043,000","122,585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"500,378,000","136,968,000","130,973,000","120,024,000","112,413,000","108,962,000","107,671,000","111,573,000","109,935,000","103,990,000","104,603,000","103,655,000","99,580,000","98,143,000","94,710,000","93,576,000","88,053,000","85,901,000","84,338,000","83,057,000","82,765,000","80,670,000","78,476,000","79,883,000","80,641,000","85,093,000","82,078,000","80,895,000","76,753,000","86,346,000","74,035,000","73,440,000","71,016,000","66,943,000","68,635,000","69,806,000","67,615,000","67,276,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"79,686,000","20,465,000","19,511,000","20,438,000","19,272,000","17,037,000","17,096,000","18,770,000","18,076,000","18,450,000","18,789,000","19,009,000","19,306,000","19,466,000","18,234,000","18,007,000","17,829,000","17,708,000","17,324,000","18,024,000","19,031,000","17,903,000","15,644,000","17,427,000","18,550,000","18,348,000","16,999,000","17,167,000","15,223,000","25,240,000","14,856,000","15,487,000","13,620,000","12,820,000","13,755,000","15,491,000","14,360,000","-152,108,000","70,684,000","64,959,000","72,711,000","58,513,000","59,571,000","63,912,000","68,506,000","51,623,000","67,860,000","57,909,000","58,394,000","190,403,000","12,983,000","13,091,000","14,296,000","169,103,000","7,513,000","8,414,000","7,960,000","201,400,000","8,110,000","7,912,000","8,054,000","65,572,000","65,900,000","8,036,000","7,414,000","176,879,000","6,183,000","6,558,000","5,276,000","145,956,000","4,074,000","4,140,000","41,904,000","136,983,000","3,878,000","4,437,000","3,611,000","117,789,000","6,424,000","3,357,000","3,589,000","119,497,000","3,426,000","3,109,000","3,283,000","117,385,000","2,926,000","3,626,000","3,139,000","111,278,000","2,500,000","2,400,000","2,400,000","99,135,000","2,200,000","2,300,000",,"71,968,000","1,000,000","1,200,000",,"39,835,000","1,200,000","1,100,000","1,100,000","1,200,000","1,000,000","1,000,000","1,000,000","1,100,000","1,100,000","1,000,000","900,000",,,,
		GeneralAndAdministrativeExpense,"79,686,000","20,465,000","19,511,000","20,438,000","19,272,000","17,037,000","17,096,000","18,770,000","18,076,000","18,450,000","18,789,000","19,009,000","19,306,000","19,466,000","18,234,000","18,007,000","17,829,000","17,708,000","17,324,000","18,024,000","19,031,000","17,903,000","15,644,000","17,427,000","18,550,000","18,348,000","16,999,000","17,167,000","15,223,000","25,240,000","14,856,000","15,487,000","13,620,000","12,820,000","13,755,000","15,491,000","14,360,000","-152,108,000","70,684,000","64,959,000","72,711,000","58,513,000","59,571,000","63,912,000","68,506,000","51,623,000","67,860,000","57,909,000","58,394,000","190,403,000","12,983,000","13,091,000","14,296,000","169,103,000","7,513,000","8,414,000","7,960,000","201,400,000","8,110,000","7,912,000","8,054,000","65,572,000","65,900,000","8,036,000","7,414,000","176,879,000","6,183,000","6,558,000","5,276,000","145,956,000","4,074,000","4,140,000","41,904,000","136,983,000","3,878,000","4,437,000","3,611,000","117,789,000","6,424,000","3,357,000","3,589,000","119,497,000","3,426,000","3,109,000","3,283,000","117,385,000","2,926,000","3,626,000","3,139,000","111,278,000","2,500,000","2,400,000","2,400,000","99,135,000","2,200,000","2,300,000",,"71,968,000","1,000,000","1,200,000",,"39,835,000","1,200,000","1,100,000","1,100,000","1,200,000","1,000,000","1,000,000","1,000,000","1,100,000","1,100,000","1,000,000","900,000",,,,
			SalariesAndWages,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3,820,000",,"-2,185,000","7,786,000","5,540,000","-6,096,000","1,375,000","5,954,000",,"6,918,000",,,,,,,"-57,330,000","7,513,000","8,414,000","7,960,000","-16,794,000","8,110,000","7,912,000","8,054,000","5,808,000","1,927,000","8,036,000","7,414,000",,"6,183,000","6,558,000","5,276,000",,"4,074,000","4,140,000","41,904,000",,"3,878,000","4,437,000","3,611,000",,"6,424,000","3,357,000","3,589,000",,"3,426,000","3,109,000","3,283,000",,"2,926,000","3,626,000","3,139,000",,"2,500,000","2,400,000","2,400,000",,"2,200,000","2,300,000",,,"1,000,000","1,200,000",,,"1,200,000","1,100,000","1,100,000","1,200,000","1,000,000","1,000,000","1,000,000","1,100,000","1,100,000","1,000,000","900,000",,,,
			OtherGandA,"79,686,000","20,465,000","19,511,000","20,438,000","19,272,000","17,037,000","17,096,000","18,770,000","18,076,000","18,450,000","18,789,000","19,009,000","19,306,000","19,466,000","18,234,000","18,007,000","17,829,000","17,708,000","17,324,000","18,024,000","19,031,000","17,903,000","15,644,000","17,427,000","18,550,000","18,348,000","16,999,000","17,167,000","15,223,000","25,240,000","14,856,000","15,487,000","13,620,000","12,820,000","13,755,000","15,491,000","14,360,000","-148,288,000",,"67,144,000","64,925,000","52,973,000","65,667,000","62,537,000","62,552,000",,"60,942,000",,,,,,,,,,,,,,,"59,764,000","63,973,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"420,692,000","116,503,000","111,462,000","99,586,000","93,141,000","91,925,000","90,575,000","92,803,000","91,859,000","85,540,000","85,814,000","84,646,000","80,274,000","78,677,000","76,476,000","75,569,000","70,224,000","68,193,000","67,014,000","65,033,000","63,734,000","62,767,000","62,832,000","62,456,000","62,091,000","66,745,000","65,079,000","63,728,000","61,530,000","61,106,000","59,179,000","57,953,000","57,396,000","54,123,000","54,880,000","54,315,000","53,255,000","47,498,000","52,588,000","53,310,000","50,118,000","42,756,000","44,558,000","45,731,000","46,822,000","42,886,000","43,685,000","42,660,000","43,813,000","43,919,000","42,895,000","43,888,000","43,980,000",,,,,,,,,"40,565,000","40,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
