Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-12-01,79.30107468110174,80.44885254609218,78.94061784949976,79.92713928222656,29532100,0.0,0
2017-12-04,80.07888904627164,80.08837684507284,76.5501805475043,76.91064453125,39094900,0.0,0
2017-12-05,77.15728009507582,78.4283775389808,76.81579889868406,77.39442443847656,26152300,0.0,0
2017-12-06,77.35650045615067,78.86473525485756,77.24266854721965,78.52324676513672,26162100,0.0,0
2017-12-07,78.29558545498101,78.54221762423121,77.78335275134064,78.24815368652344,23184500,0.0,0
2017-12-08,79.32954604654626,80.23069915381821,79.04497709457074,79.8322982788086,24489100,0.0,0
2017-12-11,79.95558685435324,80.98005214404155,79.79433043942201,80.84725189208984,22857900,0.0,0
2017-12-12,80.92314028855449,81.62509281523796,80.70497152688469,81.17926025390625,23924100,0.0,0
2017-12-13,81.33101941414107,81.57765154985768,80.7903306177702,80.96107482910156,22062700,0.0,0
2017-12-14,81.03696721922503,81.45434358927355,80.18324611552181,80.33502197265625,19306000,0.0,0
2017-12-15,80.87570713310221,82.61159818870247,80.51524310728168,82.38394165039062,53936700,0.0,0
2017-12-18,82.6400628137946,83.00051960788903,81.79582953617718,81.9381103515625,22283800,0.0,0
2017-12-19,81.9096464653248,81.9096464653248,80.88518126872025,81.41638946533203,23524800,0.0,0
2017-12-20,81.76736258289165,81.86222610512094,80.35398439393731,81.12232971191406,23674900,0.0,0
2017-12-21,81.62509115041527,81.67251567990718,81.00851437044861,81.1033706665039,17990700,0.0,0
2017-12-22,81.00851753244565,81.22668629818145,80.55319716170767,81.11286163330078,14145800,0.0,0
2017-12-26,80.92314629321523,81.13183450652126,80.65754574430652,81.0085220336914,9891200,0.0,0
2017-12-27,81.24567707343489,81.55870943446071,80.83778839493633,81.3025894165039,14678000,0.0,0
2017-12-28,81.48280171997911,81.51125788461087,81.15080107082298,81.31205749511719,10594300,0.0,0
2017-12-29,81.22668013769369,81.62508814577482,81.10336768106812,81.14131164550781,18717400,0.0,0
2018-01-02,81.70098717969746,81.87173143947304,81.10338588901934,81.53024291992188,22483800,0.0,0
2018-01-03,81.63459482515003,82.0614591338531,81.54922630565355,81.90968322753906,26061400,0.0,0
2018-01-04,82.13731279145128,83.1522975471446,82.11834442794753,82.63057708740234,21912000,0.0,0
2018-01-05,83.15230726712353,83.86374039334983,82.9341312574358,83.6550521850586,23407100,0.0,0
2018-01-08,83.66453716882653,84.02500127021487,83.09539208519574,83.74042510986328,22113000,0.0,0
2018-01-09,84.09138311586985,84.16727104039771,83.34200614456653,83.6834945678711,19484300,0.0,0
2018-01-10,83.34201348464869,83.65504577309234,82.91515653645932,83.30406951904297,18652200,0.0,0
2018-01-11,83.5981371208446,83.5981371208446,82.75390367783933,83.55071258544922,17808900,0.0,0
2018-01-12,84.11037623063687,85.16329797283676,83.90168799530746,84.9925537109375,24271500,0.0,0
2018-01-16,85.46683441593899,86.12135523064465,83.48431084251493,83.80682373046875,36599700,0.0,0
2018-01-17,84.49929369793286,85.63758391438849,84.18626135543211,85.5047836303711,25621200,0.0,0
2018-01-18,85.18225089384818,86.00750857569898,85.04945064074413,85.4668197631836,24159700,0.0,0
2018-01-19,85.50477903664837,85.95061163921427,85.04946586935678,85.37197875976562,36875000,0.0,0
2018-01-22,85.37198232505568,86.90868061225282,85.12535012751408,86.8991928100586,23601600,0.0,0
2018-01-23,87.17428588867188,87.55371838914961,86.8327973619492,87.17428588867188,23412800,0.0,0
2018-01-24,87.79083807423092,88.62558355054797,86.87071687173965,87.09837341308594,33277500,0.0,0
2018-01-25,87.71495357771286,88.44535499341484,87.20272091185238,87.5821533203125,26383200,0.0,0
2018-01-26,88.33153244904614,89.22319030761719,87.81929977093692,89.22319030761719,29172200,0.0,0
2018-01-29,90.2476664509203,90.54172317204755,88.90068808289398,89.09040069580078,31569900,0.0,0
2018-01-30,88.50226994552597,88.8437583716326,87.36397277948026,87.97106170654297,38635100,0.0,0
2018-01-31,88.92914933738457,90.49430381313708,88.70149274146122,90.12435913085938,48756300,0.0,0
2018-02-01,89.91567068532304,91.12984884341206,88.76789266909597,89.41292572021484,47227900,0.0,0
2018-02-02,88.82479475741091,89.13782706309291,86.7948395266816,87.06044006347656,47867800,0.0,0
2018-02-05,85.90315561537864,88.44534299911638,83.47480010986328,83.47480010986328,51031500,0.0,0
2018-02-06,82.42191851319883,86.77589406417468,80.86625161246454,86.63360595703125,67998600,0.0,0
2018-02-07,85.83677500441722,87.05095303312976,84.61310917442887,85.00202941894531,41107600,0.0,0
2018-02-08,85.0968919550294,85.25814840317261,80.40143593250005,80.63858032226562,55628700,0.0,0
2018-02-09,81.86224565475592,84.35700201185028,79.51925794274531,83.64556884765625,63499100,0.0,0
2018-02-12,84.1767625196093,85.16328395519594,83.40841708606668,84.54670715332031,35720300,0.0,0
2018-02-13,84.35699507333142,85.37197268128156,83.28510513279006,85.2107162475586,26407700,0.0,0
2018-02-14,84.3530098909583,86.7165292569691,84.25770798074443,86.54498291015625,34960900,0.42,0
2018-02-15,86.92618723147918,88.36526989490888,86.36390093997434,88.30809020996094,27823900,0.0,0
2018-02-16,88.10793162456778,89.10861956554909,87.48846575460249,87.67906951904297,30596900,0.0,0
2018-02-20,87.18349789308853,88.68928512632752,86.73557103551026,88.3652572631836,30911700,0.0,0
2018-02-21,88.61306418931382,88.97521432690444,87.19303894042967,87.19303894042969,26922500,0.0,0
2018-02-22,87.7267309687205,88.37479399808576,87.06913556906613,87.42176055908203,24392800,0.0,0
2018-02-23,89.20391664472893,89.65184346522044,88.02215737247936,89.6423110961914,26329200,0.0,0
2018-02-26,89.9663551680465,90.96703588379057,89.8233987026351,90.93844604492188,30199800,0.0,0
2018-02-27,91.24342936458383,91.33873126466344,89.7757568359375,89.7757568359375,25869100,0.0,0
2018-02-28,90.38567398216529,91.2148155643306,89.23250457062062,89.36592864990234,31167300,0.0,0
2018-03-01,89.57562395695933,90.12838517723519,87.52660031012239,88.48916625976562,37135600,0.0,0
2018-03-02,87.27881850266657,88.77508095815975,86.59263314989299,88.67977905273438,32830400,0.0,0
2018-03-05,88.0030962748951,89.84245093596158,87.92685913271055,89.2420425415039,23901600,0.0,0
2018-03-06,89.90917900619841,90.05213548876118,88.57493789179587,88.93708801269531,22175800,0.0,0
2018-03-07,88.78459310493454,89.5279579774113,88.08887553878178,89.45171356201172,26716100,0.0,0
2018-03-08,89.84245288161944,90.63347232633768,89.36593619507606,89.99494171142578,25887800,0.0,0
2018-03-09,90.81455991225819,92.00585174560547,90.53817933439342,92.00585174560547,36937300,0.0,0
2018-03-12,91.96772080877417,92.64437363338834,91.5293263282242,92.22503662109375,26073700,0.0,0
2018-03-13,92.44422857054197,92.672954522859,89.55653888268853,89.97587585449219,35387800,0.0,0
2018-03-14,90.65254095580067,90.92892151838436,89.10862420756115,89.44218444824219,32132000,0.0,0
2018-03-15,89.13721777975623,90.13790581477694,88.47009727045456,89.7566909790039,27611000,0.0,0
2018-03-16,90.23321158773417,90.90033212573498,89.50890409571292,90.15696716308594,49081300,0.0,0
2018-03-19,89.3373443507709,89.48983317715239,87.78390260511354,88.52726745605469,33344100,0.0,0
2018-03-20,88.6797595591613,89.36593749003,88.63210498138938,88.75599670410156,23075200,0.0,0
2018-03-21,88.56539011716755,89.63279009411356,87.87920493706423,88.13652801513672,24457100,0.0,0
2018-03-22,86.98333817216097,87.44079731378021,85.44896138824302,85.5728530883789,38604700,0.0,0
2018-03-23,85.29648633915694,86.21139749887007,82.9901473362717,83.08544921875,44068900,0.0,0
2018-03-26,86.35436619565081,89.58514918566097,86.15423003276426,89.37548065185547,56396800,0.0,0
2018-03-27,90.48100046164616,90.67160424825758,84.35299492530696,85.26790618896484,56569000,0.0,0
2018-03-28,85.60145502108166,86.9452355317887,84.69607624896612,85.191650390625,52501100,0.0,0
2018-03-29,85.94454977578958,87.95545077234789,84.24815153704014,86.98335266113281,45867500,0.0,0
2018-04-02,86.22093011458846,86.61167001518521,83.39995221298587,84.36251068115234,48515400,0.0,0
2018-04-03,85.37272084309505,85.82064763691983,83.7620923132315,85.49661254882812,37213800,0.0,0
2018-04-04,83.72397593590733,88.40337303996944,83.60961659067874,87.99356842041016,35560000,0.0,0
2018-04-05,88.09840856616277,88.69881698201453,87.10725297177184,88.04122161865234,29771900,0.0,0
2018-04-06,87.19301181411956,88.117455249154,85.27742017707719,85.99219512939453,38026000,0.0,0
2018-04-09,86.76415901961985,88.79411748346462,86.36388674861963,86.5068359375,31533900,0.0,0
2018-04-10,88.0507388403946,88.89893782668906,87.33596392355771,88.5177230834961,26812000,0.0,0
2018-04-11,87.68860312836577,88.9084846885941,87.18349660149633,87.54564666748047,24872100,0.0,0
2018-04-12,88.08888552365178,89.73763665598217,88.08888552365178,89.18487548828125,26758900,0.0,0
2018-04-13,89.63278699312333,89.75667870760729,88.09840276043997,88.70834350585938,23346100,0.0,0
2018-04-16,89.651852349307,90.21414584066612,89.03237918024175,89.74715423583984,20288100,0.0,0
2018-04-17,90.53817687250732,92.00584924381087,90.42381024203121,91.55792236328125,26771000,0.0,0
2018-04-18,91.70088444534592,92.1774011948885,91.03375663334516,91.91055297851562,21043300,0.0,0
2018-04-19,91.91054923469774,92.51095769708012,90.86220661155164,91.5960464477539,23552500,0.0,0
2018-04-20,91.40542601240602,91.59602976130861,89.63278351755764,90.53816223144531,31154400,0.0,0
2018-04-23,91.24341706911339,91.76758835552005,90.18554939732388,90.87173461914062,22331800,0.0,0
2018-04-24,91.71992696944096,91.9391278377799,88.06981478877667,88.74646759033203,34524800,0.0,0
2018-04-25,88.91801848723624,88.91801848723624,86.03985356819281,87.9745101928711,33729300,0.0,0
2018-04-26,89.15628623998141,90.6811383756179,88.72741680519493,89.83293914794922,42529000,0.0,0
2018-04-27,93.0160623626223,93.30197530327344,89.4993739105949,91.31966400146484,48272800,0.0,0
2018-04-30,91.80570664215362,91.87241868747616,88.7750602226618,89.12767791748047,41523600,0.0,0
2018-05-01,88.83223177581952,90.81454275710091,88.43195954048393,90.53816223144531,31408900,0.0,0
2018-05-02,90.52864181171772,90.70018811679952,88.81318603196758,89.11815643310547,27471000,0.0,0
2018-05-03,88.59397268923135,90.47144941108598,88.10792368133932,89.65184020996094,31142500,0.0,0
2018-05-04,88.9370808773814,90.89080234983417,88.55586604482133,90.69066619873047,22531300,0.0,0
2018-05-07,90.70020144882268,92.16787399224067,90.63348939098863,91.70088958740234,24242000,0.0,0
2018-05-08,91.34827236437259,91.6437177352389,90.59537492098683,91.31015014648438,23484600,0.0,0
2018-05-09,91.50074070120363,92.4156519119865,90.58582949042075,92.3870620727539,27327400,0.0,0
2018-05-10,92.88263117108357,93.34961548549627,92.49189127116573,93.3115005493164,22388100,0.0,0
2018-05-11,93.20665252335691,93.27336455841451,92.48234523482694,93.11134338378906,16778300,0.0,0
2018-05-14,93.32103091525903,94.05487072182468,92.73967994629017,93.42586517333984,19454100,0.0,0
2018-05-15,92.6729621289164,93.25431306169742,91.81523064849625,92.74920654296875,24594000,0.0,0
2018-05-16,93.18951375188179,93.22780119892631,92.48121423801776,92.98851013183594,17384700,0.42,0
2018-05-17,92.61523096661767,93.36181804292377,91.72506776734849,92.06007385253906,17246700,0.0,0
2018-05-18,91.89733956181945,92.77792889883307,91.89733956181945,92.23234558105469,17865800,0.0,0
